(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(4)), {C=0.0009220231822971548, S=0.0006808676198813345}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(903)), {C=0.0009220231822971548, S=0.0006808676198813345}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(904)), {C=0.0007903055848261328, S=0.0005836008170411438}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(906)), {C=0.0006585879873551106, S=0.00048633401420095323}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(907)), {C=0.0006585879873551106, S=0.00048633401420095323}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(908)), {C=0.0006585879873551106, S=0.00048633401420095323}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(909)), {C=0.0007903055848261328, S=0.0005836008170411438}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(910)), {C=0.0009220231822971548, S=0.0006808676198813345}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(912)), {C=0.0007903055848261328, S=0.0005836008170411438}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(913)), {C=0.0010537407797681772, S=0.0007781344227215252}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(914)), {C=0.0009220231822971548, S=0.0006808676198813345}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(918)), {C=0.0006585879873551106, S=0.00048633401420095323}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(919)), {C=0.0007903055848261328, S=0.0005836008170411438}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(921)), {C=0.0007903055848261328, S=0.0005836008170411438}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(925)), {C=0.0006585879873551106, S=0.00048633401420095323}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(926)), {C=0.0007903055848261328, S=0.0005836008170411438}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(927)), {C=0.0009220231822971548, S=0.0006808676198813345}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(928)), {C=0.0006585879873551106, S=0.00048633401420095323}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(929)), {C=0.0006585879873551106, S=0.00048633401420095323}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(931)), {C=0.0007903055848261328, S=0.0005836008170411438}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(933)), {C=0.0010537407797681772, S=0.0007781344227215252}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(935)), {C=0.0006585879873551106, S=0.00048633401420095323}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(936)), {C=0.0007903055848261328, S=0.0005836008170411438}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(937)), {C=0.0006585879873551106, S=0.00048633401420095323}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(938)), {C=0.0007903055848261328, S=0.0005836008170411438}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(939)), {C=0.0006585879873551106, S=0.00048633401420095323}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(940)), {C=0.0006585879873551106, S=0.00048633401420095323}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(942)), {C=0.0007903055848261328, S=0.0005836008170411438}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(945)), {C=0.0011854583772391992, S=0.0008754012255617158}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(946)), {C=0.0007903055848261328, S=0.0005836008170411438}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(947)), {C=0.0006585879873551106, S=0.00048633401420095323}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(949)), {C=0.0006585879873551106, S=0.00048633401420095323}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(951)), {C=0.0006585879873551106, S=0.00048633401420095323}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(952)), {C=0.0006585879873551106, S=0.00048633401420095323}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(956)), {C=0.0006585879873551106, S=0.00048633401420095323}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(959)), {C=0.0006585879873551106, S=0.00048633401420095323}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(962)), {C=0.0006585879873551106, S=0.00048633401420095323}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(963)), {C=0.0009220231822971548, S=0.0006808676198813345}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(964)), {C=0.0007903055848261328, S=0.0005836008170411438}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(966)), {C=0.0009220231822971548, S=0.0006808676198813345}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(967)), {C=0.0010537407797681772, S=0.0007781344227215252}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(968)), {C=0.0006585879873551106, S=0.00048633401420095323}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(969)), {C=0.0009220231822971548, S=0.0006808676198813345}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(971)), {C=0.0009220231822971548, S=0.0006808676198813345}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(972)), {C=0.0006585879873551106, S=0.00048633401420095323}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(975)), {C=0.0010537407797681772, S=0.0007781344227215252}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(976)), {C=0.0011854583772391992, S=0.0008754012255617158}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(978)), {C=0.0007903055848261328, S=0.0005836008170411438}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(980)), {C=0.0007903055848261328, S=0.0005836008170411438}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(982)), {C=0.0007903055848261328, S=0.0005836008170411438}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(984)), {C=0.0006585879873551106, S=0.00048633401420095323}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(985)), {C=0.0010537407797681772, S=0.0007781344227215252}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(986)), {C=0.0009220231822971548, S=0.0006808676198813345}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(987)), {C=0.0006585879873551106, S=0.00048633401420095323}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(989)), {C=0.0007903055848261328, S=0.0005836008170411438}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(991)), {C=0.0010537407797681772, S=0.0007781344227215252}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(992)), {C=0.0011854583772391992, S=0.0008754012255617158}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(993)), {C=0.0006585879873551106, S=0.00048633401420095323}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(994)), {C=0.0006585879873551106, S=0.00048633401420095323}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(995)), {C=0.0006585879873551106, S=0.00048633401420095323}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(996)), {C=0.0006585879873551106, S=0.00048633401420095323}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1000)), {C=0.0006585879873551106, S=0.00048633401420095323}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1002)), {C=0.0007903055848261328, S=0.0005836008170411438}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1004)), {C=0.0007903055848261328, S=0.0005836008170411438}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1005)), {C=0.0007903055848261328, S=0.0005836008170411438}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1006)), {C=0.0011854583772391992, S=0.0008754012255617158}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1007)), {C=0.0007903055848261328, S=0.0005836008170411438}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1011)), {C=0.0006585879873551106, S=0.00048633401420095323}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1014)), {C=0.0006585879873551106, S=0.00048633401420095323}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1015)), {C=0.0010537407797681772, S=0.0007781344227215252}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1017)), {C=0.0007903055848261328, S=0.0005836008170411438}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1018)), {C=0.0014488935721812435, S=0.001069934831242097}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1019)), {C=0.0011854583772391992, S=0.0008754012255617158}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1020)), {C=0.0006585879873551106, S=0.00048633401420095323}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1021)), {C=0.0006585879873551106, S=0.00048633401420095323}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1029)), {C=0.0009220231822971548, S=0.0006808676198813345}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1036)), {C=0.0007903055848261328, S=0.0005836008170411438}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1037)), {C=0.0006585879873551106, S=0.00048633401420095323}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1041)), {C=0.0006585879873551106, S=0.00048633401420095323}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1042)), {C=0.0007903055848261328, S=0.0005836008170411438}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1044)), {C=0.0007903055848261328, S=0.0005836008170411438}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1045)), {C=0.0014488935721812435, S=0.001069934831242097}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1047)), {C=0.0007903055848261328, S=0.0005836008170411438}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1049)), {C=0.0007903055848261328, S=0.0005836008170411438}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1050)), {C=0.0006585879873551106, S=0.00048633401420095323}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1053)), {C=0.0006585879873551106, S=0.00048633401420095323}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1054)), {C=0.0010537407797681772, S=0.0007781344227215252}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1055)), {C=0.0007903055848261328, S=0.0005836008170411438}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1057)), {C=0.0006585879873551106, S=0.00048633401420095323}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1058)), {C=0.0007903055848261328, S=0.0005836008170411438}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1059)), {C=0.0009220231822971548, S=0.0006808676198813345}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1060)), {C=0.0007903055848261328, S=0.0005836008170411438}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1062)), {C=0.0006585879873551106, S=0.00048633401420095323}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1064)), {C=0.0011854583772391992, S=0.0008754012255617158}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1065)), {C=0.0006585879873551106, S=0.00048633401420095323}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1067)), {C=0.0011854583772391992, S=0.0008754012255617158}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1070)), {C=0.0007903055848261328, S=0.0005836008170411438}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1072)), {C=0.0006585879873551106, S=0.00048633401420095323}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1074)), {C=0.0006585879873551106, S=0.00048633401420095323}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1079)), {C=0.0006585879873551106, S=0.00048633401420095323}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1080)), {C=0.0006585879873551106, S=0.00048633401420095323}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1083)), {C=0.0009220231822971548, S=0.0006808676198813345}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1086)), {C=0.0007903055848261328, S=0.0005836008170411438}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1087)), {C=0.0006585879873551106, S=0.00048633401420095323}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1088)), {C=0.0009220231822971548, S=0.0006808676198813345}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1089)), {C=0.0007903055848261328, S=0.0005836008170411438}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1091)), {C=0.0007903055848261328, S=0.0005836008170411438}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1096)), {C=0.0007903055848261328, S=0.0005836008170411438}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1100)), {C=0.0007903055848261328, S=0.0005836008170411438}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1101)), {C=0.0006585879873551106, S=0.00048633401420095323}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1102)), {C=0.0007903055848261328, S=0.0005836008170411438}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1105)), {C=0.0007903055848261328, S=0.0005836008170411438}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1107)), {C=0.0006585879873551106, S=0.00048633401420095323}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1109)), {C=0.0006585879873551106, S=0.00048633401420095323}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1111)), {C=0.0006585879873551106, S=0.00048633401420095323}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1115)), {C=0.0006585879873551106, S=0.00048633401420095323}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1119)), {C=0.0007903055848261328, S=0.0005836008170411438}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1120)), {C=0.0009220231822971548, S=0.0006808676198813345}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1122)), {C=0.0009220231822971548, S=0.0006808676198813345}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1123)), {C=0.0006585879873551106, S=0.00048633401420095323}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1124)), {C=0.0007903055848261328, S=0.0005836008170411438}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1126)), {C=0.0007903055848261328, S=0.0005836008170411438}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1127)), {C=0.0007903055848261328, S=0.0005836008170411438}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1129)), {C=0.0011854583772391992, S=0.0008754012255617158}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1130)), {C=0.0007903055848261328, S=0.0005836008170411438}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1131)), {C=0.0006585879873551106, S=0.00048633401420095323}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1133)), {C=0.0009220231822971548, S=0.0006808676198813345}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1135)), {C=0.0007903055848261328, S=0.0005836008170411438}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1136)), {C=0.0010537407797681772, S=0.0007781344227215252}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1141)), {C=0.0009220231822971548, S=0.0006808676198813345}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1142)), {C=0.0007903055848261328, S=0.0005836008170411438}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1143)), {C=0.0007903055848261328, S=0.0005836008170411438}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1144)), {C=0.0006585879873551106, S=0.00048633401420095323}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1146)), {C=0.0007903055848261328, S=0.0005836008170411438}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1147)), {C=0.0010537407797681772, S=0.0007781344227215252}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1150)), {C=0.0009220231822971548, S=0.0006808676198813345}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1151)), {C=0.0009220231822971548, S=0.0006808676198813345}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1152)), {C=0.0009220231822971548, S=0.0006808676198813345}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1154)), {C=0.0007903055848261328, S=0.0005836008170411438}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1155)), {C=0.0006585879873551106, S=0.00048633401420095323}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1156)), {C=0.0006585879873551106, S=0.00048633401420095323}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1157)), {C=0.0007903055848261328, S=0.0005836008170411438}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1158)), {C=0.0007903055848261328, S=0.0005836008170411438}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1159)), {C=0.0006585879873551106, S=0.00048633401420095323}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1161)), {C=0.0011854583772391992, S=0.0008754012255617158}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1162)), {C=0.0010537407797681772, S=0.0007781344227215252}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1169)), {C=0.0006585879873551106, S=0.00048633401420095323}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1171)), {C=0.0006585879873551106, S=0.00048633401420095323}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1173)), {C=0.0010537407797681772, S=0.0007781344227215252}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1175)), {C=0.0006585879873551106, S=0.00048633401420095323}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1176)), {C=0.0007903055848261328, S=0.0005836008170411438}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1177)), {C=0.0006585879873551106, S=0.00048633401420095323}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1182)), {C=0.0007903055848261328, S=0.0005836008170411438}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1185)), {C=0.0006585879873551106, S=0.00048633401420095323}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1186)), {C=0.0006585879873551106, S=0.00048633401420095323}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1191)), {C=0.0006585879873551106, S=0.00048633401420095323}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1192)), {C=0.0007903055848261328, S=0.0005836008170411438}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1197)), {C=0.0006585879873551106, S=0.00048633401420095323}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1199)), {C=0.0007903055848261328, S=0.0005836008170411438}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1200)), {C=0.0011854583772391992, S=0.0008754012255617158}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1201)), {C=0.0006585879873551106, S=0.00048633401420095323}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1202)), {C=0.0007903055848261328, S=0.0005836008170411438}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1204)), {C=0.0006585879873551106, S=0.00048633401420095323}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1205)), {C=0.0006585879873551106, S=0.00048633401420095323}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1206)), {C=0.0006585879873551106, S=0.00048633401420095323}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1208)), {C=0.0006585879873551106, S=0.00048633401420095323}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1212)), {C=0.0007903055848261328, S=0.0005836008170411438}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1213)), {C=0.0007903055848261328, S=0.0005836008170411438}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1219)), {C=0.0006585879873551106, S=0.00048633401420095323}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1222)), {C=0.0009220231822971548, S=0.0006808676198813345}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1223)), {C=0.0010537407797681772, S=0.0007781344227215252}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1224)), {C=0.0006585879873551106, S=0.00048633401420095323}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1225)), {C=0.0006585879873551106, S=0.00048633401420095323}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1227)), {C=0.0006585879873551106, S=0.00048633401420095323}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1228)), {C=0.0007903055848261328, S=0.0005836008170411438}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1234)), {C=0.0007903055848261328, S=0.0005836008170411438}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1236)), {C=0.0007903055848261328, S=0.0005836008170411438}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1237)), {C=0.0011854583772391992, S=0.0008754012255617158}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1239)), {C=0.0006585879873551106, S=0.00048633401420095323}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1240)), {C=0.0009220231822971548, S=0.0006808676198813345}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1246)), {C=0.0009220231822971548, S=0.0006808676198813345}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1247)), {C=0.0006585879873551106, S=0.00048633401420095323}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1248)), {C=0.0006585879873551106, S=0.00048633401420095323}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1249)), {C=0.0009220231822971548, S=0.0006808676198813345}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1251)), {C=0.0009220231822971548, S=0.0006808676198813345}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1252)), {C=0.0006585879873551106, S=0.00048633401420095323}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1257)), {C=0.0009220231822971548, S=0.0006808676198813345}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1266)), {C=0.0007903055848261328, S=0.0005836008170411438}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1267)), {C=0.0006585879873551106, S=0.00048633401420095323}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1268)), {C=0.0009220231822971548, S=0.0006808676198813345}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1275)), {C=0.0006585879873551106, S=0.00048633401420095323}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1277)), {C=0.0007903055848261328, S=0.0005836008170411438}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1279)), {C=0.0006585879873551106, S=0.00048633401420095323}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1284)), {C=0.0007903055848261328, S=0.0005836008170411438}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1285)), {C=0.0006585879873551106, S=0.00048633401420095323}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1286)), {C=0.0007903055848261328, S=0.0005836008170411438}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1288)), {C=0.0006585879873551106, S=0.00048633401420095323}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1289)), {C=0.0010537407797681772, S=0.0007781344227215252}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1291)), {C=0.0006585879873551106, S=0.00048633401420095323}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1292)), {C=0.0011854583772391992, S=0.0008754012255617158}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1295)), {C=0.0006585879873551106, S=0.00048633401420095323}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1296)), {C=0.0010537407797681772, S=0.0007781344227215252}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1298)), {C=0.0007903055848261328, S=0.0005836008170411438}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1301)), {C=0.0007903055848261328, S=0.0005836008170411438}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1302)), {C=0.0007903055848261328, S=0.0005836008170411438}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1305)), {C=0.0006585879873551106, S=0.00048633401420095323}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1308)), {C=0.0007903055848261328, S=0.0005836008170411438}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1313)), {C=0.0006585879873551106, S=0.00048633401420095323}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1314)), {C=0.0006585879873551106, S=0.00048633401420095323}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1317)), {C=0.0006585879873551106, S=0.00048633401420095323}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1318)), {C=0.0007903055848261328, S=0.0005836008170411438}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1319)), {C=0.0009220231822971548, S=0.0006808676198813345}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1320)), {C=0.0011854583772391992, S=0.0008754012255617158}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1321)), {C=0.0010537407797681772, S=0.0007781344227215252}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1322)), {C=0.0006585879873551106, S=0.00048633401420095323}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1326)), {C=0.0009220231822971548, S=0.0006808676198813345}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1327)), {C=0.0006585879873551106, S=0.00048633401420095323}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1328)), {C=0.0010537407797681772, S=0.0007781344227215252}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1330)), {C=0.0009220231822971548, S=0.0006808676198813345}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1331)), {C=0.0007903055848261328, S=0.0005836008170411438}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1335)), {C=0.0006585879873551106, S=0.00048633401420095323}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1336)), {C=0.0009220231822971548, S=0.0006808676198813345}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1337)), {C=0.0007903055848261328, S=0.0005836008170411438}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1339)), {C=0.0009220231822971548, S=0.0006808676198813345}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1341)), {C=0.0010537407797681772, S=0.0007781344227215252}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1344)), {C=0.0014488935721812435, S=0.001069934831242097}
