(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(2)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1135)), {C=0.0007154538021259197, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1140)), {C=0.0006132461161079312, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1151)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1153)), {C=0.0008176614881439084, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1154)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1156)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1160)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1161)), {C=0.0006132461161079312, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1162)), {C=0.000919869174161897, S=0.0008754012255617158}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1164)), {C=0.0007154538021259197, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1165)), {C=0.0007154538021259197, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1166)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1172)), {C=0.0006132461161079312, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1177)), {C=0.0008176614881439084, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1180)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1182)), {C=0.0006132461161079312, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1183)), {C=0.0008176614881439084, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1184)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1185)), {C=0.0006132461161079312, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1190)), {C=0.0008176614881439084, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1193)), {C=0.0008176614881439084, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1197)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1198)), {C=0.0006132461161079312, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1200)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1206)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1209)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1211)), {C=0.0007154538021259197, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1217)), {C=0.0006132461161079312, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1221)), {C=0.0006132461161079312, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1222)), {C=0.0006132461161079312, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1226)), {C=0.0007154538021259197, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1229)), {C=0.0006132461161079312, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1232)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1235)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1241)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1242)), {C=0.0007154538021259197, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1244)), {C=0.0007154538021259197, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1254)), {C=0.0006132461161079312, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1256)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1257)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1259)), {C=0.0006132461161079312, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1260)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1262)), {C=0.0007154538021259197, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1265)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1266)), {C=0.0008176614881439084, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1269)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1280)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1287)), {C=0.0007154538021259197, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1289)), {C=0.0007154538021259197, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1302)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1303)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1305)), {C=0.0006132461161079312, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1307)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1308)), {C=0.000919869174161897, S=0.0008754012255617158}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1315)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1320)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1326)), {C=0.0006132461161079312, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1328)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1330)), {C=0.0006132461161079312, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1331)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1333)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1336)), {C=0.0006132461161079312, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1337)), {C=0.0007154538021259197, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1342)), {C=0.0007154538021259197, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1343)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1344)), {C=0.0010220768601798855, S=0.0009726680284019065}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1349)), {C=0.0008176614881439084, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1352)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1353)), {C=0.000919869174161897, S=0.0008754012255617158}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1362)), {C=0.0010220768601798855, S=0.0009726680284019065}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1366)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1367)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1368)), {C=0.0006132461161079312, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1372)), {C=0.0006132461161079312, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1380)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1383)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1386)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1387)), {C=0.0006132461161079312, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1388)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1391)), {C=0.000919869174161897, S=0.0008754012255617158}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1392)), {C=0.0007154538021259197, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1394)), {C=0.0006132461161079312, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1396)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1399)), {C=0.0006132461161079312, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1402)), {C=0.0007154538021259197, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1403)), {C=0.000919869174161897, S=0.0008754012255617158}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1405)), {C=0.0006132461161079312, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1406)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1409)), {C=0.0008176614881439084, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1410)), {C=0.0006132461161079312, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1411)), {C=0.000919869174161897, S=0.0008754012255617158}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1412)), {C=0.000919869174161897, S=0.0008754012255617158}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1413)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1415)), {C=0.0007154538021259197, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1420)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1421)), {C=0.0007154538021259197, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1423)), {C=0.000919869174161897, S=0.0008754012255617158}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1424)), {C=0.0006132461161079312, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1430)), {C=0.0007154538021259197, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1434)), {C=0.0008176614881439084, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1435)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1438)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1440)), {C=0.0008176614881439084, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1445)), {C=0.0006132461161079312, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1451)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1452)), {C=0.000919869174161897, S=0.0008754012255617158}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1454)), {C=0.0007154538021259197, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1455)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1460)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1463)), {C=0.0007154538021259197, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1464)), {C=0.0006132461161079312, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1473)), {C=0.0007154538021259197, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1474)), {C=0.0006132461161079312, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1476)), {C=0.0006132461161079312, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1479)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1482)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1488)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1494)), {C=0.0008176614881439084, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1495)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1498)), {C=0.0007154538021259197, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1499)), {C=0.0007154538021259197, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1502)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1504)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1505)), {C=0.0006132461161079312, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1506)), {C=0.0007154538021259197, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1508)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1510)), {C=0.000919869174161897, S=0.0008754012255617158}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1512)), {C=0.0006132461161079312, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1515)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1516)), {C=0.0010220768601798855, S=0.0009726680284019065}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1520)), {C=0.0007154538021259197, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1525)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1533)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1536)), {C=0.0006132461161079312, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1537)), {C=0.0007154538021259197, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1538)), {C=0.0007154538021259197, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1539)), {C=0.0006132461161079312, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1543)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1544)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1549)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1552)), {C=0.0005110384300899427, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(marital_status(M)) --> (buy(1558)), {C=0.0005110384300899427, S=0.00048633401420095323}
