(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(3)), {C=0.0008798944126704796, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(876)), {C=0.0005499340079190497, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(878)), {C=0.0006599208095028596, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(879)), {C=0.0008798944126704796, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(881)), {C=0.0006599208095028596, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(882)), {C=0.0009898812142542896, S=0.0008754012255617158}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(885)), {C=0.0005499340079190497, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(886)), {C=0.0005499340079190497, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(888)), {C=0.0009898812142542896, S=0.0008754012255617158}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(889)), {C=0.0007699076110866696, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(890)), {C=0.0006599208095028596, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(891)), {C=0.0007699076110866696, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(892)), {C=0.0007699076110866696, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(893)), {C=0.0009898812142542896, S=0.0008754012255617158}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(894)), {C=0.0007699076110866696, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(895)), {C=0.0008798944126704796, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(896)), {C=0.0005499340079190497, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(897)), {C=0.0010998680158380994, S=0.0009726680284019065}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(898)), {C=0.0007699076110866696, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(900)), {C=0.0006599208095028596, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(902)), {C=0.0005499340079190497, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(903)), {C=0.0005499340079190497, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(907)), {C=0.0005499340079190497, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(908)), {C=0.0015398152221733391, S=0.001361735239762669}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(909)), {C=0.0005499340079190497, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(910)), {C=0.0006599208095028596, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(911)), {C=0.0009898812142542896, S=0.0008754012255617158}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(912)), {C=0.0007699076110866696, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(915)), {C=0.0008798944126704796, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(916)), {C=0.0005499340079190497, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(917)), {C=0.0007699076110866696, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(918)), {C=0.0005499340079190497, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(920)), {C=0.0006599208095028596, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(924)), {C=0.0006599208095028596, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(925)), {C=0.0008798944126704796, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(926)), {C=0.0007699076110866696, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(927)), {C=0.0008798944126704796, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(928)), {C=0.0007699076110866696, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(930)), {C=0.0007699076110866696, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(931)), {C=0.0006599208095028596, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(932)), {C=0.0007699076110866696, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(934)), {C=0.0007699076110866696, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(935)), {C=0.0005499340079190497, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(937)), {C=0.0006599208095028596, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(938)), {C=0.0008798944126704796, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(941)), {C=0.0005499340079190497, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(942)), {C=0.0007699076110866696, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(947)), {C=0.0007699076110866696, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(948)), {C=0.0007699076110866696, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(950)), {C=0.0009898812142542896, S=0.0008754012255617158}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(952)), {C=0.0013198416190057193, S=0.0011672016340822876}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(956)), {C=0.0009898812142542896, S=0.0008754012255617158}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(960)), {C=0.0009898812142542896, S=0.0008754012255617158}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(962)), {C=0.0006599208095028596, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(963)), {C=0.0005499340079190497, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(965)), {C=0.0006599208095028596, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(966)), {C=0.0005499340079190497, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(968)), {C=0.0006599208095028596, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(969)), {C=0.0006599208095028596, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(970)), {C=0.0006599208095028596, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(971)), {C=0.0005499340079190497, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(972)), {C=0.0010998680158380994, S=0.0009726680284019065}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(974)), {C=0.0006599208095028596, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(975)), {C=0.0008798944126704796, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(976)), {C=0.0009898812142542896, S=0.0008754012255617158}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(977)), {C=0.0007699076110866696, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(981)), {C=0.0005499340079190497, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(982)), {C=0.0006599208095028596, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(985)), {C=0.0006599208095028596, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(986)), {C=0.0005499340079190497, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(988)), {C=0.0005499340079190497, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(991)), {C=0.0006599208095028596, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(993)), {C=0.0008798944126704796, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(995)), {C=0.0006599208095028596, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(996)), {C=0.0006599208095028596, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(997)), {C=0.0005499340079190497, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(998)), {C=0.0005499340079190497, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(999)), {C=0.0007699076110866696, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1000)), {C=0.0005499340079190497, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1006)), {C=0.0006599208095028596, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1007)), {C=0.0005499340079190497, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1008)), {C=0.0005499340079190497, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1009)), {C=0.0005499340079190497, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1011)), {C=0.0007699076110866696, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1012)), {C=0.0006599208095028596, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1017)), {C=0.0007699076110866696, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1018)), {C=0.0005499340079190497, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1019)), {C=0.0006599208095028596, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1020)), {C=0.0007699076110866696, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1021)), {C=0.0009898812142542896, S=0.0008754012255617158}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1022)), {C=0.0005499340079190497, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1023)), {C=0.0008798944126704796, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1028)), {C=0.0006599208095028596, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1030)), {C=0.0008798944126704796, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1031)), {C=0.0007699076110866696, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1032)), {C=0.0006599208095028596, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1033)), {C=0.0005499340079190497, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1037)), {C=0.0005499340079190497, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1039)), {C=0.0005499340079190497, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1041)), {C=0.0006599208095028596, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1042)), {C=0.0007699076110866696, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1045)), {C=0.0007699076110866696, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1047)), {C=0.0007699076110866696, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1048)), {C=0.0005499340079190497, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1049)), {C=0.0005499340079190497, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1050)), {C=0.0009898812142542896, S=0.0008754012255617158}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1053)), {C=0.0007699076110866696, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1054)), {C=0.0007699076110866696, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1056)), {C=0.0005499340079190497, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1057)), {C=0.0005499340079190497, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1058)), {C=0.0009898812142542896, S=0.0008754012255617158}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1061)), {C=0.0005499340079190497, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1065)), {C=0.0005499340079190497, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1070)), {C=0.0005499340079190497, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1073)), {C=0.0006599208095028596, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1074)), {C=0.0005499340079190497, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1075)), {C=0.0007699076110866696, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1077)), {C=0.0007699076110866696, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1078)), {C=0.0007699076110866696, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1082)), {C=0.0010998680158380994, S=0.0009726680284019065}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1086)), {C=0.0006599208095028596, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1088)), {C=0.0008798944126704796, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1090)), {C=0.0005499340079190497, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1092)), {C=0.0014298284205895293, S=0.0012644684369224784}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1093)), {C=0.0006599208095028596, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1097)), {C=0.0005499340079190497, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1099)), {C=0.0005499340079190497, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1102)), {C=0.0007699076110866696, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1105)), {C=0.0005499340079190497, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1106)), {C=0.0005499340079190497, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1107)), {C=0.0006599208095028596, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1111)), {C=0.0005499340079190497, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1112)), {C=0.0005499340079190497, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1114)), {C=0.0008798944126704796, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1119)), {C=0.0008798944126704796, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1120)), {C=0.0005499340079190497, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1121)), {C=0.0005499340079190497, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1122)), {C=0.0006599208095028596, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1123)), {C=0.0007699076110866696, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1124)), {C=0.0006599208095028596, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1126)), {C=0.0006599208095028596, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1128)), {C=0.0006599208095028596, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1129)), {C=0.0008798944126704796, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1130)), {C=0.0007699076110866696, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1136)), {C=0.0007699076110866696, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1139)), {C=0.0009898812142542896, S=0.0008754012255617158}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1143)), {C=0.0005499340079190497, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1145)), {C=0.0007699076110866696, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1147)), {C=0.0007699076110866696, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1149)), {C=0.0005499340079190497, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1150)), {C=0.0005499340079190497, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1152)), {C=0.0009898812142542896, S=0.0008754012255617158}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1154)), {C=0.0007699076110866696, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1155)), {C=0.0005499340079190497, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1157)), {C=0.0006599208095028596, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1161)), {C=0.0005499340079190497, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1166)), {C=0.0007699076110866696, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1171)), {C=0.0009898812142542896, S=0.0008754012255617158}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1172)), {C=0.0012098548174219095, S=0.001069934831242097}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1173)), {C=0.0005499340079190497, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1175)), {C=0.0007699076110866696, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1176)), {C=0.0006599208095028596, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1180)), {C=0.0006599208095028596, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1182)), {C=0.0007699076110866696, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1183)), {C=0.0005499340079190497, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1184)), {C=0.0009898812142542896, S=0.0008754012255617158}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1187)), {C=0.0006599208095028596, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1189)), {C=0.0006599208095028596, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1190)), {C=0.0005499340079190497, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1192)), {C=0.0006599208095028596, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1194)), {C=0.0006599208095028596, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1195)), {C=0.0006599208095028596, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1198)), {C=0.0005499340079190497, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1199)), {C=0.0005499340079190497, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1201)), {C=0.0005499340079190497, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1207)), {C=0.0005499340079190497, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1208)), {C=0.0005499340079190497, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1211)), {C=0.0005499340079190497, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1215)), {C=0.0006599208095028596, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1218)), {C=0.0008798944126704796, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1219)), {C=0.0007699076110866696, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1220)), {C=0.0005499340079190497, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1221)), {C=0.0007699076110866696, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1222)), {C=0.0007699076110866696, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1223)), {C=0.0009898812142542896, S=0.0008754012255617158}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1224)), {C=0.0008798944126704796, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1226)), {C=0.0005499340079190497, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1227)), {C=0.0005499340079190497, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1228)), {C=0.0007699076110866696, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1230)), {C=0.0006599208095028596, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1231)), {C=0.0006599208095028596, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1232)), {C=0.0007699076110866696, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1233)), {C=0.0005499340079190497, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1235)), {C=0.0007699076110866696, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1239)), {C=0.0009898812142542896, S=0.0008754012255617158}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1241)), {C=0.0005499340079190497, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1242)), {C=0.0006599208095028596, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1243)), {C=0.0005499340079190497, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1244)), {C=0.0005499340079190497, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1245)), {C=0.0005499340079190497, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1248)), {C=0.0006599208095028596, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1252)), {C=0.0005499340079190497, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1255)), {C=0.0007699076110866696, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1256)), {C=0.0008798944126704796, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1258)), {C=0.0006599208095028596, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1262)), {C=0.0007699076110866696, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1263)), {C=0.0005499340079190497, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1265)), {C=0.0005499340079190497, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1268)), {C=0.0005499340079190497, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1270)), {C=0.0007699076110866696, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1271)), {C=0.0005499340079190497, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1272)), {C=0.0007699076110866696, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1273)), {C=0.0007699076110866696, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1275)), {C=0.0007699076110866696, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1278)), {C=0.0008798944126704796, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1279)), {C=0.0006599208095028596, S=0.0005836008170411438}
