(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(3)), {C=0.0005395489370885939, S=0.00048633401420095323}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(928)), {C=0.0007553685119240315, S=0.0006808676198813345}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(929)), {C=0.0005395489370885939, S=0.00048633401420095323}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(930)), {C=0.0008632782993417504, S=0.0007781344227215252}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(931)), {C=0.0005395489370885939, S=0.00048633401420095323}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(933)), {C=0.0006474587245063126, S=0.0005836008170411438}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(934)), {C=0.0005395489370885939, S=0.00048633401420095323}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(935)), {C=0.0006474587245063126, S=0.0005836008170411438}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(937)), {C=0.0006474587245063126, S=0.0005836008170411438}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(938)), {C=0.0005395489370885939, S=0.00048633401420095323}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(940)), {C=0.0005395489370885939, S=0.00048633401420095323}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(941)), {C=0.0006474587245063126, S=0.0005836008170411438}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(943)), {C=0.0006474587245063126, S=0.0005836008170411438}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(947)), {C=0.0005395489370885939, S=0.00048633401420095323}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(948)), {C=0.0006474587245063126, S=0.0005836008170411438}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(949)), {C=0.0006474587245063126, S=0.0005836008170411438}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(950)), {C=0.0008632782993417504, S=0.0007781344227215252}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(951)), {C=0.0005395489370885939, S=0.00048633401420095323}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(952)), {C=0.0011870076615949066, S=0.001069934831242097}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(959)), {C=0.0005395489370885939, S=0.00048633401420095323}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(961)), {C=0.0006474587245063126, S=0.0005836008170411438}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(962)), {C=0.0005395489370885939, S=0.00048633401420095323}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(963)), {C=0.0007553685119240315, S=0.0006808676198813345}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(964)), {C=0.0006474587245063126, S=0.0005836008170411438}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(965)), {C=0.0005395489370885939, S=0.00048633401420095323}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(966)), {C=0.0006474587245063126, S=0.0005836008170411438}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(967)), {C=0.0005395489370885939, S=0.00048633401420095323}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(968)), {C=0.0010790978741771879, S=0.0009726680284019065}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(972)), {C=0.0007553685119240315, S=0.0006808676198813345}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(975)), {C=0.0007553685119240315, S=0.0006808676198813345}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(976)), {C=0.0006474587245063126, S=0.0005836008170411438}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(978)), {C=0.0005395489370885939, S=0.00048633401420095323}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(980)), {C=0.0007553685119240315, S=0.0006808676198813345}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(981)), {C=0.0007553685119240315, S=0.0006808676198813345}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(982)), {C=0.0006474587245063126, S=0.0005836008170411438}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(985)), {C=0.0006474587245063126, S=0.0005836008170411438}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(993)), {C=0.0005395489370885939, S=0.00048633401420095323}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(995)), {C=0.0007553685119240315, S=0.0006808676198813345}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(998)), {C=0.0008632782993417504, S=0.0007781344227215252}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1002)), {C=0.0009711880867594692, S=0.0008754012255617158}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1006)), {C=0.0005395489370885939, S=0.00048633401420095323}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1008)), {C=0.0005395489370885939, S=0.00048633401420095323}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1009)), {C=0.0008632782993417504, S=0.0007781344227215252}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1012)), {C=0.0006474587245063126, S=0.0005836008170411438}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1013)), {C=0.0006474587245063126, S=0.0005836008170411438}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1017)), {C=0.0008632782993417504, S=0.0007781344227215252}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1019)), {C=0.0006474587245063126, S=0.0005836008170411438}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1022)), {C=0.0007553685119240315, S=0.0006808676198813345}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1023)), {C=0.0005395489370885939, S=0.00048633401420095323}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1024)), {C=0.0006474587245063126, S=0.0005836008170411438}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1027)), {C=0.0005395489370885939, S=0.00048633401420095323}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1033)), {C=0.0006474587245063126, S=0.0005836008170411438}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1035)), {C=0.0005395489370885939, S=0.00048633401420095323}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1036)), {C=0.0006474587245063126, S=0.0005836008170411438}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1039)), {C=0.0005395489370885939, S=0.00048633401420095323}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1041)), {C=0.0005395489370885939, S=0.00048633401420095323}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1044)), {C=0.0006474587245063126, S=0.0005836008170411438}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1047)), {C=0.0008632782993417504, S=0.0007781344227215252}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1048)), {C=0.0006474587245063126, S=0.0005836008170411438}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1049)), {C=0.0005395489370885939, S=0.00048633401420095323}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1050)), {C=0.0006474587245063126, S=0.0005836008170411438}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1057)), {C=0.0006474587245063126, S=0.0005836008170411438}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1058)), {C=0.0006474587245063126, S=0.0005836008170411438}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1059)), {C=0.0007553685119240315, S=0.0006808676198813345}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1060)), {C=0.0006474587245063126, S=0.0005836008170411438}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1062)), {C=0.0005395489370885939, S=0.00048633401420095323}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1067)), {C=0.0006474587245063126, S=0.0005836008170411438}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1068)), {C=0.0006474587245063126, S=0.0005836008170411438}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1070)), {C=0.0006474587245063126, S=0.0005836008170411438}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1074)), {C=0.0009711880867594692, S=0.0008754012255617158}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1075)), {C=0.0005395489370885939, S=0.00048633401420095323}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1077)), {C=0.0005395489370885939, S=0.00048633401420095323}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1079)), {C=0.0005395489370885939, S=0.00048633401420095323}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1080)), {C=0.0007553685119240315, S=0.0006808676198813345}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1083)), {C=0.0007553685119240315, S=0.0006808676198813345}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1087)), {C=0.0005395489370885939, S=0.00048633401420095323}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1090)), {C=0.0005395489370885939, S=0.00048633401420095323}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1091)), {C=0.0008632782993417504, S=0.0007781344227215252}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1092)), {C=0.0009711880867594692, S=0.0008754012255617158}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1095)), {C=0.0006474587245063126, S=0.0005836008170411438}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1096)), {C=0.0007553685119240315, S=0.0006808676198813345}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1097)), {C=0.0005395489370885939, S=0.00048633401420095323}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1099)), {C=0.0006474587245063126, S=0.0005836008170411438}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1101)), {C=0.0006474587245063126, S=0.0005836008170411438}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1102)), {C=0.0005395489370885939, S=0.00048633401420095323}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1103)), {C=0.0007553685119240315, S=0.0006808676198813345}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1109)), {C=0.0007553685119240315, S=0.0006808676198813345}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1111)), {C=0.0005395489370885939, S=0.00048633401420095323}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1113)), {C=0.0005395489370885939, S=0.00048633401420095323}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1114)), {C=0.0005395489370885939, S=0.00048633401420095323}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1119)), {C=0.0008632782993417504, S=0.0007781344227215252}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1120)), {C=0.0008632782993417504, S=0.0007781344227215252}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1121)), {C=0.0009711880867594692, S=0.0008754012255617158}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1123)), {C=0.0009711880867594692, S=0.0008754012255617158}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1126)), {C=0.0005395489370885939, S=0.00048633401420095323}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1128)), {C=0.0005395489370885939, S=0.00048633401420095323}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1130)), {C=0.0006474587245063126, S=0.0005836008170411438}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1131)), {C=0.0006474587245063126, S=0.0005836008170411438}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1133)), {C=0.0010790978741771879, S=0.0009726680284019065}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1134)), {C=0.0005395489370885939, S=0.00048633401420095323}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1135)), {C=0.0005395489370885939, S=0.00048633401420095323}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1136)), {C=0.0006474587245063126, S=0.0005836008170411438}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1144)), {C=0.0006474587245063126, S=0.0005836008170411438}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1150)), {C=0.0006474587245063126, S=0.0005836008170411438}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1151)), {C=0.0005395489370885939, S=0.00048633401420095323}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1152)), {C=0.0005395489370885939, S=0.00048633401420095323}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1156)), {C=0.0005395489370885939, S=0.00048633401420095323}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1157)), {C=0.0005395489370885939, S=0.00048633401420095323}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1159)), {C=0.0005395489370885939, S=0.00048633401420095323}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1160)), {C=0.0006474587245063126, S=0.0005836008170411438}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1161)), {C=0.0007553685119240315, S=0.0006808676198813345}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1162)), {C=0.0005395489370885939, S=0.00048633401420095323}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1163)), {C=0.0005395489370885939, S=0.00048633401420095323}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1165)), {C=0.0007553685119240315, S=0.0006808676198813345}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1167)), {C=0.0006474587245063126, S=0.0005836008170411438}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1169)), {C=0.0005395489370885939, S=0.00048633401420095323}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1179)), {C=0.0007553685119240315, S=0.0006808676198813345}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1189)), {C=0.0005395489370885939, S=0.00048633401420095323}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1191)), {C=0.0006474587245063126, S=0.0005836008170411438}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1192)), {C=0.0007553685119240315, S=0.0006808676198813345}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1194)), {C=0.0005395489370885939, S=0.00048633401420095323}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1196)), {C=0.0009711880867594692, S=0.0008754012255617158}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1199)), {C=0.0006474587245063126, S=0.0005836008170411438}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1200)), {C=0.0007553685119240315, S=0.0006808676198813345}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1202)), {C=0.0005395489370885939, S=0.00048633401420095323}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1206)), {C=0.0005395489370885939, S=0.00048633401420095323}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1207)), {C=0.0005395489370885939, S=0.00048633401420095323}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1208)), {C=0.0005395489370885939, S=0.00048633401420095323}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1217)), {C=0.0008632782993417504, S=0.0007781344227215252}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1218)), {C=0.0008632782993417504, S=0.0007781344227215252}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1219)), {C=0.0007553685119240315, S=0.0006808676198813345}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1221)), {C=0.0005395489370885939, S=0.00048633401420095323}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1222)), {C=0.0007553685119240315, S=0.0006808676198813345}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1223)), {C=0.0006474587245063126, S=0.0005836008170411438}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1224)), {C=0.0006474587245063126, S=0.0005836008170411438}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1226)), {C=0.0005395489370885939, S=0.00048633401420095323}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1227)), {C=0.0005395489370885939, S=0.00048633401420095323}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1228)), {C=0.0005395489370885939, S=0.00048633401420095323}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1230)), {C=0.0005395489370885939, S=0.00048633401420095323}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1231)), {C=0.0007553685119240315, S=0.0006808676198813345}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1234)), {C=0.0005395489370885939, S=0.00048633401420095323}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1235)), {C=0.0011870076615949066, S=0.001069934831242097}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1239)), {C=0.0007553685119240315, S=0.0006808676198813345}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1243)), {C=0.0005395489370885939, S=0.00048633401420095323}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1244)), {C=0.0005395489370885939, S=0.00048633401420095323}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1245)), {C=0.0005395489370885939, S=0.00048633401420095323}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1246)), {C=0.0005395489370885939, S=0.00048633401420095323}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1251)), {C=0.0006474587245063126, S=0.0005836008170411438}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1254)), {C=0.0005395489370885939, S=0.00048633401420095323}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1258)), {C=0.0007553685119240315, S=0.0006808676198813345}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1261)), {C=0.0005395489370885939, S=0.00048633401420095323}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1262)), {C=0.0008632782993417504, S=0.0007781344227215252}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1263)), {C=0.0005395489370885939, S=0.00048633401420095323}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1270)), {C=0.0010790978741771879, S=0.0009726680284019065}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1271)), {C=0.0006474587245063126, S=0.0005836008170411438}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1273)), {C=0.0005395489370885939, S=0.00048633401420095323}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1274)), {C=0.0005395489370885939, S=0.00048633401420095323}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1275)), {C=0.0005395489370885939, S=0.00048633401420095323}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1276)), {C=0.0005395489370885939, S=0.00048633401420095323}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1277)), {C=0.0008632782993417504, S=0.0007781344227215252}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1278)), {C=0.0007553685119240315, S=0.0006808676198813345}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1279)), {C=0.0006474587245063126, S=0.0005836008170411438}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1287)), {C=0.0007553685119240315, S=0.0006808676198813345}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1291)), {C=0.0009711880867594692, S=0.0008754012255617158}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1295)), {C=0.0008632782993417504, S=0.0007781344227215252}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1296)), {C=0.0005395489370885939, S=0.00048633401420095323}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1298)), {C=0.0005395489370885939, S=0.00048633401420095323}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1299)), {C=0.0006474587245063126, S=0.0005836008170411438}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1300)), {C=0.0005395489370885939, S=0.00048633401420095323}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1301)), {C=0.0005395489370885939, S=0.00048633401420095323}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1302)), {C=0.0006474587245063126, S=0.0005836008170411438}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1305)), {C=0.0005395489370885939, S=0.00048633401420095323}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1307)), {C=0.0006474587245063126, S=0.0005836008170411438}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1308)), {C=0.0007553685119240315, S=0.0006808676198813345}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1311)), {C=0.0008632782993417504, S=0.0007781344227215252}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1312)), {C=0.0006474587245063126, S=0.0005836008170411438}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1316)), {C=0.0007553685119240315, S=0.0006808676198813345}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1317)), {C=0.0005395489370885939, S=0.00048633401420095323}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1318)), {C=0.0007553685119240315, S=0.0006808676198813345}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1320)), {C=0.0006474587245063126, S=0.0005836008170411438}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1322)), {C=0.0006474587245063126, S=0.0005836008170411438}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1324)), {C=0.0005395489370885939, S=0.00048633401420095323}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1328)), {C=0.0005395489370885939, S=0.00048633401420095323}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1329)), {C=0.0008632782993417504, S=0.0007781344227215252}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1332)), {C=0.0007553685119240315, S=0.0006808676198813345}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1334)), {C=0.0005395489370885939, S=0.00048633401420095323}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1335)), {C=0.0005395489370885939, S=0.00048633401420095323}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1337)), {C=0.0005395489370885939, S=0.00048633401420095323}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1339)), {C=0.0009711880867594692, S=0.0008754012255617158}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1345)), {C=0.0005395489370885939, S=0.00048633401420095323}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1346)), {C=0.0007553685119240315, S=0.0006808676198813345}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1348)), {C=0.0005395489370885939, S=0.00048633401420095323}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1350)), {C=0.0010790978741771879, S=0.0009726680284019065}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1353)), {C=0.0007553685119240315, S=0.0006808676198813345}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1357)), {C=0.0009711880867594692, S=0.0008754012255617158}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1358)), {C=0.0005395489370885939, S=0.00048633401420095323}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1365)), {C=0.0005395489370885939, S=0.00048633401420095323}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1366)), {C=0.0006474587245063126, S=0.0005836008170411438}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1367)), {C=0.0006474587245063126, S=0.0005836008170411438}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1369)), {C=0.0006474587245063126, S=0.0005836008170411438}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1374)), {C=0.0005395489370885939, S=0.00048633401420095323}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1378)), {C=0.0010790978741771879, S=0.0009726680284019065}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1380)), {C=0.0005395489370885939, S=0.00048633401420095323}
