(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(6)), {C=0.0008342271481349064, S=0.0006808676198813345}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1040)), {C=0.0007150518412584912, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1042)), {C=0.0007150518412584912, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1050)), {C=0.0005958765343820761, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1052)), {C=0.0008342271481349064, S=0.0006808676198813345}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1053)), {C=0.0007150518412584912, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1058)), {C=0.0008342271481349064, S=0.0006808676198813345}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1060)), {C=0.0005958765343820761, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1062)), {C=0.0005958765343820761, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1063)), {C=0.0005958765343820761, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1065)), {C=0.0005958765343820761, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1068)), {C=0.0007150518412584912, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1069)), {C=0.0007150518412584912, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1072)), {C=0.0005958765343820761, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1073)), {C=0.0005958765343820761, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1075)), {C=0.0005958765343820761, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1078)), {C=0.0007150518412584912, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1081)), {C=0.0005958765343820761, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1085)), {C=0.0005958765343820761, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1086)), {C=0.0005958765343820761, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1092)), {C=0.0010725777618877368, S=0.0008754012255617158}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1095)), {C=0.0005958765343820761, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1099)), {C=0.0007150518412584912, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1102)), {C=0.0007150518412584912, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1106)), {C=0.0009534024550113217, S=0.0007781344227215252}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1108)), {C=0.0005958765343820761, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1113)), {C=0.0005958765343820761, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1119)), {C=0.0005958765343820761, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1123)), {C=0.0008342271481349064, S=0.0006808676198813345}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1127)), {C=0.0005958765343820761, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1134)), {C=0.0007150518412584912, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1136)), {C=0.0010725777618877368, S=0.0008754012255617158}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1138)), {C=0.0005958765343820761, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1142)), {C=0.0007150518412584912, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1144)), {C=0.0005958765343820761, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1148)), {C=0.0005958765343820761, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1149)), {C=0.0009534024550113217, S=0.0007781344227215252}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1150)), {C=0.0005958765343820761, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1153)), {C=0.0008342271481349064, S=0.0006808676198813345}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1156)), {C=0.0009534024550113217, S=0.0007781344227215252}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1158)), {C=0.0005958765343820761, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1161)), {C=0.0007150518412584912, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1162)), {C=0.0005958765343820761, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1163)), {C=0.0007150518412584912, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1164)), {C=0.0005958765343820761, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1165)), {C=0.0007150518412584912, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1166)), {C=0.0007150518412584912, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1168)), {C=0.0008342271481349064, S=0.0006808676198813345}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1169)), {C=0.0008342271481349064, S=0.0006808676198813345}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1170)), {C=0.0010725777618877368, S=0.0008754012255617158}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1172)), {C=0.0005958765343820761, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1173)), {C=0.0007150518412584912, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1175)), {C=0.0005958765343820761, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1176)), {C=0.0007150518412584912, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1177)), {C=0.0005958765343820761, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1179)), {C=0.0005958765343820761, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1181)), {C=0.0007150518412584912, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1184)), {C=0.0005958765343820761, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1186)), {C=0.0005958765343820761, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1187)), {C=0.0005958765343820761, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1188)), {C=0.0005958765343820761, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1190)), {C=0.0005958765343820761, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1192)), {C=0.0008342271481349064, S=0.0006808676198813345}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1196)), {C=0.0010725777618877368, S=0.0008754012255617158}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1198)), {C=0.0010725777618877368, S=0.0008754012255617158}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1200)), {C=0.0007150518412584912, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1201)), {C=0.0005958765343820761, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1202)), {C=0.0008342271481349064, S=0.0006808676198813345}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1206)), {C=0.0007150518412584912, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1209)), {C=0.0007150518412584912, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1213)), {C=0.0007150518412584912, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1214)), {C=0.0008342271481349064, S=0.0006808676198813345}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1218)), {C=0.0009534024550113217, S=0.0007781344227215252}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1219)), {C=0.0009534024550113217, S=0.0007781344227215252}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1220)), {C=0.0005958765343820761, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1221)), {C=0.0007150518412584912, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1222)), {C=0.0005958765343820761, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1227)), {C=0.0009534024550113217, S=0.0007781344227215252}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1228)), {C=0.0007150518412584912, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1231)), {C=0.0007150518412584912, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1234)), {C=0.0009534024550113217, S=0.0007781344227215252}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1235)), {C=0.0005958765343820761, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1236)), {C=0.0007150518412584912, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1239)), {C=0.0005958765343820761, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1246)), {C=0.0009534024550113217, S=0.0007781344227215252}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1251)), {C=0.0009534024550113217, S=0.0007781344227215252}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1254)), {C=0.0007150518412584912, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1258)), {C=0.0007150518412584912, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1261)), {C=0.0009534024550113217, S=0.0007781344227215252}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1265)), {C=0.0007150518412584912, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1266)), {C=0.0005958765343820761, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1267)), {C=0.0007150518412584912, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1268)), {C=0.0005958765343820761, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1270)), {C=0.0005958765343820761, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1271)), {C=0.0005958765343820761, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1273)), {C=0.0007150518412584912, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1274)), {C=0.0008342271481349064, S=0.0006808676198813345}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1276)), {C=0.0007150518412584912, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1278)), {C=0.0007150518412584912, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1280)), {C=0.0005958765343820761, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1281)), {C=0.0013109283756405673, S=0.001069934831242097}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1282)), {C=0.0007150518412584912, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1286)), {C=0.0007150518412584912, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1294)), {C=0.0005958765343820761, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1295)), {C=0.0005958765343820761, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1298)), {C=0.0005958765343820761, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1300)), {C=0.0010725777618877368, S=0.0008754012255617158}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1302)), {C=0.0007150518412584912, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1308)), {C=0.0005958765343820761, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1310)), {C=0.0005958765343820761, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1313)), {C=0.0007150518412584912, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1314)), {C=0.0005958765343820761, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1319)), {C=0.0007150518412584912, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1320)), {C=0.0005958765343820761, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1323)), {C=0.0007150518412584912, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1324)), {C=0.0009534024550113217, S=0.0007781344227215252}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1325)), {C=0.0007150518412584912, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1329)), {C=0.0005958765343820761, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1332)), {C=0.0007150518412584912, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1337)), {C=0.0007150518412584912, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1340)), {C=0.0007150518412584912, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1341)), {C=0.0008342271481349064, S=0.0006808676198813345}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1342)), {C=0.0005958765343820761, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1346)), {C=0.0008342271481349064, S=0.0006808676198813345}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1347)), {C=0.0007150518412584912, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1350)), {C=0.0005958765343820761, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1352)), {C=0.0007150518412584912, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1356)), {C=0.0010725777618877368, S=0.0008754012255617158}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1358)), {C=0.0009534024550113217, S=0.0007781344227215252}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1359)), {C=0.0007150518412584912, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1366)), {C=0.0005958765343820761, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1368)), {C=0.0008342271481349064, S=0.0006808676198813345}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1369)), {C=0.0005958765343820761, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1376)), {C=0.0005958765343820761, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1377)), {C=0.0009534024550113217, S=0.0007781344227215252}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1383)), {C=0.0005958765343820761, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1384)), {C=0.0005958765343820761, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1389)), {C=0.0007150518412584912, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1390)), {C=0.0005958765343820761, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1395)), {C=0.0007150518412584912, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1396)), {C=0.0007150518412584912, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1398)), {C=0.0009534024550113217, S=0.0007781344227215252}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1405)), {C=0.0007150518412584912, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1406)), {C=0.0008342271481349064, S=0.0006808676198813345}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1407)), {C=0.0005958765343820761, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1409)), {C=0.0005958765343820761, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1411)), {C=0.0007150518412584912, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1413)), {C=0.0005958765343820761, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1416)), {C=0.0005958765343820761, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1417)), {C=0.0008342271481349064, S=0.0006808676198813345}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1418)), {C=0.0008342271481349064, S=0.0006808676198813345}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1419)), {C=0.0008342271481349064, S=0.0006808676198813345}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1420)), {C=0.0005958765343820761, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1422)), {C=0.0005958765343820761, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1423)), {C=0.0005958765343820761, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1424)), {C=0.0007150518412584912, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1428)), {C=0.0008342271481349064, S=0.0006808676198813345}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1432)), {C=0.0009534024550113217, S=0.0007781344227215252}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1433)), {C=0.0005958765343820761, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1434)), {C=0.0007150518412584912, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1436)), {C=0.0005958765343820761, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1437)), {C=0.0005958765343820761, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1438)), {C=0.0005958765343820761, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1442)), {C=0.0005958765343820761, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1444)), {C=0.0005958765343820761, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1446)), {C=0.0011917530687641522, S=0.0009726680284019065}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1447)), {C=0.0009534024550113217, S=0.0007781344227215252}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1449)), {C=0.0005958765343820761, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1451)), {C=0.0005958765343820761, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1452)), {C=0.0007150518412584912, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1455)), {C=0.0005958765343820761, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1456)), {C=0.0007150518412584912, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1458)), {C=0.0010725777618877368, S=0.0008754012255617158}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1459)), {C=0.0007150518412584912, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1462)), {C=0.0008342271481349064, S=0.0006808676198813345}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1467)), {C=0.0005958765343820761, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1468)), {C=0.0005958765343820761, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1469)), {C=0.0007150518412584912, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1470)), {C=0.0007150518412584912, S=0.0005836008170411438}
