(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(4)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(661)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(666)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(667)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(681)), {C=0.0008270443502532824, S=0.0007781344227215252}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(689)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(696)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(705)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(716)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(721)), {C=0.0006202832626899617, S=0.0005836008170411438}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(723)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(727)), {C=0.0006202832626899617, S=0.0005836008170411438}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(728)), {C=0.0006202832626899617, S=0.0005836008170411438}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(730)), {C=0.0006202832626899617, S=0.0005836008170411438}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(736)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(746)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(747)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(751)), {C=0.0006202832626899617, S=0.0005836008170411438}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(757)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(766)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(776)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(785)), {C=0.0006202832626899617, S=0.0005836008170411438}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(814)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(819)), {C=0.000723663806471622, S=0.0006808676198813345}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(822)), {C=0.0006202832626899617, S=0.0005836008170411438}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(835)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(837)), {C=0.0008270443502532824, S=0.0007781344227215252}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(841)), {C=0.0006202832626899617, S=0.0005836008170411438}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(847)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(852)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(854)), {C=0.000723663806471622, S=0.0006808676198813345}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(856)), {C=0.0006202832626899617, S=0.0005836008170411438}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(860)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(865)), {C=0.000723663806471622, S=0.0006808676198813345}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(872)), {C=0.000723663806471622, S=0.0006808676198813345}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(882)), {C=0.000723663806471622, S=0.0006808676198813345}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(883)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(887)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(892)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(893)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(902)), {C=0.0006202832626899617, S=0.0005836008170411438}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(903)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(906)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(915)), {C=0.0006202832626899617, S=0.0005836008170411438}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(919)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(923)), {C=0.0006202832626899617, S=0.0005836008170411438}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(928)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(930)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(931)), {C=0.0006202832626899617, S=0.0005836008170411438}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(938)), {C=0.0006202832626899617, S=0.0005836008170411438}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(940)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(954)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(958)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(969)), {C=0.0006202832626899617, S=0.0005836008170411438}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(971)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(976)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(982)), {C=0.0006202832626899617, S=0.0005836008170411438}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(984)), {C=0.000723663806471622, S=0.0006808676198813345}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(989)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(991)), {C=0.0008270443502532824, S=0.0007781344227215252}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(992)), {C=0.000723663806471622, S=0.0006808676198813345}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(996)), {C=0.000723663806471622, S=0.0006808676198813345}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1000)), {C=0.0006202832626899617, S=0.0005836008170411438}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1006)), {C=0.0006202832626899617, S=0.0005836008170411438}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1015)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1021)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1024)), {C=0.000723663806471622, S=0.0006808676198813345}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1031)), {C=0.000723663806471622, S=0.0006808676198813345}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1041)), {C=0.0006202832626899617, S=0.0005836008170411438}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1044)), {C=0.000723663806471622, S=0.0006808676198813345}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1046)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1053)), {C=0.0006202832626899617, S=0.0005836008170411438}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1054)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1070)), {C=0.0008270443502532824, S=0.0007781344227215252}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1084)), {C=0.0008270443502532824, S=0.0007781344227215252}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1089)), {C=0.000723663806471622, S=0.0006808676198813345}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1103)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1104)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1109)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1110)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1117)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1136)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1145)), {C=0.0006202832626899617, S=0.0005836008170411438}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1150)), {C=0.0006202832626899617, S=0.0005836008170411438}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1154)), {C=0.0006202832626899617, S=0.0005836008170411438}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1159)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1167)), {C=0.0006202832626899617, S=0.0005836008170411438}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1169)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1177)), {C=0.000723663806471622, S=0.0006808676198813345}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1184)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1188)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1192)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1195)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1198)), {C=0.0006202832626899617, S=0.0005836008170411438}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1202)), {C=0.0006202832626899617, S=0.0005836008170411438}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1204)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1206)), {C=0.000723663806471622, S=0.0006808676198813345}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1207)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1209)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1212)), {C=0.000723663806471622, S=0.0006808676198813345}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1219)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1223)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1224)), {C=0.000723663806471622, S=0.0006808676198813345}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1227)), {C=0.0006202832626899617, S=0.0005836008170411438}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1230)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1234)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1236)), {C=0.000723663806471622, S=0.0006808676198813345}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1239)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1242)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1248)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1254)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1265)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1272)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1274)), {C=0.0006202832626899617, S=0.0005836008170411438}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1276)), {C=0.0006202832626899617, S=0.0005836008170411438}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1277)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1297)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1310)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1314)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1316)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1320)), {C=0.0006202832626899617, S=0.0005836008170411438}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1326)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1327)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1332)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1337)), {C=0.0006202832626899617, S=0.0005836008170411438}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1339)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1341)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1349)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1357)), {C=0.000723663806471622, S=0.0006808676198813345}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1363)), {C=0.0006202832626899617, S=0.0005836008170411438}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1374)), {C=0.0006202832626899617, S=0.0005836008170411438}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1390)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1397)), {C=0.0008270443502532824, S=0.0007781344227215252}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1401)), {C=0.000723663806471622, S=0.0006808676198813345}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1403)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1406)), {C=0.000723663806471622, S=0.0006808676198813345}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1408)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1410)), {C=0.0006202832626899617, S=0.0005836008170411438}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1413)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1415)), {C=0.0006202832626899617, S=0.0005836008170411438}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1416)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1419)), {C=0.0006202832626899617, S=0.0005836008170411438}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1422)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1429)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1434)), {C=0.000723663806471622, S=0.0006808676198813345}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1437)), {C=0.000723663806471622, S=0.0006808676198813345}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1447)), {C=0.0006202832626899617, S=0.0005836008170411438}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1459)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1461)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1464)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1470)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1483)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1487)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1489)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1493)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1498)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1507)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1512)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1518)), {C=0.000723663806471622, S=0.0006808676198813345}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1520)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1525)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1528)), {C=0.000723663806471622, S=0.0006808676198813345}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1530)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1534)), {C=0.0006202832626899617, S=0.0005836008170411438}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1545)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1553)), {C=0.0006202832626899617, S=0.0005836008170411438}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1554)), {C=0.0006202832626899617, S=0.0005836008170411438}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1558)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(4)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(21)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(26)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(35)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(36)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(41)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(48)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(56)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(59)), {C=0.0006202832626899617, S=0.0005836008170411438}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(76)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(86)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(107)), {C=0.000723663806471622, S=0.0006808676198813345}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(108)), {C=0.0009304248940349427, S=0.0008754012255617158}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(111)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(115)), {C=0.0006202832626899617, S=0.0005836008170411438}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(123)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(124)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(131)), {C=0.0006202832626899617, S=0.0005836008170411438}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(136)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(142)), {C=0.000723663806471622, S=0.0006808676198813345}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(149)), {C=0.0006202832626899617, S=0.0005836008170411438}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(151)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(156)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(162)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(163)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(180)), {C=0.000723663806471622, S=0.0006808676198813345}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(185)), {C=0.0006202832626899617, S=0.0005836008170411438}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(190)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(195)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(198)), {C=0.0005169027189083015, S=0.00048633401420095323}
