(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(2)), {C=0.001122712473335579, S=0.0009726680284019065}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(620)), {C=0.0006736274840013472, S=0.0005836008170411438}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(622)), {C=0.0008981699786684631, S=0.0007781344227215252}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(623)), {C=0.0007858987313349051, S=0.0006808676198813345}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(624)), {C=0.001122712473335579, S=0.0009726680284019065}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(625)), {C=0.0006736274840013472, S=0.0005836008170411438}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(627)), {C=0.0005613562366677895, S=0.00048633401420095323}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(628)), {C=0.0008981699786684631, S=0.0007781344227215252}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(629)), {C=0.001010441226002021, S=0.0008754012255617158}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(630)), {C=0.0005613562366677895, S=0.00048633401420095323}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(634)), {C=0.0008981699786684631, S=0.0007781344227215252}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(636)), {C=0.001122712473335579, S=0.0009726680284019065}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(637)), {C=0.0005613562366677895, S=0.00048633401420095323}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(640)), {C=0.0012349837206691368, S=0.001069934831242097}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(642)), {C=0.0008981699786684631, S=0.0007781344227215252}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(643)), {C=0.0008981699786684631, S=0.0007781344227215252}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(644)), {C=0.0008981699786684631, S=0.0007781344227215252}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(645)), {C=0.001010441226002021, S=0.0008754012255617158}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(646)), {C=0.0007858987313349051, S=0.0006808676198813345}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(647)), {C=0.0008981699786684631, S=0.0007781344227215252}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(648)), {C=0.0008981699786684631, S=0.0007781344227215252}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(649)), {C=0.0006736274840013472, S=0.0005836008170411438}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(650)), {C=0.0007858987313349051, S=0.0006808676198813345}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(651)), {C=0.0005613562366677895, S=0.00048633401420095323}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(654)), {C=0.0007858987313349051, S=0.0006808676198813345}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(655)), {C=0.001010441226002021, S=0.0008754012255617158}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(656)), {C=0.001122712473335579, S=0.0009726680284019065}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(658)), {C=0.0006736274840013472, S=0.0005836008170411438}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(659)), {C=0.0005613562366677895, S=0.00048633401420095323}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(660)), {C=0.001010441226002021, S=0.0008754012255617158}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(661)), {C=0.0005613562366677895, S=0.00048633401420095323}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(662)), {C=0.0005613562366677895, S=0.00048633401420095323}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(663)), {C=0.0007858987313349051, S=0.0006808676198813345}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(664)), {C=0.0007858987313349051, S=0.0006808676198813345}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(666)), {C=0.0006736274840013472, S=0.0005836008170411438}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(667)), {C=0.0005613562366677895, S=0.00048633401420095323}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(668)), {C=0.001122712473335579, S=0.0009726680284019065}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(669)), {C=0.0007858987313349051, S=0.0006808676198813345}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(671)), {C=0.0006736274840013472, S=0.0005836008170411438}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(672)), {C=0.0006736274840013472, S=0.0005836008170411438}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(673)), {C=0.0007858987313349051, S=0.0006808676198813345}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(674)), {C=0.0006736274840013472, S=0.0005836008170411438}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(675)), {C=0.0007858987313349051, S=0.0006808676198813345}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(676)), {C=0.0005613562366677895, S=0.00048633401420095323}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(678)), {C=0.0007858987313349051, S=0.0006808676198813345}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(679)), {C=0.0008981699786684631, S=0.0007781344227215252}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(680)), {C=0.0006736274840013472, S=0.0005836008170411438}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(681)), {C=0.0005613562366677895, S=0.00048633401420095323}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(683)), {C=0.0007858987313349051, S=0.0006808676198813345}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(684)), {C=0.0007858987313349051, S=0.0006808676198813345}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(685)), {C=0.001122712473335579, S=0.0009726680284019065}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(686)), {C=0.0005613562366677895, S=0.00048633401420095323}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(687)), {C=0.0005613562366677895, S=0.00048633401420095323}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(688)), {C=0.0005613562366677895, S=0.00048633401420095323}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(690)), {C=0.0005613562366677895, S=0.00048633401420095323}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(691)), {C=0.0006736274840013472, S=0.0005836008170411438}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(692)), {C=0.001122712473335579, S=0.0009726680284019065}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(693)), {C=0.0007858987313349051, S=0.0006808676198813345}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(695)), {C=0.0007858987313349051, S=0.0006808676198813345}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(696)), {C=0.0005613562366677895, S=0.00048633401420095323}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(697)), {C=0.0006736274840013472, S=0.0005836008170411438}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(699)), {C=0.0008981699786684631, S=0.0007781344227215252}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(705)), {C=0.001010441226002021, S=0.0008754012255617158}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(706)), {C=0.0006736274840013472, S=0.0005836008170411438}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(711)), {C=0.0005613562366677895, S=0.00048633401420095323}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(713)), {C=0.0005613562366677895, S=0.00048633401420095323}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(715)), {C=0.0005613562366677895, S=0.00048633401420095323}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(716)), {C=0.0005613562366677895, S=0.00048633401420095323}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(717)), {C=0.0008981699786684631, S=0.0007781344227215252}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(718)), {C=0.0007858987313349051, S=0.0006808676198813345}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(721)), {C=0.0007858987313349051, S=0.0006808676198813345}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(722)), {C=0.0005613562366677895, S=0.00048633401420095323}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(723)), {C=0.0007858987313349051, S=0.0006808676198813345}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(724)), {C=0.0008981699786684631, S=0.0007781344227215252}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(725)), {C=0.0006736274840013472, S=0.0005836008170411438}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(726)), {C=0.001010441226002021, S=0.0008754012255617158}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(727)), {C=0.0005613562366677895, S=0.00048633401420095323}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(730)), {C=0.001122712473335579, S=0.0009726680284019065}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(731)), {C=0.0007858987313349051, S=0.0006808676198813345}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(733)), {C=0.001010441226002021, S=0.0008754012255617158}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(735)), {C=0.001010441226002021, S=0.0008754012255617158}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(737)), {C=0.0008981699786684631, S=0.0007781344227215252}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(738)), {C=0.001010441226002021, S=0.0008754012255617158}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(739)), {C=0.0008981699786684631, S=0.0007781344227215252}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(740)), {C=0.0007858987313349051, S=0.0006808676198813345}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(744)), {C=0.0007858987313349051, S=0.0006808676198813345}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(750)), {C=0.001010441226002021, S=0.0008754012255617158}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(751)), {C=0.001122712473335579, S=0.0009726680284019065}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(752)), {C=0.0005613562366677895, S=0.00048633401420095323}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(755)), {C=0.0005613562366677895, S=0.00048633401420095323}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(756)), {C=0.0006736274840013472, S=0.0005836008170411438}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(757)), {C=0.0006736274840013472, S=0.0005836008170411438}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(759)), {C=0.001010441226002021, S=0.0008754012255617158}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(760)), {C=0.0005613562366677895, S=0.00048633401420095323}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(761)), {C=0.0006736274840013472, S=0.0005836008170411438}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(762)), {C=0.001010441226002021, S=0.0008754012255617158}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(763)), {C=0.0005613562366677895, S=0.00048633401420095323}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(764)), {C=0.0006736274840013472, S=0.0005836008170411438}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(766)), {C=0.0006736274840013472, S=0.0005836008170411438}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(767)), {C=0.0006736274840013472, S=0.0005836008170411438}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(768)), {C=0.0006736274840013472, S=0.0005836008170411438}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(769)), {C=0.0005613562366677895, S=0.00048633401420095323}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(771)), {C=0.0007858987313349051, S=0.0006808676198813345}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(772)), {C=0.0007858987313349051, S=0.0006808676198813345}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(776)), {C=0.0005613562366677895, S=0.00048633401420095323}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(778)), {C=0.0006736274840013472, S=0.0005836008170411438}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(779)), {C=0.0006736274840013472, S=0.0005836008170411438}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(780)), {C=0.0005613562366677895, S=0.00048633401420095323}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(781)), {C=0.0008981699786684631, S=0.0007781344227215252}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(784)), {C=0.0008981699786684631, S=0.0007781344227215252}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(785)), {C=0.001010441226002021, S=0.0008754012255617158}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(788)), {C=0.0012349837206691368, S=0.001069934831242097}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(790)), {C=0.0007858987313349051, S=0.0006808676198813345}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(791)), {C=0.001010441226002021, S=0.0008754012255617158}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(792)), {C=0.0007858987313349051, S=0.0006808676198813345}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(794)), {C=0.001010441226002021, S=0.0008754012255617158}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(795)), {C=0.0006736274840013472, S=0.0005836008170411438}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(797)), {C=0.0012349837206691368, S=0.001069934831242097}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(799)), {C=0.0007858987313349051, S=0.0006808676198813345}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(801)), {C=0.0007858987313349051, S=0.0006808676198813345}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(803)), {C=0.001010441226002021, S=0.0008754012255617158}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(804)), {C=0.0007858987313349051, S=0.0006808676198813345}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(805)), {C=0.0007858987313349051, S=0.0006808676198813345}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(806)), {C=0.0008981699786684631, S=0.0007781344227215252}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(807)), {C=0.0012349837206691368, S=0.001069934831242097}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(808)), {C=0.0008981699786684631, S=0.0007781344227215252}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(810)), {C=0.0008981699786684631, S=0.0007781344227215252}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(812)), {C=0.0008981699786684631, S=0.0007781344227215252}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(814)), {C=0.0007858987313349051, S=0.0006808676198813345}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(815)), {C=0.0006736274840013472, S=0.0005836008170411438}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(817)), {C=0.0005613562366677895, S=0.00048633401420095323}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(818)), {C=0.0005613562366677895, S=0.00048633401420095323}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(820)), {C=0.0005613562366677895, S=0.00048633401420095323}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(822)), {C=0.0008981699786684631, S=0.0007781344227215252}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(823)), {C=0.0006736274840013472, S=0.0005836008170411438}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(825)), {C=0.0006736274840013472, S=0.0005836008170411438}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(828)), {C=0.001010441226002021, S=0.0008754012255617158}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(829)), {C=0.0006736274840013472, S=0.0005836008170411438}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(830)), {C=0.0007858987313349051, S=0.0006808676198813345}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(831)), {C=0.0008981699786684631, S=0.0007781344227215252}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(832)), {C=0.0007858987313349051, S=0.0006808676198813345}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(834)), {C=0.0008981699786684631, S=0.0007781344227215252}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(835)), {C=0.0005613562366677895, S=0.00048633401420095323}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(836)), {C=0.001010441226002021, S=0.0008754012255617158}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(837)), {C=0.0008981699786684631, S=0.0007781344227215252}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(838)), {C=0.001122712473335579, S=0.0009726680284019065}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(839)), {C=0.0006736274840013472, S=0.0005836008170411438}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(840)), {C=0.001010441226002021, S=0.0008754012255617158}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(842)), {C=0.0005613562366677895, S=0.00048633401420095323}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(843)), {C=0.0005613562366677895, S=0.00048633401420095323}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(844)), {C=0.001122712473335579, S=0.0009726680284019065}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(845)), {C=0.0006736274840013472, S=0.0005836008170411438}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(848)), {C=0.0005613562366677895, S=0.00048633401420095323}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(849)), {C=0.001122712473335579, S=0.0009726680284019065}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(850)), {C=0.001122712473335579, S=0.0009726680284019065}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(851)), {C=0.0006736274840013472, S=0.0005836008170411438}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(852)), {C=0.0005613562366677895, S=0.00048633401420095323}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(853)), {C=0.0005613562366677895, S=0.00048633401420095323}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(854)), {C=0.0006736274840013472, S=0.0005836008170411438}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(855)), {C=0.0005613562366677895, S=0.00048633401420095323}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(856)), {C=0.0005613562366677895, S=0.00048633401420095323}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(859)), {C=0.0007858987313349051, S=0.0006808676198813345}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(860)), {C=0.001010441226002021, S=0.0008754012255617158}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(861)), {C=0.001122712473335579, S=0.0009726680284019065}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(862)), {C=0.001010441226002021, S=0.0008754012255617158}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(863)), {C=0.0007858987313349051, S=0.0006808676198813345}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(864)), {C=0.0007858987313349051, S=0.0006808676198813345}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(865)), {C=0.0007858987313349051, S=0.0006808676198813345}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(866)), {C=0.0005613562366677895, S=0.00048633401420095323}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(869)), {C=0.0005613562366677895, S=0.00048633401420095323}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(871)), {C=0.0008981699786684631, S=0.0007781344227215252}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(872)), {C=0.0008981699786684631, S=0.0007781344227215252}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(873)), {C=0.0006736274840013472, S=0.0005836008170411438}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(874)), {C=0.0005613562366677895, S=0.00048633401420095323}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(877)), {C=0.001010441226002021, S=0.0008754012255617158}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(878)), {C=0.0006736274840013472, S=0.0005836008170411438}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(880)), {C=0.0008981699786684631, S=0.0007781344227215252}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(882)), {C=0.0007858987313349051, S=0.0006808676198813345}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(883)), {C=0.0005613562366677895, S=0.00048633401420095323}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(884)), {C=0.001010441226002021, S=0.0008754012255617158}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(885)), {C=0.0005613562366677895, S=0.00048633401420095323}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(886)), {C=0.0005613562366677895, S=0.00048633401420095323}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(887)), {C=0.0005613562366677895, S=0.00048633401420095323}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(891)), {C=0.0006736274840013472, S=0.0005836008170411438}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(893)), {C=0.0005613562366677895, S=0.00048633401420095323}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(894)), {C=0.0008981699786684631, S=0.0007781344227215252}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(895)), {C=0.001122712473335579, S=0.0009726680284019065}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(896)), {C=0.001010441226002021, S=0.0008754012255617158}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(898)), {C=0.001010441226002021, S=0.0008754012255617158}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(899)), {C=0.0007858987313349051, S=0.0006808676198813345}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(900)), {C=0.001122712473335579, S=0.0009726680284019065}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(901)), {C=0.0005613562366677895, S=0.00048633401420095323}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(902)), {C=0.0008981699786684631, S=0.0007781344227215252}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(905)), {C=0.0014595262153362526, S=0.0012644684369224784}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(906)), {C=0.0005613562366677895, S=0.00048633401420095323}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(907)), {C=0.0005613562366677895, S=0.00048633401420095323}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(908)), {C=0.0008981699786684631, S=0.0007781344227215252}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(909)), {C=0.0006736274840013472, S=0.0005836008170411438}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(911)), {C=0.0006736274840013472, S=0.0005836008170411438}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(912)), {C=0.001122712473335579, S=0.0009726680284019065}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(913)), {C=0.0008981699786684631, S=0.0007781344227215252}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(914)), {C=0.0006736274840013472, S=0.0005836008170411438}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(915)), {C=0.0006736274840013472, S=0.0005836008170411438}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(916)), {C=0.0005613562366677895, S=0.00048633401420095323}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(917)), {C=0.0013472549680026945, S=0.0011672016340822876}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(918)), {C=0.0008981699786684631, S=0.0007781344227215252}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(920)), {C=0.0008981699786684631, S=0.0007781344227215252}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(921)), {C=0.0014595262153362526, S=0.0012644684369224784}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(922)), {C=0.001122712473335579, S=0.0009726680284019065}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(923)), {C=0.0006736274840013472, S=0.0005836008170411438}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(925)), {C=0.001010441226002021, S=0.0008754012255617158}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(926)), {C=0.0012349837206691368, S=0.001069934831242097}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(927)), {C=0.0006736274840013472, S=0.0005836008170411438}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(928)), {C=0.0008981699786684631, S=0.0007781344227215252}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(929)), {C=0.001010441226002021, S=0.0008754012255617158}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(931)), {C=0.0006736274840013472, S=0.0005836008170411438}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(934)), {C=0.0005613562366677895, S=0.00048633401420095323}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(936)), {C=0.0007858987313349051, S=0.0006808676198813345}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(937)), {C=0.0008981699786684631, S=0.0007781344227215252}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(939)), {C=0.0007858987313349051, S=0.0006808676198813345}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(940)), {C=0.0006736274840013472, S=0.0005836008170411438}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(944)), {C=0.0006736274840013472, S=0.0005836008170411438}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(946)), {C=0.0008981699786684631, S=0.0007781344227215252}
