(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(2)), {C=0.0006867188572998214, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(566)), {C=0.0012360939431396785, S=0.0008754012255617158}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(567)), {C=0.0008240626287597856, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(568)), {C=0.0006867188572998214, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(569)), {C=0.0008240626287597856, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(570)), {C=0.0019228128004394997, S=0.001361735239762669}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(571)), {C=0.0010987501716797144, S=0.0007781344227215252}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(572)), {C=0.0012360939431396785, S=0.0008754012255617158}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(573)), {C=0.0009614064002197499, S=0.0006808676198813345}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(574)), {C=0.0009614064002197499, S=0.0006808676198813345}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(575)), {C=0.0008240626287597856, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(576)), {C=0.0009614064002197499, S=0.0006808676198813345}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(577)), {C=0.0008240626287597856, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(578)), {C=0.0009614064002197499, S=0.0006808676198813345}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(579)), {C=0.0008240626287597856, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(580)), {C=0.0009614064002197499, S=0.0006808676198813345}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(582)), {C=0.0006867188572998214, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(583)), {C=0.0015107814860596072, S=0.001069934831242097}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(584)), {C=0.0012360939431396785, S=0.0008754012255617158}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(585)), {C=0.0015107814860596072, S=0.001069934831242097}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(587)), {C=0.0010987501716797144, S=0.0007781344227215252}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(588)), {C=0.0015107814860596072, S=0.001069934831242097}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(589)), {C=0.0006867188572998214, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(590)), {C=0.0016481252575195713, S=0.0011672016340822876}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(591)), {C=0.0008240626287597856, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(592)), {C=0.0015107814860596072, S=0.001069934831242097}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(593)), {C=0.0023348441148193927, S=0.001653535648283241}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(594)), {C=0.0008240626287597856, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(596)), {C=0.0010987501716797144, S=0.0007781344227215252}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(597)), {C=0.0008240626287597856, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(598)), {C=0.0012360939431396785, S=0.0008754012255617158}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(600)), {C=0.0008240626287597856, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(601)), {C=0.0008240626287597856, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(602)), {C=0.0006867188572998214, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(604)), {C=0.0008240626287597856, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(605)), {C=0.0008240626287597856, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(606)), {C=0.0009614064002197499, S=0.0006808676198813345}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(608)), {C=0.0010987501716797144, S=0.0007781344227215252}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(609)), {C=0.0009614064002197499, S=0.0006808676198813345}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(610)), {C=0.0008240626287597856, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(611)), {C=0.0008240626287597856, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(612)), {C=0.0006867188572998214, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(613)), {C=0.0008240626287597856, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(617)), {C=0.0013734377145996428, S=0.0009726680284019065}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(618)), {C=0.0006867188572998214, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(620)), {C=0.0009614064002197499, S=0.0006808676198813345}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(622)), {C=0.0012360939431396785, S=0.0008754012255617158}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(623)), {C=0.0009614064002197499, S=0.0006808676198813345}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(624)), {C=0.0009614064002197499, S=0.0006808676198813345}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(625)), {C=0.0006867188572998214, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(626)), {C=0.0012360939431396785, S=0.0008754012255617158}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(627)), {C=0.0009614064002197499, S=0.0006808676198813345}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(628)), {C=0.0009614064002197499, S=0.0006808676198813345}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(629)), {C=0.0013734377145996428, S=0.0009726680284019065}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(630)), {C=0.0008240626287597856, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(631)), {C=0.0008240626287597856, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(633)), {C=0.0009614064002197499, S=0.0006808676198813345}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(634)), {C=0.0013734377145996428, S=0.0009726680284019065}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(636)), {C=0.0006867188572998214, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(637)), {C=0.0008240626287597856, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(638)), {C=0.0010987501716797144, S=0.0007781344227215252}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(639)), {C=0.0008240626287597856, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(642)), {C=0.0008240626287597856, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(644)), {C=0.0006867188572998214, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(645)), {C=0.0015107814860596072, S=0.001069934831242097}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(648)), {C=0.0009614064002197499, S=0.0006808676198813345}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(650)), {C=0.0008240626287597856, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(652)), {C=0.0006867188572998214, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(656)), {C=0.0008240626287597856, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(659)), {C=0.0009614064002197499, S=0.0006808676198813345}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(663)), {C=0.0013734377145996428, S=0.0009726680284019065}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(664)), {C=0.0006867188572998214, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(665)), {C=0.0008240626287597856, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(666)), {C=0.0009614064002197499, S=0.0006808676198813345}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(668)), {C=0.0008240626287597856, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(671)), {C=0.0008240626287597856, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(674)), {C=0.0009614064002197499, S=0.0006808676198813345}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(676)), {C=0.0006867188572998214, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(678)), {C=0.0012360939431396785, S=0.0008754012255617158}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(679)), {C=0.0008240626287597856, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(680)), {C=0.0006867188572998214, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(681)), {C=0.0013734377145996428, S=0.0009726680284019065}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(682)), {C=0.0015107814860596072, S=0.001069934831242097}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(683)), {C=0.0006867188572998214, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(684)), {C=0.0008240626287597856, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(685)), {C=0.0010987501716797144, S=0.0007781344227215252}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(687)), {C=0.0012360939431396785, S=0.0008754012255617158}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(688)), {C=0.0009614064002197499, S=0.0006808676198813345}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(690)), {C=0.0009614064002197499, S=0.0006808676198813345}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(692)), {C=0.0010987501716797144, S=0.0007781344227215252}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(693)), {C=0.0009614064002197499, S=0.0006808676198813345}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(695)), {C=0.0013734377145996428, S=0.0009726680284019065}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(696)), {C=0.0008240626287597856, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(697)), {C=0.0009614064002197499, S=0.0006808676198813345}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(698)), {C=0.0009614064002197499, S=0.0006808676198813345}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(699)), {C=0.0010987501716797144, S=0.0007781344227215252}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(701)), {C=0.0006867188572998214, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(703)), {C=0.0008240626287597856, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(705)), {C=0.0008240626287597856, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(706)), {C=0.0009614064002197499, S=0.0006808676198813345}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(707)), {C=0.0009614064002197499, S=0.0006808676198813345}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(708)), {C=0.0008240626287597856, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(710)), {C=0.0006867188572998214, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(711)), {C=0.0010987501716797144, S=0.0007781344227215252}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(712)), {C=0.0010987501716797144, S=0.0007781344227215252}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(713)), {C=0.0006867188572998214, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(714)), {C=0.0013734377145996428, S=0.0009726680284019065}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(718)), {C=0.0010987501716797144, S=0.0007781344227215252}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(719)), {C=0.0009614064002197499, S=0.0006808676198813345}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(722)), {C=0.0006867188572998214, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(725)), {C=0.0008240626287597856, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(727)), {C=0.0006867188572998214, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(728)), {C=0.0012360939431396785, S=0.0008754012255617158}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(729)), {C=0.0006867188572998214, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(730)), {C=0.0006867188572998214, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(731)), {C=0.0006867188572998214, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(732)), {C=0.0012360939431396785, S=0.0008754012255617158}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(733)), {C=0.0016481252575195713, S=0.0011672016340822876}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(735)), {C=0.0010987501716797144, S=0.0007781344227215252}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(736)), {C=0.0010987501716797144, S=0.0007781344227215252}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(737)), {C=0.0008240626287597856, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(738)), {C=0.0008240626287597856, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(739)), {C=0.0010987501716797144, S=0.0007781344227215252}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(740)), {C=0.0010987501716797144, S=0.0007781344227215252}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(744)), {C=0.0009614064002197499, S=0.0006808676198813345}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(745)), {C=0.0009614064002197499, S=0.0006808676198813345}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(746)), {C=0.0009614064002197499, S=0.0006808676198813345}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(748)), {C=0.0010987501716797144, S=0.0007781344227215252}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(749)), {C=0.0010987501716797144, S=0.0007781344227215252}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(750)), {C=0.0008240626287597856, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(752)), {C=0.0006867188572998214, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(753)), {C=0.0006867188572998214, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(755)), {C=0.0010987501716797144, S=0.0007781344227215252}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(756)), {C=0.0009614064002197499, S=0.0006808676198813345}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(757)), {C=0.0006867188572998214, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(758)), {C=0.0006867188572998214, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(759)), {C=0.0006867188572998214, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(760)), {C=0.0008240626287597856, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(761)), {C=0.0013734377145996428, S=0.0009726680284019065}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(762)), {C=0.0008240626287597856, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(764)), {C=0.0010987501716797144, S=0.0007781344227215252}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(767)), {C=0.0006867188572998214, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(768)), {C=0.0008240626287597856, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(774)), {C=0.0008240626287597856, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(775)), {C=0.0006867188572998214, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(776)), {C=0.0010987501716797144, S=0.0007781344227215252}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(777)), {C=0.0010987501716797144, S=0.0007781344227215252}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(778)), {C=0.0009614064002197499, S=0.0006808676198813345}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(780)), {C=0.0009614064002197499, S=0.0006808676198813345}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(781)), {C=0.0008240626287597856, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(782)), {C=0.0016481252575195713, S=0.0011672016340822876}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(783)), {C=0.0006867188572998214, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(786)), {C=0.0010987501716797144, S=0.0007781344227215252}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(789)), {C=0.0008240626287597856, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(790)), {C=0.0012360939431396785, S=0.0008754012255617158}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(791)), {C=0.0008240626287597856, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(792)), {C=0.0006867188572998214, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(794)), {C=0.0008240626287597856, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(795)), {C=0.0009614064002197499, S=0.0006808676198813345}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(797)), {C=0.0015107814860596072, S=0.001069934831242097}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(798)), {C=0.0006867188572998214, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(799)), {C=0.0008240626287597856, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(800)), {C=0.0008240626287597856, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(803)), {C=0.0009614064002197499, S=0.0006808676198813345}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(804)), {C=0.0008240626287597856, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(805)), {C=0.0008240626287597856, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(806)), {C=0.0008240626287597856, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(807)), {C=0.0008240626287597856, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(809)), {C=0.0009614064002197499, S=0.0006808676198813345}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(810)), {C=0.0006867188572998214, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(811)), {C=0.0006867188572998214, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(812)), {C=0.0008240626287597856, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(813)), {C=0.0010987501716797144, S=0.0007781344227215252}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(814)), {C=0.0006867188572998214, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(816)), {C=0.0006867188572998214, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(817)), {C=0.0013734377145996428, S=0.0009726680284019065}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(818)), {C=0.0008240626287597856, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(819)), {C=0.0010987501716797144, S=0.0007781344227215252}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(820)), {C=0.0012360939431396785, S=0.0008754012255617158}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(822)), {C=0.0009614064002197499, S=0.0006808676198813345}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(823)), {C=0.0012360939431396785, S=0.0008754012255617158}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(824)), {C=0.0009614064002197499, S=0.0006808676198813345}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(825)), {C=0.0008240626287597856, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(826)), {C=0.0008240626287597856, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(827)), {C=0.0019228128004394997, S=0.001361735239762669}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(828)), {C=0.0006867188572998214, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(829)), {C=0.0013734377145996428, S=0.0009726680284019065}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(830)), {C=0.0013734377145996428, S=0.0009726680284019065}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(831)), {C=0.0010987501716797144, S=0.0007781344227215252}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(832)), {C=0.0010987501716797144, S=0.0007781344227215252}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(833)), {C=0.0013734377145996428, S=0.0009726680284019065}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(835)), {C=0.0013734377145996428, S=0.0009726680284019065}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(836)), {C=0.0009614064002197499, S=0.0006808676198813345}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(838)), {C=0.0010987501716797144, S=0.0007781344227215252}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(840)), {C=0.0009614064002197499, S=0.0006808676198813345}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(841)), {C=0.0006867188572998214, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(843)), {C=0.0009614064002197499, S=0.0006808676198813345}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(844)), {C=0.0012360939431396785, S=0.0008754012255617158}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(845)), {C=0.0008240626287597856, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(846)), {C=0.0008240626287597856, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(847)), {C=0.0010987501716797144, S=0.0007781344227215252}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(848)), {C=0.0012360939431396785, S=0.0008754012255617158}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(849)), {C=0.0008240626287597856, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(850)), {C=0.0009614064002197499, S=0.0006808676198813345}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(851)), {C=0.0012360939431396785, S=0.0008754012255617158}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(852)), {C=0.0006867188572998214, S=0.00048633401420095323}
