(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(2)), {C=0.0007172131147540983, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(986)), {C=0.0007172131147540983, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(989)), {C=0.0005122950819672131, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(992)), {C=0.001331967213114754, S=0.0012644684369224784}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(994)), {C=0.000819672131147541, S=0.0007781344227215252}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(996)), {C=0.000819672131147541, S=0.0007781344227215252}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(998)), {C=0.0005122950819672131, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1000)), {C=0.0005122950819672131, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1005)), {C=0.0005122950819672131, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1006)), {C=0.0007172131147540983, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1011)), {C=0.0005122950819672131, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1013)), {C=0.0005122950819672131, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1014)), {C=0.0007172131147540983, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1015)), {C=0.0007172131147540983, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1017)), {C=0.0006147540983606557, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1018)), {C=0.0006147540983606557, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1019)), {C=0.0009221311475409836, S=0.0008754012255617158}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1023)), {C=0.0006147540983606557, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1034)), {C=0.000819672131147541, S=0.0007781344227215252}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1036)), {C=0.0006147540983606557, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1041)), {C=0.0005122950819672131, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1042)), {C=0.0005122950819672131, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1044)), {C=0.0005122950819672131, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1045)), {C=0.000819672131147541, S=0.0007781344227215252}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1046)), {C=0.0006147540983606557, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1047)), {C=0.0005122950819672131, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1049)), {C=0.0006147540983606557, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1053)), {C=0.0005122950819672131, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1054)), {C=0.0005122950819672131, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1057)), {C=0.0007172131147540983, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1058)), {C=0.000819672131147541, S=0.0007781344227215252}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1061)), {C=0.0005122950819672131, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1064)), {C=0.0006147540983606557, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1068)), {C=0.0006147540983606557, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1079)), {C=0.0005122950819672131, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1084)), {C=0.0005122950819672131, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1085)), {C=0.0006147540983606557, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1086)), {C=0.0005122950819672131, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1088)), {C=0.000819672131147541, S=0.0007781344227215252}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1089)), {C=0.0006147540983606557, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1091)), {C=0.0005122950819672131, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1100)), {C=0.0005122950819672131, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1111)), {C=0.0006147540983606557, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1115)), {C=0.0005122950819672131, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1119)), {C=0.0006147540983606557, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1120)), {C=0.0005122950819672131, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1122)), {C=0.0006147540983606557, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1129)), {C=0.0009221311475409836, S=0.0008754012255617158}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1130)), {C=0.0005122950819672131, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1131)), {C=0.0005122950819672131, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1133)), {C=0.0005122950819672131, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1139)), {C=0.0005122950819672131, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1142)), {C=0.0006147540983606557, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1144)), {C=0.0005122950819672131, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1145)), {C=0.0006147540983606557, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1146)), {C=0.0009221311475409836, S=0.0008754012255617158}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1147)), {C=0.0006147540983606557, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1149)), {C=0.0007172131147540983, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1150)), {C=0.0005122950819672131, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1152)), {C=0.0005122950819672131, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1154)), {C=0.0006147540983606557, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1158)), {C=0.0007172131147540983, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1162)), {C=0.0007172131147540983, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1163)), {C=0.0005122950819672131, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1169)), {C=0.000819672131147541, S=0.0007781344227215252}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1170)), {C=0.0006147540983606557, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1174)), {C=0.0005122950819672131, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1175)), {C=0.0006147540983606557, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1176)), {C=0.0005122950819672131, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1177)), {C=0.0006147540983606557, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1179)), {C=0.0006147540983606557, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1181)), {C=0.0005122950819672131, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1182)), {C=0.0006147540983606557, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1184)), {C=0.0005122950819672131, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1185)), {C=0.0006147540983606557, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1187)), {C=0.0005122950819672131, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1192)), {C=0.0007172131147540983, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1193)), {C=0.0005122950819672131, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1199)), {C=0.0006147540983606557, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1200)), {C=0.000819672131147541, S=0.0007781344227215252}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1204)), {C=0.0007172131147540983, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1205)), {C=0.0006147540983606557, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1206)), {C=0.000819672131147541, S=0.0007781344227215252}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1208)), {C=0.0005122950819672131, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1212)), {C=0.0006147540983606557, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1213)), {C=0.0007172131147540983, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1220)), {C=0.0005122950819672131, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1222)), {C=0.0005122950819672131, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1223)), {C=0.0007172131147540983, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1227)), {C=0.000819672131147541, S=0.0007781344227215252}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1228)), {C=0.0006147540983606557, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1229)), {C=0.0005122950819672131, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1230)), {C=0.0005122950819672131, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1232)), {C=0.0006147540983606557, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1234)), {C=0.0006147540983606557, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1235)), {C=0.0005122950819672131, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1236)), {C=0.0009221311475409836, S=0.0008754012255617158}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1237)), {C=0.0005122950819672131, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1238)), {C=0.0005122950819672131, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1239)), {C=0.0007172131147540983, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1243)), {C=0.0005122950819672131, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1248)), {C=0.0005122950819672131, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1251)), {C=0.0005122950819672131, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1252)), {C=0.0006147540983606557, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1256)), {C=0.0007172131147540983, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1257)), {C=0.0005122950819672131, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1267)), {C=0.0005122950819672131, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1272)), {C=0.0006147540983606557, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1273)), {C=0.0005122950819672131, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1275)), {C=0.000819672131147541, S=0.0007781344227215252}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1276)), {C=0.0005122950819672131, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1277)), {C=0.0007172131147540983, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1281)), {C=0.0005122950819672131, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1282)), {C=0.0005122950819672131, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1283)), {C=0.0009221311475409836, S=0.0008754012255617158}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1288)), {C=0.0005122950819672131, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1289)), {C=0.0007172131147540983, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1291)), {C=0.0007172131147540983, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1292)), {C=0.0005122950819672131, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1293)), {C=0.0006147540983606557, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1295)), {C=0.0006147540983606557, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1297)), {C=0.0005122950819672131, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1298)), {C=0.0006147540983606557, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1301)), {C=0.0005122950819672131, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1302)), {C=0.0006147540983606557, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1310)), {C=0.0005122950819672131, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1314)), {C=0.0005122950819672131, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1316)), {C=0.0005122950819672131, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1319)), {C=0.0005122950819672131, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1320)), {C=0.0006147540983606557, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1321)), {C=0.0005122950819672131, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1326)), {C=0.0005122950819672131, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1327)), {C=0.0005122950819672131, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1328)), {C=0.0007172131147540983, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1329)), {C=0.0005122950819672131, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1330)), {C=0.0006147540983606557, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1331)), {C=0.0006147540983606557, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1332)), {C=0.0006147540983606557, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1335)), {C=0.0005122950819672131, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1336)), {C=0.0007172131147540983, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1337)), {C=0.0009221311475409836, S=0.0008754012255617158}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1339)), {C=0.001127049180327869, S=0.001069934831242097}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1341)), {C=0.0007172131147540983, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1344)), {C=0.0005122950819672131, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1345)), {C=0.000819672131147541, S=0.0007781344227215252}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1346)), {C=0.0005122950819672131, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1348)), {C=0.0006147540983606557, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1349)), {C=0.0005122950819672131, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1351)), {C=0.0007172131147540983, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1352)), {C=0.0005122950819672131, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1353)), {C=0.0005122950819672131, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1356)), {C=0.0005122950819672131, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1363)), {C=0.000819672131147541, S=0.0007781344227215252}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1364)), {C=0.0005122950819672131, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1369)), {C=0.0006147540983606557, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1372)), {C=0.0006147540983606557, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1373)), {C=0.0007172131147540983, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1374)), {C=0.0006147540983606557, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1376)), {C=0.0006147540983606557, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1377)), {C=0.0005122950819672131, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1378)), {C=0.0005122950819672131, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1386)), {C=0.0006147540983606557, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1387)), {C=0.0005122950819672131, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1388)), {C=0.000819672131147541, S=0.0007781344227215252}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1392)), {C=0.0005122950819672131, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1393)), {C=0.0007172131147540983, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1394)), {C=0.0005122950819672131, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1396)), {C=0.0006147540983606557, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1399)), {C=0.0005122950819672131, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1401)), {C=0.001127049180327869, S=0.001069934831242097}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1402)), {C=0.0006147540983606557, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1405)), {C=0.0007172131147540983, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1406)), {C=0.0005122950819672131, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1408)), {C=0.0006147540983606557, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1411)), {C=0.0007172131147540983, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1412)), {C=0.0005122950819672131, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1415)), {C=0.0005122950819672131, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1418)), {C=0.0006147540983606557, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1419)), {C=0.0006147540983606557, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1422)), {C=0.0009221311475409836, S=0.0008754012255617158}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1423)), {C=0.0007172131147540983, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1425)), {C=0.0010245901639344263, S=0.0009726680284019065}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1426)), {C=0.0005122950819672131, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1427)), {C=0.0006147540983606557, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1428)), {C=0.0007172131147540983, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1431)), {C=0.0006147540983606557, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1434)), {C=0.001127049180327869, S=0.001069934831242097}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1436)), {C=0.0006147540983606557, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1437)), {C=0.0005122950819672131, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1439)), {C=0.0005122950819672131, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1443)), {C=0.0006147540983606557, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1449)), {C=0.000819672131147541, S=0.0007781344227215252}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1453)), {C=0.0006147540983606557, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1455)), {C=0.000819672131147541, S=0.0007781344227215252}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1456)), {C=0.0012295081967213114, S=0.0011672016340822876}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1457)), {C=0.0009221311475409836, S=0.0008754012255617158}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1459)), {C=0.0006147540983606557, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1460)), {C=0.0010245901639344263, S=0.0009726680284019065}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1464)), {C=0.0006147540983606557, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1465)), {C=0.0005122950819672131, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1471)), {C=0.0005122950819672131, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1472)), {C=0.000819672131147541, S=0.0007781344227215252}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1476)), {C=0.0005122950819672131, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1477)), {C=0.0010245901639344263, S=0.0009726680284019065}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1479)), {C=0.0006147540983606557, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1482)), {C=0.0005122950819672131, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1485)), {C=0.0007172131147540983, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1488)), {C=0.0005122950819672131, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1489)), {C=0.0007172131147540983, S=0.0006808676198813345}
