(gender(Male))(country(USA))(education(Bachelors Degree))(marital_status(S)) --> (buy(10)), {C=0.0006179196704428424, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Bachelors Degree))(marital_status(S)) --> (buy(1298)), {C=0.0005149330587023688, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Bachelors Degree))(marital_status(S)) --> (buy(1300)), {C=0.0006179196704428424, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Bachelors Degree))(marital_status(S)) --> (buy(1301)), {C=0.0006179196704428424, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Bachelors Degree))(marital_status(S)) --> (buy(1302)), {C=0.0006179196704428424, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Bachelors Degree))(marital_status(S)) --> (buy(1308)), {C=0.0005149330587023688, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Bachelors Degree))(marital_status(S)) --> (buy(1311)), {C=0.00082389289392379, S=0.0007781344227215252}
(gender(Male))(country(USA))(education(Bachelors Degree))(marital_status(S)) --> (buy(1327)), {C=0.0005149330587023688, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Bachelors Degree))(marital_status(S)) --> (buy(1328)), {C=0.0005149330587023688, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Bachelors Degree))(marital_status(S)) --> (buy(1333)), {C=0.0006179196704428424, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Bachelors Degree))(marital_status(S)) --> (buy(1340)), {C=0.0005149330587023688, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Bachelors Degree))(marital_status(S)) --> (buy(1343)), {C=0.0007209062821833161, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(Bachelors Degree))(marital_status(S)) --> (buy(1350)), {C=0.0005149330587023688, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Bachelors Degree))(marital_status(S)) --> (buy(1355)), {C=0.0005149330587023688, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Bachelors Degree))(marital_status(S)) --> (buy(1356)), {C=0.0005149330587023688, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Bachelors Degree))(marital_status(S)) --> (buy(1360)), {C=0.0005149330587023688, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Bachelors Degree))(marital_status(S)) --> (buy(1362)), {C=0.0006179196704428424, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Bachelors Degree))(marital_status(S)) --> (buy(1363)), {C=0.0005149330587023688, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Bachelors Degree))(marital_status(S)) --> (buy(1373)), {C=0.0006179196704428424, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Bachelors Degree))(marital_status(S)) --> (buy(1375)), {C=0.0007209062821833161, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(Bachelors Degree))(marital_status(S)) --> (buy(1380)), {C=0.0007209062821833161, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(Bachelors Degree))(marital_status(S)) --> (buy(1387)), {C=0.0005149330587023688, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Bachelors Degree))(marital_status(S)) --> (buy(1392)), {C=0.0006179196704428424, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Bachelors Degree))(marital_status(S)) --> (buy(1393)), {C=0.0006179196704428424, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Bachelors Degree))(marital_status(S)) --> (buy(1395)), {C=0.0006179196704428424, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Bachelors Degree))(marital_status(S)) --> (buy(1396)), {C=0.0006179196704428424, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Bachelors Degree))(marital_status(S)) --> (buy(1397)), {C=0.00082389289392379, S=0.0007781344227215252}
(gender(Male))(country(USA))(education(Bachelors Degree))(marital_status(S)) --> (buy(1400)), {C=0.0005149330587023688, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Bachelors Degree))(marital_status(S)) --> (buy(1401)), {C=0.0005149330587023688, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Bachelors Degree))(marital_status(S)) --> (buy(1405)), {C=0.0006179196704428424, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Bachelors Degree))(marital_status(S)) --> (buy(1407)), {C=0.0006179196704428424, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Bachelors Degree))(marital_status(S)) --> (buy(1409)), {C=0.0006179196704428424, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Bachelors Degree))(marital_status(S)) --> (buy(1410)), {C=0.0005149330587023688, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Bachelors Degree))(marital_status(S)) --> (buy(1411)), {C=0.0006179196704428424, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Bachelors Degree))(marital_status(S)) --> (buy(1413)), {C=0.0005149330587023688, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Bachelors Degree))(marital_status(S)) --> (buy(1416)), {C=0.0005149330587023688, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Bachelors Degree))(marital_status(S)) --> (buy(1418)), {C=0.0005149330587023688, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Bachelors Degree))(marital_status(S)) --> (buy(1420)), {C=0.0005149330587023688, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Bachelors Degree))(marital_status(S)) --> (buy(1424)), {C=0.0005149330587023688, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Bachelors Degree))(marital_status(S)) --> (buy(1425)), {C=0.0005149330587023688, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Bachelors Degree))(marital_status(S)) --> (buy(1426)), {C=0.0005149330587023688, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Bachelors Degree))(marital_status(S)) --> (buy(1427)), {C=0.0006179196704428424, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Bachelors Degree))(marital_status(S)) --> (buy(1428)), {C=0.0007209062821833161, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(Bachelors Degree))(marital_status(S)) --> (buy(1430)), {C=0.0005149330587023688, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Bachelors Degree))(marital_status(S)) --> (buy(1431)), {C=0.0005149330587023688, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Bachelors Degree))(marital_status(S)) --> (buy(1434)), {C=0.0005149330587023688, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Bachelors Degree))(marital_status(S)) --> (buy(1435)), {C=0.0006179196704428424, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Bachelors Degree))(marital_status(S)) --> (buy(1437)), {C=0.0007209062821833161, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(Bachelors Degree))(marital_status(S)) --> (buy(1440)), {C=0.0005149330587023688, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Bachelors Degree))(marital_status(S)) --> (buy(1441)), {C=0.00082389289392379, S=0.0007781344227215252}
(gender(Male))(country(USA))(education(Bachelors Degree))(marital_status(S)) --> (buy(1451)), {C=0.0005149330587023688, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Bachelors Degree))(marital_status(S)) --> (buy(1452)), {C=0.0005149330587023688, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Bachelors Degree))(marital_status(S)) --> (buy(1455)), {C=0.0006179196704428424, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Bachelors Degree))(marital_status(S)) --> (buy(1468)), {C=0.0005149330587023688, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Bachelors Degree))(marital_status(S)) --> (buy(1470)), {C=0.0005149330587023688, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Bachelors Degree))(marital_status(S)) --> (buy(1473)), {C=0.0007209062821833161, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(Bachelors Degree))(marital_status(S)) --> (buy(1475)), {C=0.0005149330587023688, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Bachelors Degree))(marital_status(S)) --> (buy(1479)), {C=0.0007209062821833161, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(Bachelors Degree))(marital_status(S)) --> (buy(1480)), {C=0.0005149330587023688, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Bachelors Degree))(marital_status(S)) --> (buy(1483)), {C=0.0005149330587023688, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Bachelors Degree))(marital_status(S)) --> (buy(1485)), {C=0.0005149330587023688, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Bachelors Degree))(marital_status(S)) --> (buy(1486)), {C=0.00082389289392379, S=0.0007781344227215252}
(gender(Male))(country(USA))(education(Bachelors Degree))(marital_status(S)) --> (buy(1489)), {C=0.0007209062821833161, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(Bachelors Degree))(marital_status(S)) --> (buy(1499)), {C=0.0005149330587023688, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Bachelors Degree))(marital_status(S)) --> (buy(1507)), {C=0.0005149330587023688, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Bachelors Degree))(marital_status(S)) --> (buy(1510)), {C=0.0006179196704428424, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Bachelors Degree))(marital_status(S)) --> (buy(1512)), {C=0.0007209062821833161, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(Bachelors Degree))(marital_status(S)) --> (buy(1518)), {C=0.0005149330587023688, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Bachelors Degree))(marital_status(S)) --> (buy(1530)), {C=0.0005149330587023688, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Bachelors Degree))(marital_status(S)) --> (buy(1531)), {C=0.0006179196704428424, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Bachelors Degree))(marital_status(S)) --> (buy(1534)), {C=0.0005149330587023688, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Bachelors Degree))(marital_status(S)) --> (buy(1538)), {C=0.0012358393408856848, S=0.0011672016340822876}
(gender(Male))(country(USA))(education(Bachelors Degree))(marital_status(S)) --> (buy(1539)), {C=0.0006179196704428424, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Bachelors Degree))(marital_status(S)) --> (buy(1540)), {C=0.0005149330587023688, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Bachelors Degree))(marital_status(S)) --> (buy(1545)), {C=0.0005149330587023688, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Bachelors Degree))(marital_status(S)) --> (buy(1546)), {C=0.0005149330587023688, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Bachelors Degree))(marital_status(S)) --> (buy(1547)), {C=0.0006179196704428424, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Bachelors Degree))(marital_status(S)) --> (buy(1553)), {C=0.00082389289392379, S=0.0007781344227215252}
(gender(Male))(country(USA))(education(Bachelors Degree))(marital_status(S)) --> (buy(1554)), {C=0.0006179196704428424, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Bachelors Degree))(marital_status(S)) --> (buy(1557)), {C=0.0005149330587023688, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Bachelors Degree))(marital_status(S)) --> (buy(1558)), {C=0.0005149330587023688, S=0.00048633401420095323}
