(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(2)), {C=0.0005129257283545343, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1140)), {C=0.0006155108740254411, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1141)), {C=0.0005129257283545343, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1145)), {C=0.000718096019696348, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1146)), {C=0.000718096019696348, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1148)), {C=0.000718096019696348, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1150)), {C=0.000718096019696348, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1152)), {C=0.0006155108740254411, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1155)), {C=0.0006155108740254411, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1156)), {C=0.000718096019696348, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1159)), {C=0.0006155108740254411, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1160)), {C=0.000718096019696348, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1163)), {C=0.0005129257283545343, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1166)), {C=0.0005129257283545343, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1167)), {C=0.0005129257283545343, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1169)), {C=0.0005129257283545343, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1171)), {C=0.000718096019696348, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1177)), {C=0.0008206811653672549, S=0.0007781344227215252}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1180)), {C=0.0006155108740254411, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1181)), {C=0.0006155108740254411, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1182)), {C=0.000718096019696348, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1184)), {C=0.0005129257283545343, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1188)), {C=0.0009232663110381618, S=0.0008754012255617158}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1189)), {C=0.0005129257283545343, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1193)), {C=0.0006155108740254411, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1195)), {C=0.0006155108740254411, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1198)), {C=0.0008206811653672549, S=0.0007781344227215252}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1199)), {C=0.000718096019696348, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1201)), {C=0.0005129257283545343, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1202)), {C=0.0005129257283545343, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1204)), {C=0.0008206811653672549, S=0.0007781344227215252}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1206)), {C=0.0005129257283545343, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1208)), {C=0.0005129257283545343, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1211)), {C=0.0008206811653672549, S=0.0007781344227215252}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1217)), {C=0.0005129257283545343, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1223)), {C=0.0005129257283545343, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1224)), {C=0.000718096019696348, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1225)), {C=0.0005129257283545343, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1229)), {C=0.000718096019696348, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1230)), {C=0.0009232663110381618, S=0.0008754012255617158}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1241)), {C=0.0005129257283545343, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1243)), {C=0.0006155108740254411, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1245)), {C=0.0006155108740254411, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1246)), {C=0.0005129257283545343, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1249)), {C=0.0006155108740254411, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1250)), {C=0.0005129257283545343, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1251)), {C=0.0005129257283545343, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1254)), {C=0.0008206811653672549, S=0.0007781344227215252}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1257)), {C=0.000718096019696348, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1259)), {C=0.0005129257283545343, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1260)), {C=0.0006155108740254411, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1266)), {C=0.0005129257283545343, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1268)), {C=0.0005129257283545343, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1269)), {C=0.0005129257283545343, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1272)), {C=0.0005129257283545343, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1274)), {C=0.0005129257283545343, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1275)), {C=0.0005129257283545343, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1276)), {C=0.000718096019696348, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1279)), {C=0.0006155108740254411, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1281)), {C=0.0006155108740254411, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1282)), {C=0.0006155108740254411, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1283)), {C=0.0006155108740254411, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1288)), {C=0.000718096019696348, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1295)), {C=0.000718096019696348, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1300)), {C=0.0006155108740254411, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1305)), {C=0.000718096019696348, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1311)), {C=0.0005129257283545343, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1316)), {C=0.0005129257283545343, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1323)), {C=0.0009232663110381618, S=0.0008754012255617158}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1324)), {C=0.0006155108740254411, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1326)), {C=0.0010258514567090685, S=0.0009726680284019065}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1327)), {C=0.0008206811653672549, S=0.0007781344227215252}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1332)), {C=0.0005129257283545343, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1336)), {C=0.0008206811653672549, S=0.0007781344227215252}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1339)), {C=0.0010258514567090685, S=0.0009726680284019065}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1340)), {C=0.000718096019696348, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1344)), {C=0.000718096019696348, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1347)), {C=0.0005129257283545343, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1349)), {C=0.000718096019696348, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1354)), {C=0.0005129257283545343, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1357)), {C=0.000718096019696348, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1358)), {C=0.000718096019696348, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1360)), {C=0.0006155108740254411, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1362)), {C=0.000718096019696348, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1363)), {C=0.0006155108740254411, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1364)), {C=0.0005129257283545343, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1365)), {C=0.0005129257283545343, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1366)), {C=0.0006155108740254411, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1376)), {C=0.000718096019696348, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1379)), {C=0.0006155108740254411, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1383)), {C=0.0006155108740254411, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1384)), {C=0.0006155108740254411, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1385)), {C=0.0005129257283545343, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1386)), {C=0.0005129257283545343, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1389)), {C=0.0006155108740254411, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1390)), {C=0.0008206811653672549, S=0.0007781344227215252}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1392)), {C=0.0005129257283545343, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1393)), {C=0.0006155108740254411, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1394)), {C=0.0010258514567090685, S=0.0009726680284019065}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1395)), {C=0.0005129257283545343, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1398)), {C=0.000718096019696348, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1403)), {C=0.0006155108740254411, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1405)), {C=0.000718096019696348, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1406)), {C=0.0005129257283545343, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1408)), {C=0.0005129257283545343, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1410)), {C=0.0011284366023799754, S=0.001069934831242097}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1411)), {C=0.000718096019696348, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1413)), {C=0.0009232663110381618, S=0.0008754012255617158}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1415)), {C=0.0006155108740254411, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1416)), {C=0.0006155108740254411, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1421)), {C=0.0005129257283545343, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1422)), {C=0.0005129257283545343, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1425)), {C=0.0005129257283545343, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1426)), {C=0.000718096019696348, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1429)), {C=0.000718096019696348, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1430)), {C=0.0006155108740254411, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1434)), {C=0.0005129257283545343, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1435)), {C=0.0005129257283545343, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1436)), {C=0.0005129257283545343, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1437)), {C=0.0005129257283545343, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1438)), {C=0.0006155108740254411, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1439)), {C=0.0006155108740254411, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1444)), {C=0.000718096019696348, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1445)), {C=0.0009232663110381618, S=0.0008754012255617158}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1446)), {C=0.0006155108740254411, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1447)), {C=0.0006155108740254411, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1448)), {C=0.0005129257283545343, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1449)), {C=0.0005129257283545343, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1450)), {C=0.0006155108740254411, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1453)), {C=0.0005129257283545343, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1457)), {C=0.0005129257283545343, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1466)), {C=0.000718096019696348, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1468)), {C=0.0005129257283545343, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1469)), {C=0.000718096019696348, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1470)), {C=0.0005129257283545343, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1471)), {C=0.0009232663110381618, S=0.0008754012255617158}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1472)), {C=0.0005129257283545343, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1474)), {C=0.0005129257283545343, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1477)), {C=0.0005129257283545343, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1484)), {C=0.0005129257283545343, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1487)), {C=0.0008206811653672549, S=0.0007781344227215252}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1489)), {C=0.0008206811653672549, S=0.0007781344227215252}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1493)), {C=0.0005129257283545343, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1500)), {C=0.0008206811653672549, S=0.0007781344227215252}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1503)), {C=0.000718096019696348, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1505)), {C=0.0006155108740254411, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1506)), {C=0.0006155108740254411, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1510)), {C=0.000718096019696348, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1513)), {C=0.0006155108740254411, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1516)), {C=0.0005129257283545343, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1519)), {C=0.0006155108740254411, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1520)), {C=0.0005129257283545343, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1524)), {C=0.0005129257283545343, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1526)), {C=0.0012310217480508822, S=0.0011672016340822876}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1527)), {C=0.0009232663110381618, S=0.0008754012255617158}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1528)), {C=0.0006155108740254411, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1533)), {C=0.0005129257283545343, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1534)), {C=0.0005129257283545343, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1538)), {C=0.0006155108740254411, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1539)), {C=0.0008206811653672549, S=0.0007781344227215252}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1540)), {C=0.0005129257283545343, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1555)), {C=0.000718096019696348, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1557)), {C=0.0005129257283545343, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1558)), {C=0.000718096019696348, S=0.0006808676198813345}
