(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(2)), {C=0.0006128702757916241, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1041)), {C=0.0007150153217568947, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1044)), {C=0.0006128702757916241, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1048)), {C=0.0008171603677221655, S=0.0007781344227215252}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1049)), {C=0.0005107252298263534, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1053)), {C=0.0005107252298263534, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1055)), {C=0.0008171603677221655, S=0.0007781344227215252}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1063)), {C=0.0011235955056179776, S=0.001069934831242097}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1072)), {C=0.0006128702757916241, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1075)), {C=0.0005107252298263534, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1078)), {C=0.0006128702757916241, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1080)), {C=0.0005107252298263534, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1083)), {C=0.0007150153217568947, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1086)), {C=0.0005107252298263534, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1087)), {C=0.0008171603677221655, S=0.0007781344227215252}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1088)), {C=0.0005107252298263534, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1090)), {C=0.0007150153217568947, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1091)), {C=0.0005107252298263534, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1092)), {C=0.0006128702757916241, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1097)), {C=0.0005107252298263534, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1100)), {C=0.0005107252298263534, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1101)), {C=0.0007150153217568947, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1104)), {C=0.0008171603677221655, S=0.0007781344227215252}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1112)), {C=0.0005107252298263534, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1118)), {C=0.0005107252298263534, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1119)), {C=0.0006128702757916241, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1120)), {C=0.0007150153217568947, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1127)), {C=0.0007150153217568947, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1134)), {C=0.0007150153217568947, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1137)), {C=0.0005107252298263534, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1141)), {C=0.0005107252298263534, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1142)), {C=0.0006128702757916241, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1143)), {C=0.0006128702757916241, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1149)), {C=0.0005107252298263534, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1150)), {C=0.0007150153217568947, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1154)), {C=0.0007150153217568947, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1155)), {C=0.0008171603677221655, S=0.0007781344227215252}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1160)), {C=0.0006128702757916241, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1163)), {C=0.0007150153217568947, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1165)), {C=0.0009193054136874362, S=0.0008754012255617158}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1166)), {C=0.0006128702757916241, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1170)), {C=0.0007150153217568947, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1175)), {C=0.0006128702757916241, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1176)), {C=0.0010214504596527069, S=0.0009726680284019065}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1180)), {C=0.0006128702757916241, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1181)), {C=0.0005107252298263534, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1182)), {C=0.0008171603677221655, S=0.0007781344227215252}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1185)), {C=0.0006128702757916241, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1189)), {C=0.0005107252298263534, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1190)), {C=0.0006128702757916241, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1195)), {C=0.0005107252298263534, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1197)), {C=0.0006128702757916241, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1199)), {C=0.0005107252298263534, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1200)), {C=0.0006128702757916241, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1203)), {C=0.0005107252298263534, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1207)), {C=0.0005107252298263534, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1208)), {C=0.0005107252298263534, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1210)), {C=0.0007150153217568947, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1211)), {C=0.0006128702757916241, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1212)), {C=0.0005107252298263534, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1213)), {C=0.0011235955056179776, S=0.001069934831242097}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1218)), {C=0.0006128702757916241, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1220)), {C=0.0009193054136874362, S=0.0008754012255617158}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1221)), {C=0.0005107252298263534, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1233)), {C=0.0007150153217568947, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1235)), {C=0.0005107252298263534, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1236)), {C=0.0007150153217568947, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1238)), {C=0.0005107252298263534, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1243)), {C=0.0005107252298263534, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1245)), {C=0.0009193054136874362, S=0.0008754012255617158}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1247)), {C=0.0007150153217568947, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1248)), {C=0.0005107252298263534, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1255)), {C=0.0006128702757916241, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1256)), {C=0.0007150153217568947, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1257)), {C=0.0005107252298263534, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1262)), {C=0.0006128702757916241, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1267)), {C=0.0006128702757916241, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1271)), {C=0.0005107252298263534, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1272)), {C=0.0005107252298263534, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1275)), {C=0.0007150153217568947, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1281)), {C=0.0005107252298263534, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1282)), {C=0.0005107252298263534, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1283)), {C=0.0006128702757916241, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1285)), {C=0.0006128702757916241, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1287)), {C=0.0008171603677221655, S=0.0007781344227215252}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1292)), {C=0.0006128702757916241, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1295)), {C=0.0005107252298263534, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1297)), {C=0.0005107252298263534, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1299)), {C=0.0005107252298263534, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1301)), {C=0.0006128702757916241, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1304)), {C=0.0006128702757916241, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1308)), {C=0.0005107252298263534, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1309)), {C=0.0007150153217568947, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1314)), {C=0.0008171603677221655, S=0.0007781344227215252}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1319)), {C=0.0005107252298263534, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1320)), {C=0.0006128702757916241, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1327)), {C=0.0006128702757916241, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1332)), {C=0.0005107252298263534, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1333)), {C=0.0005107252298263534, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1334)), {C=0.0007150153217568947, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1335)), {C=0.0006128702757916241, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1336)), {C=0.0006128702757916241, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1337)), {C=0.0007150153217568947, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1341)), {C=0.0008171603677221655, S=0.0007781344227215252}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1342)), {C=0.0007150153217568947, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1344)), {C=0.0005107252298263534, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1345)), {C=0.0005107252298263534, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1348)), {C=0.0008171603677221655, S=0.0007781344227215252}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1351)), {C=0.0005107252298263534, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1354)), {C=0.0005107252298263534, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1355)), {C=0.0006128702757916241, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1356)), {C=0.0008171603677221655, S=0.0007781344227215252}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1357)), {C=0.0007150153217568947, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1359)), {C=0.0007150153217568947, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1361)), {C=0.0006128702757916241, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1362)), {C=0.0006128702757916241, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1363)), {C=0.0005107252298263534, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1364)), {C=0.0005107252298263534, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1366)), {C=0.0007150153217568947, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1368)), {C=0.0005107252298263534, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1369)), {C=0.0007150153217568947, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1371)), {C=0.0006128702757916241, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1375)), {C=0.0006128702757916241, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1376)), {C=0.0006128702757916241, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1377)), {C=0.0009193054136874362, S=0.0008754012255617158}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1378)), {C=0.0006128702757916241, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1381)), {C=0.0005107252298263534, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1382)), {C=0.0007150153217568947, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1387)), {C=0.0005107252298263534, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1388)), {C=0.0007150153217568947, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1389)), {C=0.0010214504596527069, S=0.0009726680284019065}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1390)), {C=0.0005107252298263534, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1391)), {C=0.0005107252298263534, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1393)), {C=0.0007150153217568947, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1394)), {C=0.0007150153217568947, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1396)), {C=0.0007150153217568947, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1400)), {C=0.0005107252298263534, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1402)), {C=0.0005107252298263534, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1404)), {C=0.0005107252298263534, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1406)), {C=0.0005107252298263534, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1408)), {C=0.0005107252298263534, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1409)), {C=0.0008171603677221655, S=0.0007781344227215252}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1414)), {C=0.0008171603677221655, S=0.0007781344227215252}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1415)), {C=0.0005107252298263534, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1416)), {C=0.0005107252298263534, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1418)), {C=0.0007150153217568947, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1419)), {C=0.0005107252298263534, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1421)), {C=0.0005107252298263534, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1423)), {C=0.0006128702757916241, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1424)), {C=0.0005107252298263534, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1425)), {C=0.0005107252298263534, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1426)), {C=0.0006128702757916241, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1428)), {C=0.0005107252298263534, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1429)), {C=0.0005107252298263534, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1431)), {C=0.0005107252298263534, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1432)), {C=0.0005107252298263534, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1433)), {C=0.0006128702757916241, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1435)), {C=0.0006128702757916241, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1436)), {C=0.0006128702757916241, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1441)), {C=0.0005107252298263534, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1443)), {C=0.0008171603677221655, S=0.0007781344227215252}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1447)), {C=0.0006128702757916241, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1448)), {C=0.0009193054136874362, S=0.0008754012255617158}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1449)), {C=0.0007150153217568947, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1453)), {C=0.0010214504596527069, S=0.0009726680284019065}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1454)), {C=0.0005107252298263534, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1455)), {C=0.0005107252298263534, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1458)), {C=0.0007150153217568947, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1460)), {C=0.0005107252298263534, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1464)), {C=0.0006128702757916241, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1469)), {C=0.0005107252298263534, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1479)), {C=0.0006128702757916241, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1480)), {C=0.0005107252298263534, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1483)), {C=0.0008171603677221655, S=0.0007781344227215252}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1486)), {C=0.0007150153217568947, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1495)), {C=0.0008171603677221655, S=0.0007781344227215252}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1498)), {C=0.0006128702757916241, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1499)), {C=0.0006128702757916241, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1504)), {C=0.0007150153217568947, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1506)), {C=0.0005107252298263534, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1516)), {C=0.0005107252298263534, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1517)), {C=0.0006128702757916241, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1519)), {C=0.0007150153217568947, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1520)), {C=0.0006128702757916241, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1522)), {C=0.0007150153217568947, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1525)), {C=0.0005107252298263534, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1526)), {C=0.0010214504596527069, S=0.0009726680284019065}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1527)), {C=0.0006128702757916241, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1528)), {C=0.0006128702757916241, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1530)), {C=0.0007150153217568947, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1531)), {C=0.0006128702757916241, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1533)), {C=0.0009193054136874362, S=0.0008754012255617158}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1543)), {C=0.0007150153217568947, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1545)), {C=0.0009193054136874362, S=0.0008754012255617158}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1546)), {C=0.0008171603677221655, S=0.0007781344227215252}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1547)), {C=0.0005107252298263534, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1550)), {C=0.0005107252298263534, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1556)), {C=0.0007150153217568947, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(High School Degree))(marital_status(M)) --> (buy(1558)), {C=0.0006128702757916241, S=0.0005836008170411438}
