(country(USA))(age_group(YoungAdults)) --> (buy(2)), {C=0.0016288685628367374, S=0.0012644684369224784}
(country(USA))(age_group(YoungAdults)) --> (buy(533)), {C=0.001252975817566721, S=0.0009726680284019065}
(country(USA))(age_group(YoungAdults)) --> (buy(534)), {C=0.0015035709810800651, S=0.0011672016340822876}
(country(USA))(age_group(YoungAdults)) --> (buy(535)), {C=0.0017541661445934092, S=0.001361735239762669}
(country(USA))(age_group(YoungAdults)) --> (buy(536)), {C=0.001378273399323393, S=0.001069934831242097}
(country(USA))(age_group(YoungAdults)) --> (buy(537)), {C=0.0008770830722967046, S=0.0006808676198813345}
(country(USA))(age_group(YoungAdults)) --> (buy(538)), {C=0.001378273399323393, S=0.001069934831242097}
(country(USA))(age_group(YoungAdults)) --> (buy(539)), {C=0.0015035709810800651, S=0.0011672016340822876}
(country(USA))(age_group(YoungAdults)) --> (buy(540)), {C=0.001252975817566721, S=0.0009726680284019065}
(country(USA))(age_group(YoungAdults)) --> (buy(541)), {C=0.002004761308106754, S=0.0015562688454430504}
(country(USA))(age_group(YoungAdults)) --> (buy(542)), {C=0.001127678235810049, S=0.0008754012255617158}
(country(USA))(age_group(YoungAdults)) --> (buy(543)), {C=0.001252975817566721, S=0.0009726680284019065}
(country(USA))(age_group(YoungAdults)) --> (buy(544)), {C=0.002004761308106754, S=0.0015562688454430504}
(country(USA))(age_group(YoungAdults)) --> (buy(545)), {C=0.001378273399323393, S=0.001069934831242097}
(country(USA))(age_group(YoungAdults)) --> (buy(546)), {C=0.002756546798646786, S=0.002139869662484194}
(country(USA))(age_group(YoungAdults)) --> (buy(547)), {C=0.0016288685628367374, S=0.0012644684369224784}
(country(USA))(age_group(YoungAdults)) --> (buy(548)), {C=0.001252975817566721, S=0.0009726680284019065}
(country(USA))(age_group(YoungAdults)) --> (buy(549)), {C=0.0016288685628367374, S=0.0012644684369224784}
(country(USA))(age_group(YoungAdults)) --> (buy(550)), {C=0.0015035709810800651, S=0.0011672016340822876}
(country(USA))(age_group(YoungAdults)) --> (buy(551)), {C=0.0018794637263500815, S=0.0014590020426028597}
(country(USA))(age_group(YoungAdults)) --> (buy(552)), {C=0.001378273399323393, S=0.001069934831242097}
(country(USA))(age_group(YoungAdults)) --> (buy(553)), {C=0.0015035709810800651, S=0.0011672016340822876}
(country(USA))(age_group(YoungAdults)) --> (buy(554)), {C=0.001378273399323393, S=0.001069934831242097}
(country(USA))(age_group(YoungAdults)) --> (buy(555)), {C=0.001378273399323393, S=0.001069934831242097}
(country(USA))(age_group(YoungAdults)) --> (buy(556)), {C=0.001127678235810049, S=0.0008754012255617158}
(country(USA))(age_group(YoungAdults)) --> (buy(557)), {C=0.001252975817566721, S=0.0009726680284019065}
(country(USA))(age_group(YoungAdults)) --> (buy(558)), {C=0.001378273399323393, S=0.001069934831242097}
(country(USA))(age_group(YoungAdults)) --> (buy(559)), {C=0.0007517854905400326, S=0.0005836008170411438}
(country(USA))(age_group(YoungAdults)) --> (buy(560)), {C=0.0008770830722967046, S=0.0006808676198813345}
(country(USA))(age_group(YoungAdults)) --> (buy(561)), {C=0.001378273399323393, S=0.001069934831242097}
(country(USA))(age_group(YoungAdults)) --> (buy(562)), {C=0.0016288685628367374, S=0.0012644684369224784}
(country(USA))(age_group(YoungAdults)) --> (buy(563)), {C=0.0017541661445934092, S=0.001361735239762669}
(country(USA))(age_group(YoungAdults)) --> (buy(564)), {C=0.001252975817566721, S=0.0009726680284019065}
(country(USA))(age_group(YoungAdults)) --> (buy(565)), {C=0.0008770830722967046, S=0.0006808676198813345}
(country(USA))(age_group(YoungAdults)) --> (buy(566)), {C=0.0017541661445934092, S=0.001361735239762669}
(country(USA))(age_group(YoungAdults)) --> (buy(567)), {C=0.0008770830722967046, S=0.0006808676198813345}
(country(USA))(age_group(YoungAdults)) --> (buy(568)), {C=0.001378273399323393, S=0.001069934831242097}
(country(USA))(age_group(YoungAdults)) --> (buy(569)), {C=0.0017541661445934092, S=0.001361735239762669}
(country(USA))(age_group(YoungAdults)) --> (buy(570)), {C=0.0015035709810800651, S=0.0011672016340822876}
(country(USA))(age_group(YoungAdults)) --> (buy(571)), {C=0.0015035709810800651, S=0.0011672016340822876}
(country(USA))(age_group(YoungAdults)) --> (buy(572)), {C=0.002004761308106754, S=0.0015562688454430504}
(country(USA))(age_group(YoungAdults)) --> (buy(573)), {C=0.001252975817566721, S=0.0009726680284019065}
(country(USA))(age_group(YoungAdults)) --> (buy(574)), {C=0.0008770830722967046, S=0.0006808676198813345}
(country(USA))(age_group(YoungAdults)) --> (buy(575)), {C=0.0021300588898634258, S=0.001653535648283241}
(country(USA))(age_group(YoungAdults)) --> (buy(576)), {C=0.00238065405337677, S=0.0018480692539636222}
(country(USA))(age_group(YoungAdults)) --> (buy(577)), {C=0.0017541661445934092, S=0.001361735239762669}
(country(USA))(age_group(YoungAdults)) --> (buy(578)), {C=0.0008770830722967046, S=0.0006808676198813345}
(country(USA))(age_group(YoungAdults)) --> (buy(579)), {C=0.001127678235810049, S=0.0008754012255617158}
(country(USA))(age_group(YoungAdults)) --> (buy(580)), {C=0.001378273399323393, S=0.001069934831242097}
(country(USA))(age_group(YoungAdults)) --> (buy(581)), {C=0.0017541661445934092, S=0.001361735239762669}
(country(USA))(age_group(YoungAdults)) --> (buy(582)), {C=0.0017541661445934092, S=0.001361735239762669}
(country(USA))(age_group(YoungAdults)) --> (buy(583)), {C=0.0016288685628367374, S=0.0012644684369224784}
(country(USA))(age_group(YoungAdults)) --> (buy(584)), {C=0.0015035709810800651, S=0.0011672016340822876}
(country(USA))(age_group(YoungAdults)) --> (buy(585)), {C=0.001127678235810049, S=0.0008754012255617158}
(country(USA))(age_group(YoungAdults)) --> (buy(586)), {C=0.0015035709810800651, S=0.0011672016340822876}
(country(USA))(age_group(YoungAdults)) --> (buy(587)), {C=0.0015035709810800651, S=0.0011672016340822876}
(country(USA))(age_group(YoungAdults)) --> (buy(588)), {C=0.0026312492168901144, S=0.0020426028596440037}
(country(USA))(age_group(YoungAdults)) --> (buy(589)), {C=0.001002380654053377, S=0.0007781344227215252}
(country(USA))(age_group(YoungAdults)) --> (buy(590)), {C=0.002505951635133442, S=0.001945336056803813}
(country(USA))(age_group(YoungAdults)) --> (buy(591)), {C=0.001252975817566721, S=0.0009726680284019065}
(country(USA))(age_group(YoungAdults)) --> (buy(592)), {C=0.001252975817566721, S=0.0009726680284019065}
(country(USA))(age_group(YoungAdults)) --> (buy(593)), {C=0.002004761308106754, S=0.0015562688454430504}
(country(USA))(age_group(YoungAdults)) --> (buy(594)), {C=0.0016288685628367374, S=0.0012644684369224784}
(country(USA))(age_group(YoungAdults)) --> (buy(595)), {C=0.001252975817566721, S=0.0009726680284019065}
(country(USA))(age_group(YoungAdults)) --> (buy(596)), {C=0.0015035709810800651, S=0.0011672016340822876}
(country(USA))(age_group(YoungAdults)) --> (buy(597)), {C=0.0016288685628367374, S=0.0012644684369224784}
(country(USA))(age_group(YoungAdults)) --> (buy(598)), {C=0.0017541661445934092, S=0.001361735239762669}
(country(USA))(age_group(YoungAdults)) --> (buy(599)), {C=0.00238065405337677, S=0.0018480692539636222}
(country(USA))(age_group(YoungAdults)) --> (buy(600)), {C=0.0016288685628367374, S=0.0012644684369224784}
(country(USA))(age_group(YoungAdults)) --> (buy(601)), {C=0.0016288685628367374, S=0.0012644684369224784}
(country(USA))(age_group(YoungAdults)) --> (buy(602)), {C=0.0007517854905400326, S=0.0005836008170411438}
(country(USA))(age_group(YoungAdults)) --> (buy(603)), {C=0.0015035709810800651, S=0.0011672016340822876}
(country(USA))(age_group(YoungAdults)) --> (buy(604)), {C=0.0015035709810800651, S=0.0011672016340822876}
(country(USA))(age_group(YoungAdults)) --> (buy(605)), {C=0.0016288685628367374, S=0.0012644684369224784}
(country(USA))(age_group(YoungAdults)) --> (buy(606)), {C=0.0016288685628367374, S=0.0012644684369224784}
(country(USA))(age_group(YoungAdults)) --> (buy(608)), {C=0.0017541661445934092, S=0.001361735239762669}
(country(USA))(age_group(YoungAdults)) --> (buy(609)), {C=0.0021300588898634258, S=0.001653535648283241}
(country(USA))(age_group(YoungAdults)) --> (buy(610)), {C=0.001127678235810049, S=0.0008754012255617158}
(country(USA))(age_group(YoungAdults)) --> (buy(611)), {C=0.0015035709810800651, S=0.0011672016340822876}
(country(USA))(age_group(YoungAdults)) --> (buy(613)), {C=0.001252975817566721, S=0.0009726680284019065}
(country(USA))(age_group(YoungAdults)) --> (buy(614)), {C=0.0018794637263500815, S=0.0014590020426028597}
(country(USA))(age_group(YoungAdults)) --> (buy(615)), {C=0.001127678235810049, S=0.0008754012255617158}
(country(USA))(age_group(YoungAdults)) --> (buy(616)), {C=0.0008770830722967046, S=0.0006808676198813345}
(country(USA))(age_group(YoungAdults)) --> (buy(617)), {C=0.001378273399323393, S=0.001069934831242097}
(country(USA))(age_group(YoungAdults)) --> (buy(618)), {C=0.0015035709810800651, S=0.0011672016340822876}
(country(USA))(age_group(YoungAdults)) --> (buy(620)), {C=0.001378273399323393, S=0.001069934831242097}
(country(USA))(age_group(YoungAdults)) --> (buy(621)), {C=0.001378273399323393, S=0.001069934831242097}
(country(USA))(age_group(YoungAdults)) --> (buy(622)), {C=0.0018794637263500815, S=0.0014590020426028597}
(country(USA))(age_group(YoungAdults)) --> (buy(623)), {C=0.001002380654053377, S=0.0007781344227215252}
(country(USA))(age_group(YoungAdults)) --> (buy(624)), {C=0.001252975817566721, S=0.0009726680284019065}
(country(USA))(age_group(YoungAdults)) --> (buy(625)), {C=0.001127678235810049, S=0.0008754012255617158}
(country(USA))(age_group(YoungAdults)) --> (buy(626)), {C=0.0016288685628367374, S=0.0012644684369224784}
(country(USA))(age_group(YoungAdults)) --> (buy(627)), {C=0.0015035709810800651, S=0.0011672016340822876}
(country(USA))(age_group(YoungAdults)) --> (buy(628)), {C=0.002004761308106754, S=0.0015562688454430504}
(country(USA))(age_group(YoungAdults)) --> (buy(629)), {C=0.001252975817566721, S=0.0009726680284019065}
(country(USA))(age_group(YoungAdults)) --> (buy(630)), {C=0.0016288685628367374, S=0.0012644684369224784}
(country(USA))(age_group(YoungAdults)) --> (buy(631)), {C=0.0007517854905400326, S=0.0005836008170411438}
(country(USA))(age_group(YoungAdults)) --> (buy(632)), {C=0.0016288685628367374, S=0.0012644684369224784}
(country(USA))(age_group(YoungAdults)) --> (buy(633)), {C=0.001378273399323393, S=0.001069934831242097}
(country(USA))(age_group(YoungAdults)) --> (buy(634)), {C=0.002756546798646786, S=0.002139869662484194}
(country(USA))(age_group(YoungAdults)) --> (buy(635)), {C=0.001378273399323393, S=0.001069934831242097}
(country(USA))(age_group(YoungAdults)) --> (buy(636)), {C=0.0015035709810800651, S=0.0011672016340822876}
(country(USA))(age_group(YoungAdults)) --> (buy(637)), {C=0.0017541661445934092, S=0.001361735239762669}
(country(USA))(age_group(YoungAdults)) --> (buy(638)), {C=0.0016288685628367374, S=0.0012644684369224784}
(country(USA))(age_group(YoungAdults)) --> (buy(639)), {C=0.0018794637263500815, S=0.0014590020426028597}
(country(USA))(age_group(YoungAdults)) --> (buy(640)), {C=0.0015035709810800651, S=0.0011672016340822876}
(country(USA))(age_group(YoungAdults)) --> (buy(641)), {C=0.001378273399323393, S=0.001069934831242097}
(country(USA))(age_group(YoungAdults)) --> (buy(642)), {C=0.0008770830722967046, S=0.0006808676198813345}
(country(USA))(age_group(YoungAdults)) --> (buy(643)), {C=0.0008770830722967046, S=0.0006808676198813345}
(country(USA))(age_group(YoungAdults)) --> (buy(644)), {C=0.0018794637263500815, S=0.0014590020426028597}
(country(USA))(age_group(YoungAdults)) --> (buy(645)), {C=0.001378273399323393, S=0.001069934831242097}
(country(USA))(age_group(YoungAdults)) --> (buy(646)), {C=0.001127678235810049, S=0.0008754012255617158}
(country(USA))(age_group(YoungAdults)) --> (buy(647)), {C=0.0016288685628367374, S=0.0012644684369224784}
(country(USA))(age_group(YoungAdults)) --> (buy(648)), {C=0.001002380654053377, S=0.0007781344227215252}
(country(USA))(age_group(YoungAdults)) --> (buy(649)), {C=0.001252975817566721, S=0.0009726680284019065}
(country(USA))(age_group(YoungAdults)) --> (buy(650)), {C=0.0008770830722967046, S=0.0006808676198813345}
(country(USA))(age_group(YoungAdults)) --> (buy(651)), {C=0.0016288685628367374, S=0.0012644684369224784}
(country(USA))(age_group(YoungAdults)) --> (buy(652)), {C=0.001252975817566721, S=0.0009726680284019065}
(country(USA))(age_group(YoungAdults)) --> (buy(653)), {C=0.0008770830722967046, S=0.0006808676198813345}
(country(USA))(age_group(YoungAdults)) --> (buy(654)), {C=0.001378273399323393, S=0.001069934831242097}
(country(USA))(age_group(YoungAdults)) --> (buy(655)), {C=0.0008770830722967046, S=0.0006808676198813345}
(country(USA))(age_group(YoungAdults)) --> (buy(656)), {C=0.002004761308106754, S=0.0015562688454430504}
(country(USA))(age_group(YoungAdults)) --> (buy(657)), {C=0.001252975817566721, S=0.0009726680284019065}
(country(USA))(age_group(YoungAdults)) --> (buy(658)), {C=0.0008770830722967046, S=0.0006808676198813345}
(country(USA))(age_group(YoungAdults)) --> (buy(659)), {C=0.001252975817566721, S=0.0009726680284019065}
(country(USA))(age_group(YoungAdults)) --> (buy(660)), {C=0.001002380654053377, S=0.0007781344227215252}
(country(USA))(age_group(YoungAdults)) --> (buy(661)), {C=0.001127678235810049, S=0.0008754012255617158}
(country(USA))(age_group(YoungAdults)) --> (buy(662)), {C=0.0015035709810800651, S=0.0011672016340822876}
(country(USA))(age_group(YoungAdults)) --> (buy(663)), {C=0.0015035709810800651, S=0.0011672016340822876}
(country(USA))(age_group(YoungAdults)) --> (buy(664)), {C=0.001252975817566721, S=0.0009726680284019065}
(country(USA))(age_group(YoungAdults)) --> (buy(665)), {C=0.001378273399323393, S=0.001069934831242097}
(country(USA))(age_group(YoungAdults)) --> (buy(666)), {C=0.001127678235810049, S=0.0008754012255617158}
(country(USA))(age_group(YoungAdults)) --> (buy(667)), {C=0.0008770830722967046, S=0.0006808676198813345}
(country(USA))(age_group(YoungAdults)) --> (buy(668)), {C=0.001002380654053377, S=0.0007781344227215252}
(country(USA))(age_group(YoungAdults)) --> (buy(669)), {C=0.001002380654053377, S=0.0007781344227215252}
(country(USA))(age_group(YoungAdults)) --> (buy(670)), {C=0.0007517854905400326, S=0.0005836008170411438}
(country(USA))(age_group(YoungAdults)) --> (buy(671)), {C=0.0016288685628367374, S=0.0012644684369224784}
(country(USA))(age_group(YoungAdults)) --> (buy(672)), {C=0.001002380654053377, S=0.0007781344227215252}
(country(USA))(age_group(YoungAdults)) --> (buy(673)), {C=0.0008770830722967046, S=0.0006808676198813345}
(country(USA))(age_group(YoungAdults)) --> (buy(674)), {C=0.0008770830722967046, S=0.0006808676198813345}
(country(USA))(age_group(YoungAdults)) --> (buy(675)), {C=0.001127678235810049, S=0.0008754012255617158}
(country(USA))(age_group(YoungAdults)) --> (buy(676)), {C=0.001378273399323393, S=0.001069934831242097}
(country(USA))(age_group(YoungAdults)) --> (buy(677)), {C=0.001127678235810049, S=0.0008754012255617158}
(country(USA))(age_group(YoungAdults)) --> (buy(678)), {C=0.0015035709810800651, S=0.0011672016340822876}
(country(USA))(age_group(YoungAdults)) --> (buy(679)), {C=0.001252975817566721, S=0.0009726680284019065}
(country(USA))(age_group(YoungAdults)) --> (buy(680)), {C=0.001252975817566721, S=0.0009726680284019065}
(country(USA))(age_group(YoungAdults)) --> (buy(681)), {C=0.001378273399323393, S=0.001069934831242097}
(country(USA))(age_group(YoungAdults)) --> (buy(682)), {C=0.001378273399323393, S=0.001069934831242097}
(country(USA))(age_group(YoungAdults)) --> (buy(683)), {C=0.0008770830722967046, S=0.0006808676198813345}
(country(USA))(age_group(YoungAdults)) --> (buy(684)), {C=0.001252975817566721, S=0.0009726680284019065}
(country(USA))(age_group(YoungAdults)) --> (buy(685)), {C=0.001252975817566721, S=0.0009726680284019065}
(country(USA))(age_group(YoungAdults)) --> (buy(686)), {C=0.002004761308106754, S=0.0015562688454430504}
(country(USA))(age_group(YoungAdults)) --> (buy(687)), {C=0.0007517854905400326, S=0.0005836008170411438}
(country(USA))(age_group(YoungAdults)) --> (buy(688)), {C=0.0007517854905400326, S=0.0005836008170411438}
(country(USA))(age_group(YoungAdults)) --> (buy(689)), {C=0.0016288685628367374, S=0.0012644684369224784}
(country(USA))(age_group(YoungAdults)) --> (buy(690)), {C=0.001378273399323393, S=0.001069934831242097}
(country(USA))(age_group(YoungAdults)) --> (buy(691)), {C=0.0017541661445934092, S=0.001361735239762669}
(country(USA))(age_group(YoungAdults)) --> (buy(692)), {C=0.002004761308106754, S=0.0015562688454430504}
(country(USA))(age_group(YoungAdults)) --> (buy(693)), {C=0.0006264879087833605, S=0.00048633401420095323}
(country(USA))(age_group(YoungAdults)) --> (buy(694)), {C=0.001252975817566721, S=0.0009726680284019065}
(country(USA))(age_group(YoungAdults)) --> (buy(695)), {C=0.001378273399323393, S=0.001069934831242097}
(country(USA))(age_group(YoungAdults)) --> (buy(696)), {C=0.0016288685628367374, S=0.0012644684369224784}
(country(USA))(age_group(YoungAdults)) --> (buy(697)), {C=0.001127678235810049, S=0.0008754012255617158}
(country(USA))(age_group(YoungAdults)) --> (buy(698)), {C=0.001378273399323393, S=0.001069934831242097}
(country(USA))(age_group(YoungAdults)) --> (buy(699)), {C=0.001127678235810049, S=0.0008754012255617158}
(country(USA))(age_group(YoungAdults)) --> (buy(701)), {C=0.001127678235810049, S=0.0008754012255617158}
(country(USA))(age_group(YoungAdults)) --> (buy(702)), {C=0.0007517854905400326, S=0.0005836008170411438}
(country(USA))(age_group(YoungAdults)) --> (buy(703)), {C=0.0018794637263500815, S=0.0014590020426028597}
(country(USA))(age_group(YoungAdults)) --> (buy(704)), {C=0.001002380654053377, S=0.0007781344227215252}
(country(USA))(age_group(YoungAdults)) --> (buy(705)), {C=0.0015035709810800651, S=0.0011672016340822876}
(country(USA))(age_group(YoungAdults)) --> (buy(706)), {C=0.001378273399323393, S=0.001069934831242097}
(country(USA))(age_group(YoungAdults)) --> (buy(707)), {C=0.0015035709810800651, S=0.0011672016340822876}
(country(USA))(age_group(YoungAdults)) --> (buy(708)), {C=0.001002380654053377, S=0.0007781344227215252}
(country(USA))(age_group(YoungAdults)) --> (buy(709)), {C=0.001002380654053377, S=0.0007781344227215252}
(country(USA))(age_group(YoungAdults)) --> (buy(710)), {C=0.0018794637263500815, S=0.0014590020426028597}
(country(USA))(age_group(YoungAdults)) --> (buy(711)), {C=0.001252975817566721, S=0.0009726680284019065}
(country(USA))(age_group(YoungAdults)) --> (buy(712)), {C=0.001252975817566721, S=0.0009726680284019065}
(country(USA))(age_group(YoungAdults)) --> (buy(713)), {C=0.001002380654053377, S=0.0007781344227215252}
(country(USA))(age_group(YoungAdults)) --> (buy(714)), {C=0.0007517854905400326, S=0.0005836008170411438}
(country(USA))(age_group(YoungAdults)) --> (buy(715)), {C=0.001127678235810049, S=0.0008754012255617158}
(country(USA))(age_group(YoungAdults)) --> (buy(716)), {C=0.001002380654053377, S=0.0007781344227215252}
(country(USA))(age_group(YoungAdults)) --> (buy(717)), {C=0.0015035709810800651, S=0.0011672016340822876}
(country(USA))(age_group(YoungAdults)) --> (buy(718)), {C=0.001252975817566721, S=0.0009726680284019065}
(country(USA))(age_group(YoungAdults)) --> (buy(719)), {C=0.001127678235810049, S=0.0008754012255617158}
(country(USA))(age_group(YoungAdults)) --> (buy(720)), {C=0.001002380654053377, S=0.0007781344227215252}
(country(USA))(age_group(YoungAdults)) --> (buy(721)), {C=0.001127678235810049, S=0.0008754012255617158}
(country(USA))(age_group(YoungAdults)) --> (buy(722)), {C=0.001252975817566721, S=0.0009726680284019065}
(country(USA))(age_group(YoungAdults)) --> (buy(723)), {C=0.001378273399323393, S=0.001069934831242097}
(country(USA))(age_group(YoungAdults)) --> (buy(724)), {C=0.001127678235810049, S=0.0008754012255617158}
(country(USA))(age_group(YoungAdults)) --> (buy(725)), {C=0.0030071419621601303, S=0.0023344032681645753}
(country(USA))(age_group(YoungAdults)) --> (buy(726)), {C=0.001002380654053377, S=0.0007781344227215252}
(country(USA))(age_group(YoungAdults)) --> (buy(727)), {C=0.001127678235810049, S=0.0008754012255617158}
(country(USA))(age_group(YoungAdults)) --> (buy(728)), {C=0.0016288685628367374, S=0.0012644684369224784}
(country(USA))(age_group(YoungAdults)) --> (buy(729)), {C=0.001378273399323393, S=0.001069934831242097}
(country(USA))(age_group(YoungAdults)) --> (buy(730)), {C=0.001378273399323393, S=0.001069934831242097}
(country(USA))(age_group(YoungAdults)) --> (buy(731)), {C=0.001378273399323393, S=0.001069934831242097}
(country(USA))(age_group(YoungAdults)) --> (buy(732)), {C=0.001378273399323393, S=0.001069934831242097}
(country(USA))(age_group(YoungAdults)) --> (buy(733)), {C=0.0016288685628367374, S=0.0012644684369224784}
(country(USA))(age_group(YoungAdults)) --> (buy(734)), {C=0.0015035709810800651, S=0.0011672016340822876}
(country(USA))(age_group(YoungAdults)) --> (buy(735)), {C=0.0008770830722967046, S=0.0006808676198813345}
(country(USA))(age_group(YoungAdults)) --> (buy(736)), {C=0.0006264879087833605, S=0.00048633401420095323}
(country(USA))(age_group(YoungAdults)) --> (buy(737)), {C=0.001252975817566721, S=0.0009726680284019065}
(country(USA))(age_group(YoungAdults)) --> (buy(738)), {C=0.0015035709810800651, S=0.0011672016340822876}
(country(USA))(age_group(YoungAdults)) --> (buy(739)), {C=0.001378273399323393, S=0.001069934831242097}
(country(USA))(age_group(YoungAdults)) --> (buy(740)), {C=0.001127678235810049, S=0.0008754012255617158}
(country(USA))(age_group(YoungAdults)) --> (buy(741)), {C=0.001002380654053377, S=0.0007781344227215252}
(country(USA))(age_group(YoungAdults)) --> (buy(742)), {C=0.001378273399323393, S=0.001069934831242097}
(country(USA))(age_group(YoungAdults)) --> (buy(743)), {C=0.001378273399323393, S=0.001069934831242097}
(country(USA))(age_group(YoungAdults)) --> (buy(744)), {C=0.0008770830722967046, S=0.0006808676198813345}
(country(USA))(age_group(YoungAdults)) --> (buy(745)), {C=0.001127678235810049, S=0.0008754012255617158}
(country(USA))(age_group(YoungAdults)) --> (buy(746)), {C=0.0017541661445934092, S=0.001361735239762669}
(country(USA))(age_group(YoungAdults)) --> (buy(747)), {C=0.0006264879087833605, S=0.00048633401420095323}
(country(USA))(age_group(YoungAdults)) --> (buy(748)), {C=0.0021300588898634258, S=0.001653535648283241}
(country(USA))(age_group(YoungAdults)) --> (buy(749)), {C=0.00238065405337677, S=0.0018480692539636222}
(country(USA))(age_group(YoungAdults)) --> (buy(750)), {C=0.001002380654053377, S=0.0007781344227215252}
(country(USA))(age_group(YoungAdults)) --> (buy(751)), {C=0.001252975817566721, S=0.0009726680284019065}
(country(USA))(age_group(YoungAdults)) --> (buy(752)), {C=0.0015035709810800651, S=0.0011672016340822876}
(country(USA))(age_group(YoungAdults)) --> (buy(753)), {C=0.001378273399323393, S=0.001069934831242097}
(country(USA))(age_group(YoungAdults)) --> (buy(754)), {C=0.0008770830722967046, S=0.0006808676198813345}
(country(USA))(age_group(YoungAdults)) --> (buy(755)), {C=0.002004761308106754, S=0.0015562688454430504}
(country(USA))(age_group(YoungAdults)) --> (buy(756)), {C=0.0017541661445934092, S=0.001361735239762669}
(country(USA))(age_group(YoungAdults)) --> (buy(757)), {C=0.001127678235810049, S=0.0008754012255617158}
(country(USA))(age_group(YoungAdults)) --> (buy(758)), {C=0.001002380654053377, S=0.0007781344227215252}
(country(USA))(age_group(YoungAdults)) --> (buy(759)), {C=0.0015035709810800651, S=0.0011672016340822876}
(country(USA))(age_group(YoungAdults)) --> (buy(760)), {C=0.001002380654053377, S=0.0007781344227215252}
(country(USA))(age_group(YoungAdults)) --> (buy(761)), {C=0.002004761308106754, S=0.0015562688454430504}
(country(USA))(age_group(YoungAdults)) --> (buy(762)), {C=0.001002380654053377, S=0.0007781344227215252}
(country(USA))(age_group(YoungAdults)) --> (buy(763)), {C=0.001127678235810049, S=0.0008754012255617158}
(country(USA))(age_group(YoungAdults)) --> (buy(764)), {C=0.001252975817566721, S=0.0009726680284019065}
(country(USA))(age_group(YoungAdults)) --> (buy(765)), {C=0.001002380654053377, S=0.0007781344227215252}
(country(USA))(age_group(YoungAdults)) --> (buy(766)), {C=0.001127678235810049, S=0.0008754012255617158}
(country(USA))(age_group(YoungAdults)) --> (buy(767)), {C=0.0006264879087833605, S=0.00048633401420095323}
(country(USA))(age_group(YoungAdults)) --> (buy(768)), {C=0.0018794637263500815, S=0.0014590020426028597}
(country(USA))(age_group(YoungAdults)) --> (buy(769)), {C=0.0016288685628367374, S=0.0012644684369224784}
(country(USA))(age_group(YoungAdults)) --> (buy(771)), {C=0.0007517854905400326, S=0.0005836008170411438}
(country(USA))(age_group(YoungAdults)) --> (buy(772)), {C=0.0017541661445934092, S=0.001361735239762669}
(country(USA))(age_group(YoungAdults)) --> (buy(773)), {C=0.0015035709810800651, S=0.0011672016340822876}
(country(USA))(age_group(YoungAdults)) --> (buy(774)), {C=0.001127678235810049, S=0.0008754012255617158}
(country(USA))(age_group(YoungAdults)) --> (buy(775)), {C=0.0015035709810800651, S=0.0011672016340822876}
(country(USA))(age_group(YoungAdults)) --> (buy(776)), {C=0.0016288685628367374, S=0.0012644684369224784}
(country(USA))(age_group(YoungAdults)) --> (buy(777)), {C=0.0015035709810800651, S=0.0011672016340822876}
(country(USA))(age_group(YoungAdults)) --> (buy(778)), {C=0.001378273399323393, S=0.001069934831242097}
(country(USA))(age_group(YoungAdults)) --> (buy(779)), {C=0.0015035709810800651, S=0.0011672016340822876}
(country(USA))(age_group(YoungAdults)) --> (buy(780)), {C=0.001252975817566721, S=0.0009726680284019065}
(country(USA))(age_group(YoungAdults)) --> (buy(781)), {C=0.001002380654053377, S=0.0007781344227215252}
(country(USA))(age_group(YoungAdults)) --> (buy(782)), {C=0.0015035709810800651, S=0.0011672016340822876}
(country(USA))(age_group(YoungAdults)) --> (buy(783)), {C=0.0008770830722967046, S=0.0006808676198813345}
(country(USA))(age_group(YoungAdults)) --> (buy(784)), {C=0.0017541661445934092, S=0.001361735239762669}
(country(USA))(age_group(YoungAdults)) --> (buy(785)), {C=0.0008770830722967046, S=0.0006808676198813345}
(country(USA))(age_group(YoungAdults)) --> (buy(786)), {C=0.0018794637263500815, S=0.0014590020426028597}
(country(USA))(age_group(YoungAdults)) --> (buy(787)), {C=0.0015035709810800651, S=0.0011672016340822876}
(country(USA))(age_group(YoungAdults)) --> (buy(788)), {C=0.002756546798646786, S=0.002139869662484194}
(country(USA))(age_group(YoungAdults)) --> (buy(789)), {C=0.0015035709810800651, S=0.0011672016340822876}
(country(USA))(age_group(YoungAdults)) --> (buy(790)), {C=0.001252975817566721, S=0.0009726680284019065}
(country(USA))(age_group(YoungAdults)) --> (buy(791)), {C=0.0017541661445934092, S=0.001361735239762669}
(country(USA))(age_group(YoungAdults)) --> (buy(792)), {C=0.001127678235810049, S=0.0008754012255617158}
(country(USA))(age_group(YoungAdults)) --> (buy(793)), {C=0.0016288685628367374, S=0.0012644684369224784}
(country(USA))(age_group(YoungAdults)) --> (buy(794)), {C=0.0018794637263500815, S=0.0014590020426028597}
(country(USA))(age_group(YoungAdults)) --> (buy(795)), {C=0.001127678235810049, S=0.0008754012255617158}
(country(USA))(age_group(YoungAdults)) --> (buy(796)), {C=0.0017541661445934092, S=0.001361735239762669}
(country(USA))(age_group(YoungAdults)) --> (buy(797)), {C=0.001378273399323393, S=0.001069934831242097}
(country(USA))(age_group(YoungAdults)) --> (buy(798)), {C=0.0017541661445934092, S=0.001361735239762669}
