(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(7)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(540)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(542)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(543)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(546)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(550)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(560)), {C=0.0007012622720897616, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(567)), {C=0.0009350163627863488, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(569)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(576)), {C=0.0008181393174380551, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(584)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(592)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(593)), {C=0.0007012622720897616, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(602)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(603)), {C=0.0007012622720897616, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(604)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(609)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(613)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(614)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(617)), {C=0.0007012622720897616, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(619)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(623)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(631)), {C=0.0009350163627863488, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(638)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(639)), {C=0.0008181393174380551, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(645)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(661)), {C=0.0009350163627863488, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(662)), {C=0.0009350163627863488, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(673)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(688)), {C=0.0007012622720897616, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(691)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(692)), {C=0.0007012622720897616, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(696)), {C=0.0009350163627863488, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(712)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(724)), {C=0.0007012622720897616, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(729)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(741)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(765)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(784)), {C=0.0008181393174380551, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(787)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(789)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(794)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(795)), {C=0.0007012622720897616, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(796)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(797)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(801)), {C=0.0007012622720897616, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(808)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(814)), {C=0.0007012622720897616, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(815)), {C=0.0007012622720897616, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(819)), {C=0.0007012622720897616, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(822)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(830)), {C=0.0007012622720897616, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(835)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(838)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(842)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(843)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(844)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(848)), {C=0.0007012622720897616, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(858)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(873)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(876)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(879)), {C=0.0009350163627863488, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(882)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(888)), {C=0.0007012622720897616, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(892)), {C=0.0007012622720897616, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(897)), {C=0.0009350163627863488, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(900)), {C=0.0008181393174380551, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(909)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(928)), {C=0.0008181393174380551, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(930)), {C=0.0007012622720897616, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(931)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(933)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(940)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(945)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(946)), {C=0.0007012622720897616, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(948)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(956)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(958)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(962)), {C=0.0007012622720897616, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(964)), {C=0.0007012622720897616, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(965)), {C=0.0007012622720897616, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(969)), {C=0.0007012622720897616, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(972)), {C=0.0009350163627863488, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(975)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(984)), {C=0.0007012622720897616, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(985)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(986)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(987)), {C=0.0007012622720897616, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(989)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(991)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(995)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(999)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(1011)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(1012)), {C=0.0007012622720897616, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(1018)), {C=0.0007012622720897616, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(1019)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(1020)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(1021)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(1028)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(1029)), {C=0.0007012622720897616, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(1031)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(1032)), {C=0.0008181393174380551, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(1037)), {C=0.0007012622720897616, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(1042)), {C=0.0007012622720897616, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(1044)), {C=0.0008181393174380551, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(1050)), {C=0.0008181393174380551, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(1053)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(1054)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(1055)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(1073)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(1078)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(1086)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(1092)), {C=0.0008181393174380551, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(1109)), {C=0.0007012622720897616, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(1116)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(1120)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(1123)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(1124)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(1128)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(1129)), {C=0.0008181393174380551, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(1134)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(1136)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(1139)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(1140)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(1145)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(1160)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(1162)), {C=0.0007012622720897616, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(1176)), {C=0.0007012622720897616, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(1182)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(1184)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(1185)), {C=0.0007012622720897616, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(1192)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(1193)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(1194)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(1202)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(1205)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(1206)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(1209)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(1212)), {C=0.0009350163627863488, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(1218)), {C=0.0007012622720897616, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(1224)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(1226)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(1227)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(1229)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(1232)), {C=0.0007012622720897616, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(1235)), {C=0.0007012622720897616, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(1251)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(1259)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(1261)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(1270)), {C=0.0007012622720897616, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(1271)), {C=0.0007012622720897616, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(1272)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(1275)), {C=0.0008181393174380551, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(1277)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(1291)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(1300)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(1311)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(1325)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(1328)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(1329)), {C=0.0009350163627863488, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(1333)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(1343)), {C=0.0007012622720897616, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(1344)), {C=0.0007012622720897616, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(1347)), {C=0.0008181393174380551, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(1352)), {C=0.0009350163627863488, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(1354)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(1357)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(1358)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(1362)), {C=0.0008181393174380551, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(1363)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(1365)), {C=0.0007012622720897616, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(1368)), {C=0.0008181393174380551, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(1374)), {C=0.0007012622720897616, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(1397)), {C=0.0009350163627863488, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(1398)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(1403)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(1404)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(1409)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(1411)), {C=0.0007012622720897616, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(1413)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(1416)), {C=0.0008181393174380551, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(1419)), {C=0.0009350163627863488, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(1429)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(1434)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(1435)), {C=0.0007012622720897616, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(1437)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(1441)), {C=0.0007012622720897616, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(1446)), {C=0.0007012622720897616, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(1447)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(1458)), {C=0.0007012622720897616, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(1470)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(1476)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(1485)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(1486)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(1487)), {C=0.0007012622720897616, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(1491)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(1494)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(1501)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(1502)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(1503)), {C=0.0007012622720897616, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(1509)), {C=0.0009350163627863488, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(1513)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(1532)), {C=0.0009350163627863488, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(1534)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(1552)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(1558)), {C=0.0007012622720897616, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(7)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(12)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(15)), {C=0.000584385226741468, S=0.00048633401420095323}
