(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(2)), {C=0.0006692693809258226, S=0.0005836008170411438}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(745)), {C=0.0006692693809258226, S=0.0005836008170411438}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(747)), {C=0.000780814277746793, S=0.0006808676198813345}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(748)), {C=0.0005577244841048522, S=0.00048633401420095323}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(749)), {C=0.0005577244841048522, S=0.00048633401420095323}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(751)), {C=0.0008923591745677636, S=0.0007781344227215252}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(752)), {C=0.0006692693809258226, S=0.0005836008170411438}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(753)), {C=0.0006692693809258226, S=0.0005836008170411438}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(758)), {C=0.0006692693809258226, S=0.0005836008170411438}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(762)), {C=0.0006692693809258226, S=0.0005836008170411438}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(763)), {C=0.0008923591745677636, S=0.0007781344227215252}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(764)), {C=0.0006692693809258226, S=0.0005836008170411438}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(768)), {C=0.0006692693809258226, S=0.0005836008170411438}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(772)), {C=0.000780814277746793, S=0.0006808676198813345}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(773)), {C=0.0006692693809258226, S=0.0005836008170411438}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(776)), {C=0.0005577244841048522, S=0.00048633401420095323}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(778)), {C=0.000780814277746793, S=0.0006808676198813345}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(779)), {C=0.001003904071388734, S=0.0008754012255617158}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(782)), {C=0.0006692693809258226, S=0.0005836008170411438}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(784)), {C=0.000780814277746793, S=0.0006808676198813345}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(785)), {C=0.0005577244841048522, S=0.00048633401420095323}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(786)), {C=0.0006692693809258226, S=0.0005836008170411438}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(787)), {C=0.0005577244841048522, S=0.00048633401420095323}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(788)), {C=0.000780814277746793, S=0.0006808676198813345}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(791)), {C=0.001003904071388734, S=0.0008754012255617158}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(793)), {C=0.0008923591745677636, S=0.0007781344227215252}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(795)), {C=0.0011154489682097045, S=0.0009726680284019065}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(796)), {C=0.0006692693809258226, S=0.0005836008170411438}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(797)), {C=0.0006692693809258226, S=0.0005836008170411438}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(798)), {C=0.0006692693809258226, S=0.0005836008170411438}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(800)), {C=0.0008923591745677636, S=0.0007781344227215252}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(801)), {C=0.0005577244841048522, S=0.00048633401420095323}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(802)), {C=0.0005577244841048522, S=0.00048633401420095323}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(803)), {C=0.0005577244841048522, S=0.00048633401420095323}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(806)), {C=0.0005577244841048522, S=0.00048633401420095323}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(808)), {C=0.001003904071388734, S=0.0008754012255617158}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(813)), {C=0.0006692693809258226, S=0.0005836008170411438}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(814)), {C=0.000780814277746793, S=0.0006808676198813345}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(816)), {C=0.000780814277746793, S=0.0006808676198813345}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(817)), {C=0.0005577244841048522, S=0.00048633401420095323}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(819)), {C=0.0013385387618516451, S=0.0011672016340822876}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(820)), {C=0.001226993865030675, S=0.001069934831242097}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(822)), {C=0.0005577244841048522, S=0.00048633401420095323}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(823)), {C=0.0011154489682097045, S=0.0009726680284019065}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(825)), {C=0.000780814277746793, S=0.0006808676198813345}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(827)), {C=0.0008923591745677636, S=0.0007781344227215252}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(828)), {C=0.0005577244841048522, S=0.00048633401420095323}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(830)), {C=0.000780814277746793, S=0.0006808676198813345}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(831)), {C=0.0005577244841048522, S=0.00048633401420095323}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(832)), {C=0.0008923591745677636, S=0.0007781344227215252}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(833)), {C=0.000780814277746793, S=0.0006808676198813345}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(834)), {C=0.0006692693809258226, S=0.0005836008170411438}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(837)), {C=0.0006692693809258226, S=0.0005836008170411438}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(839)), {C=0.000780814277746793, S=0.0006808676198813345}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(840)), {C=0.000780814277746793, S=0.0006808676198813345}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(841)), {C=0.000780814277746793, S=0.0006808676198813345}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(842)), {C=0.0011154489682097045, S=0.0009726680284019065}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(843)), {C=0.000780814277746793, S=0.0006808676198813345}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(844)), {C=0.0008923591745677636, S=0.0007781344227215252}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(845)), {C=0.0008923591745677636, S=0.0007781344227215252}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(847)), {C=0.0006692693809258226, S=0.0005836008170411438}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(848)), {C=0.0005577244841048522, S=0.00048633401420095323}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(849)), {C=0.0005577244841048522, S=0.00048633401420095323}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(850)), {C=0.000780814277746793, S=0.0006808676198813345}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(852)), {C=0.0005577244841048522, S=0.00048633401420095323}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(853)), {C=0.0005577244841048522, S=0.00048633401420095323}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(854)), {C=0.0005577244841048522, S=0.00048633401420095323}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(857)), {C=0.0006692693809258226, S=0.0005836008170411438}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(860)), {C=0.000780814277746793, S=0.0006808676198813345}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(861)), {C=0.0005577244841048522, S=0.00048633401420095323}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(862)), {C=0.0006692693809258226, S=0.0005836008170411438}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(863)), {C=0.001003904071388734, S=0.0008754012255617158}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(864)), {C=0.0006692693809258226, S=0.0005836008170411438}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(865)), {C=0.000780814277746793, S=0.0006808676198813345}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(866)), {C=0.0005577244841048522, S=0.00048633401420095323}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(868)), {C=0.0006692693809258226, S=0.0005836008170411438}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(869)), {C=0.0013385387618516451, S=0.0011672016340822876}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(871)), {C=0.0008923591745677636, S=0.0007781344227215252}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(872)), {C=0.0005577244841048522, S=0.00048633401420095323}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(873)), {C=0.000780814277746793, S=0.0006808676198813345}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(875)), {C=0.0006692693809258226, S=0.0005836008170411438}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(876)), {C=0.000780814277746793, S=0.0006808676198813345}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(877)), {C=0.0006692693809258226, S=0.0005836008170411438}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(878)), {C=0.0006692693809258226, S=0.0005836008170411438}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(879)), {C=0.0006692693809258226, S=0.0005836008170411438}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(882)), {C=0.0008923591745677636, S=0.0007781344227215252}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(885)), {C=0.0006692693809258226, S=0.0005836008170411438}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(886)), {C=0.000780814277746793, S=0.0006808676198813345}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(887)), {C=0.0005577244841048522, S=0.00048633401420095323}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(888)), {C=0.0006692693809258226, S=0.0005836008170411438}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(889)), {C=0.0005577244841048522, S=0.00048633401420095323}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(891)), {C=0.0005577244841048522, S=0.00048633401420095323}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(893)), {C=0.001003904071388734, S=0.0008754012255617158}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(894)), {C=0.0005577244841048522, S=0.00048633401420095323}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(895)), {C=0.0005577244841048522, S=0.00048633401420095323}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(897)), {C=0.0016731734523145567, S=0.0014590020426028597}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(899)), {C=0.0006692693809258226, S=0.0005836008170411438}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(900)), {C=0.0005577244841048522, S=0.00048633401420095323}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(902)), {C=0.0006692693809258226, S=0.0005836008170411438}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(903)), {C=0.001003904071388734, S=0.0008754012255617158}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(905)), {C=0.000780814277746793, S=0.0006808676198813345}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(906)), {C=0.001003904071388734, S=0.0008754012255617158}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(908)), {C=0.0006692693809258226, S=0.0005836008170411438}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(910)), {C=0.001003904071388734, S=0.0008754012255617158}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(911)), {C=0.0005577244841048522, S=0.00048633401420095323}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(914)), {C=0.0006692693809258226, S=0.0005836008170411438}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(915)), {C=0.000780814277746793, S=0.0006808676198813345}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(917)), {C=0.000780814277746793, S=0.0006808676198813345}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(918)), {C=0.0006692693809258226, S=0.0005836008170411438}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(920)), {C=0.0005577244841048522, S=0.00048633401420095323}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(923)), {C=0.0006692693809258226, S=0.0005836008170411438}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(924)), {C=0.000780814277746793, S=0.0006808676198813345}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(926)), {C=0.0006692693809258226, S=0.0005836008170411438}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(930)), {C=0.0008923591745677636, S=0.0007781344227215252}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(931)), {C=0.0006692693809258226, S=0.0005836008170411438}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(932)), {C=0.0005577244841048522, S=0.00048633401420095323}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(933)), {C=0.000780814277746793, S=0.0006808676198813345}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(934)), {C=0.0006692693809258226, S=0.0005836008170411438}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(935)), {C=0.000780814277746793, S=0.0006808676198813345}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(936)), {C=0.0005577244841048522, S=0.00048633401420095323}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(937)), {C=0.001226993865030675, S=0.001069934831242097}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(938)), {C=0.0008923591745677636, S=0.0007781344227215252}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(939)), {C=0.0006692693809258226, S=0.0005836008170411438}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(941)), {C=0.001003904071388734, S=0.0008754012255617158}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(942)), {C=0.001003904071388734, S=0.0008754012255617158}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(943)), {C=0.000780814277746793, S=0.0006808676198813345}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(944)), {C=0.0005577244841048522, S=0.00048633401420095323}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(946)), {C=0.0005577244841048522, S=0.00048633401420095323}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(947)), {C=0.0011154489682097045, S=0.0009726680284019065}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(948)), {C=0.001226993865030675, S=0.001069934831242097}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(949)), {C=0.0005577244841048522, S=0.00048633401420095323}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(952)), {C=0.001226993865030675, S=0.001069934831242097}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(953)), {C=0.0006692693809258226, S=0.0005836008170411438}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(954)), {C=0.000780814277746793, S=0.0006808676198813345}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(956)), {C=0.0011154489682097045, S=0.0009726680284019065}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(958)), {C=0.0008923591745677636, S=0.0007781344227215252}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(959)), {C=0.0006692693809258226, S=0.0005836008170411438}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(960)), {C=0.0006692693809258226, S=0.0005836008170411438}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(962)), {C=0.0008923591745677636, S=0.0007781344227215252}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(964)), {C=0.0006692693809258226, S=0.0005836008170411438}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(965)), {C=0.0006692693809258226, S=0.0005836008170411438}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(967)), {C=0.0006692693809258226, S=0.0005836008170411438}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(968)), {C=0.0006692693809258226, S=0.0005836008170411438}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(969)), {C=0.0006692693809258226, S=0.0005836008170411438}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(970)), {C=0.001003904071388734, S=0.0008754012255617158}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(971)), {C=0.0008923591745677636, S=0.0007781344227215252}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(974)), {C=0.0005577244841048522, S=0.00048633401420095323}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(975)), {C=0.001003904071388734, S=0.0008754012255617158}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(976)), {C=0.000780814277746793, S=0.0006808676198813345}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(977)), {C=0.0005577244841048522, S=0.00048633401420095323}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(978)), {C=0.0006692693809258226, S=0.0005836008170411438}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(979)), {C=0.0006692693809258226, S=0.0005836008170411438}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(980)), {C=0.000780814277746793, S=0.0006808676198813345}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(981)), {C=0.000780814277746793, S=0.0006808676198813345}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(982)), {C=0.0005577244841048522, S=0.00048633401420095323}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(984)), {C=0.0014500836586726158, S=0.0012644684369224784}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(985)), {C=0.000780814277746793, S=0.0006808676198813345}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(986)), {C=0.0005577244841048522, S=0.00048633401420095323}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(987)), {C=0.000780814277746793, S=0.0006808676198813345}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(991)), {C=0.0005577244841048522, S=0.00048633401420095323}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(993)), {C=0.0006692693809258226, S=0.0005836008170411438}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(994)), {C=0.0005577244841048522, S=0.00048633401420095323}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(995)), {C=0.000780814277746793, S=0.0006808676198813345}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(996)), {C=0.0006692693809258226, S=0.0005836008170411438}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(998)), {C=0.0005577244841048522, S=0.00048633401420095323}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1000)), {C=0.0006692693809258226, S=0.0005836008170411438}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1003)), {C=0.000780814277746793, S=0.0006808676198813345}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1006)), {C=0.000780814277746793, S=0.0006808676198813345}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1008)), {C=0.0008923591745677636, S=0.0007781344227215252}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1012)), {C=0.0008923591745677636, S=0.0007781344227215252}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1013)), {C=0.0006692693809258226, S=0.0005836008170411438}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1016)), {C=0.0006692693809258226, S=0.0005836008170411438}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1017)), {C=0.0006692693809258226, S=0.0005836008170411438}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1018)), {C=0.0006692693809258226, S=0.0005836008170411438}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1019)), {C=0.0011154489682097045, S=0.0009726680284019065}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1020)), {C=0.000780814277746793, S=0.0006808676198813345}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1023)), {C=0.0006692693809258226, S=0.0005836008170411438}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1024)), {C=0.0006692693809258226, S=0.0005836008170411438}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1027)), {C=0.001003904071388734, S=0.0008754012255617158}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1031)), {C=0.0005577244841048522, S=0.00048633401420095323}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1032)), {C=0.0008923591745677636, S=0.0007781344227215252}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1033)), {C=0.000780814277746793, S=0.0006808676198813345}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1036)), {C=0.0006692693809258226, S=0.0005836008170411438}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1037)), {C=0.0006692693809258226, S=0.0005836008170411438}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1040)), {C=0.0005577244841048522, S=0.00048633401420095323}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1042)), {C=0.0008923591745677636, S=0.0007781344227215252}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1043)), {C=0.0005577244841048522, S=0.00048633401420095323}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1044)), {C=0.0013385387618516451, S=0.0011672016340822876}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1046)), {C=0.001003904071388734, S=0.0008754012255617158}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1047)), {C=0.000780814277746793, S=0.0006808676198813345}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1048)), {C=0.0006692693809258226, S=0.0005836008170411438}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1050)), {C=0.000780814277746793, S=0.0006808676198813345}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1052)), {C=0.0005577244841048522, S=0.00048633401420095323}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1053)), {C=0.0011154489682097045, S=0.0009726680284019065}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1054)), {C=0.0005577244841048522, S=0.00048633401420095323}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1055)), {C=0.0005577244841048522, S=0.00048633401420095323}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1056)), {C=0.0006692693809258226, S=0.0005836008170411438}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1058)), {C=0.0011154489682097045, S=0.0009726680284019065}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1059)), {C=0.000780814277746793, S=0.0006808676198813345}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1061)), {C=0.0006692693809258226, S=0.0005836008170411438}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1063)), {C=0.0005577244841048522, S=0.00048633401420095323}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1065)), {C=0.001003904071388734, S=0.0008754012255617158}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1068)), {C=0.0006692693809258226, S=0.0005836008170411438}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1069)), {C=0.001003904071388734, S=0.0008754012255617158}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1070)), {C=0.000780814277746793, S=0.0006808676198813345}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1072)), {C=0.0005577244841048522, S=0.00048633401420095323}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1073)), {C=0.0006692693809258226, S=0.0005836008170411438}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1074)), {C=0.0006692693809258226, S=0.0005836008170411438}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1075)), {C=0.001003904071388734, S=0.0008754012255617158}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1078)), {C=0.0011154489682097045, S=0.0009726680284019065}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1079)), {C=0.0005577244841048522, S=0.00048633401420095323}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1080)), {C=0.000780814277746793, S=0.0006808676198813345}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1082)), {C=0.0006692693809258226, S=0.0005836008170411438}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1083)), {C=0.0008923591745677636, S=0.0007781344227215252}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1086)), {C=0.0008923591745677636, S=0.0007781344227215252}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1087)), {C=0.0006692693809258226, S=0.0005836008170411438}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1089)), {C=0.0005577244841048522, S=0.00048633401420095323}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1090)), {C=0.0005577244841048522, S=0.00048633401420095323}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1091)), {C=0.0013385387618516451, S=0.0011672016340822876}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1092)), {C=0.0005577244841048522, S=0.00048633401420095323}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1096)), {C=0.000780814277746793, S=0.0006808676198813345}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1099)), {C=0.000780814277746793, S=0.0006808676198813345}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1100)), {C=0.001003904071388734, S=0.0008754012255617158}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1102)), {C=0.000780814277746793, S=0.0006808676198813345}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1103)), {C=0.0006692693809258226, S=0.0005836008170411438}
