(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(3)), {C=0.0007158928206177132, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1009)), {C=0.0005113520147269381, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1011)), {C=0.0005113520147269381, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1012)), {C=0.0007158928206177132, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1017)), {C=0.0007158928206177132, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1020)), {C=0.0005113520147269381, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1022)), {C=0.0007158928206177132, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1027)), {C=0.0006136224176723256, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1034)), {C=0.0006136224176723256, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1035)), {C=0.0006136224176723256, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1038)), {C=0.0005113520147269381, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1039)), {C=0.0005113520147269381, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1046)), {C=0.0006136224176723256, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1047)), {C=0.0005113520147269381, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1048)), {C=0.0009204336265084885, S=0.0008754012255617158}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1058)), {C=0.0005113520147269381, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1059)), {C=0.0006136224176723256, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1062)), {C=0.0006136224176723256, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1063)), {C=0.0006136224176723256, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1064)), {C=0.0006136224176723256, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1067)), {C=0.0006136224176723256, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1070)), {C=0.0007158928206177132, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1071)), {C=0.0010227040294538761, S=0.0009726680284019065}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1074)), {C=0.0007158928206177132, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1076)), {C=0.0005113520147269381, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1077)), {C=0.0005113520147269381, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1080)), {C=0.0005113520147269381, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1084)), {C=0.0007158928206177132, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1087)), {C=0.0007158928206177132, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1090)), {C=0.0005113520147269381, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1091)), {C=0.0006136224176723256, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1094)), {C=0.0005113520147269381, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1095)), {C=0.0007158928206177132, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1097)), {C=0.0007158928206177132, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1099)), {C=0.0006136224176723256, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1103)), {C=0.0005113520147269381, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1104)), {C=0.0005113520147269381, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1105)), {C=0.0006136224176723256, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1106)), {C=0.0005113520147269381, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1107)), {C=0.0006136224176723256, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1113)), {C=0.0005113520147269381, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1117)), {C=0.0005113520147269381, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1118)), {C=0.0007158928206177132, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1119)), {C=0.0005113520147269381, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1120)), {C=0.0005113520147269381, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1121)), {C=0.0007158928206177132, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1123)), {C=0.0005113520147269381, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1126)), {C=0.0006136224176723256, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1131)), {C=0.0005113520147269381, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1133)), {C=0.0005113520147269381, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1134)), {C=0.0005113520147269381, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1142)), {C=0.0005113520147269381, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1148)), {C=0.0005113520147269381, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1149)), {C=0.0005113520147269381, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1150)), {C=0.0008181632235631009, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1151)), {C=0.0007158928206177132, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1152)), {C=0.0005113520147269381, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1154)), {C=0.0005113520147269381, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1155)), {C=0.0006136224176723256, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1160)), {C=0.0006136224176723256, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1165)), {C=0.0006136224176723256, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1166)), {C=0.0006136224176723256, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1167)), {C=0.0007158928206177132, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1173)), {C=0.0007158928206177132, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1179)), {C=0.0007158928206177132, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1185)), {C=0.0005113520147269381, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1189)), {C=0.0006136224176723256, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1190)), {C=0.0009204336265084885, S=0.0008754012255617158}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1191)), {C=0.0005113520147269381, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1196)), {C=0.0007158928206177132, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1199)), {C=0.0005113520147269381, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1202)), {C=0.0005113520147269381, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1203)), {C=0.0006136224176723256, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1204)), {C=0.0006136224176723256, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1206)), {C=0.0005113520147269381, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1207)), {C=0.0007158928206177132, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1212)), {C=0.0006136224176723256, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1213)), {C=0.0006136224176723256, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1217)), {C=0.0008181632235631009, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1218)), {C=0.0009204336265084885, S=0.0008754012255617158}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1219)), {C=0.0006136224176723256, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1221)), {C=0.0005113520147269381, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1224)), {C=0.0007158928206177132, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1227)), {C=0.0007158928206177132, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1228)), {C=0.0006136224176723256, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1230)), {C=0.0006136224176723256, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1231)), {C=0.0006136224176723256, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1234)), {C=0.0005113520147269381, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1235)), {C=0.0005113520147269381, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1244)), {C=0.0005113520147269381, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1245)), {C=0.0006136224176723256, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1246)), {C=0.0006136224176723256, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1251)), {C=0.0005113520147269381, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1258)), {C=0.0006136224176723256, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1262)), {C=0.0008181632235631009, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1263)), {C=0.0006136224176723256, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1270)), {C=0.0007158928206177132, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1271)), {C=0.0006136224176723256, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1275)), {C=0.0007158928206177132, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1276)), {C=0.0005113520147269381, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1277)), {C=0.0007158928206177132, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1278)), {C=0.0006136224176723256, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1281)), {C=0.0006136224176723256, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1282)), {C=0.0007158928206177132, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1284)), {C=0.0008181632235631009, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1288)), {C=0.0005113520147269381, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1289)), {C=0.0005113520147269381, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1290)), {C=0.0006136224176723256, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1293)), {C=0.0007158928206177132, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1295)), {C=0.0010227040294538761, S=0.0009726680284019065}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1296)), {C=0.0008181632235631009, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1302)), {C=0.0005113520147269381, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1308)), {C=0.0005113520147269381, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1309)), {C=0.0005113520147269381, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1311)), {C=0.0005113520147269381, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1312)), {C=0.0007158928206177132, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1313)), {C=0.0006136224176723256, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1315)), {C=0.0005113520147269381, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1316)), {C=0.0008181632235631009, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1317)), {C=0.0009204336265084885, S=0.0008754012255617158}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1319)), {C=0.0005113520147269381, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1323)), {C=0.0005113520147269381, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1325)), {C=0.0005113520147269381, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1328)), {C=0.0005113520147269381, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1329)), {C=0.0005113520147269381, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1332)), {C=0.0005113520147269381, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1334)), {C=0.0005113520147269381, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1336)), {C=0.0005113520147269381, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1337)), {C=0.0007158928206177132, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1339)), {C=0.0007158928206177132, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1341)), {C=0.0006136224176723256, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1343)), {C=0.0007158928206177132, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1346)), {C=0.0008181632235631009, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1348)), {C=0.0006136224176723256, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1350)), {C=0.0007158928206177132, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1355)), {C=0.0005113520147269381, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1356)), {C=0.0005113520147269381, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1359)), {C=0.0005113520147269381, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1362)), {C=0.0005113520147269381, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1363)), {C=0.0005113520147269381, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1365)), {C=0.0006136224176723256, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1366)), {C=0.0008181632235631009, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1369)), {C=0.0005113520147269381, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1374)), {C=0.0005113520147269381, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1375)), {C=0.0007158928206177132, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1376)), {C=0.0006136224176723256, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1377)), {C=0.0006136224176723256, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1383)), {C=0.0007158928206177132, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1384)), {C=0.0008181632235631009, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1386)), {C=0.0006136224176723256, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1387)), {C=0.0006136224176723256, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1388)), {C=0.0008181632235631009, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1391)), {C=0.0006136224176723256, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1392)), {C=0.0006136224176723256, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1394)), {C=0.0007158928206177132, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1395)), {C=0.0005113520147269381, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1397)), {C=0.0005113520147269381, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1398)), {C=0.0008181632235631009, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1399)), {C=0.0005113520147269381, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1400)), {C=0.0005113520147269381, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1401)), {C=0.0007158928206177132, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1402)), {C=0.0005113520147269381, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1405)), {C=0.0005113520147269381, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1406)), {C=0.0005113520147269381, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1407)), {C=0.0011249744323992637, S=0.001069934831242097}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1409)), {C=0.0005113520147269381, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1410)), {C=0.0006136224176723256, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1412)), {C=0.0005113520147269381, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1414)), {C=0.0005113520147269381, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1417)), {C=0.0008181632235631009, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1420)), {C=0.0007158928206177132, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1423)), {C=0.0007158928206177132, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1424)), {C=0.0009204336265084885, S=0.0008754012255617158}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1425)), {C=0.0005113520147269381, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1428)), {C=0.0007158928206177132, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1431)), {C=0.0005113520147269381, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1432)), {C=0.0007158928206177132, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1433)), {C=0.0006136224176723256, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1434)), {C=0.0007158928206177132, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1438)), {C=0.0005113520147269381, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1441)), {C=0.0005113520147269381, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1442)), {C=0.0006136224176723256, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1443)), {C=0.0009204336265084885, S=0.0008754012255617158}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1444)), {C=0.0005113520147269381, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1445)), {C=0.0005113520147269381, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1448)), {C=0.0005113520147269381, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1451)), {C=0.0005113520147269381, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1453)), {C=0.0007158928206177132, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1454)), {C=0.0009204336265084885, S=0.0008754012255617158}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1457)), {C=0.0005113520147269381, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1461)), {C=0.0005113520147269381, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1463)), {C=0.0006136224176723256, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1465)), {C=0.0006136224176723256, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1467)), {C=0.0010227040294538761, S=0.0009726680284019065}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1468)), {C=0.0010227040294538761, S=0.0009726680284019065}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1469)), {C=0.0007158928206177132, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1472)), {C=0.0007158928206177132, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1473)), {C=0.0007158928206177132, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1476)), {C=0.0007158928206177132, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1477)), {C=0.0007158928206177132, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1479)), {C=0.0005113520147269381, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1481)), {C=0.0007158928206177132, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1485)), {C=0.0006136224176723256, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1491)), {C=0.0005113520147269381, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1494)), {C=0.0006136224176723256, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1495)), {C=0.0006136224176723256, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1496)), {C=0.0005113520147269381, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1500)), {C=0.0010227040294538761, S=0.0009726680284019065}
