(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(6)), {C=0.0008180795582370386, S=0.0007781344227215252}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1073)), {C=0.0006135596686777788, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1079)), {C=0.0007158196134574086, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1080)), {C=0.0005112997238981491, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1081)), {C=0.0007158196134574086, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1084)), {C=0.0008180795582370386, S=0.0007781344227215252}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1085)), {C=0.0008180795582370386, S=0.0007781344227215252}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1092)), {C=0.0008180795582370386, S=0.0007781344227215252}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1095)), {C=0.0007158196134574086, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1098)), {C=0.0005112997238981491, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1099)), {C=0.0005112997238981491, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1100)), {C=0.0005112997238981491, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1104)), {C=0.0005112997238981491, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1108)), {C=0.0005112997238981491, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1110)), {C=0.0006135596686777788, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1113)), {C=0.0007158196134574086, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1114)), {C=0.0006135596686777788, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1118)), {C=0.0008180795582370386, S=0.0007781344227215252}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1122)), {C=0.0006135596686777788, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1123)), {C=0.0007158196134574086, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1125)), {C=0.0008180795582370386, S=0.0007781344227215252}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1126)), {C=0.0008180795582370386, S=0.0007781344227215252}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1132)), {C=0.0005112997238981491, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1134)), {C=0.0008180795582370386, S=0.0007781344227215252}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1136)), {C=0.0007158196134574086, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1138)), {C=0.0005112997238981491, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1139)), {C=0.0005112997238981491, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1140)), {C=0.0005112997238981491, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1142)), {C=0.0006135596686777788, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1144)), {C=0.0005112997238981491, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1147)), {C=0.0006135596686777788, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1148)), {C=0.0006135596686777788, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1149)), {C=0.0008180795582370386, S=0.0007781344227215252}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1153)), {C=0.0005112997238981491, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1156)), {C=0.0006135596686777788, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1160)), {C=0.0005112997238981491, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1161)), {C=0.0005112997238981491, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1162)), {C=0.0009203395030166684, S=0.0008754012255617158}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1164)), {C=0.0005112997238981491, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1168)), {C=0.0005112997238981491, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1170)), {C=0.0005112997238981491, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1171)), {C=0.0005112997238981491, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1172)), {C=0.0007158196134574086, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1175)), {C=0.0007158196134574086, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1176)), {C=0.0007158196134574086, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1179)), {C=0.0005112997238981491, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1181)), {C=0.0006135596686777788, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1183)), {C=0.0005112997238981491, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1186)), {C=0.0006135596686777788, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1187)), {C=0.0007158196134574086, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1193)), {C=0.0005112997238981491, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1196)), {C=0.0006135596686777788, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1199)), {C=0.0007158196134574086, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1200)), {C=0.0005112997238981491, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1202)), {C=0.0006135596686777788, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1203)), {C=0.0008180795582370386, S=0.0007781344227215252}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1209)), {C=0.0009203395030166684, S=0.0008754012255617158}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1210)), {C=0.0005112997238981491, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1212)), {C=0.0005112997238981491, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1213)), {C=0.0005112997238981491, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1214)), {C=0.0006135596686777788, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1221)), {C=0.0005112997238981491, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1222)), {C=0.0007158196134574086, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1227)), {C=0.0005112997238981491, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1230)), {C=0.0005112997238981491, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1231)), {C=0.0005112997238981491, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1232)), {C=0.0005112997238981491, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1234)), {C=0.0010225994477962982, S=0.0009726680284019065}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1246)), {C=0.0007158196134574086, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1251)), {C=0.0005112997238981491, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1258)), {C=0.0008180795582370386, S=0.0007781344227215252}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1259)), {C=0.0007158196134574086, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1263)), {C=0.0006135596686777788, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1265)), {C=0.0006135596686777788, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1266)), {C=0.001124859392575928, S=0.001069934831242097}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1267)), {C=0.0005112997238981491, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1268)), {C=0.0005112997238981491, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1270)), {C=0.0005112997238981491, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1271)), {C=0.0005112997238981491, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1273)), {C=0.0006135596686777788, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1276)), {C=0.0005112997238981491, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1278)), {C=0.0006135596686777788, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1281)), {C=0.0008180795582370386, S=0.0007781344227215252}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1286)), {C=0.0005112997238981491, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1288)), {C=0.0006135596686777788, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1289)), {C=0.0006135596686777788, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1290)), {C=0.0005112997238981491, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1291)), {C=0.0006135596686777788, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1298)), {C=0.0006135596686777788, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1300)), {C=0.0006135596686777788, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1302)), {C=0.0007158196134574086, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1304)), {C=0.0005112997238981491, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1308)), {C=0.0007158196134574086, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1309)), {C=0.0006135596686777788, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1310)), {C=0.0007158196134574086, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1313)), {C=0.0006135596686777788, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1316)), {C=0.0006135596686777788, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1317)), {C=0.0007158196134574086, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1319)), {C=0.0005112997238981491, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1320)), {C=0.0006135596686777788, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1323)), {C=0.0005112997238981491, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1324)), {C=0.0006135596686777788, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1325)), {C=0.0007158196134574086, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1331)), {C=0.0006135596686777788, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1332)), {C=0.0009203395030166684, S=0.0008754012255617158}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1336)), {C=0.0005112997238981491, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1337)), {C=0.0009203395030166684, S=0.0008754012255617158}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1341)), {C=0.0006135596686777788, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1342)), {C=0.0007158196134574086, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1343)), {C=0.0005112997238981491, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1346)), {C=0.0005112997238981491, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1347)), {C=0.0008180795582370386, S=0.0007781344227215252}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1350)), {C=0.0005112997238981491, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1354)), {C=0.0005112997238981491, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1358)), {C=0.0006135596686777788, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1359)), {C=0.0005112997238981491, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1366)), {C=0.0006135596686777788, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1368)), {C=0.0005112997238981491, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1369)), {C=0.0006135596686777788, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1372)), {C=0.0005112997238981491, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1373)), {C=0.0006135596686777788, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1374)), {C=0.0005112997238981491, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1376)), {C=0.0005112997238981491, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1377)), {C=0.0008180795582370386, S=0.0007781344227215252}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1379)), {C=0.0008180795582370386, S=0.0007781344227215252}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1380)), {C=0.0005112997238981491, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1381)), {C=0.001124859392575928, S=0.001069934831242097}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1382)), {C=0.0005112997238981491, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1383)), {C=0.0010225994477962982, S=0.0009726680284019065}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1386)), {C=0.0006135596686777788, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1389)), {C=0.0005112997238981491, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1390)), {C=0.0005112997238981491, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1392)), {C=0.0006135596686777788, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1396)), {C=0.0008180795582370386, S=0.0007781344227215252}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1404)), {C=0.0006135596686777788, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1405)), {C=0.0006135596686777788, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1406)), {C=0.0006135596686777788, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1409)), {C=0.0006135596686777788, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1410)), {C=0.0005112997238981491, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1414)), {C=0.0008180795582370386, S=0.0007781344227215252}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1415)), {C=0.0005112997238981491, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1416)), {C=0.0005112997238981491, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1417)), {C=0.0007158196134574086, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1418)), {C=0.0007158196134574086, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1420)), {C=0.0005112997238981491, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1422)), {C=0.0009203395030166684, S=0.0008754012255617158}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1424)), {C=0.0008180795582370386, S=0.0007781344227215252}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1428)), {C=0.0005112997238981491, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1431)), {C=0.0007158196134574086, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1432)), {C=0.0006135596686777788, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1433)), {C=0.0007158196134574086, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1434)), {C=0.0005112997238981491, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1435)), {C=0.0006135596686777788, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1436)), {C=0.0008180795582370386, S=0.0007781344227215252}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1439)), {C=0.0008180795582370386, S=0.0007781344227215252}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1442)), {C=0.0009203395030166684, S=0.0008754012255617158}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1444)), {C=0.0006135596686777788, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1445)), {C=0.0005112997238981491, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1446)), {C=0.0009203395030166684, S=0.0008754012255617158}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1447)), {C=0.0008180795582370386, S=0.0007781344227215252}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1449)), {C=0.0005112997238981491, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1450)), {C=0.0006135596686777788, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1452)), {C=0.0010225994477962982, S=0.0009726680284019065}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1455)), {C=0.0005112997238981491, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1457)), {C=0.0006135596686777788, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1458)), {C=0.0009203395030166684, S=0.0008754012255617158}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1460)), {C=0.0008180795582370386, S=0.0007781344227215252}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1462)), {C=0.0006135596686777788, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1466)), {C=0.0012271193373555576, S=0.0011672016340822876}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1467)), {C=0.0006135596686777788, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1469)), {C=0.0005112997238981491, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1470)), {C=0.0009203395030166684, S=0.0008754012255617158}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1471)), {C=0.0005112997238981491, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1472)), {C=0.0005112997238981491, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1476)), {C=0.0005112997238981491, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1480)), {C=0.0006135596686777788, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1482)), {C=0.0005112997238981491, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1486)), {C=0.0005112997238981491, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1488)), {C=0.0007158196134574086, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1491)), {C=0.0007158196134574086, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1492)), {C=0.0006135596686777788, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1493)), {C=0.0006135596686777788, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1494)), {C=0.0006135596686777788, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1495)), {C=0.0006135596686777788, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1501)), {C=0.0007158196134574086, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1505)), {C=0.0010225994477962982, S=0.0009726680284019065}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1506)), {C=0.0006135596686777788, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1507)), {C=0.0006135596686777788, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1509)), {C=0.0006135596686777788, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1510)), {C=0.0006135596686777788, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1511)), {C=0.0006135596686777788, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1514)), {C=0.0005112997238981491, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1517)), {C=0.0006135596686777788, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1519)), {C=0.0008180795582370386, S=0.0007781344227215252}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1521)), {C=0.001124859392575928, S=0.001069934831242097}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1522)), {C=0.0007158196134574086, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1526)), {C=0.0008180795582370386, S=0.0007781344227215252}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1530)), {C=0.0007158196134574086, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1531)), {C=0.0008180795582370386, S=0.0007781344227215252}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1536)), {C=0.0008180795582370386, S=0.0007781344227215252}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1537)), {C=0.0006135596686777788, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1539)), {C=0.0006135596686777788, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1544)), {C=0.0005112997238981491, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1545)), {C=0.0006135596686777788, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1546)), {C=0.0006135596686777788, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1547)), {C=0.0006135596686777788, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1549)), {C=0.0005112997238981491, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1552)), {C=0.0008180795582370386, S=0.0007781344227215252}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(M)) --> (buy(1553)), {C=0.0005112997238981491, S=0.00048633401420095323}
