(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(2)), {C=0.0005111951743175544, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(587)), {C=0.0006134342091810653, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(588)), {C=0.0005111951743175544, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(589)), {C=0.0006134342091810653, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(590)), {C=0.0006134342091810653, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(593)), {C=0.0005111951743175544, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(597)), {C=0.0007156732440445761, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(599)), {C=0.0008179122789080871, S=0.0007781344227215252}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(600)), {C=0.0005111951743175544, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(601)), {C=0.0006134342091810653, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(603)), {C=0.0006134342091810653, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(605)), {C=0.0007156732440445761, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(606)), {C=0.0005111951743175544, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(609)), {C=0.0007156732440445761, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(613)), {C=0.0006134342091810653, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(615)), {C=0.0007156732440445761, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(618)), {C=0.000920151313771598, S=0.0008754012255617158}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(619)), {C=0.0005111951743175544, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(620)), {C=0.0005111951743175544, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(621)), {C=0.0007156732440445761, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(623)), {C=0.0005111951743175544, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(624)), {C=0.0006134342091810653, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(625)), {C=0.0005111951743175544, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(628)), {C=0.0005111951743175544, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(629)), {C=0.0007156732440445761, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(630)), {C=0.0005111951743175544, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(632)), {C=0.0005111951743175544, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(634)), {C=0.0006134342091810653, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(636)), {C=0.000920151313771598, S=0.0008754012255617158}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(637)), {C=0.0007156732440445761, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(640)), {C=0.0006134342091810653, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(641)), {C=0.0007156732440445761, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(642)), {C=0.0007156732440445761, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(643)), {C=0.0007156732440445761, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(644)), {C=0.0010223903486351088, S=0.0009726680284019065}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(645)), {C=0.0006134342091810653, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(649)), {C=0.0005111951743175544, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(651)), {C=0.0005111951743175544, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(654)), {C=0.0006134342091810653, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(655)), {C=0.0006134342091810653, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(656)), {C=0.0006134342091810653, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(657)), {C=0.0006134342091810653, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(658)), {C=0.0007156732440445761, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(659)), {C=0.0005111951743175544, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(660)), {C=0.0005111951743175544, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(663)), {C=0.0006134342091810653, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(666)), {C=0.0005111951743175544, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(667)), {C=0.0007156732440445761, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(668)), {C=0.0007156732440445761, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(669)), {C=0.0007156732440445761, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(673)), {C=0.0006134342091810653, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(675)), {C=0.0005111951743175544, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(678)), {C=0.0006134342091810653, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(679)), {C=0.0006134342091810653, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(683)), {C=0.000920151313771598, S=0.0008754012255617158}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(685)), {C=0.0008179122789080871, S=0.0007781344227215252}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(689)), {C=0.000920151313771598, S=0.0008754012255617158}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(692)), {C=0.0006134342091810653, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(693)), {C=0.0005111951743175544, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(695)), {C=0.0006134342091810653, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(696)), {C=0.0005111951743175544, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(697)), {C=0.0007156732440445761, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(704)), {C=0.0006134342091810653, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(705)), {C=0.0006134342091810653, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(707)), {C=0.0005111951743175544, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(711)), {C=0.0006134342091810653, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(716)), {C=0.0005111951743175544, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(717)), {C=0.0005111951743175544, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(718)), {C=0.0006134342091810653, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(721)), {C=0.0007156732440445761, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(723)), {C=0.000920151313771598, S=0.0008754012255617158}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(724)), {C=0.0007156732440445761, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(725)), {C=0.0007156732440445761, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(726)), {C=0.0005111951743175544, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(728)), {C=0.0006134342091810653, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(729)), {C=0.0006134342091810653, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(730)), {C=0.0006134342091810653, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(731)), {C=0.0005111951743175544, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(733)), {C=0.0005111951743175544, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(735)), {C=0.0006134342091810653, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(740)), {C=0.0005111951743175544, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(744)), {C=0.0005111951743175544, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(745)), {C=0.0005111951743175544, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(746)), {C=0.0007156732440445761, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(747)), {C=0.0007156732440445761, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(749)), {C=0.0005111951743175544, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(750)), {C=0.0005111951743175544, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(751)), {C=0.0007156732440445761, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(757)), {C=0.0005111951743175544, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(759)), {C=0.0005111951743175544, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(760)), {C=0.0005111951743175544, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(763)), {C=0.0007156732440445761, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(767)), {C=0.0007156732440445761, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(768)), {C=0.0005111951743175544, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(769)), {C=0.0005111951743175544, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(771)), {C=0.0005111951743175544, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(773)), {C=0.000920151313771598, S=0.0008754012255617158}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(778)), {C=0.0005111951743175544, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(779)), {C=0.0005111951743175544, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(782)), {C=0.0005111951743175544, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(785)), {C=0.0010223903486351088, S=0.0009726680284019065}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(786)), {C=0.0005111951743175544, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(787)), {C=0.0005111951743175544, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(788)), {C=0.0007156732440445761, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(794)), {C=0.0007156732440445761, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(795)), {C=0.0005111951743175544, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(797)), {C=0.0006134342091810653, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(798)), {C=0.0005111951743175544, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(801)), {C=0.0007156732440445761, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(807)), {C=0.0005111951743175544, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(810)), {C=0.0005111951743175544, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(812)), {C=0.000920151313771598, S=0.0008754012255617158}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(813)), {C=0.0006134342091810653, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(814)), {C=0.0006134342091810653, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(817)), {C=0.0006134342091810653, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(819)), {C=0.0005111951743175544, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(822)), {C=0.0008179122789080871, S=0.0007781344227215252}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(825)), {C=0.0012268684183621306, S=0.0011672016340822876}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(827)), {C=0.0006134342091810653, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(828)), {C=0.0006134342091810653, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(829)), {C=0.0007156732440445761, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(830)), {C=0.0007156732440445761, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(831)), {C=0.0005111951743175544, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(834)), {C=0.0007156732440445761, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(836)), {C=0.0006134342091810653, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(837)), {C=0.0006134342091810653, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(838)), {C=0.0005111951743175544, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(839)), {C=0.0007156732440445761, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(841)), {C=0.0005111951743175544, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(842)), {C=0.0005111951743175544, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(844)), {C=0.000920151313771598, S=0.0008754012255617158}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(847)), {C=0.0006134342091810653, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(848)), {C=0.0006134342091810653, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(849)), {C=0.000920151313771598, S=0.0008754012255617158}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(850)), {C=0.0008179122789080871, S=0.0007781344227215252}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(851)), {C=0.0006134342091810653, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(854)), {C=0.0007156732440445761, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(855)), {C=0.0008179122789080871, S=0.0007781344227215252}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(856)), {C=0.0008179122789080871, S=0.0007781344227215252}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(858)), {C=0.0005111951743175544, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(859)), {C=0.0006134342091810653, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(861)), {C=0.0006134342091810653, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(862)), {C=0.000920151313771598, S=0.0008754012255617158}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(863)), {C=0.0005111951743175544, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(864)), {C=0.0005111951743175544, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(865)), {C=0.0005111951743175544, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(866)), {C=0.0005111951743175544, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(867)), {C=0.0005111951743175544, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(868)), {C=0.0005111951743175544, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(872)), {C=0.0007156732440445761, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(873)), {C=0.0005111951743175544, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(876)), {C=0.0005111951743175544, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(877)), {C=0.0005111951743175544, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(881)), {C=0.0005111951743175544, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(882)), {C=0.0011246293834986198, S=0.001069934831242097}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(884)), {C=0.0006134342091810653, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(885)), {C=0.0008179122789080871, S=0.0007781344227215252}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(888)), {C=0.0008179122789080871, S=0.0007781344227215252}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(890)), {C=0.0006134342091810653, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(892)), {C=0.0008179122789080871, S=0.0007781344227215252}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(894)), {C=0.0007156732440445761, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(895)), {C=0.0011246293834986198, S=0.001069934831242097}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(896)), {C=0.0005111951743175544, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(898)), {C=0.0006134342091810653, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(899)), {C=0.0005111951743175544, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(900)), {C=0.0008179122789080871, S=0.0007781344227215252}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(902)), {C=0.0008179122789080871, S=0.0007781344227215252}
(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(education(High School Degree))(marital_status(S)) --> (buy(903)), {C=0.0005111951743175544, S=0.00048633401420095323}
