(country(USA))(age_group(YoungAdults))(member card(Bronze))(marital_status(S)) --> (buy(6)), {C=0.0005149330587023688, S=0.00048633401420095323}
(country(USA))(age_group(YoungAdults))(member card(Bronze))(marital_status(S)) --> (buy(1200)), {C=0.0006179196704428424, S=0.0005836008170411438}
(country(USA))(age_group(YoungAdults))(member card(Bronze))(marital_status(S)) --> (buy(1204)), {C=0.0007209062821833161, S=0.0006808676198813345}
(country(USA))(age_group(YoungAdults))(member card(Bronze))(marital_status(S)) --> (buy(1208)), {C=0.0006179196704428424, S=0.0005836008170411438}
(country(USA))(age_group(YoungAdults))(member card(Bronze))(marital_status(S)) --> (buy(1216)), {C=0.0006179196704428424, S=0.0005836008170411438}
(country(USA))(age_group(YoungAdults))(member card(Bronze))(marital_status(S)) --> (buy(1217)), {C=0.0005149330587023688, S=0.00048633401420095323}
(country(USA))(age_group(YoungAdults))(member card(Bronze))(marital_status(S)) --> (buy(1218)), {C=0.0007209062821833161, S=0.0006808676198813345}
(country(USA))(age_group(YoungAdults))(member card(Bronze))(marital_status(S)) --> (buy(1220)), {C=0.0006179196704428424, S=0.0005836008170411438}
(country(USA))(age_group(YoungAdults))(member card(Bronze))(marital_status(S)) --> (buy(1222)), {C=0.0005149330587023688, S=0.00048633401420095323}
(country(USA))(age_group(YoungAdults))(member card(Bronze))(marital_status(S)) --> (buy(1224)), {C=0.0005149330587023688, S=0.00048633401420095323}
(country(USA))(age_group(YoungAdults))(member card(Bronze))(marital_status(S)) --> (buy(1228)), {C=0.0005149330587023688, S=0.00048633401420095323}
(country(USA))(age_group(YoungAdults))(member card(Bronze))(marital_status(S)) --> (buy(1230)), {C=0.0005149330587023688, S=0.00048633401420095323}
(country(USA))(age_group(YoungAdults))(member card(Bronze))(marital_status(S)) --> (buy(1234)), {C=0.0005149330587023688, S=0.00048633401420095323}
(country(USA))(age_group(YoungAdults))(member card(Bronze))(marital_status(S)) --> (buy(1235)), {C=0.0005149330587023688, S=0.00048633401420095323}
(country(USA))(age_group(YoungAdults))(member card(Bronze))(marital_status(S)) --> (buy(1236)), {C=0.0005149330587023688, S=0.00048633401420095323}
(country(USA))(age_group(YoungAdults))(member card(Bronze))(marital_status(S)) --> (buy(1237)), {C=0.0005149330587023688, S=0.00048633401420095323}
(country(USA))(age_group(YoungAdults))(member card(Bronze))(marital_status(S)) --> (buy(1243)), {C=0.0007209062821833161, S=0.0006808676198813345}
(country(USA))(age_group(YoungAdults))(member card(Bronze))(marital_status(S)) --> (buy(1247)), {C=0.0005149330587023688, S=0.00048633401420095323}
(country(USA))(age_group(YoungAdults))(member card(Bronze))(marital_status(S)) --> (buy(1250)), {C=0.0005149330587023688, S=0.00048633401420095323}
(country(USA))(age_group(YoungAdults))(member card(Bronze))(marital_status(S)) --> (buy(1251)), {C=0.0006179196704428424, S=0.0005836008170411438}
(country(USA))(age_group(YoungAdults))(member card(Bronze))(marital_status(S)) --> (buy(1254)), {C=0.0005149330587023688, S=0.00048633401420095323}
(country(USA))(age_group(YoungAdults))(member card(Bronze))(marital_status(S)) --> (buy(1255)), {C=0.0006179196704428424, S=0.0005836008170411438}
(country(USA))(age_group(YoungAdults))(member card(Bronze))(marital_status(S)) --> (buy(1262)), {C=0.0005149330587023688, S=0.00048633401420095323}
(country(USA))(age_group(YoungAdults))(member card(Bronze))(marital_status(S)) --> (buy(1266)), {C=0.0006179196704428424, S=0.0005836008170411438}
(country(USA))(age_group(YoungAdults))(member card(Bronze))(marital_status(S)) --> (buy(1267)), {C=0.0005149330587023688, S=0.00048633401420095323}
(country(USA))(age_group(YoungAdults))(member card(Bronze))(marital_status(S)) --> (buy(1275)), {C=0.0005149330587023688, S=0.00048633401420095323}
(country(USA))(age_group(YoungAdults))(member card(Bronze))(marital_status(S)) --> (buy(1281)), {C=0.0005149330587023688, S=0.00048633401420095323}
(country(USA))(age_group(YoungAdults))(member card(Bronze))(marital_status(S)) --> (buy(1282)), {C=0.0005149330587023688, S=0.00048633401420095323}
(country(USA))(age_group(YoungAdults))(member card(Bronze))(marital_status(S)) --> (buy(1284)), {C=0.0007209062821833161, S=0.0006808676198813345}
(country(USA))(age_group(YoungAdults))(member card(Bronze))(marital_status(S)) --> (buy(1287)), {C=0.0009268795056642637, S=0.0008754012255617158}
(country(USA))(age_group(YoungAdults))(member card(Bronze))(marital_status(S)) --> (buy(1288)), {C=0.0010298661174047376, S=0.0009726680284019065}
(country(USA))(age_group(YoungAdults))(member card(Bronze))(marital_status(S)) --> (buy(1295)), {C=0.00082389289392379, S=0.0007781344227215252}
(country(USA))(age_group(YoungAdults))(member card(Bronze))(marital_status(S)) --> (buy(1296)), {C=0.0009268795056642637, S=0.0008754012255617158}
(country(USA))(age_group(YoungAdults))(member card(Bronze))(marital_status(S)) --> (buy(1297)), {C=0.0005149330587023688, S=0.00048633401420095323}
(country(USA))(age_group(YoungAdults))(member card(Bronze))(marital_status(S)) --> (buy(1300)), {C=0.00082389289392379, S=0.0007781344227215252}
(country(USA))(age_group(YoungAdults))(member card(Bronze))(marital_status(S)) --> (buy(1301)), {C=0.0007209062821833161, S=0.0006808676198813345}
(country(USA))(age_group(YoungAdults))(member card(Bronze))(marital_status(S)) --> (buy(1311)), {C=0.00082389289392379, S=0.0007781344227215252}
(country(USA))(age_group(YoungAdults))(member card(Bronze))(marital_status(S)) --> (buy(1325)), {C=0.0005149330587023688, S=0.00048633401420095323}
(country(USA))(age_group(YoungAdults))(member card(Bronze))(marital_status(S)) --> (buy(1326)), {C=0.0005149330587023688, S=0.00048633401420095323}
(country(USA))(age_group(YoungAdults))(member card(Bronze))(marital_status(S)) --> (buy(1328)), {C=0.0005149330587023688, S=0.00048633401420095323}
(country(USA))(age_group(YoungAdults))(member card(Bronze))(marital_status(S)) --> (buy(1329)), {C=0.0005149330587023688, S=0.00048633401420095323}
(country(USA))(age_group(YoungAdults))(member card(Bronze))(marital_status(S)) --> (buy(1331)), {C=0.0005149330587023688, S=0.00048633401420095323}
(country(USA))(age_group(YoungAdults))(member card(Bronze))(marital_status(S)) --> (buy(1332)), {C=0.0005149330587023688, S=0.00048633401420095323}
(country(USA))(age_group(YoungAdults))(member card(Bronze))(marital_status(S)) --> (buy(1338)), {C=0.0005149330587023688, S=0.00048633401420095323}
(country(USA))(age_group(YoungAdults))(member card(Bronze))(marital_status(S)) --> (buy(1339)), {C=0.0006179196704428424, S=0.0005836008170411438}
(country(USA))(age_group(YoungAdults))(member card(Bronze))(marital_status(S)) --> (buy(1346)), {C=0.00082389289392379, S=0.0007781344227215252}
(country(USA))(age_group(YoungAdults))(member card(Bronze))(marital_status(S)) --> (buy(1348)), {C=0.0005149330587023688, S=0.00048633401420095323}
(country(USA))(age_group(YoungAdults))(member card(Bronze))(marital_status(S)) --> (buy(1349)), {C=0.0005149330587023688, S=0.00048633401420095323}
(country(USA))(age_group(YoungAdults))(member card(Bronze))(marital_status(S)) --> (buy(1354)), {C=0.00082389289392379, S=0.0007781344227215252}
(country(USA))(age_group(YoungAdults))(member card(Bronze))(marital_status(S)) --> (buy(1357)), {C=0.0006179196704428424, S=0.0005836008170411438}
(country(USA))(age_group(YoungAdults))(member card(Bronze))(marital_status(S)) --> (buy(1358)), {C=0.00082389289392379, S=0.0007781344227215252}
(country(USA))(age_group(YoungAdults))(member card(Bronze))(marital_status(S)) --> (buy(1360)), {C=0.00082389289392379, S=0.0007781344227215252}
(country(USA))(age_group(YoungAdults))(member card(Bronze))(marital_status(S)) --> (buy(1362)), {C=0.0005149330587023688, S=0.00048633401420095323}
(country(USA))(age_group(YoungAdults))(member card(Bronze))(marital_status(S)) --> (buy(1364)), {C=0.0006179196704428424, S=0.0005836008170411438}
(country(USA))(age_group(YoungAdults))(member card(Bronze))(marital_status(S)) --> (buy(1365)), {C=0.0009268795056642637, S=0.0008754012255617158}
(country(USA))(age_group(YoungAdults))(member card(Bronze))(marital_status(S)) --> (buy(1366)), {C=0.0006179196704428424, S=0.0005836008170411438}
(country(USA))(age_group(YoungAdults))(member card(Bronze))(marital_status(S)) --> (buy(1371)), {C=0.0007209062821833161, S=0.0006808676198813345}
(country(USA))(age_group(YoungAdults))(member card(Bronze))(marital_status(S)) --> (buy(1377)), {C=0.0006179196704428424, S=0.0005836008170411438}
(country(USA))(age_group(YoungAdults))(member card(Bronze))(marital_status(S)) --> (buy(1378)), {C=0.0006179196704428424, S=0.0005836008170411438}
(country(USA))(age_group(YoungAdults))(member card(Bronze))(marital_status(S)) --> (buy(1380)), {C=0.0009268795056642637, S=0.0008754012255617158}
(country(USA))(age_group(YoungAdults))(member card(Bronze))(marital_status(S)) --> (buy(1381)), {C=0.0005149330587023688, S=0.00048633401420095323}
(country(USA))(age_group(YoungAdults))(member card(Bronze))(marital_status(S)) --> (buy(1382)), {C=0.0005149330587023688, S=0.00048633401420095323}
(country(USA))(age_group(YoungAdults))(member card(Bronze))(marital_status(S)) --> (buy(1383)), {C=0.00082389289392379, S=0.0007781344227215252}
(country(USA))(age_group(YoungAdults))(member card(Bronze))(marital_status(S)) --> (buy(1384)), {C=0.00082389289392379, S=0.0007781344227215252}
(country(USA))(age_group(YoungAdults))(member card(Bronze))(marital_status(S)) --> (buy(1387)), {C=0.0005149330587023688, S=0.00048633401420095323}
(country(USA))(age_group(YoungAdults))(member card(Bronze))(marital_status(S)) --> (buy(1392)), {C=0.0009268795056642637, S=0.0008754012255617158}
(country(USA))(age_group(YoungAdults))(member card(Bronze))(marital_status(S)) --> (buy(1394)), {C=0.0006179196704428424, S=0.0005836008170411438}
(country(USA))(age_group(YoungAdults))(member card(Bronze))(marital_status(S)) --> (buy(1395)), {C=0.0006179196704428424, S=0.0005836008170411438}
(country(USA))(age_group(YoungAdults))(member card(Bronze))(marital_status(S)) --> (buy(1399)), {C=0.0007209062821833161, S=0.0006808676198813345}
(country(USA))(age_group(YoungAdults))(member card(Bronze))(marital_status(S)) --> (buy(1402)), {C=0.0005149330587023688, S=0.00048633401420095323}
(country(USA))(age_group(YoungAdults))(member card(Bronze))(marital_status(S)) --> (buy(1404)), {C=0.0006179196704428424, S=0.0005836008170411438}
(country(USA))(age_group(YoungAdults))(member card(Bronze))(marital_status(S)) --> (buy(1405)), {C=0.0006179196704428424, S=0.0005836008170411438}
(country(USA))(age_group(YoungAdults))(member card(Bronze))(marital_status(S)) --> (buy(1407)), {C=0.0007209062821833161, S=0.0006808676198813345}
(country(USA))(age_group(YoungAdults))(member card(Bronze))(marital_status(S)) --> (buy(1411)), {C=0.0006179196704428424, S=0.0005836008170411438}
(country(USA))(age_group(YoungAdults))(member card(Bronze))(marital_status(S)) --> (buy(1413)), {C=0.0005149330587023688, S=0.00048633401420095323}
(country(USA))(age_group(YoungAdults))(member card(Bronze))(marital_status(S)) --> (buy(1414)), {C=0.0006179196704428424, S=0.0005836008170411438}
(country(USA))(age_group(YoungAdults))(member card(Bronze))(marital_status(S)) --> (buy(1422)), {C=0.0009268795056642637, S=0.0008754012255617158}
(country(USA))(age_group(YoungAdults))(member card(Bronze))(marital_status(S)) --> (buy(1425)), {C=0.0006179196704428424, S=0.0005836008170411438}
(country(USA))(age_group(YoungAdults))(member card(Bronze))(marital_status(S)) --> (buy(1426)), {C=0.0006179196704428424, S=0.0005836008170411438}
(country(USA))(age_group(YoungAdults))(member card(Bronze))(marital_status(S)) --> (buy(1427)), {C=0.0006179196704428424, S=0.0005836008170411438}
(country(USA))(age_group(YoungAdults))(member card(Bronze))(marital_status(S)) --> (buy(1429)), {C=0.0007209062821833161, S=0.0006808676198813345}
(country(USA))(age_group(YoungAdults))(member card(Bronze))(marital_status(S)) --> (buy(1430)), {C=0.0005149330587023688, S=0.00048633401420095323}
(country(USA))(age_group(YoungAdults))(member card(Bronze))(marital_status(S)) --> (buy(1431)), {C=0.0006179196704428424, S=0.0005836008170411438}
(country(USA))(age_group(YoungAdults))(member card(Bronze))(marital_status(S)) --> (buy(1436)), {C=0.0009268795056642637, S=0.0008754012255617158}
(country(USA))(age_group(YoungAdults))(member card(Bronze))(marital_status(S)) --> (buy(1440)), {C=0.0005149330587023688, S=0.00048633401420095323}
(country(USA))(age_group(YoungAdults))(member card(Bronze))(marital_status(S)) --> (buy(1441)), {C=0.00082389289392379, S=0.0007781344227215252}
(country(USA))(age_group(YoungAdults))(member card(Bronze))(marital_status(S)) --> (buy(1443)), {C=0.0007209062821833161, S=0.0006808676198813345}
(country(USA))(age_group(YoungAdults))(member card(Bronze))(marital_status(S)) --> (buy(1445)), {C=0.0007209062821833161, S=0.0006808676198813345}
(country(USA))(age_group(YoungAdults))(member card(Bronze))(marital_status(S)) --> (buy(1446)), {C=0.0005149330587023688, S=0.00048633401420095323}
(country(USA))(age_group(YoungAdults))(member card(Bronze))(marital_status(S)) --> (buy(1447)), {C=0.0006179196704428424, S=0.0005836008170411438}
(country(USA))(age_group(YoungAdults))(member card(Bronze))(marital_status(S)) --> (buy(1448)), {C=0.0005149330587023688, S=0.00048633401420095323}
(country(USA))(age_group(YoungAdults))(member card(Bronze))(marital_status(S)) --> (buy(1451)), {C=0.0005149330587023688, S=0.00048633401420095323}
(country(USA))(age_group(YoungAdults))(member card(Bronze))(marital_status(S)) --> (buy(1453)), {C=0.0005149330587023688, S=0.00048633401420095323}
(country(USA))(age_group(YoungAdults))(member card(Bronze))(marital_status(S)) --> (buy(1454)), {C=0.0009268795056642637, S=0.0008754012255617158}
(country(USA))(age_group(YoungAdults))(member card(Bronze))(marital_status(S)) --> (buy(1455)), {C=0.0005149330587023688, S=0.00048633401420095323}
(country(USA))(age_group(YoungAdults))(member card(Bronze))(marital_status(S)) --> (buy(1456)), {C=0.00082389289392379, S=0.0007781344227215252}
(country(USA))(age_group(YoungAdults))(member card(Bronze))(marital_status(S)) --> (buy(1459)), {C=0.0005149330587023688, S=0.00048633401420095323}
(country(USA))(age_group(YoungAdults))(member card(Bronze))(marital_status(S)) --> (buy(1460)), {C=0.0007209062821833161, S=0.0006808676198813345}
(country(USA))(age_group(YoungAdults))(member card(Bronze))(marital_status(S)) --> (buy(1461)), {C=0.0005149330587023688, S=0.00048633401420095323}
(country(USA))(age_group(YoungAdults))(member card(Bronze))(marital_status(S)) --> (buy(1463)), {C=0.0005149330587023688, S=0.00048633401420095323}
(country(USA))(age_group(YoungAdults))(member card(Bronze))(marital_status(S)) --> (buy(1464)), {C=0.0005149330587023688, S=0.00048633401420095323}
(country(USA))(age_group(YoungAdults))(member card(Bronze))(marital_status(S)) --> (buy(1466)), {C=0.0006179196704428424, S=0.0005836008170411438}
(country(USA))(age_group(YoungAdults))(member card(Bronze))(marital_status(S)) --> (buy(1467)), {C=0.0005149330587023688, S=0.00048633401420095323}
(country(USA))(age_group(YoungAdults))(member card(Bronze))(marital_status(S)) --> (buy(1468)), {C=0.00082389289392379, S=0.0007781344227215252}
(country(USA))(age_group(YoungAdults))(member card(Bronze))(marital_status(S)) --> (buy(1471)), {C=0.0006179196704428424, S=0.0005836008170411438}
(country(USA))(age_group(YoungAdults))(member card(Bronze))(marital_status(S)) --> (buy(1480)), {C=0.0005149330587023688, S=0.00048633401420095323}
(country(USA))(age_group(YoungAdults))(member card(Bronze))(marital_status(S)) --> (buy(1482)), {C=0.0006179196704428424, S=0.0005836008170411438}
(country(USA))(age_group(YoungAdults))(member card(Bronze))(marital_status(S)) --> (buy(1487)), {C=0.0005149330587023688, S=0.00048633401420095323}
(country(USA))(age_group(YoungAdults))(member card(Bronze))(marital_status(S)) --> (buy(1489)), {C=0.00082389289392379, S=0.0007781344227215252}
(country(USA))(age_group(YoungAdults))(member card(Bronze))(marital_status(S)) --> (buy(1491)), {C=0.0006179196704428424, S=0.0005836008170411438}
(country(USA))(age_group(YoungAdults))(member card(Bronze))(marital_status(S)) --> (buy(1492)), {C=0.0006179196704428424, S=0.0005836008170411438}
(country(USA))(age_group(YoungAdults))(member card(Bronze))(marital_status(S)) --> (buy(1493)), {C=0.0006179196704428424, S=0.0005836008170411438}
(country(USA))(age_group(YoungAdults))(member card(Bronze))(marital_status(S)) --> (buy(1494)), {C=0.0005149330587023688, S=0.00048633401420095323}
(country(USA))(age_group(YoungAdults))(member card(Bronze))(marital_status(S)) --> (buy(1496)), {C=0.0007209062821833161, S=0.0006808676198813345}
(country(USA))(age_group(YoungAdults))(member card(Bronze))(marital_status(S)) --> (buy(1500)), {C=0.0005149330587023688, S=0.00048633401420095323}
(country(USA))(age_group(YoungAdults))(member card(Bronze))(marital_status(S)) --> (buy(1503)), {C=0.0011328527291452112, S=0.001069934831242097}
(country(USA))(age_group(YoungAdults))(member card(Bronze))(marital_status(S)) --> (buy(1505)), {C=0.0005149330587023688, S=0.00048633401420095323}
(country(USA))(age_group(YoungAdults))(member card(Bronze))(marital_status(S)) --> (buy(1506)), {C=0.0005149330587023688, S=0.00048633401420095323}
(country(USA))(age_group(YoungAdults))(member card(Bronze))(marital_status(S)) --> (buy(1507)), {C=0.0005149330587023688, S=0.00048633401420095323}
(country(USA))(age_group(YoungAdults))(member card(Bronze))(marital_status(S)) --> (buy(1510)), {C=0.0006179196704428424, S=0.0005836008170411438}
(country(USA))(age_group(YoungAdults))(member card(Bronze))(marital_status(S)) --> (buy(1511)), {C=0.0005149330587023688, S=0.00048633401420095323}
(country(USA))(age_group(YoungAdults))(member card(Bronze))(marital_status(S)) --> (buy(1514)), {C=0.0005149330587023688, S=0.00048633401420095323}
(country(USA))(age_group(YoungAdults))(member card(Bronze))(marital_status(S)) --> (buy(1526)), {C=0.0005149330587023688, S=0.00048633401420095323}
(country(USA))(age_group(YoungAdults))(member card(Bronze))(marital_status(S)) --> (buy(1528)), {C=0.0005149330587023688, S=0.00048633401420095323}
(country(USA))(age_group(YoungAdults))(member card(Bronze))(marital_status(S)) --> (buy(1531)), {C=0.0006179196704428424, S=0.0005836008170411438}
(country(USA))(age_group(YoungAdults))(member card(Bronze))(marital_status(S)) --> (buy(1533)), {C=0.0006179196704428424, S=0.0005836008170411438}
(country(USA))(age_group(YoungAdults))(member card(Bronze))(marital_status(S)) --> (buy(1538)), {C=0.00082389289392379, S=0.0007781344227215252}
(country(USA))(age_group(YoungAdults))(member card(Bronze))(marital_status(S)) --> (buy(1545)), {C=0.0005149330587023688, S=0.00048633401420095323}
(country(USA))(age_group(YoungAdults))(member card(Bronze))(marital_status(S)) --> (buy(1553)), {C=0.0006179196704428424, S=0.0005836008170411438}
(country(USA))(age_group(YoungAdults))(member card(Bronze))(marital_status(S)) --> (buy(1554)), {C=0.0007209062821833161, S=0.0006808676198813345}
(country(USA))(age_group(YoungAdults))(member card(Bronze))(marital_status(S)) --> (buy(1557)), {C=0.00082389289392379, S=0.0007781344227215252}
