(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(3)), {C=0.0005998080614203455, S=0.00048633401420095323}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(731)), {C=0.0007197696737044145, S=0.0005836008170411438}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(732)), {C=0.0009596928982725529, S=0.0007781344227215252}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(733)), {C=0.001199616122840691, S=0.0009726680284019065}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(735)), {C=0.0009596928982725529, S=0.0007781344227215252}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(736)), {C=0.0008397312859884836, S=0.0006808676198813345}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(738)), {C=0.0009596928982725529, S=0.0007781344227215252}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(739)), {C=0.001079654510556622, S=0.0008754012255617158}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(743)), {C=0.0005998080614203455, S=0.00048633401420095323}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(744)), {C=0.0007197696737044145, S=0.0005836008170411438}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(745)), {C=0.001079654510556622, S=0.0008754012255617158}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(746)), {C=0.0005998080614203455, S=0.00048633401420095323}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(748)), {C=0.0009596928982725529, S=0.0007781344227215252}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(749)), {C=0.0007197696737044145, S=0.0005836008170411438}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(752)), {C=0.0007197696737044145, S=0.0005836008170411438}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(758)), {C=0.0005998080614203455, S=0.00048633401420095323}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(759)), {C=0.0009596928982725529, S=0.0007781344227215252}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(760)), {C=0.0008397312859884836, S=0.0006808676198813345}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(761)), {C=0.0009596928982725529, S=0.0007781344227215252}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(763)), {C=0.0007197696737044145, S=0.0005836008170411438}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(764)), {C=0.0007197696737044145, S=0.0005836008170411438}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(765)), {C=0.0005998080614203455, S=0.00048633401420095323}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(766)), {C=0.0005998080614203455, S=0.00048633401420095323}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(768)), {C=0.0008397312859884836, S=0.0006808676198813345}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(769)), {C=0.0007197696737044145, S=0.0005836008170411438}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(772)), {C=0.0005998080614203455, S=0.00048633401420095323}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(774)), {C=0.0005998080614203455, S=0.00048633401420095323}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(775)), {C=0.0005998080614203455, S=0.00048633401420095323}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(776)), {C=0.0008397312859884836, S=0.0006808676198813345}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(777)), {C=0.0008397312859884836, S=0.0006808676198813345}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(778)), {C=0.0008397312859884836, S=0.0006808676198813345}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(780)), {C=0.0009596928982725529, S=0.0007781344227215252}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(781)), {C=0.0007197696737044145, S=0.0005836008170411438}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(782)), {C=0.001079654510556622, S=0.0008754012255617158}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(783)), {C=0.0009596928982725529, S=0.0007781344227215252}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(786)), {C=0.0009596928982725529, S=0.0007781344227215252}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(787)), {C=0.0005998080614203455, S=0.00048633401420095323}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(788)), {C=0.0007197696737044145, S=0.0005836008170411438}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(790)), {C=0.0005998080614203455, S=0.00048633401420095323}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(791)), {C=0.0008397312859884836, S=0.0006808676198813345}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(792)), {C=0.0007197696737044145, S=0.0005836008170411438}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(795)), {C=0.0008397312859884836, S=0.0006808676198813345}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(797)), {C=0.001079654510556622, S=0.0008754012255617158}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(798)), {C=0.0009596928982725529, S=0.0007781344227215252}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(800)), {C=0.0009596928982725529, S=0.0007781344227215252}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(802)), {C=0.0005998080614203455, S=0.00048633401420095323}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(803)), {C=0.001079654510556622, S=0.0008754012255617158}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(805)), {C=0.0007197696737044145, S=0.0005836008170411438}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(806)), {C=0.0005998080614203455, S=0.00048633401420095323}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(809)), {C=0.0009596928982725529, S=0.0007781344227215252}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(810)), {C=0.0008397312859884836, S=0.0006808676198813345}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(812)), {C=0.001199616122840691, S=0.0009726680284019065}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(813)), {C=0.0007197696737044145, S=0.0005836008170411438}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(814)), {C=0.0007197696737044145, S=0.0005836008170411438}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(815)), {C=0.0007197696737044145, S=0.0005836008170411438}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(816)), {C=0.0005998080614203455, S=0.00048633401420095323}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(818)), {C=0.0005998080614203455, S=0.00048633401420095323}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(819)), {C=0.0009596928982725529, S=0.0007781344227215252}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(820)), {C=0.0008397312859884836, S=0.0006808676198813345}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(821)), {C=0.0005998080614203455, S=0.00048633401420095323}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(822)), {C=0.0008397312859884836, S=0.0006808676198813345}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(823)), {C=0.0007197696737044145, S=0.0005836008170411438}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(824)), {C=0.001199616122840691, S=0.0009726680284019065}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(825)), {C=0.0005998080614203455, S=0.00048633401420095323}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(826)), {C=0.0008397312859884836, S=0.0006808676198813345}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(827)), {C=0.0005998080614203455, S=0.00048633401420095323}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(828)), {C=0.0008397312859884836, S=0.0006808676198813345}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(829)), {C=0.0008397312859884836, S=0.0006808676198813345}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(830)), {C=0.0009596928982725529, S=0.0007781344227215252}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(831)), {C=0.0009596928982725529, S=0.0007781344227215252}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(832)), {C=0.0005998080614203455, S=0.00048633401420095323}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(833)), {C=0.0009596928982725529, S=0.0007781344227215252}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(835)), {C=0.0007197696737044145, S=0.0005836008170411438}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(836)), {C=0.0008397312859884836, S=0.0006808676198813345}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(838)), {C=0.0005998080614203455, S=0.00048633401420095323}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(839)), {C=0.0008397312859884836, S=0.0006808676198813345}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(840)), {C=0.0007197696737044145, S=0.0005836008170411438}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(841)), {C=0.0007197696737044145, S=0.0005836008170411438}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(843)), {C=0.0007197696737044145, S=0.0005836008170411438}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(844)), {C=0.0008397312859884836, S=0.0006808676198813345}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(847)), {C=0.0008397312859884836, S=0.0006808676198813345}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(848)), {C=0.001079654510556622, S=0.0008754012255617158}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(850)), {C=0.001199616122840691, S=0.0009726680284019065}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(851)), {C=0.0009596928982725529, S=0.0007781344227215252}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(852)), {C=0.0005998080614203455, S=0.00048633401420095323}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(853)), {C=0.0008397312859884836, S=0.0006808676198813345}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(854)), {C=0.001079654510556622, S=0.0008754012255617158}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(855)), {C=0.0009596928982725529, S=0.0007781344227215252}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(856)), {C=0.0005998080614203455, S=0.00048633401420095323}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(858)), {C=0.001439539347408829, S=0.0011672016340822876}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(859)), {C=0.0008397312859884836, S=0.0006808676198813345}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(860)), {C=0.0005998080614203455, S=0.00048633401420095323}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(861)), {C=0.0005998080614203455, S=0.00048633401420095323}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(862)), {C=0.0007197696737044145, S=0.0005836008170411438}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(863)), {C=0.0005998080614203455, S=0.00048633401420095323}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(864)), {C=0.001079654510556622, S=0.0008754012255617158}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(865)), {C=0.0005998080614203455, S=0.00048633401420095323}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(869)), {C=0.0008397312859884836, S=0.0006808676198813345}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(870)), {C=0.0005998080614203455, S=0.00048633401420095323}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(871)), {C=0.0007197696737044145, S=0.0005836008170411438}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(872)), {C=0.0005998080614203455, S=0.00048633401420095323}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(873)), {C=0.001199616122840691, S=0.0009726680284019065}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(876)), {C=0.0007197696737044145, S=0.0005836008170411438}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(879)), {C=0.001199616122840691, S=0.0009726680284019065}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(880)), {C=0.0008397312859884836, S=0.0006808676198813345}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(881)), {C=0.00131957773512476, S=0.001069934831242097}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(882)), {C=0.0008397312859884836, S=0.0006808676198813345}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(884)), {C=0.0007197696737044145, S=0.0005836008170411438}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(887)), {C=0.0008397312859884836, S=0.0006808676198813345}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(888)), {C=0.0008397312859884836, S=0.0006808676198813345}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(891)), {C=0.0007197696737044145, S=0.0005836008170411438}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(893)), {C=0.0007197696737044145, S=0.0005836008170411438}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(894)), {C=0.0007197696737044145, S=0.0005836008170411438}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(896)), {C=0.0009596928982725529, S=0.0007781344227215252}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(897)), {C=0.0007197696737044145, S=0.0005836008170411438}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(898)), {C=0.0008397312859884836, S=0.0006808676198813345}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(899)), {C=0.0007197696737044145, S=0.0005836008170411438}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(901)), {C=0.0009596928982725529, S=0.0007781344227215252}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(902)), {C=0.0009596928982725529, S=0.0007781344227215252}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(903)), {C=0.0005998080614203455, S=0.00048633401420095323}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(904)), {C=0.0007197696737044145, S=0.0005836008170411438}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(905)), {C=0.0005998080614203455, S=0.00048633401420095323}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(906)), {C=0.0007197696737044145, S=0.0005836008170411438}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(907)), {C=0.0009596928982725529, S=0.0007781344227215252}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(908)), {C=0.0009596928982725529, S=0.0007781344227215252}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(909)), {C=0.001199616122840691, S=0.0009726680284019065}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(910)), {C=0.0008397312859884836, S=0.0006808676198813345}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(911)), {C=0.0008397312859884836, S=0.0006808676198813345}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(912)), {C=0.0005998080614203455, S=0.00048633401420095323}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(913)), {C=0.0008397312859884836, S=0.0006808676198813345}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(914)), {C=0.00131957773512476, S=0.001069934831242097}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(915)), {C=0.001079654510556622, S=0.0008754012255617158}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(916)), {C=0.0008397312859884836, S=0.0006808676198813345}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(918)), {C=0.0005998080614203455, S=0.00048633401420095323}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(919)), {C=0.0009596928982725529, S=0.0007781344227215252}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(921)), {C=0.0005998080614203455, S=0.00048633401420095323}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(922)), {C=0.0005998080614203455, S=0.00048633401420095323}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(924)), {C=0.0005998080614203455, S=0.00048633401420095323}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(925)), {C=0.0008397312859884836, S=0.0006808676198813345}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(926)), {C=0.0008397312859884836, S=0.0006808676198813345}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(928)), {C=0.0009596928982725529, S=0.0007781344227215252}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(929)), {C=0.0007197696737044145, S=0.0005836008170411438}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(931)), {C=0.0007197696737044145, S=0.0005836008170411438}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(934)), {C=0.0008397312859884836, S=0.0006808676198813345}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(935)), {C=0.0008397312859884836, S=0.0006808676198813345}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(936)), {C=0.0005998080614203455, S=0.00048633401420095323}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(937)), {C=0.0005998080614203455, S=0.00048633401420095323}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(939)), {C=0.0007197696737044145, S=0.0005836008170411438}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(940)), {C=0.0009596928982725529, S=0.0007781344227215252}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(941)), {C=0.0008397312859884836, S=0.0006808676198813345}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(943)), {C=0.0007197696737044145, S=0.0005836008170411438}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(946)), {C=0.0009596928982725529, S=0.0007781344227215252}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(947)), {C=0.001439539347408829, S=0.0011672016340822876}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(948)), {C=0.0005998080614203455, S=0.00048633401420095323}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(949)), {C=0.0008397312859884836, S=0.0006808676198813345}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(950)), {C=0.0005998080614203455, S=0.00048633401420095323}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(951)), {C=0.0009596928982725529, S=0.0007781344227215252}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(952)), {C=0.001079654510556622, S=0.0008754012255617158}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(953)), {C=0.0009596928982725529, S=0.0007781344227215252}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(954)), {C=0.0007197696737044145, S=0.0005836008170411438}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(955)), {C=0.0005998080614203455, S=0.00048633401420095323}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(956)), {C=0.00131957773512476, S=0.001069934831242097}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(957)), {C=0.001079654510556622, S=0.0008754012255617158}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(959)), {C=0.0005998080614203455, S=0.00048633401420095323}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(960)), {C=0.0007197696737044145, S=0.0005836008170411438}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(963)), {C=0.001079654510556622, S=0.0008754012255617158}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(964)), {C=0.001079654510556622, S=0.0008754012255617158}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(965)), {C=0.0008397312859884836, S=0.0006808676198813345}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(966)), {C=0.0008397312859884836, S=0.0006808676198813345}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(967)), {C=0.0008397312859884836, S=0.0006808676198813345}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(968)), {C=0.0005998080614203455, S=0.00048633401420095323}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(969)), {C=0.00131957773512476, S=0.001069934831242097}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(970)), {C=0.0007197696737044145, S=0.0005836008170411438}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(971)), {C=0.0009596928982725529, S=0.0007781344227215252}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(973)), {C=0.0007197696737044145, S=0.0005836008170411438}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(974)), {C=0.0009596928982725529, S=0.0007781344227215252}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(975)), {C=0.0008397312859884836, S=0.0006808676198813345}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(977)), {C=0.0008397312859884836, S=0.0006808676198813345}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(979)), {C=0.001079654510556622, S=0.0008754012255617158}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(983)), {C=0.0007197696737044145, S=0.0005836008170411438}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(984)), {C=0.001199616122840691, S=0.0009726680284019065}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(986)), {C=0.0007197696737044145, S=0.0005836008170411438}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(987)), {C=0.001079654510556622, S=0.0008754012255617158}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(990)), {C=0.0008397312859884836, S=0.0006808676198813345}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(991)), {C=0.0009596928982725529, S=0.0007781344227215252}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(992)), {C=0.0007197696737044145, S=0.0005836008170411438}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(993)), {C=0.00131957773512476, S=0.001069934831242097}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(994)), {C=0.0007197696737044145, S=0.0005836008170411438}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(995)), {C=0.0007197696737044145, S=0.0005836008170411438}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(996)), {C=0.001079654510556622, S=0.0008754012255617158}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(997)), {C=0.0009596928982725529, S=0.0007781344227215252}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(998)), {C=0.001079654510556622, S=0.0008754012255617158}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(999)), {C=0.001079654510556622, S=0.0008754012255617158}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1001)), {C=0.0005998080614203455, S=0.00048633401420095323}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1003)), {C=0.0009596928982725529, S=0.0007781344227215252}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1004)), {C=0.001199616122840691, S=0.0009726680284019065}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1005)), {C=0.0005998080614203455, S=0.00048633401420095323}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1006)), {C=0.0005998080614203455, S=0.00048633401420095323}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1007)), {C=0.0007197696737044145, S=0.0005836008170411438}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1008)), {C=0.001199616122840691, S=0.0009726680284019065}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1010)), {C=0.0007197696737044145, S=0.0005836008170411438}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1011)), {C=0.0005998080614203455, S=0.00048633401420095323}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1012)), {C=0.0005998080614203455, S=0.00048633401420095323}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1014)), {C=0.0005998080614203455, S=0.00048633401420095323}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1015)), {C=0.0009596928982725529, S=0.0007781344227215252}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1016)), {C=0.0008397312859884836, S=0.0006808676198813345}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1018)), {C=0.001199616122840691, S=0.0009726680284019065}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1019)), {C=0.001079654510556622, S=0.0008754012255617158}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1020)), {C=0.001079654510556622, S=0.0008754012255617158}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1022)), {C=0.0009596928982725529, S=0.0007781344227215252}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1023)), {C=0.001079654510556622, S=0.0008754012255617158}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1026)), {C=0.0009596928982725529, S=0.0007781344227215252}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1030)), {C=0.0008397312859884836, S=0.0006808676198813345}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1031)), {C=0.0005998080614203455, S=0.00048633401420095323}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1034)), {C=0.0008397312859884836, S=0.0006808676198813345}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1035)), {C=0.0005998080614203455, S=0.00048633401420095323}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1036)), {C=0.0009596928982725529, S=0.0007781344227215252}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1038)), {C=0.0009596928982725529, S=0.0007781344227215252}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1040)), {C=0.001079654510556622, S=0.0008754012255617158}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1042)), {C=0.0008397312859884836, S=0.0006808676198813345}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1046)), {C=0.0007197696737044145, S=0.0005836008170411438}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1048)), {C=0.0007197696737044145, S=0.0005836008170411438}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1050)), {C=0.0007197696737044145, S=0.0005836008170411438}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1052)), {C=0.001079654510556622, S=0.0008754012255617158}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1053)), {C=0.001079654510556622, S=0.0008754012255617158}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1055)), {C=0.0007197696737044145, S=0.0005836008170411438}
