(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(4)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(651)), {C=0.0005461496450027308, S=0.00048633401420095323}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(653)), {C=0.0005461496450027308, S=0.00048633401420095323}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(654)), {C=0.0005461496450027308, S=0.00048633401420095323}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(657)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(659)), {C=0.0009830693610049155, S=0.0008754012255617158}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(663)), {C=0.0005461496450027308, S=0.00048633401420095323}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(664)), {C=0.000764609503003823, S=0.0006808676198813345}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(665)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(666)), {C=0.000764609503003823, S=0.0006808676198813345}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(668)), {C=0.0005461496450027308, S=0.00048633401420095323}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(671)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(674)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(675)), {C=0.000764609503003823, S=0.0006808676198813345}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(676)), {C=0.0008738394320043693, S=0.0007781344227215252}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(678)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(679)), {C=0.0005461496450027308, S=0.00048633401420095323}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(681)), {C=0.0008738394320043693, S=0.0007781344227215252}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(682)), {C=0.0008738394320043693, S=0.0007781344227215252}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(685)), {C=0.0005461496450027308, S=0.00048633401420095323}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(686)), {C=0.0005461496450027308, S=0.00048633401420095323}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(687)), {C=0.0010922992900054616, S=0.0009726680284019065}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(688)), {C=0.0005461496450027308, S=0.00048633401420095323}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(689)), {C=0.0005461496450027308, S=0.00048633401420095323}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(690)), {C=0.000764609503003823, S=0.0006808676198813345}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(691)), {C=0.0005461496450027308, S=0.00048633401420095323}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(692)), {C=0.0008738394320043693, S=0.0007781344227215252}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(693)), {C=0.0005461496450027308, S=0.00048633401420095323}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(695)), {C=0.0009830693610049155, S=0.0008754012255617158}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(696)), {C=0.0009830693610049155, S=0.0008754012255617158}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(698)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(699)), {C=0.000764609503003823, S=0.0006808676198813345}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(700)), {C=0.0005461496450027308, S=0.00048633401420095323}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(701)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(703)), {C=0.0008738394320043693, S=0.0007781344227215252}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(705)), {C=0.000764609503003823, S=0.0006808676198813345}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(706)), {C=0.0005461496450027308, S=0.00048633401420095323}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(707)), {C=0.0010922992900054616, S=0.0009726680284019065}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(709)), {C=0.0005461496450027308, S=0.00048633401420095323}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(711)), {C=0.0008738394320043693, S=0.0007781344227215252}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(712)), {C=0.0005461496450027308, S=0.00048633401420095323}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(713)), {C=0.0005461496450027308, S=0.00048633401420095323}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(714)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(717)), {C=0.000764609503003823, S=0.0006808676198813345}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(718)), {C=0.0010922992900054616, S=0.0009726680284019065}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(719)), {C=0.000764609503003823, S=0.0006808676198813345}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(725)), {C=0.0008738394320043693, S=0.0007781344227215252}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(727)), {C=0.0005461496450027308, S=0.00048633401420095323}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(728)), {C=0.000764609503003823, S=0.0006808676198813345}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(732)), {C=0.0009830693610049155, S=0.0008754012255617158}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(733)), {C=0.0010922992900054616, S=0.0009726680284019065}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(735)), {C=0.000764609503003823, S=0.0006808676198813345}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(736)), {C=0.0008738394320043693, S=0.0007781344227215252}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(737)), {C=0.0005461496450027308, S=0.00048633401420095323}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(738)), {C=0.0008738394320043693, S=0.0007781344227215252}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(739)), {C=0.0009830693610049155, S=0.0008754012255617158}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(740)), {C=0.0005461496450027308, S=0.00048633401420095323}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(742)), {C=0.0005461496450027308, S=0.00048633401420095323}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(743)), {C=0.0005461496450027308, S=0.00048633401420095323}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(744)), {C=0.000764609503003823, S=0.0006808676198813345}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(745)), {C=0.0009830693610049155, S=0.0008754012255617158}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(746)), {C=0.0005461496450027308, S=0.00048633401420095323}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(748)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(749)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(751)), {C=0.0005461496450027308, S=0.00048633401420095323}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(754)), {C=0.000764609503003823, S=0.0006808676198813345}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(756)), {C=0.0005461496450027308, S=0.00048633401420095323}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(758)), {C=0.0005461496450027308, S=0.00048633401420095323}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(759)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(760)), {C=0.0005461496450027308, S=0.00048633401420095323}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(761)), {C=0.0010922992900054616, S=0.0009726680284019065}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(764)), {C=0.000764609503003823, S=0.0006808676198813345}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(768)), {C=0.0008738394320043693, S=0.0007781344227215252}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(769)), {C=0.0010922992900054616, S=0.0009726680284019065}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(772)), {C=0.0009830693610049155, S=0.0008754012255617158}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(774)), {C=0.0005461496450027308, S=0.00048633401420095323}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(776)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(777)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(778)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(780)), {C=0.000764609503003823, S=0.0006808676198813345}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(781)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(782)), {C=0.0010922992900054616, S=0.0009726680284019065}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(783)), {C=0.0005461496450027308, S=0.00048633401420095323}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(786)), {C=0.0005461496450027308, S=0.00048633401420095323}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(788)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(789)), {C=0.0008738394320043693, S=0.0007781344227215252}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(790)), {C=0.000764609503003823, S=0.0006808676198813345}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(791)), {C=0.0005461496450027308, S=0.00048633401420095323}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(792)), {C=0.000764609503003823, S=0.0006808676198813345}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(795)), {C=0.0005461496450027308, S=0.00048633401420095323}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(797)), {C=0.0012015292190060078, S=0.001069934831242097}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(798)), {C=0.0005461496450027308, S=0.00048633401420095323}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(800)), {C=0.0008738394320043693, S=0.0007781344227215252}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(802)), {C=0.0005461496450027308, S=0.00048633401420095323}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(803)), {C=0.000764609503003823, S=0.0006808676198813345}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(804)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(805)), {C=0.0008738394320043693, S=0.0007781344227215252}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(808)), {C=0.0005461496450027308, S=0.00048633401420095323}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(809)), {C=0.0008738394320043693, S=0.0007781344227215252}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(812)), {C=0.0008738394320043693, S=0.0007781344227215252}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(813)), {C=0.0008738394320043693, S=0.0007781344227215252}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(816)), {C=0.000764609503003823, S=0.0006808676198813345}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(817)), {C=0.0005461496450027308, S=0.00048633401420095323}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(818)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(819)), {C=0.0012015292190060078, S=0.001069934831242097}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(820)), {C=0.0009830693610049155, S=0.0008754012255617158}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(822)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(823)), {C=0.000764609503003823, S=0.0006808676198813345}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(824)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(825)), {C=0.000764609503003823, S=0.0006808676198813345}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(826)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(827)), {C=0.0008738394320043693, S=0.0007781344227215252}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(828)), {C=0.0005461496450027308, S=0.00048633401420095323}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(829)), {C=0.0010922992900054616, S=0.0009726680284019065}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(830)), {C=0.0009830693610049155, S=0.0008754012255617158}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(831)), {C=0.0008738394320043693, S=0.0007781344227215252}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(832)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(833)), {C=0.0005461496450027308, S=0.00048633401420095323}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(835)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(836)), {C=0.0008738394320043693, S=0.0007781344227215252}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(837)), {C=0.0005461496450027308, S=0.00048633401420095323}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(840)), {C=0.0009830693610049155, S=0.0008754012255617158}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(841)), {C=0.0008738394320043693, S=0.0007781344227215252}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(842)), {C=0.000764609503003823, S=0.0006808676198813345}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(843)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(844)), {C=0.0012015292190060078, S=0.001069934831242097}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(845)), {C=0.0005461496450027308, S=0.00048633401420095323}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(846)), {C=0.0005461496450027308, S=0.00048633401420095323}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(847)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(848)), {C=0.0012015292190060078, S=0.001069934831242097}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(849)), {C=0.000764609503003823, S=0.0006808676198813345}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(850)), {C=0.000764609503003823, S=0.0006808676198813345}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(851)), {C=0.0005461496450027308, S=0.00048633401420095323}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(852)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(853)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(854)), {C=0.0010922992900054616, S=0.0009726680284019065}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(855)), {C=0.0008738394320043693, S=0.0007781344227215252}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(856)), {C=0.0005461496450027308, S=0.00048633401420095323}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(857)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(858)), {C=0.0013107591480065537, S=0.0011672016340822876}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(859)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(860)), {C=0.0005461496450027308, S=0.00048633401420095323}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(861)), {C=0.0005461496450027308, S=0.00048633401420095323}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(862)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(864)), {C=0.0009830693610049155, S=0.0008754012255617158}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(867)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(868)), {C=0.0005461496450027308, S=0.00048633401420095323}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(869)), {C=0.000764609503003823, S=0.0006808676198813345}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(870)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(871)), {C=0.0008738394320043693, S=0.0007781344227215252}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(872)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(873)), {C=0.0009830693610049155, S=0.0008754012255617158}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(876)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(878)), {C=0.0005461496450027308, S=0.00048633401420095323}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(879)), {C=0.0010922992900054616, S=0.0009726680284019065}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(880)), {C=0.000764609503003823, S=0.0006808676198813345}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(881)), {C=0.0010922992900054616, S=0.0009726680284019065}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(882)), {C=0.0005461496450027308, S=0.00048633401420095323}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(883)), {C=0.000764609503003823, S=0.0006808676198813345}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(884)), {C=0.0008738394320043693, S=0.0007781344227215252}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(887)), {C=0.0005461496450027308, S=0.00048633401420095323}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(888)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(890)), {C=0.0008738394320043693, S=0.0007781344227215252}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(893)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(894)), {C=0.0008738394320043693, S=0.0007781344227215252}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(896)), {C=0.0010922992900054616, S=0.0009726680284019065}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(897)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(898)), {C=0.0008738394320043693, S=0.0007781344227215252}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(899)), {C=0.000764609503003823, S=0.0006808676198813345}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(901)), {C=0.0010922992900054616, S=0.0009726680284019065}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(902)), {C=0.0009830693610049155, S=0.0008754012255617158}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(903)), {C=0.0005461496450027308, S=0.00048633401420095323}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(904)), {C=0.0005461496450027308, S=0.00048633401420095323}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(906)), {C=0.000764609503003823, S=0.0006808676198813345}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(907)), {C=0.0008738394320043693, S=0.0007781344227215252}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(908)), {C=0.0009830693610049155, S=0.0008754012255617158}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(909)), {C=0.0012015292190060078, S=0.001069934831242097}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(910)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(911)), {C=0.0005461496450027308, S=0.00048633401420095323}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(912)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(913)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(914)), {C=0.0009830693610049155, S=0.0008754012255617158}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(915)), {C=0.0010922992900054616, S=0.0009726680284019065}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(916)), {C=0.0012015292190060078, S=0.001069934831242097}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(919)), {C=0.0009830693610049155, S=0.0008754012255617158}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(920)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(921)), {C=0.000764609503003823, S=0.0006808676198813345}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(922)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(924)), {C=0.0010922992900054616, S=0.0009726680284019065}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(925)), {C=0.0009830693610049155, S=0.0008754012255617158}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(926)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(927)), {C=0.000764609503003823, S=0.0006808676198813345}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(928)), {C=0.0008738394320043693, S=0.0007781344227215252}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(929)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(931)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(933)), {C=0.0005461496450027308, S=0.00048633401420095323}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(934)), {C=0.000764609503003823, S=0.0006808676198813345}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(935)), {C=0.0010922992900054616, S=0.0009726680284019065}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(936)), {C=0.0005461496450027308, S=0.00048633401420095323}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(938)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(939)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(940)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(941)), {C=0.0008738394320043693, S=0.0007781344227215252}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(942)), {C=0.0005461496450027308, S=0.00048633401420095323}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(943)), {C=0.0005461496450027308, S=0.00048633401420095323}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(946)), {C=0.0008738394320043693, S=0.0007781344227215252}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(947)), {C=0.0014199890770070999, S=0.0012644684369224784}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(948)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(950)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(951)), {C=0.000764609503003823, S=0.0006808676198813345}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(952)), {C=0.0013107591480065537, S=0.0011672016340822876}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(953)), {C=0.0009830693610049155, S=0.0008754012255617158}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(955)), {C=0.0008738394320043693, S=0.0007781344227215252}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(956)), {C=0.0012015292190060078, S=0.001069934831242097}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(957)), {C=0.0008738394320043693, S=0.0007781344227215252}
