(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(5)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1478)), {C=0.0006661485511269013, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1480)), {C=0.0008881980681692018, S=0.0007781344227215252}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1485)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1487)), {C=0.0008881980681692018, S=0.0007781344227215252}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1488)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1490)), {C=0.0006661485511269013, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1491)), {C=0.0008881980681692018, S=0.0007781344227215252}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1496)), {C=0.0007771733096480515, S=0.0006808676198813345}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1513)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1519)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1532)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1536)), {C=0.0006661485511269013, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1538)), {C=0.000999222826690352, S=0.0008754012255617158}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1539)), {C=0.0006661485511269013, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1543)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1546)), {C=0.0012212723437326524, S=0.001069934831242097}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1547)), {C=0.0007771733096480515, S=0.0006808676198813345}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1548)), {C=0.0007771733096480515, S=0.0006808676198813345}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1550)), {C=0.0006661485511269013, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(1558)), {C=0.0005551237926057511, S=0.00048633401420095323}
