(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(3)), {C=0.0008587376556462001, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(688)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(689)), {C=0.00064405324173465, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(690)), {C=0.00064405324173465, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(691)), {C=0.0009660798626019751, S=0.0008754012255617158}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(692)), {C=0.0011807642765135251, S=0.001069934831242097}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(696)), {C=0.00064405324173465, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(698)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(704)), {C=0.0008587376556462001, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(705)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(706)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(707)), {C=0.0008587376556462001, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(709)), {C=0.00064405324173465, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(712)), {C=0.0007513954486904251, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(713)), {C=0.00064405324173465, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(714)), {C=0.0009660798626019751, S=0.0008754012255617158}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(715)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(721)), {C=0.0007513954486904251, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(723)), {C=0.0007513954486904251, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(724)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(725)), {C=0.0008587376556462001, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(727)), {C=0.00064405324173465, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(728)), {C=0.0008587376556462001, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(729)), {C=0.00064405324173465, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(732)), {C=0.0007513954486904251, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(735)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(737)), {C=0.0007513954486904251, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(738)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(739)), {C=0.00064405324173465, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(742)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(746)), {C=0.00064405324173465, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(748)), {C=0.0009660798626019751, S=0.0008754012255617158}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(749)), {C=0.00064405324173465, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(750)), {C=0.00064405324173465, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(751)), {C=0.00064405324173465, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(754)), {C=0.00064405324173465, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(755)), {C=0.00064405324173465, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(757)), {C=0.00064405324173465, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(763)), {C=0.00064405324173465, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(765)), {C=0.00107342206955775, S=0.0009726680284019065}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(766)), {C=0.0008587376556462001, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(767)), {C=0.0007513954486904251, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(769)), {C=0.00107342206955775, S=0.0009726680284019065}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(770)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(771)), {C=0.00064405324173465, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(775)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(777)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(778)), {C=0.0009660798626019751, S=0.0008754012255617158}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(779)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(782)), {C=0.0007513954486904251, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(783)), {C=0.00064405324173465, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(784)), {C=0.00107342206955775, S=0.0009726680284019065}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(786)), {C=0.0008587376556462001, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(787)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(788)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(789)), {C=0.0009660798626019751, S=0.0008754012255617158}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(791)), {C=0.0007513954486904251, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(792)), {C=0.0007513954486904251, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(794)), {C=0.0008587376556462001, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(797)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(798)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(800)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(802)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(805)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(806)), {C=0.0007513954486904251, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(807)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(808)), {C=0.00064405324173465, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(810)), {C=0.0008587376556462001, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(811)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(812)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(813)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(815)), {C=0.0009660798626019751, S=0.0008754012255617158}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(816)), {C=0.0007513954486904251, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(817)), {C=0.00064405324173465, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(819)), {C=0.00064405324173465, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(820)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(822)), {C=0.00064405324173465, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(823)), {C=0.00064405324173465, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(824)), {C=0.0009660798626019751, S=0.0008754012255617158}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(826)), {C=0.00064405324173465, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(828)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(829)), {C=0.0007513954486904251, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(830)), {C=0.0007513954486904251, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(832)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(833)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(834)), {C=0.0007513954486904251, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(835)), {C=0.0008587376556462001, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(836)), {C=0.0007513954486904251, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(838)), {C=0.0009660798626019751, S=0.0008754012255617158}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(840)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(841)), {C=0.0007513954486904251, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(842)), {C=0.00107342206955775, S=0.0009726680284019065}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(843)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(844)), {C=0.0011807642765135251, S=0.001069934831242097}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(846)), {C=0.00064405324173465, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(847)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(848)), {C=0.0008587376556462001, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(851)), {C=0.0008587376556462001, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(854)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(855)), {C=0.0007513954486904251, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(856)), {C=0.00064405324173465, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(858)), {C=0.0007513954486904251, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(860)), {C=0.0008587376556462001, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(861)), {C=0.0007513954486904251, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(862)), {C=0.00064405324173465, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(863)), {C=0.00064405324173465, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(865)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(866)), {C=0.00064405324173465, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(869)), {C=0.0007513954486904251, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(871)), {C=0.00064405324173465, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(872)), {C=0.00064405324173465, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(873)), {C=0.0008587376556462001, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(877)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(879)), {C=0.0007513954486904251, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(880)), {C=0.00064405324173465, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(881)), {C=0.0008587376556462001, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(882)), {C=0.0008587376556462001, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(884)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(887)), {C=0.0007513954486904251, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(888)), {C=0.00064405324173465, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(889)), {C=0.0009660798626019751, S=0.0008754012255617158}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(891)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(892)), {C=0.00107342206955775, S=0.0009726680284019065}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(893)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(894)), {C=0.00064405324173465, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(895)), {C=0.0009660798626019751, S=0.0008754012255617158}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(896)), {C=0.0007513954486904251, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(897)), {C=0.0007513954486904251, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(898)), {C=0.0011807642765135251, S=0.001069934831242097}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(899)), {C=0.0008587376556462001, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(900)), {C=0.0009660798626019751, S=0.0008754012255617158}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(901)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(902)), {C=0.0009660798626019751, S=0.0008754012255617158}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(903)), {C=0.0008587376556462001, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(905)), {C=0.0007513954486904251, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(906)), {C=0.0007513954486904251, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(907)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(908)), {C=0.001395448690425075, S=0.0012644684369224784}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(909)), {C=0.00064405324173465, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(910)), {C=0.0008587376556462001, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(911)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(912)), {C=0.0009660798626019751, S=0.0008754012255617158}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(914)), {C=0.0007513954486904251, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(915)), {C=0.0011807642765135251, S=0.001069934831242097}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(916)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(918)), {C=0.00064405324173465, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(920)), {C=0.00064405324173465, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(924)), {C=0.00064405324173465, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(925)), {C=0.00107342206955775, S=0.0009726680284019065}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(926)), {C=0.0007513954486904251, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(927)), {C=0.0011807642765135251, S=0.001069934831242097}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(928)), {C=0.0008587376556462001, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(930)), {C=0.0007513954486904251, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(931)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(932)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(934)), {C=0.0008587376556462001, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(936)), {C=0.00064405324173465, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(937)), {C=0.00064405324173465, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(938)), {C=0.00107342206955775, S=0.0009726680284019065}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(942)), {C=0.0008587376556462001, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(944)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(947)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(948)), {C=0.0009660798626019751, S=0.0008754012255617158}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(952)), {C=0.00107342206955775, S=0.0009726680284019065}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(953)), {C=0.0007513954486904251, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(955)), {C=0.00064405324173465, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(956)), {C=0.00064405324173465, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(958)), {C=0.0008587376556462001, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(960)), {C=0.0008587376556462001, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(962)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(963)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(964)), {C=0.0008587376556462001, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(965)), {C=0.0015027908973808501, S=0.001361735239762669}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(966)), {C=0.00064405324173465, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(970)), {C=0.00107342206955775, S=0.0009726680284019065}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(971)), {C=0.0007513954486904251, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(972)), {C=0.0011807642765135251, S=0.001069934831242097}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(973)), {C=0.00064405324173465, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(974)), {C=0.00064405324173465, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(975)), {C=0.00064405324173465, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(976)), {C=0.00064405324173465, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(977)), {C=0.0007513954486904251, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(980)), {C=0.0008587376556462001, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(982)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(983)), {C=0.00107342206955775, S=0.0009726680284019065}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(984)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(985)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(986)), {C=0.00064405324173465, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(987)), {C=0.0007513954486904251, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(988)), {C=0.0008587376556462001, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(989)), {C=0.0009660798626019751, S=0.0008754012255617158}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(990)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(991)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(992)), {C=0.0008587376556462001, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(993)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(994)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(995)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(996)), {C=0.0011807642765135251, S=0.001069934831242097}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(997)), {C=0.0007513954486904251, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(999)), {C=0.0008587376556462001, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1000)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1005)), {C=0.0008587376556462001, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1007)), {C=0.0008587376556462001, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1009)), {C=0.0007513954486904251, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1011)), {C=0.00064405324173465, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1012)), {C=0.0008587376556462001, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1015)), {C=0.0007513954486904251, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1016)), {C=0.0009660798626019751, S=0.0008754012255617158}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1017)), {C=0.00107342206955775, S=0.0009726680284019065}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1019)), {C=0.0007513954486904251, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1021)), {C=0.0009660798626019751, S=0.0008754012255617158}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1022)), {C=0.00064405324173465, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1023)), {C=0.0007513954486904251, S=0.0006808676198813345}
