(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(17)), {C=0.000705633305892038, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(480)), {C=0.0008232388568740444, S=0.0006808676198813345}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(483)), {C=0.000705633305892038, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(484)), {C=0.0008232388568740444, S=0.0006808676198813345}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(485)), {C=0.0008232388568740444, S=0.0006808676198813345}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(488)), {C=0.000705633305892038, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(490)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(493)), {C=0.000705633305892038, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(496)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(499)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(502)), {C=0.0008232388568740444, S=0.0006808676198813345}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(504)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(523)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(526)), {C=0.000705633305892038, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(529)), {C=0.000705633305892038, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(535)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(536)), {C=0.000705633305892038, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(542)), {C=0.000705633305892038, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(546)), {C=0.000705633305892038, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(551)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(552)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(555)), {C=0.000705633305892038, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(559)), {C=0.0011760555098200636, S=0.0009726680284019065}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(562)), {C=0.000705633305892038, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(567)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(576)), {C=0.000705633305892038, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(585)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(589)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(592)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(593)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(599)), {C=0.000705633305892038, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(602)), {C=0.0010584499588380573, S=0.0008754012255617158}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(606)), {C=0.000705633305892038, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(608)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(609)), {C=0.000705633305892038, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(613)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(619)), {C=0.0008232388568740444, S=0.0006808676198813345}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(623)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(632)), {C=0.000705633305892038, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(633)), {C=0.000705633305892038, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(638)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(639)), {C=0.0008232388568740444, S=0.0006808676198813345}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(642)), {C=0.0009408444078560508, S=0.0007781344227215252}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(645)), {C=0.000705633305892038, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(649)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(654)), {C=0.0008232388568740444, S=0.0006808676198813345}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(666)), {C=0.000705633305892038, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(667)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(668)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(681)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(683)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(688)), {C=0.000705633305892038, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(689)), {C=0.000705633305892038, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(696)), {C=0.000705633305892038, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(706)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(711)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(723)), {C=0.0008232388568740444, S=0.0006808676198813345}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(730)), {C=0.000705633305892038, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(733)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(740)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(747)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(748)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(751)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(755)), {C=0.000705633305892038, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(766)), {C=0.000705633305892038, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(769)), {C=0.000705633305892038, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(785)), {C=0.000705633305892038, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(791)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(795)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(807)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(814)), {C=0.0010584499588380573, S=0.0008754012255617158}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(819)), {C=0.000705633305892038, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(821)), {C=0.000705633305892038, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(822)), {C=0.0008232388568740444, S=0.0006808676198813345}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(826)), {C=0.000705633305892038, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(830)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(834)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(835)), {C=0.000705633305892038, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(836)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(837)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(838)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(840)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(841)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(849)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(852)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(860)), {C=0.0010584499588380573, S=0.0008754012255617158}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(865)), {C=0.0010584499588380573, S=0.0008754012255617158}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(869)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(876)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(879)), {C=0.000705633305892038, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(882)), {C=0.000705633305892038, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(892)), {C=0.000705633305892038, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(893)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(897)), {C=0.0008232388568740444, S=0.0006808676198813345}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(900)), {C=0.000705633305892038, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(902)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(903)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(906)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(910)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(915)), {C=0.0008232388568740444, S=0.0006808676198813345}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(923)), {C=0.000705633305892038, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(930)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(931)), {C=0.000705633305892038, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(936)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(938)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(954)), {C=0.0008232388568740444, S=0.0006808676198813345}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(958)), {C=0.0010584499588380573, S=0.0008754012255617158}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(969)), {C=0.0008232388568740444, S=0.0006808676198813345}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(972)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(982)), {C=0.0009408444078560508, S=0.0007781344227215252}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(983)), {C=0.000705633305892038, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(984)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(991)), {C=0.0008232388568740444, S=0.0006808676198813345}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(992)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(994)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(996)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(998)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1000)), {C=0.000705633305892038, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1005)), {C=0.000705633305892038, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1019)), {C=0.0010584499588380573, S=0.0008754012255617158}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1021)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1024)), {C=0.000705633305892038, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1025)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1026)), {C=0.000705633305892038, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1028)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1031)), {C=0.0008232388568740444, S=0.0006808676198813345}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1032)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1036)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1042)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1044)), {C=0.0008232388568740444, S=0.0006808676198813345}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1046)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1053)), {C=0.0008232388568740444, S=0.0006808676198813345}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1054)), {C=0.0008232388568740444, S=0.0006808676198813345}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1058)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1059)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1070)), {C=0.0009408444078560508, S=0.0007781344227215252}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1076)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1084)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1086)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1089)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1092)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1093)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1098)), {C=0.000705633305892038, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1101)), {C=0.000705633305892038, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1104)), {C=0.0009408444078560508, S=0.0007781344227215252}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1109)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1110)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1113)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1123)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1132)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1138)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1146)), {C=0.000705633305892038, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1163)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1165)), {C=0.0008232388568740444, S=0.0006808676198813345}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1167)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1177)), {C=0.0008232388568740444, S=0.0006808676198813345}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1187)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1198)), {C=0.0008232388568740444, S=0.0006808676198813345}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1207)), {C=0.000705633305892038, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1208)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1209)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1212)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1219)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1224)), {C=0.0009408444078560508, S=0.0007781344227215252}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1228)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1229)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1242)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1255)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1256)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1265)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1274)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1275)), {C=0.000705633305892038, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1276)), {C=0.000705633305892038, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1277)), {C=0.000705633305892038, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1279)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1287)), {C=0.000705633305892038, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1297)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1298)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1309)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1314)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1319)), {C=0.0008232388568740444, S=0.0006808676198813345}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1322)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1325)), {C=0.000705633305892038, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1326)), {C=0.0008232388568740444, S=0.0006808676198813345}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1327)), {C=0.000705633305892038, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1332)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1336)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1337)), {C=0.000705633305892038, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1339)), {C=0.000705633305892038, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1343)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1344)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1349)), {C=0.000705633305892038, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1357)), {C=0.0009408444078560508, S=0.0007781344227215252}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1363)), {C=0.000705633305892038, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1368)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1371)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1374)), {C=0.000705633305892038, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1376)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1377)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1381)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1389)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1390)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1396)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1397)), {C=0.0008232388568740444, S=0.0006808676198813345}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1400)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1404)), {C=0.0009408444078560508, S=0.0007781344227215252}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1410)), {C=0.000705633305892038, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1416)), {C=0.000705633305892038, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1419)), {C=0.000705633305892038, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1421)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1425)), {C=0.000705633305892038, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1429)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1431)), {C=0.0009408444078560508, S=0.0007781344227215252}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1434)), {C=0.000705633305892038, S=0.0005836008170411438}
