(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(4)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(596)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(597)), {C=0.0008580928885551862, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(600)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(602)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(603)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(606)), {C=0.0012871393328327792, S=0.0011672016340822876}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(608)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(609)), {C=0.0008580928885551862, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(613)), {C=0.0007508312774857878, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(616)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(617)), {C=0.0008580928885551862, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(620)), {C=0.0008580928885551862, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(621)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(622)), {C=0.001179877721763381, S=0.001069934831242097}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(623)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(626)), {C=0.0007508312774857878, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(627)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(628)), {C=0.0007508312774857878, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(629)), {C=0.0007508312774857878, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(630)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(633)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(636)), {C=0.0007508312774857878, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(638)), {C=0.0008580928885551862, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(639)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(641)), {C=0.0007508312774857878, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(642)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(643)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(644)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(645)), {C=0.0010726161106939828, S=0.0009726680284019065}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(647)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(648)), {C=0.0007508312774857878, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(650)), {C=0.0007508312774857878, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(651)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(654)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(658)), {C=0.0008580928885551862, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(660)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(663)), {C=0.0008580928885551862, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(664)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(668)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(672)), {C=0.0008580928885551862, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(673)), {C=0.0009653544996245844, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(674)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(675)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(676)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(679)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(680)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(681)), {C=0.0007508312774857878, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(682)), {C=0.0007508312774857878, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(685)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(687)), {C=0.0008580928885551862, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(688)), {C=0.0007508312774857878, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(689)), {C=0.0007508312774857878, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(691)), {C=0.0007508312774857878, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(692)), {C=0.0007508312774857878, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(695)), {C=0.0008580928885551862, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(697)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(700)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(703)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(705)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(710)), {C=0.0007508312774857878, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(711)), {C=0.0007508312774857878, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(712)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(713)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(718)), {C=0.0007508312774857878, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(719)), {C=0.0008580928885551862, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(720)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(721)), {C=0.0007508312774857878, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(722)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(727)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(728)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(730)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(732)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(733)), {C=0.0007508312774857878, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(735)), {C=0.0008580928885551862, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(737)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(738)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(740)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(742)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(743)), {C=0.0007508312774857878, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(745)), {C=0.0007508312774857878, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(746)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(750)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(754)), {C=0.0007508312774857878, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(755)), {C=0.0007508312774857878, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(756)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(757)), {C=0.0007508312774857878, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(759)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(760)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(761)), {C=0.0007508312774857878, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(764)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(766)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(767)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(768)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(769)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(770)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(772)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(773)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(774)), {C=0.0007508312774857878, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(776)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(777)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(778)), {C=0.0007508312774857878, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(780)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(781)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(782)), {C=0.001179877721763381, S=0.001069934831242097}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(785)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(786)), {C=0.0009653544996245844, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(789)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(790)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(793)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(795)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(797)), {C=0.0007508312774857878, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(799)), {C=0.0009653544996245844, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(800)), {C=0.0007508312774857878, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(802)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(803)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(804)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(805)), {C=0.0007508312774857878, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(807)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(808)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(809)), {C=0.0007508312774857878, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(812)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(813)), {C=0.0010726161106939828, S=0.0009726680284019065}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(814)), {C=0.0008580928885551862, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(816)), {C=0.0008580928885551862, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(817)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(819)), {C=0.0007508312774857878, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(821)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(823)), {C=0.0007508312774857878, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(825)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(826)), {C=0.0007508312774857878, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(827)), {C=0.0008580928885551862, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(828)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(829)), {C=0.0007508312774857878, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(830)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(832)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(835)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(836)), {C=0.0008580928885551862, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(837)), {C=0.0007508312774857878, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(838)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(840)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(841)), {C=0.0008580928885551862, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(843)), {C=0.0007508312774857878, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(844)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(846)), {C=0.001179877721763381, S=0.001069934831242097}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(847)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(848)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(849)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(851)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(852)), {C=0.0007508312774857878, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(854)), {C=0.0010726161106939828, S=0.0009726680284019065}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(855)), {C=0.0009653544996245844, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(856)), {C=0.0008580928885551862, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(857)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(858)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(859)), {C=0.0008580928885551862, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(860)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(861)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(862)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(863)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(864)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(865)), {C=0.0008580928885551862, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(870)), {C=0.0008580928885551862, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(871)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(872)), {C=0.0009653544996245844, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(873)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(875)), {C=0.0007508312774857878, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(876)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(879)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(880)), {C=0.0007508312774857878, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(881)), {C=0.0007508312774857878, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(882)), {C=0.0008580928885551862, S=0.0007781344227215252}
