(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(2)), {C=0.0009232544720138489, S=0.0007781344227215252}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(674)), {C=0.0006924408540103866, S=0.0005836008170411438}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(675)), {C=0.0008078476630121176, S=0.0006808676198813345}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(676)), {C=0.0009232544720138489, S=0.0007781344227215252}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(677)), {C=0.0011540680900173112, S=0.0009726680284019065}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(679)), {C=0.0008078476630121176, S=0.0006808676198813345}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(680)), {C=0.0006924408540103866, S=0.0005836008170411438}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(683)), {C=0.0008078476630121176, S=0.0006808676198813345}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(684)), {C=0.0006924408540103866, S=0.0005836008170411438}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(685)), {C=0.0008078476630121176, S=0.0006808676198813345}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(687)), {C=0.0006924408540103866, S=0.0005836008170411438}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(688)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(691)), {C=0.0008078476630121176, S=0.0006808676198813345}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(692)), {C=0.0011540680900173112, S=0.0009726680284019065}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(693)), {C=0.0011540680900173112, S=0.0009726680284019065}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(695)), {C=0.0008078476630121176, S=0.0006808676198813345}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(696)), {C=0.0011540680900173112, S=0.0009726680284019065}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(697)), {C=0.0009232544720138489, S=0.0007781344227215252}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(698)), {C=0.0006924408540103866, S=0.0005836008170411438}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(699)), {C=0.0012694748990190422, S=0.001069934831242097}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(700)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(701)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(706)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(707)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(708)), {C=0.0006924408540103866, S=0.0005836008170411438}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(710)), {C=0.0008078476630121176, S=0.0006808676198813345}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(711)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(715)), {C=0.0008078476630121176, S=0.0006808676198813345}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(718)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(721)), {C=0.0006924408540103866, S=0.0005836008170411438}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(722)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(724)), {C=0.0006924408540103866, S=0.0005836008170411438}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(725)), {C=0.0011540680900173112, S=0.0009726680284019065}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(726)), {C=0.0006924408540103866, S=0.0005836008170411438}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(730)), {C=0.0009232544720138489, S=0.0007781344227215252}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(731)), {C=0.0009232544720138489, S=0.0007781344227215252}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(732)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(733)), {C=0.0013848817080207732, S=0.0011672016340822876}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(735)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(737)), {C=0.0012694748990190422, S=0.001069934831242097}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(738)), {C=0.0008078476630121176, S=0.0006808676198813345}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(739)), {C=0.00103866128101558, S=0.0008754012255617158}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(741)), {C=0.0009232544720138489, S=0.0007781344227215252}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(744)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(746)), {C=0.0006924408540103866, S=0.0005836008170411438}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(748)), {C=0.00103866128101558, S=0.0008754012255617158}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(749)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(751)), {C=0.0006924408540103866, S=0.0005836008170411438}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(752)), {C=0.0006924408540103866, S=0.0005836008170411438}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(753)), {C=0.0006924408540103866, S=0.0005836008170411438}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(754)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(755)), {C=0.0008078476630121176, S=0.0006808676198813345}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(757)), {C=0.0008078476630121176, S=0.0006808676198813345}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(759)), {C=0.0006924408540103866, S=0.0005836008170411438}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(760)), {C=0.0008078476630121176, S=0.0006808676198813345}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(761)), {C=0.0008078476630121176, S=0.0006808676198813345}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(762)), {C=0.0008078476630121176, S=0.0006808676198813345}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(764)), {C=0.0006924408540103866, S=0.0005836008170411438}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(765)), {C=0.0006924408540103866, S=0.0005836008170411438}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(766)), {C=0.0006924408540103866, S=0.0005836008170411438}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(768)), {C=0.0008078476630121176, S=0.0006808676198813345}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(769)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(770)), {C=0.0009232544720138489, S=0.0007781344227215252}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(771)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(772)), {C=0.0009232544720138489, S=0.0007781344227215252}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(774)), {C=0.00103866128101558, S=0.0008754012255617158}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(775)), {C=0.0006924408540103866, S=0.0005836008170411438}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(776)), {C=0.0006924408540103866, S=0.0005836008170411438}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(777)), {C=0.0009232544720138489, S=0.0007781344227215252}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(778)), {C=0.0006924408540103866, S=0.0005836008170411438}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(779)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(780)), {C=0.0008078476630121176, S=0.0006808676198813345}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(781)), {C=0.0008078476630121176, S=0.0006808676198813345}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(784)), {C=0.0009232544720138489, S=0.0007781344227215252}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(788)), {C=0.0008078476630121176, S=0.0006808676198813345}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(790)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(791)), {C=0.0006924408540103866, S=0.0005836008170411438}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(792)), {C=0.0011540680900173112, S=0.0009726680284019065}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(793)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(794)), {C=0.0006924408540103866, S=0.0005836008170411438}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(795)), {C=0.0009232544720138489, S=0.0007781344227215252}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(797)), {C=0.0008078476630121176, S=0.0006808676198813345}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(799)), {C=0.0011540680900173112, S=0.0009726680284019065}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(801)), {C=0.0006924408540103866, S=0.0005836008170411438}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(802)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(803)), {C=0.0012694748990190422, S=0.001069934831242097}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(804)), {C=0.00103866128101558, S=0.0008754012255617158}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(805)), {C=0.0006924408540103866, S=0.0005836008170411438}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(806)), {C=0.0008078476630121176, S=0.0006808676198813345}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(808)), {C=0.00103866128101558, S=0.0008754012255617158}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(810)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(812)), {C=0.0008078476630121176, S=0.0006808676198813345}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(813)), {C=0.0006924408540103866, S=0.0005836008170411438}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(814)), {C=0.00103866128101558, S=0.0008754012255617158}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(816)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(818)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(820)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(821)), {C=0.0006924408540103866, S=0.0005836008170411438}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(822)), {C=0.0008078476630121176, S=0.0006808676198813345}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(823)), {C=0.0008078476630121176, S=0.0006808676198813345}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(827)), {C=0.0008078476630121176, S=0.0006808676198813345}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(828)), {C=0.0006924408540103866, S=0.0005836008170411438}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(830)), {C=0.0008078476630121176, S=0.0006808676198813345}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(831)), {C=0.00103866128101558, S=0.0008754012255617158}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(832)), {C=0.0009232544720138489, S=0.0007781344227215252}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(833)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(834)), {C=0.0011540680900173112, S=0.0009726680284019065}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(835)), {C=0.0006924408540103866, S=0.0005836008170411438}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(836)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(837)), {C=0.0006924408540103866, S=0.0005836008170411438}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(838)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(839)), {C=0.0008078476630121176, S=0.0006808676198813345}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(840)), {C=0.0012694748990190422, S=0.001069934831242097}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(842)), {C=0.0006924408540103866, S=0.0005836008170411438}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(843)), {C=0.0006924408540103866, S=0.0005836008170411438}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(844)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(845)), {C=0.0008078476630121176, S=0.0006808676198813345}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(846)), {C=0.0006924408540103866, S=0.0005836008170411438}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(848)), {C=0.0006924408540103866, S=0.0005836008170411438}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(849)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(850)), {C=0.0006924408540103866, S=0.0005836008170411438}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(852)), {C=0.0006924408540103866, S=0.0005836008170411438}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(853)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(854)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(856)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(857)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(860)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(861)), {C=0.00103866128101558, S=0.0008754012255617158}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(862)), {C=0.0008078476630121176, S=0.0006808676198813345}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(864)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(865)), {C=0.0008078476630121176, S=0.0006808676198813345}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(866)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(867)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(869)), {C=0.0008078476630121176, S=0.0006808676198813345}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(870)), {C=0.0006924408540103866, S=0.0005836008170411438}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(871)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(873)), {C=0.0008078476630121176, S=0.0006808676198813345}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(876)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(877)), {C=0.0008078476630121176, S=0.0006808676198813345}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(878)), {C=0.0008078476630121176, S=0.0006808676198813345}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(879)), {C=0.0008078476630121176, S=0.0006808676198813345}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(880)), {C=0.0008078476630121176, S=0.0006808676198813345}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(882)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(883)), {C=0.0008078476630121176, S=0.0006808676198813345}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(884)), {C=0.0011540680900173112, S=0.0009726680284019065}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(887)), {C=0.0006924408540103866, S=0.0005836008170411438}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(890)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(891)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(892)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(893)), {C=0.0008078476630121176, S=0.0006808676198813345}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(894)), {C=0.0008078476630121176, S=0.0006808676198813345}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(895)), {C=0.0008078476630121176, S=0.0006808676198813345}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(897)), {C=0.00103866128101558, S=0.0008754012255617158}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(898)), {C=0.0008078476630121176, S=0.0006808676198813345}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(901)), {C=0.00103866128101558, S=0.0008754012255617158}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(903)), {C=0.0008078476630121176, S=0.0006808676198813345}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(905)), {C=0.0017311021350259665, S=0.0014590020426028597}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(906)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(907)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(908)), {C=0.0009232544720138489, S=0.0007781344227215252}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(910)), {C=0.0009232544720138489, S=0.0007781344227215252}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(911)), {C=0.0008078476630121176, S=0.0006808676198813345}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(912)), {C=0.0006924408540103866, S=0.0005836008170411438}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(913)), {C=0.00103866128101558, S=0.0008754012255617158}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(915)), {C=0.0009232544720138489, S=0.0007781344227215252}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(916)), {C=0.0006924408540103866, S=0.0005836008170411438}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(917)), {C=0.0006924408540103866, S=0.0005836008170411438}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(918)), {C=0.00103866128101558, S=0.0008754012255617158}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(920)), {C=0.00103866128101558, S=0.0008754012255617158}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(921)), {C=0.0006924408540103866, S=0.0005836008170411438}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(922)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(924)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(925)), {C=0.0006924408540103866, S=0.0005836008170411438}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(926)), {C=0.0008078476630121176, S=0.0006808676198813345}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(928)), {C=0.0009232544720138489, S=0.0007781344227215252}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(929)), {C=0.0008078476630121176, S=0.0006808676198813345}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(931)), {C=0.0009232544720138489, S=0.0007781344227215252}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(932)), {C=0.0006924408540103866, S=0.0005836008170411438}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(934)), {C=0.00103866128101558, S=0.0008754012255617158}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(935)), {C=0.0006924408540103866, S=0.0005836008170411438}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(938)), {C=0.0006924408540103866, S=0.0005836008170411438}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(939)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(943)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(944)), {C=0.0006924408540103866, S=0.0005836008170411438}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(945)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(946)), {C=0.0006924408540103866, S=0.0005836008170411438}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(947)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(948)), {C=0.0009232544720138489, S=0.0007781344227215252}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(951)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(952)), {C=0.0009232544720138489, S=0.0007781344227215252}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(953)), {C=0.0006924408540103866, S=0.0005836008170411438}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(957)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(958)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(959)), {C=0.0009232544720138489, S=0.0007781344227215252}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(960)), {C=0.00103866128101558, S=0.0008754012255617158}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(963)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(965)), {C=0.0006924408540103866, S=0.0005836008170411438}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(966)), {C=0.0009232544720138489, S=0.0007781344227215252}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(967)), {C=0.0008078476630121176, S=0.0006808676198813345}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(968)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(969)), {C=0.0013848817080207732, S=0.0011672016340822876}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(971)), {C=0.0008078476630121176, S=0.0006808676198813345}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(972)), {C=0.0006924408540103866, S=0.0005836008170411438}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(975)), {C=0.0009232544720138489, S=0.0007781344227215252}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(976)), {C=0.0011540680900173112, S=0.0009726680284019065}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(979)), {C=0.0009232544720138489, S=0.0007781344227215252}
