(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(565)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(566)), {C=0.0010849517196484756, S=0.0009726680284019065}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(567)), {C=0.0015189324075078657, S=0.001361735239762669}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(568)), {C=0.000976456547683628, S=0.0008754012255617158}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(569)), {C=0.0008679613757187805, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(570)), {C=0.0010849517196484756, S=0.0009726680284019065}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(571)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(572)), {C=0.0008679613757187805, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(574)), {C=0.000976456547683628, S=0.0008754012255617158}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(576)), {C=0.0014104372355430183, S=0.0012644684369224784}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(577)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(578)), {C=0.000976456547683628, S=0.0008754012255617158}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(579)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(580)), {C=0.0010849517196484756, S=0.0009726680284019065}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(581)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(582)), {C=0.0008679613757187805, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(584)), {C=0.000976456547683628, S=0.0008754012255617158}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(586)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(587)), {C=0.0013019420635781707, S=0.0011672016340822876}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(588)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(589)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(590)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(591)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(592)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(593)), {C=0.0008679613757187805, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(594)), {C=0.0008679613757187805, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(595)), {C=0.0008679613757187805, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(598)), {C=0.000976456547683628, S=0.0008754012255617158}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(599)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(600)), {C=0.000976456547683628, S=0.0008754012255617158}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(601)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(603)), {C=0.0013019420635781707, S=0.0011672016340822876}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(604)), {C=0.000976456547683628, S=0.0008754012255617158}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(605)), {C=0.0011934468916133232, S=0.001069934831242097}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(606)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(607)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(608)), {C=0.0008679613757187805, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(609)), {C=0.0010849517196484756, S=0.0009726680284019065}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(610)), {C=0.0013019420635781707, S=0.0011672016340822876}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(611)), {C=0.0011934468916133232, S=0.001069934831242097}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(613)), {C=0.000976456547683628, S=0.0008754012255617158}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(614)), {C=0.0015189324075078657, S=0.001361735239762669}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(615)), {C=0.000976456547683628, S=0.0008754012255617158}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(616)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(617)), {C=0.0011934468916133232, S=0.001069934831242097}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(618)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(619)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(620)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(621)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(622)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(623)), {C=0.000976456547683628, S=0.0008754012255617158}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(624)), {C=0.0008679613757187805, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(626)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(627)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(629)), {C=0.0008679613757187805, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(630)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(631)), {C=0.0011934468916133232, S=0.001069934831242097}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(632)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(633)), {C=0.000976456547683628, S=0.0008754012255617158}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(634)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(635)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(636)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(638)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(639)), {C=0.0008679613757187805, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(640)), {C=0.0011934468916133232, S=0.001069934831242097}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(641)), {C=0.0014104372355430183, S=0.0012644684369224784}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(642)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(644)), {C=0.0008679613757187805, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(645)), {C=0.0008679613757187805, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(647)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(648)), {C=0.0015189324075078657, S=0.001361735239762669}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(649)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(650)), {C=0.000976456547683628, S=0.0008754012255617158}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(652)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(653)), {C=0.0008679613757187805, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(654)), {C=0.000976456547683628, S=0.0008754012255617158}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(655)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(656)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(658)), {C=0.0008679613757187805, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(660)), {C=0.0008679613757187805, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(661)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(662)), {C=0.0011934468916133232, S=0.001069934831242097}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(663)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(664)), {C=0.0008679613757187805, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(666)), {C=0.0008679613757187805, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(668)), {C=0.0008679613757187805, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(669)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(670)), {C=0.0008679613757187805, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(671)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(672)), {C=0.000976456547683628, S=0.0008754012255617158}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(673)), {C=0.0013019420635781707, S=0.0011672016340822876}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(674)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(675)), {C=0.000976456547683628, S=0.0008754012255617158}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(676)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(677)), {C=0.0011934468916133232, S=0.001069934831242097}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(678)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(679)), {C=0.0011934468916133232, S=0.001069934831242097}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(680)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(682)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(683)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(685)), {C=0.0008679613757187805, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(686)), {C=0.0008679613757187805, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(687)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(688)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(689)), {C=0.0011934468916133232, S=0.001069934831242097}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(690)), {C=0.0010849517196484756, S=0.0009726680284019065}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(691)), {C=0.0008679613757187805, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(692)), {C=0.0011934468916133232, S=0.001069934831242097}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(693)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(696)), {C=0.0010849517196484756, S=0.0009726680284019065}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(697)), {C=0.0008679613757187805, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(698)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(701)), {C=0.0008679613757187805, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(704)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(705)), {C=0.0008679613757187805, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(706)), {C=0.0008679613757187805, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(707)), {C=0.000976456547683628, S=0.0008754012255617158}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(708)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(709)), {C=0.0008679613757187805, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(710)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(712)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(713)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(714)), {C=0.0010849517196484756, S=0.0009726680284019065}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(715)), {C=0.0008679613757187805, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(716)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(717)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(718)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(719)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(721)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(722)), {C=0.0008679613757187805, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(723)), {C=0.0008679613757187805, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(724)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(725)), {C=0.0008679613757187805, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(726)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(727)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(728)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(729)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(731)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(732)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(733)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(737)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(739)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(740)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(741)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(742)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(745)), {C=0.0008679613757187805, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(746)), {C=0.000976456547683628, S=0.0008754012255617158}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(747)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(748)), {C=0.000976456547683628, S=0.0008754012255617158}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(749)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(750)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(751)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(752)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(756)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(757)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(758)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(760)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(762)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(763)), {C=0.0010849517196484756, S=0.0009726680284019065}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(764)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(765)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(767)), {C=0.000976456547683628, S=0.0008754012255617158}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(768)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(769)), {C=0.0010849517196484756, S=0.0009726680284019065}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(771)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(772)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(773)), {C=0.0008679613757187805, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(774)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(775)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(776)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(777)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(778)), {C=0.0015189324075078657, S=0.001361735239762669}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(779)), {C=0.0010849517196484756, S=0.0009726680284019065}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(781)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(782)), {C=0.0013019420635781707, S=0.0011672016340822876}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(783)), {C=0.0008679613757187805, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(784)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(785)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(786)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(787)), {C=0.0008679613757187805, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(789)), {C=0.000976456547683628, S=0.0008754012255617158}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(790)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(791)), {C=0.0010849517196484756, S=0.0009726680284019065}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(793)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(794)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(795)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(796)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(797)), {C=0.000976456547683628, S=0.0008754012255617158}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(799)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(800)), {C=0.0010849517196484756, S=0.0009726680284019065}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(801)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(802)), {C=0.000976456547683628, S=0.0008754012255617158}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(803)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(804)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(806)), {C=0.0010849517196484756, S=0.0009726680284019065}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(808)), {C=0.000976456547683628, S=0.0008754012255617158}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(809)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(810)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(811)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(812)), {C=0.0010849517196484756, S=0.0009726680284019065}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(813)), {C=0.0010849517196484756, S=0.0009726680284019065}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(814)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(815)), {C=0.000976456547683628, S=0.0008754012255617158}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(816)), {C=0.0011934468916133232, S=0.001069934831242097}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(817)), {C=0.000976456547683628, S=0.0008754012255617158}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(818)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(819)), {C=0.0008679613757187805, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(820)), {C=0.0008679613757187805, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(822)), {C=0.000976456547683628, S=0.0008754012255617158}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(823)), {C=0.000976456547683628, S=0.0008754012255617158}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(824)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(825)), {C=0.000976456547683628, S=0.0008754012255617158}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(826)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(827)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(828)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(829)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(830)), {C=0.0010849517196484756, S=0.0009726680284019065}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(832)), {C=0.0016274275794727134, S=0.0014590020426028597}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(833)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(834)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(835)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(836)), {C=0.0008679613757187805, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(837)), {C=0.0014104372355430183, S=0.0012644684369224784}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(838)), {C=0.0013019420635781707, S=0.0011672016340822876}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(839)), {C=0.000976456547683628, S=0.0008754012255617158}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(840)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(842)), {C=0.000976456547683628, S=0.0008754012255617158}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(844)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(845)), {C=0.0008679613757187805, S=0.0007781344227215252}
