(house_owner(Y))(marital_status(S)) --> (buy(1)), {C=0.0006683747354350004, S=0.0005836008170411438}
(house_owner(Y))(marital_status(S)) --> (buy(537)), {C=0.001336749470870001, S=0.0011672016340822876}
(house_owner(Y))(marital_status(S)) --> (buy(538)), {C=0.0015595410493483345, S=0.001361735239762669}
(house_owner(Y))(marital_status(S)) --> (buy(539)), {C=0.0017823326278266682, S=0.0015562688454430504}
(house_owner(Y))(marital_status(S)) --> (buy(540)), {C=0.001336749470870001, S=0.0011672016340822876}
(house_owner(Y))(marital_status(S)) --> (buy(541)), {C=0.0014481452601091678, S=0.0012644684369224784}
(house_owner(Y))(marital_status(S)) --> (buy(542)), {C=0.0017823326278266682, S=0.0015562688454430504}
(house_owner(Y))(marital_status(S)) --> (buy(543)), {C=0.0014481452601091678, S=0.0012644684369224784}
(house_owner(Y))(marital_status(S)) --> (buy(544)), {C=0.001893728417065835, S=0.001653535648283241}
(house_owner(Y))(marital_status(S)) --> (buy(545)), {C=0.0016709368385875013, S=0.0014590020426028597}
(house_owner(Y))(marital_status(S)) --> (buy(546)), {C=0.001336749470870001, S=0.0011672016340822876}
(house_owner(Y))(marital_status(S)) --> (buy(547)), {C=0.002005124206305002, S=0.0017508024511234317}
(house_owner(Y))(marital_status(S)) --> (buy(548)), {C=0.0016709368385875013, S=0.0014590020426028597}
(house_owner(Y))(marital_status(S)) --> (buy(549)), {C=0.001893728417065835, S=0.001653535648283241}
(house_owner(Y))(marital_status(S)) --> (buy(550)), {C=0.0007797705246741672, S=0.0006808676198813345}
(house_owner(Y))(marital_status(S)) --> (buy(551)), {C=0.0008911663139133341, S=0.0007781344227215252}
(house_owner(Y))(marital_status(S)) --> (buy(552)), {C=0.0011139578923916676, S=0.0009726680284019065}
(house_owner(Y))(marital_status(S)) --> (buy(553)), {C=0.0015595410493483345, S=0.001361735239762669}
(house_owner(Y))(marital_status(S)) --> (buy(554)), {C=0.0021165199955441682, S=0.0018480692539636222}
(house_owner(Y))(marital_status(S)) --> (buy(555)), {C=0.0012253536816308344, S=0.001069934831242097}
(house_owner(Y))(marital_status(S)) --> (buy(556)), {C=0.001336749470870001, S=0.0011672016340822876}
(house_owner(Y))(marital_status(S)) --> (buy(557)), {C=0.0012253536816308344, S=0.001069934831242097}
(house_owner(Y))(marital_status(S)) --> (buy(558)), {C=0.0012253536816308344, S=0.001069934831242097}
(house_owner(Y))(marital_status(S)) --> (buy(559)), {C=0.001336749470870001, S=0.0011672016340822876}
(house_owner(Y))(marital_status(S)) --> (buy(560)), {C=0.0011139578923916676, S=0.0009726680284019065}
(house_owner(Y))(marital_status(S)) --> (buy(561)), {C=0.001336749470870001, S=0.0011672016340822876}
(house_owner(Y))(marital_status(S)) --> (buy(562)), {C=0.001893728417065835, S=0.001653535648283241}
(house_owner(Y))(marital_status(S)) --> (buy(563)), {C=0.002005124206305002, S=0.0017508024511234317}
(house_owner(Y))(marital_status(S)) --> (buy(564)), {C=0.001336749470870001, S=0.0011672016340822876}
(house_owner(Y))(marital_status(S)) --> (buy(565)), {C=0.0015595410493483345, S=0.001361735239762669}
(house_owner(Y))(marital_status(S)) --> (buy(566)), {C=0.0014481452601091678, S=0.0012644684369224784}
(house_owner(Y))(marital_status(S)) --> (buy(567)), {C=0.001336749470870001, S=0.0011672016340822876}
(house_owner(Y))(marital_status(S)) --> (buy(568)), {C=0.001893728417065835, S=0.001653535648283241}
(house_owner(Y))(marital_status(S)) --> (buy(569)), {C=0.0015595410493483345, S=0.001361735239762669}
(house_owner(Y))(marital_status(S)) --> (buy(570)), {C=0.002339311574022502, S=0.0020426028596440037}
(house_owner(Y))(marital_status(S)) --> (buy(571)), {C=0.0016709368385875013, S=0.0014590020426028597}
(house_owner(Y))(marital_status(S)) --> (buy(572)), {C=0.0007797705246741672, S=0.0006808676198813345}
(house_owner(Y))(marital_status(S)) --> (buy(573)), {C=0.002005124206305002, S=0.0017508024511234317}
(house_owner(Y))(marital_status(S)) --> (buy(574)), {C=0.0014481452601091678, S=0.0012644684369224784}
(house_owner(Y))(marital_status(S)) --> (buy(575)), {C=0.0015595410493483345, S=0.001361735239762669}
(house_owner(Y))(marital_status(S)) --> (buy(576)), {C=0.0016709368385875013, S=0.0014590020426028597}
(house_owner(Y))(marital_status(S)) --> (buy(577)), {C=0.0015595410493483345, S=0.001361735239762669}
(house_owner(Y))(marital_status(S)) --> (buy(578)), {C=0.0011139578923916676, S=0.0009726680284019065}
(house_owner(Y))(marital_status(S)) --> (buy(579)), {C=0.0017823326278266682, S=0.0015562688454430504}
(house_owner(Y))(marital_status(S)) --> (buy(580)), {C=0.0014481452601091678, S=0.0012644684369224784}
(house_owner(Y))(marital_status(S)) --> (buy(581)), {C=0.001002562103152501, S=0.0008754012255617158}
(house_owner(Y))(marital_status(S)) --> (buy(582)), {C=0.0016709368385875013, S=0.0014590020426028597}
(house_owner(Y))(marital_status(S)) --> (buy(583)), {C=0.0011139578923916676, S=0.0009726680284019065}
(house_owner(Y))(marital_status(S)) --> (buy(584)), {C=0.0021165199955441682, S=0.0018480692539636222}
(house_owner(Y))(marital_status(S)) --> (buy(585)), {C=0.001002562103152501, S=0.0008754012255617158}
(house_owner(Y))(marital_status(S)) --> (buy(586)), {C=0.0011139578923916676, S=0.0009726680284019065}
(house_owner(Y))(marital_status(S)) --> (buy(588)), {C=0.0014481452601091678, S=0.0012644684369224784}
(house_owner(Y))(marital_status(S)) --> (buy(589)), {C=0.001336749470870001, S=0.0011672016340822876}
(house_owner(Y))(marital_status(S)) --> (buy(590)), {C=0.0014481452601091678, S=0.0012644684369224784}
(house_owner(Y))(marital_status(S)) --> (buy(591)), {C=0.001002562103152501, S=0.0008754012255617158}
(house_owner(Y))(marital_status(S)) --> (buy(592)), {C=0.002227915784783335, S=0.001945336056803813}
(house_owner(Y))(marital_status(S)) --> (buy(593)), {C=0.002450707363261669, S=0.002139869662484194}
(house_owner(Y))(marital_status(S)) --> (buy(594)), {C=0.001336749470870001, S=0.0011672016340822876}
(house_owner(Y))(marital_status(S)) --> (buy(595)), {C=0.0012253536816308344, S=0.001069934831242097}
(house_owner(Y))(marital_status(S)) --> (buy(596)), {C=0.0015595410493483345, S=0.001361735239762669}
(house_owner(Y))(marital_status(S)) --> (buy(597)), {C=0.0016709368385875013, S=0.0014590020426028597}
(house_owner(Y))(marital_status(S)) --> (buy(598)), {C=0.0014481452601091678, S=0.0012644684369224784}
(house_owner(Y))(marital_status(S)) --> (buy(599)), {C=0.0016709368385875013, S=0.0014590020426028597}
(house_owner(Y))(marital_status(S)) --> (buy(600)), {C=0.0015595410493483345, S=0.001361735239762669}
(house_owner(Y))(marital_status(S)) --> (buy(601)), {C=0.0015595410493483345, S=0.001361735239762669}
(house_owner(Y))(marital_status(S)) --> (buy(602)), {C=0.001336749470870001, S=0.0011672016340822876}
(house_owner(Y))(marital_status(S)) --> (buy(603)), {C=0.0025621031525008353, S=0.0022371364653243847}
(house_owner(Y))(marital_status(S)) --> (buy(604)), {C=0.001336749470870001, S=0.0011672016340822876}
(house_owner(Y))(marital_status(S)) --> (buy(605)), {C=0.001336749470870001, S=0.0011672016340822876}
(house_owner(Y))(marital_status(S)) --> (buy(606)), {C=0.001336749470870001, S=0.0011672016340822876}
(house_owner(Y))(marital_status(S)) --> (buy(607)), {C=0.0007797705246741672, S=0.0006808676198813345}
(house_owner(Y))(marital_status(S)) --> (buy(608)), {C=0.0014481452601091678, S=0.0012644684369224784}
(house_owner(Y))(marital_status(S)) --> (buy(609)), {C=0.0025621031525008353, S=0.0022371364653243847}
(house_owner(Y))(marital_status(S)) --> (buy(610)), {C=0.0011139578923916676, S=0.0009726680284019065}
(house_owner(Y))(marital_status(S)) --> (buy(611)), {C=0.001336749470870001, S=0.0011672016340822876}
(house_owner(Y))(marital_status(S)) --> (buy(612)), {C=0.0015595410493483345, S=0.001361735239762669}
(house_owner(Y))(marital_status(S)) --> (buy(613)), {C=0.0021165199955441682, S=0.0018480692539636222}
(house_owner(Y))(marital_status(S)) --> (buy(614)), {C=0.0012253536816308344, S=0.001069934831242097}
(house_owner(Y))(marital_status(S)) --> (buy(615)), {C=0.0015595410493483345, S=0.001361735239762669}
(house_owner(Y))(marital_status(S)) --> (buy(616)), {C=0.0016709368385875013, S=0.0014590020426028597}
(house_owner(Y))(marital_status(S)) --> (buy(617)), {C=0.0014481452601091678, S=0.0012644684369224784}
(house_owner(Y))(marital_status(S)) --> (buy(618)), {C=0.002005124206305002, S=0.0017508024511234317}
(house_owner(Y))(marital_status(S)) --> (buy(619)), {C=0.0011139578923916676, S=0.0009726680284019065}
(house_owner(Y))(marital_status(S)) --> (buy(620)), {C=0.0015595410493483345, S=0.001361735239762669}
(house_owner(Y))(marital_status(S)) --> (buy(621)), {C=0.0011139578923916676, S=0.0009726680284019065}
(house_owner(Y))(marital_status(S)) --> (buy(622)), {C=0.001893728417065835, S=0.001653535648283241}
(house_owner(Y))(marital_status(S)) --> (buy(623)), {C=0.0017823326278266682, S=0.0015562688454430504}
(house_owner(Y))(marital_status(S)) --> (buy(624)), {C=0.0015595410493483345, S=0.001361735239762669}
(house_owner(Y))(marital_status(S)) --> (buy(625)), {C=0.0011139578923916676, S=0.0009726680284019065}
(house_owner(Y))(marital_status(S)) --> (buy(626)), {C=0.0012253536816308344, S=0.001069934831242097}
(house_owner(Y))(marital_status(S)) --> (buy(627)), {C=0.0014481452601091678, S=0.0012644684369224784}
(house_owner(Y))(marital_status(S)) --> (buy(628)), {C=0.001336749470870001, S=0.0011672016340822876}
(house_owner(Y))(marital_status(S)) --> (buy(629)), {C=0.0017823326278266682, S=0.0015562688454430504}
(house_owner(Y))(marital_status(S)) --> (buy(630)), {C=0.0012253536816308344, S=0.001069934831242097}
(house_owner(Y))(marital_status(S)) --> (buy(631)), {C=0.0015595410493483345, S=0.001361735239762669}
(house_owner(Y))(marital_status(S)) --> (buy(632)), {C=0.0016709368385875013, S=0.0014590020426028597}
(house_owner(Y))(marital_status(S)) --> (buy(633)), {C=0.0012253536816308344, S=0.001069934831242097}
(house_owner(Y))(marital_status(S)) --> (buy(634)), {C=0.0017823326278266682, S=0.0015562688454430504}
(house_owner(Y))(marital_status(S)) --> (buy(635)), {C=0.0005569789461958338, S=0.00048633401420095323}
(house_owner(Y))(marital_status(S)) --> (buy(636)), {C=0.0014481452601091678, S=0.0012644684369224784}
(house_owner(Y))(marital_status(S)) --> (buy(637)), {C=0.0014481452601091678, S=0.0012644684369224784}
(house_owner(Y))(marital_status(S)) --> (buy(638)), {C=0.0017823326278266682, S=0.0015562688454430504}
(house_owner(Y))(marital_status(S)) --> (buy(639)), {C=0.0017823326278266682, S=0.0015562688454430504}
(house_owner(Y))(marital_status(S)) --> (buy(640)), {C=0.0011139578923916676, S=0.0009726680284019065}
(house_owner(Y))(marital_status(S)) --> (buy(641)), {C=0.0008911663139133341, S=0.0007781344227215252}
(house_owner(Y))(marital_status(S)) --> (buy(642)), {C=0.0015595410493483345, S=0.001361735239762669}
(house_owner(Y))(marital_status(S)) --> (buy(643)), {C=0.001002562103152501, S=0.0008754012255617158}
(house_owner(Y))(marital_status(S)) --> (buy(644)), {C=0.001336749470870001, S=0.0011672016340822876}
(house_owner(Y))(marital_status(S)) --> (buy(645)), {C=0.002339311574022502, S=0.0020426028596440037}
(house_owner(Y))(marital_status(S)) --> (buy(646)), {C=0.001336749470870001, S=0.0011672016340822876}
(house_owner(Y))(marital_status(S)) --> (buy(647)), {C=0.001893728417065835, S=0.001653535648283241}
(house_owner(Y))(marital_status(S)) --> (buy(648)), {C=0.0012253536816308344, S=0.001069934831242097}
(house_owner(Y))(marital_status(S)) --> (buy(649)), {C=0.001336749470870001, S=0.0011672016340822876}
(house_owner(Y))(marital_status(S)) --> (buy(650)), {C=0.0011139578923916676, S=0.0009726680284019065}
(house_owner(Y))(marital_status(S)) --> (buy(651)), {C=0.0008911663139133341, S=0.0007781344227215252}
(house_owner(Y))(marital_status(S)) --> (buy(652)), {C=0.0017823326278266682, S=0.0015562688454430504}
(house_owner(Y))(marital_status(S)) --> (buy(653)), {C=0.0011139578923916676, S=0.0009726680284019065}
(house_owner(Y))(marital_status(S)) --> (buy(654)), {C=0.001336749470870001, S=0.0011672016340822876}
(house_owner(Y))(marital_status(S)) --> (buy(655)), {C=0.0012253536816308344, S=0.001069934831242097}
(house_owner(Y))(marital_status(S)) --> (buy(656)), {C=0.0016709368385875013, S=0.0014590020426028597}
(house_owner(Y))(marital_status(S)) --> (buy(657)), {C=0.0008911663139133341, S=0.0007781344227215252}
(house_owner(Y))(marital_status(S)) --> (buy(658)), {C=0.0016709368385875013, S=0.0014590020426028597}
(house_owner(Y))(marital_status(S)) --> (buy(659)), {C=0.001002562103152501, S=0.0008754012255617158}
(house_owner(Y))(marital_status(S)) --> (buy(660)), {C=0.001893728417065835, S=0.001653535648283241}
(house_owner(Y))(marital_status(S)) --> (buy(661)), {C=0.0016709368385875013, S=0.0014590020426028597}
(house_owner(Y))(marital_status(S)) --> (buy(662)), {C=0.0016709368385875013, S=0.0014590020426028597}
(house_owner(Y))(marital_status(S)) --> (buy(663)), {C=0.0017823326278266682, S=0.0015562688454430504}
(house_owner(Y))(marital_status(S)) --> (buy(664)), {C=0.0017823326278266682, S=0.0015562688454430504}
(house_owner(Y))(marital_status(S)) --> (buy(665)), {C=0.0008911663139133341, S=0.0007781344227215252}
(house_owner(Y))(marital_status(S)) --> (buy(666)), {C=0.0011139578923916676, S=0.0009726680284019065}
(house_owner(Y))(marital_status(S)) --> (buy(667)), {C=0.001336749470870001, S=0.0011672016340822876}
(house_owner(Y))(marital_status(S)) --> (buy(668)), {C=0.001336749470870001, S=0.0011672016340822876}
(house_owner(Y))(marital_status(S)) --> (buy(669)), {C=0.001336749470870001, S=0.0011672016340822876}
(house_owner(Y))(marital_status(S)) --> (buy(670)), {C=0.0007797705246741672, S=0.0006808676198813345}
(house_owner(Y))(marital_status(S)) --> (buy(671)), {C=0.0017823326278266682, S=0.0015562688454430504}
(house_owner(Y))(marital_status(S)) --> (buy(672)), {C=0.0015595410493483345, S=0.001361735239762669}
(house_owner(Y))(marital_status(S)) --> (buy(673)), {C=0.001336749470870001, S=0.0011672016340822876}
(house_owner(Y))(marital_status(S)) --> (buy(674)), {C=0.0017823326278266682, S=0.0015562688454430504}
(house_owner(Y))(marital_status(S)) --> (buy(675)), {C=0.0011139578923916676, S=0.0009726680284019065}
(house_owner(Y))(marital_status(S)) --> (buy(676)), {C=0.0011139578923916676, S=0.0009726680284019065}
(house_owner(Y))(marital_status(S)) --> (buy(677)), {C=0.001336749470870001, S=0.0011672016340822876}
(house_owner(Y))(marital_status(S)) --> (buy(678)), {C=0.0016709368385875013, S=0.0014590020426028597}
(house_owner(Y))(marital_status(S)) --> (buy(679)), {C=0.001893728417065835, S=0.001653535648283241}
(house_owner(Y))(marital_status(S)) --> (buy(680)), {C=0.0012253536816308344, S=0.001069934831242097}
(house_owner(Y))(marital_status(S)) --> (buy(681)), {C=0.0011139578923916676, S=0.0009726680284019065}
(house_owner(Y))(marital_status(S)) --> (buy(682)), {C=0.002227915784783335, S=0.001945336056803813}
(house_owner(Y))(marital_status(S)) --> (buy(683)), {C=0.0012253536816308344, S=0.001069934831242097}
(house_owner(Y))(marital_status(S)) --> (buy(684)), {C=0.0017823326278266682, S=0.0015562688454430504}
(house_owner(Y))(marital_status(S)) --> (buy(685)), {C=0.0017823326278266682, S=0.0015562688454430504}
(house_owner(Y))(marital_status(S)) --> (buy(686)), {C=0.0005569789461958338, S=0.00048633401420095323}
(house_owner(Y))(marital_status(S)) --> (buy(687)), {C=0.0008911663139133341, S=0.0007781344227215252}
(house_owner(Y))(marital_status(S)) --> (buy(688)), {C=0.0014481452601091678, S=0.0012644684369224784}
(house_owner(Y))(marital_status(S)) --> (buy(689)), {C=0.0015595410493483345, S=0.001361735239762669}
(house_owner(Y))(marital_status(S)) --> (buy(690)), {C=0.002450707363261669, S=0.002139869662484194}
(house_owner(Y))(marital_status(S)) --> (buy(691)), {C=0.0014481452601091678, S=0.0012644684369224784}
(house_owner(Y))(marital_status(S)) --> (buy(692)), {C=0.0015595410493483345, S=0.001361735239762669}
(house_owner(Y))(marital_status(S)) --> (buy(693)), {C=0.0005569789461958338, S=0.00048633401420095323}
(house_owner(Y))(marital_status(S)) --> (buy(694)), {C=0.001002562103152501, S=0.0008754012255617158}
(house_owner(Y))(marital_status(S)) --> (buy(695)), {C=0.0011139578923916676, S=0.0009726680284019065}
(house_owner(Y))(marital_status(S)) --> (buy(696)), {C=0.0012253536816308344, S=0.001069934831242097}
(house_owner(Y))(marital_status(S)) --> (buy(697)), {C=0.0012253536816308344, S=0.001069934831242097}
(house_owner(Y))(marital_status(S)) --> (buy(698)), {C=0.0007797705246741672, S=0.0006808676198813345}
(house_owner(Y))(marital_status(S)) --> (buy(699)), {C=0.0006683747354350004, S=0.0005836008170411438}
(house_owner(Y))(marital_status(S)) --> (buy(700)), {C=0.0014481452601091678, S=0.0012644684369224784}
(house_owner(Y))(marital_status(S)) --> (buy(701)), {C=0.0011139578923916676, S=0.0009726680284019065}
(house_owner(Y))(marital_status(S)) --> (buy(702)), {C=0.0008911663139133341, S=0.0007781344227215252}
(house_owner(Y))(marital_status(S)) --> (buy(703)), {C=0.0012253536816308344, S=0.001069934831242097}
(house_owner(Y))(marital_status(S)) --> (buy(704)), {C=0.0015595410493483345, S=0.001361735239762669}
(house_owner(Y))(marital_status(S)) --> (buy(705)), {C=0.0014481452601091678, S=0.0012644684369224784}
(house_owner(Y))(marital_status(S)) --> (buy(706)), {C=0.0014481452601091678, S=0.0012644684369224784}
(house_owner(Y))(marital_status(S)) --> (buy(707)), {C=0.0012253536816308344, S=0.001069934831242097}
(house_owner(Y))(marital_status(S)) --> (buy(708)), {C=0.0006683747354350004, S=0.0005836008170411438}
(house_owner(Y))(marital_status(S)) --> (buy(709)), {C=0.0007797705246741672, S=0.0006808676198813345}
(house_owner(Y))(marital_status(S)) --> (buy(710)), {C=0.0008911663139133341, S=0.0007781344227215252}
(house_owner(Y))(marital_status(S)) --> (buy(711)), {C=0.0012253536816308344, S=0.001069934831242097}
(house_owner(Y))(marital_status(S)) --> (buy(712)), {C=0.001893728417065835, S=0.001653535648283241}
(house_owner(Y))(marital_status(S)) --> (buy(713)), {C=0.0012253536816308344, S=0.001069934831242097}
(house_owner(Y))(marital_status(S)) --> (buy(714)), {C=0.0014481452601091678, S=0.0012644684369224784}
(house_owner(Y))(marital_status(S)) --> (buy(715)), {C=0.001002562103152501, S=0.0008754012255617158}
(house_owner(Y))(marital_status(S)) --> (buy(716)), {C=0.001002562103152501, S=0.0008754012255617158}
(house_owner(Y))(marital_status(S)) --> (buy(717)), {C=0.0017823326278266682, S=0.0015562688454430504}
(house_owner(Y))(marital_status(S)) --> (buy(718)), {C=0.0016709368385875013, S=0.0014590020426028597}
(house_owner(Y))(marital_status(S)) --> (buy(719)), {C=0.0007797705246741672, S=0.0006808676198813345}
(house_owner(Y))(marital_status(S)) --> (buy(720)), {C=0.0005569789461958338, S=0.00048633401420095323}
(house_owner(Y))(marital_status(S)) --> (buy(721)), {C=0.002005124206305002, S=0.0017508024511234317}
(house_owner(Y))(marital_status(S)) --> (buy(722)), {C=0.0012253536816308344, S=0.001069934831242097}
(house_owner(Y))(marital_status(S)) --> (buy(723)), {C=0.0015595410493483345, S=0.001361735239762669}
(house_owner(Y))(marital_status(S)) --> (buy(724)), {C=0.0011139578923916676, S=0.0009726680284019065}
(house_owner(Y))(marital_status(S)) --> (buy(725)), {C=0.001893728417065835, S=0.001653535648283241}
(house_owner(Y))(marital_status(S)) --> (buy(726)), {C=0.0015595410493483345, S=0.001361735239762669}
(house_owner(Y))(marital_status(S)) --> (buy(727)), {C=0.001336749470870001, S=0.0011672016340822876}
(house_owner(Y))(marital_status(S)) --> (buy(728)), {C=0.001893728417065835, S=0.001653535648283241}
(house_owner(Y))(marital_status(S)) --> (buy(729)), {C=0.0015595410493483345, S=0.001361735239762669}
(house_owner(Y))(marital_status(S)) --> (buy(730)), {C=0.0015595410493483345, S=0.001361735239762669}
(house_owner(Y))(marital_status(S)) --> (buy(731)), {C=0.0014481452601091678, S=0.0012644684369224784}
(house_owner(Y))(marital_status(S)) --> (buy(732)), {C=0.0007797705246741672, S=0.0006808676198813345}
(house_owner(Y))(marital_status(S)) --> (buy(733)), {C=0.0017823326278266682, S=0.0015562688454430504}
(house_owner(Y))(marital_status(S)) --> (buy(734)), {C=0.001336749470870001, S=0.0011672016340822876}
(house_owner(Y))(marital_status(S)) --> (buy(735)), {C=0.002005124206305002, S=0.0017508024511234317}
(house_owner(Y))(marital_status(S)) --> (buy(736)), {C=0.0007797705246741672, S=0.0006808676198813345}
(house_owner(Y))(marital_status(S)) --> (buy(737)), {C=0.001002562103152501, S=0.0008754012255617158}
(house_owner(Y))(marital_status(S)) --> (buy(738)), {C=0.0015595410493483345, S=0.001361735239762669}
(house_owner(Y))(marital_status(S)) --> (buy(739)), {C=0.0014481452601091678, S=0.0012644684369224784}
(house_owner(Y))(marital_status(S)) --> (buy(740)), {C=0.0016709368385875013, S=0.0014590020426028597}
(house_owner(Y))(marital_status(S)) --> (buy(741)), {C=0.0006683747354350004, S=0.0005836008170411438}
(house_owner(Y))(marital_status(S)) --> (buy(742)), {C=0.0011139578923916676, S=0.0009726680284019065}
(house_owner(Y))(marital_status(S)) --> (buy(743)), {C=0.001002562103152501, S=0.0008754012255617158}
(house_owner(Y))(marital_status(S)) --> (buy(744)), {C=0.0012253536816308344, S=0.001069934831242097}
(house_owner(Y))(marital_status(S)) --> (buy(745)), {C=0.001336749470870001, S=0.0011672016340822876}
(house_owner(Y))(marital_status(S)) --> (buy(746)), {C=0.0014481452601091678, S=0.0012644684369224784}
(house_owner(Y))(marital_status(S)) --> (buy(747)), {C=0.0016709368385875013, S=0.0014590020426028597}
(house_owner(Y))(marital_status(S)) --> (buy(748)), {C=0.0014481452601091678, S=0.0012644684369224784}
(house_owner(Y))(marital_status(S)) --> (buy(749)), {C=0.0015595410493483345, S=0.001361735239762669}
(house_owner(Y))(marital_status(S)) --> (buy(750)), {C=0.001336749470870001, S=0.0011672016340822876}
(house_owner(Y))(marital_status(S)) --> (buy(751)), {C=0.0015595410493483345, S=0.001361735239762669}
(house_owner(Y))(marital_status(S)) --> (buy(752)), {C=0.0017823326278266682, S=0.0015562688454430504}
(house_owner(Y))(marital_status(S)) --> (buy(753)), {C=0.0012253536816308344, S=0.001069934831242097}
(house_owner(Y))(marital_status(S)) --> (buy(754)), {C=0.0016709368385875013, S=0.0014590020426028597}
(house_owner(Y))(marital_status(S)) --> (buy(755)), {C=0.0017823326278266682, S=0.0015562688454430504}
(house_owner(Y))(marital_status(S)) --> (buy(756)), {C=0.001336749470870001, S=0.0011672016340822876}
(house_owner(Y))(marital_status(S)) --> (buy(757)), {C=0.0012253536816308344, S=0.001069934831242097}
(house_owner(Y))(marital_status(S)) --> (buy(758)), {C=0.001002562103152501, S=0.0008754012255617158}
(house_owner(Y))(marital_status(S)) --> (buy(759)), {C=0.001336749470870001, S=0.0011672016340822876}
(house_owner(Y))(marital_status(S)) --> (buy(760)), {C=0.001336749470870001, S=0.0011672016340822876}
(house_owner(Y))(marital_status(S)) --> (buy(761)), {C=0.002339311574022502, S=0.0020426028596440037}
(house_owner(Y))(marital_status(S)) --> (buy(762)), {C=0.0016709368385875013, S=0.0014590020426028597}
(house_owner(Y))(marital_status(S)) --> (buy(763)), {C=0.0015595410493483345, S=0.001361735239762669}
(house_owner(Y))(marital_status(S)) --> (buy(764)), {C=0.0011139578923916676, S=0.0009726680284019065}
(house_owner(Y))(marital_status(S)) --> (buy(765)), {C=0.001893728417065835, S=0.001653535648283241}
(house_owner(Y))(marital_status(S)) --> (buy(766)), {C=0.0011139578923916676, S=0.0009726680284019065}
(house_owner(Y))(marital_status(S)) --> (buy(767)), {C=0.001002562103152501, S=0.0008754012255617158}
(house_owner(Y))(marital_status(S)) --> (buy(768)), {C=0.001002562103152501, S=0.0008754012255617158}
(house_owner(Y))(marital_status(S)) --> (buy(769)), {C=0.0014481452601091678, S=0.0012644684369224784}
(house_owner(Y))(marital_status(S)) --> (buy(770)), {C=0.0014481452601091678, S=0.0012644684369224784}
(house_owner(Y))(marital_status(S)) --> (buy(771)), {C=0.0016709368385875013, S=0.0014590020426028597}
(house_owner(Y))(marital_status(S)) --> (buy(772)), {C=0.0007797705246741672, S=0.0006808676198813345}
(house_owner(Y))(marital_status(S)) --> (buy(773)), {C=0.0014481452601091678, S=0.0012644684369224784}
(house_owner(Y))(marital_status(S)) --> (buy(774)), {C=0.0012253536816308344, S=0.001069934831242097}
(house_owner(Y))(marital_status(S)) --> (buy(775)), {C=0.0011139578923916676, S=0.0009726680284019065}
(house_owner(Y))(marital_status(S)) --> (buy(776)), {C=0.0014481452601091678, S=0.0012644684369224784}
(house_owner(Y))(marital_status(S)) --> (buy(777)), {C=0.0011139578923916676, S=0.0009726680284019065}
(house_owner(Y))(marital_status(S)) --> (buy(778)), {C=0.0016709368385875013, S=0.0014590020426028597}
(house_owner(Y))(marital_status(S)) --> (buy(779)), {C=0.0012253536816308344, S=0.001069934831242097}
(house_owner(Y))(marital_status(S)) --> (buy(780)), {C=0.0011139578923916676, S=0.0009726680284019065}
(house_owner(Y))(marital_status(S)) --> (buy(781)), {C=0.0011139578923916676, S=0.0009726680284019065}
(house_owner(Y))(marital_status(S)) --> (buy(782)), {C=0.0016709368385875013, S=0.0014590020426028597}
(house_owner(Y))(marital_status(S)) --> (buy(783)), {C=0.0016709368385875013, S=0.0014590020426028597}
(house_owner(Y))(marital_status(S)) --> (buy(784)), {C=0.0016709368385875013, S=0.0014590020426028597}
(house_owner(Y))(marital_status(S)) --> (buy(785)), {C=0.0015595410493483345, S=0.001361735239762669}
(house_owner(Y))(marital_status(S)) --> (buy(786)), {C=0.0017823326278266682, S=0.0015562688454430504}
(house_owner(Y))(marital_status(S)) --> (buy(787)), {C=0.0015595410493483345, S=0.001361735239762669}
(house_owner(Y))(marital_status(S)) --> (buy(788)), {C=0.0016709368385875013, S=0.0014590020426028597}
(house_owner(Y))(marital_status(S)) --> (buy(789)), {C=0.0014481452601091678, S=0.0012644684369224784}
(house_owner(Y))(marital_status(S)) --> (buy(790)), {C=0.0016709368385875013, S=0.0014590020426028597}
(house_owner(Y))(marital_status(S)) --> (buy(791)), {C=0.0021165199955441682, S=0.0018480692539636222}
(house_owner(Y))(marital_status(S)) --> (buy(792)), {C=0.0006683747354350004, S=0.0005836008170411438}
(house_owner(Y))(marital_status(S)) --> (buy(793)), {C=0.0012253536816308344, S=0.001069934831242097}
(house_owner(Y))(marital_status(S)) --> (buy(794)), {C=0.002227915784783335, S=0.001945336056803813}
(house_owner(Y))(marital_status(S)) --> (buy(795)), {C=0.001002562103152501, S=0.0008754012255617158}
(house_owner(Y))(marital_status(S)) --> (buy(796)), {C=0.0017823326278266682, S=0.0015562688454430504}
(house_owner(Y))(marital_status(S)) --> (buy(797)), {C=0.002005124206305002, S=0.0017508024511234317}
(house_owner(Y))(marital_status(S)) --> (buy(798)), {C=0.0011139578923916676, S=0.0009726680284019065}
(house_owner(Y))(marital_status(S)) --> (buy(799)), {C=0.0012253536816308344, S=0.001069934831242097}
(house_owner(Y))(marital_status(S)) --> (buy(800)), {C=0.001336749470870001, S=0.0011672016340822876}
(house_owner(Y))(marital_status(S)) --> (buy(802)), {C=0.0011139578923916676, S=0.0009726680284019065}
(house_owner(Y))(marital_status(S)) --> (buy(803)), {C=0.0008911663139133341, S=0.0007781344227215252}
