(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(6)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1288)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1290)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1298)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1300)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1301)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1302)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1303)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1317)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1321)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1324)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1326)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1327)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1330)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1333)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1340)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1343)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1350)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1362)), {C=0.0008679613757187805, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1363)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1366)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1368)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1372)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1373)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1380)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1384)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1385)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1388)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1389)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1390)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1393)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1398)), {C=0.000976456547683628, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1401)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1405)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1409)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1411)), {C=0.0008679613757187805, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1413)), {C=0.0010849517196484756, S=0.0009726680284019065}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1416)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1417)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1421)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1425)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1426)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1428)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1434)), {C=0.0008679613757187805, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1435)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1436)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1437)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1441)), {C=0.0010849517196484756, S=0.0009726680284019065}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1442)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1447)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1461)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1468)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1470)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1471)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1473)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1478)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1479)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1489)), {C=0.0008679613757187805, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1503)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1504)), {C=0.0008679613757187805, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1505)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1507)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1510)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1536)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1538)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1540)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1548)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1553)), {C=0.0008679613757187805, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1556)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1557)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1558)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1559)), {C=0.0005424758598242378, S=0.00048633401420095323}
