(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(2)), {C=0.0009535918626827718, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(528)), {C=0.0005297732570459843, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(529)), {C=0.000847637211273575, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(530)), {C=0.0006357279084551811, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(531)), {C=0.0005297732570459843, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(532)), {C=0.0006357279084551811, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(534)), {C=0.000741682559864378, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(535)), {C=0.0010595465140919686, S=0.0009726680284019065}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(536)), {C=0.0005297732570459843, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(537)), {C=0.0006357279084551811, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(538)), {C=0.000741682559864378, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(539)), {C=0.0006357279084551811, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(540)), {C=0.000741682559864378, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(541)), {C=0.000741682559864378, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(543)), {C=0.0009535918626827718, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(544)), {C=0.0006357279084551811, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(545)), {C=0.000847637211273575, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(546)), {C=0.000847637211273575, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(547)), {C=0.000741682559864378, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(548)), {C=0.0005297732570459843, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(549)), {C=0.001483365119728756, S=0.001361735239762669}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(550)), {C=0.0009535918626827718, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(551)), {C=0.000741682559864378, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(552)), {C=0.000741682559864378, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(553)), {C=0.0005297732570459843, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(554)), {C=0.0005297732570459843, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(555)), {C=0.000741682559864378, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(557)), {C=0.000741682559864378, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(558)), {C=0.000741682559864378, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(559)), {C=0.000741682559864378, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(560)), {C=0.000741682559864378, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(561)), {C=0.0006357279084551811, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(562)), {C=0.000847637211273575, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(563)), {C=0.000741682559864378, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(565)), {C=0.0005297732570459843, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(566)), {C=0.0006357279084551811, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(567)), {C=0.0009535918626827718, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(568)), {C=0.000847637211273575, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(569)), {C=0.0009535918626827718, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(570)), {C=0.0005297732570459843, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(571)), {C=0.0006357279084551811, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(572)), {C=0.000741682559864378, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(574)), {C=0.0010595465140919686, S=0.0009726680284019065}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(575)), {C=0.000741682559864378, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(576)), {C=0.000847637211273575, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(577)), {C=0.000741682559864378, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(578)), {C=0.000741682559864378, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(580)), {C=0.0009535918626827718, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(583)), {C=0.0005297732570459843, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(585)), {C=0.000847637211273575, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(588)), {C=0.000741682559864378, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(589)), {C=0.000741682559864378, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(590)), {C=0.0009535918626827718, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(593)), {C=0.000741682559864378, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(594)), {C=0.0009535918626827718, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(595)), {C=0.0005297732570459843, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(596)), {C=0.0005297732570459843, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(597)), {C=0.0010595465140919686, S=0.0009726680284019065}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(599)), {C=0.0006357279084551811, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(600)), {C=0.0006357279084551811, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(602)), {C=0.0005297732570459843, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(605)), {C=0.000847637211273575, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(606)), {C=0.0010595465140919686, S=0.0009726680284019065}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(607)), {C=0.0005297732570459843, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(608)), {C=0.000741682559864378, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(609)), {C=0.0006357279084551811, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(610)), {C=0.0005297732570459843, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(612)), {C=0.0006357279084551811, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(615)), {C=0.0006357279084551811, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(618)), {C=0.0010595465140919686, S=0.0009726680284019065}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(621)), {C=0.0009535918626827718, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(623)), {C=0.0006357279084551811, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(624)), {C=0.000741682559864378, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(625)), {C=0.0006357279084551811, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(628)), {C=0.000741682559864378, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(629)), {C=0.000741682559864378, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(630)), {C=0.0009535918626827718, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(631)), {C=0.000741682559864378, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(632)), {C=0.000847637211273575, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(633)), {C=0.0005297732570459843, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(634)), {C=0.0010595465140919686, S=0.0009726680284019065}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(635)), {C=0.0006357279084551811, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(636)), {C=0.000741682559864378, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(637)), {C=0.0006357279084551811, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(641)), {C=0.0005297732570459843, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(642)), {C=0.0006357279084551811, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(643)), {C=0.000741682559864378, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(644)), {C=0.0010595465140919686, S=0.0009726680284019065}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(645)), {C=0.0005297732570459843, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(646)), {C=0.0006357279084551811, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(647)), {C=0.0005297732570459843, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(648)), {C=0.0005297732570459843, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(649)), {C=0.0005297732570459843, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(654)), {C=0.0010595465140919686, S=0.0009726680284019065}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(655)), {C=0.0006357279084551811, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(656)), {C=0.000847637211273575, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(657)), {C=0.0006357279084551811, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(658)), {C=0.000741682559864378, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(659)), {C=0.000741682559864378, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(660)), {C=0.0010595465140919686, S=0.0009726680284019065}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(661)), {C=0.0005297732570459843, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(663)), {C=0.0006357279084551811, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(664)), {C=0.000847637211273575, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(665)), {C=0.0005297732570459843, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(667)), {C=0.0006357279084551811, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(668)), {C=0.000847637211273575, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(669)), {C=0.0005297732570459843, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(670)), {C=0.0006357279084551811, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(671)), {C=0.0006357279084551811, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(672)), {C=0.0005297732570459843, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(673)), {C=0.0005297732570459843, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(674)), {C=0.0006357279084551811, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(675)), {C=0.0005297732570459843, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(677)), {C=0.000741682559864378, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(679)), {C=0.0010595465140919686, S=0.0009726680284019065}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(680)), {C=0.000741682559864378, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(681)), {C=0.0009535918626827718, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(683)), {C=0.000847637211273575, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(684)), {C=0.0006357279084551811, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(685)), {C=0.0006357279084551811, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(686)), {C=0.0005297732570459843, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(687)), {C=0.0005297732570459843, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(689)), {C=0.0009535918626827718, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(691)), {C=0.0009535918626827718, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(692)), {C=0.000847637211273575, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(693)), {C=0.0006357279084551811, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(695)), {C=0.000741682559864378, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(696)), {C=0.0005297732570459843, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(697)), {C=0.0009535918626827718, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(699)), {C=0.0006357279084551811, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(705)), {C=0.0006357279084551811, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(707)), {C=0.000741682559864378, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(708)), {C=0.0005297732570459843, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(710)), {C=0.0006357279084551811, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(712)), {C=0.0005297732570459843, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(715)), {C=0.0006357279084551811, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(716)), {C=0.0006357279084551811, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(717)), {C=0.0006357279084551811, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(721)), {C=0.000741682559864378, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(722)), {C=0.0006357279084551811, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(723)), {C=0.0009535918626827718, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(724)), {C=0.000847637211273575, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(725)), {C=0.0009535918626827718, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(726)), {C=0.000741682559864378, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(727)), {C=0.0005297732570459843, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(729)), {C=0.0005297732570459843, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(730)), {C=0.0011655011655011655, S=0.001069934831242097}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(731)), {C=0.0009535918626827718, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(732)), {C=0.0006357279084551811, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(733)), {C=0.0009535918626827718, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(737)), {C=0.0009535918626827718, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(738)), {C=0.000741682559864378, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(740)), {C=0.0006357279084551811, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(743)), {C=0.0005297732570459843, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(746)), {C=0.0005297732570459843, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(747)), {C=0.0006357279084551811, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(750)), {C=0.0006357279084551811, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(751)), {C=0.0010595465140919686, S=0.0009726680284019065}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(752)), {C=0.0005297732570459843, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(755)), {C=0.000741682559864378, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(757)), {C=0.0005297732570459843, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(758)), {C=0.0006357279084551811, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(759)), {C=0.0009535918626827718, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(760)), {C=0.0009535918626827718, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(762)), {C=0.000741682559864378, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(763)), {C=0.0006357279084551811, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(764)), {C=0.000741682559864378, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(766)), {C=0.0006357279084551811, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(767)), {C=0.0006357279084551811, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(768)), {C=0.0006357279084551811, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(769)), {C=0.0005297732570459843, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(771)), {C=0.0009535918626827718, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(772)), {C=0.000741682559864378, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(773)), {C=0.000847637211273575, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(774)), {C=0.0006357279084551811, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(776)), {C=0.0005297732570459843, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(777)), {C=0.0010595465140919686, S=0.0009726680284019065}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(778)), {C=0.000847637211273575, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(780)), {C=0.000741682559864378, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(781)), {C=0.0006357279084551811, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(782)), {C=0.0005297732570459843, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(783)), {C=0.000741682559864378, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(785)), {C=0.0010595465140919686, S=0.0009726680284019065}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(787)), {C=0.000847637211273575, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(788)), {C=0.000847637211273575, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(790)), {C=0.0005297732570459843, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(792)), {C=0.000741682559864378, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(794)), {C=0.000847637211273575, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(795)), {C=0.000847637211273575, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(796)), {C=0.0006357279084551811, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(797)), {C=0.0005297732570459843, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(799)), {C=0.000741682559864378, S=0.0006808676198813345}
