(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(2)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(712)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(714)), {C=0.0005997600959616154, S=0.0005836008170411438}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(716)), {C=0.0008996401439424231, S=0.0008754012255617158}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(717)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(719)), {C=0.0005997600959616154, S=0.0005836008170411438}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(720)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(722)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(723)), {C=0.0007996801279488206, S=0.0007781344227215252}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(729)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(732)), {C=0.0005997600959616154, S=0.0005836008170411438}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(733)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(734)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(735)), {C=0.0006997201119552179, S=0.0006808676198813345}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(738)), {C=0.0007996801279488206, S=0.0007781344227215252}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(739)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(740)), {C=0.0007996801279488206, S=0.0007781344227215252}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(742)), {C=0.0006997201119552179, S=0.0006808676198813345}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(743)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(747)), {C=0.0007996801279488206, S=0.0007781344227215252}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(749)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(751)), {C=0.0006997201119552179, S=0.0006808676198813345}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(754)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(755)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(760)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(763)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(764)), {C=0.0005997600959616154, S=0.0005836008170411438}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(766)), {C=0.0006997201119552179, S=0.0006808676198813345}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(768)), {C=0.0006997201119552179, S=0.0006808676198813345}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(772)), {C=0.0005997600959616154, S=0.0005836008170411438}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(773)), {C=0.0006997201119552179, S=0.0006808676198813345}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(777)), {C=0.0005997600959616154, S=0.0005836008170411438}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(779)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(785)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(786)), {C=0.0006997201119552179, S=0.0006808676198813345}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(788)), {C=0.0005997600959616154, S=0.0005836008170411438}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(789)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(791)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(793)), {C=0.0007996801279488206, S=0.0007781344227215252}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(794)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(795)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(798)), {C=0.0006997201119552179, S=0.0006808676198813345}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(799)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(807)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(808)), {C=0.0005997600959616154, S=0.0005836008170411438}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(813)), {C=0.0005997600959616154, S=0.0005836008170411438}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(816)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(817)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(819)), {C=0.0008996401439424231, S=0.0008754012255617158}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(820)), {C=0.0014994002399040384, S=0.0014590020426028597}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(821)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(822)), {C=0.0005997600959616154, S=0.0005836008170411438}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(823)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(826)), {C=0.0005997600959616154, S=0.0005836008170411438}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(827)), {C=0.0007996801279488206, S=0.0007781344227215252}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(828)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(829)), {C=0.0006997201119552179, S=0.0006808676198813345}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(830)), {C=0.0005997600959616154, S=0.0005836008170411438}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(833)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(834)), {C=0.0006997201119552179, S=0.0006808676198813345}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(839)), {C=0.0005997600959616154, S=0.0005836008170411438}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(840)), {C=0.0005997600959616154, S=0.0005836008170411438}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(841)), {C=0.0007996801279488206, S=0.0007781344227215252}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(842)), {C=0.0005997600959616154, S=0.0005836008170411438}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(843)), {C=0.0008996401439424231, S=0.0008754012255617158}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(844)), {C=0.0006997201119552179, S=0.0006808676198813345}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(845)), {C=0.0006997201119552179, S=0.0006808676198813345}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(847)), {C=0.0006997201119552179, S=0.0006808676198813345}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(849)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(851)), {C=0.0005997600959616154, S=0.0005836008170411438}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(852)), {C=0.0006997201119552179, S=0.0006808676198813345}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(854)), {C=0.0005997600959616154, S=0.0005836008170411438}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(855)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(856)), {C=0.0008996401439424231, S=0.0008754012255617158}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(857)), {C=0.0006997201119552179, S=0.0006808676198813345}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(860)), {C=0.0009996001599360256, S=0.0009726680284019065}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(865)), {C=0.0006997201119552179, S=0.0006808676198813345}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(866)), {C=0.0006997201119552179, S=0.0006808676198813345}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(867)), {C=0.0006997201119552179, S=0.0006808676198813345}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(868)), {C=0.0005997600959616154, S=0.0005836008170411438}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(869)), {C=0.0005997600959616154, S=0.0005836008170411438}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(872)), {C=0.0005997600959616154, S=0.0005836008170411438}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(875)), {C=0.0008996401439424231, S=0.0008754012255617158}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(876)), {C=0.0006997201119552179, S=0.0006808676198813345}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(877)), {C=0.0006997201119552179, S=0.0006808676198813345}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(878)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(881)), {C=0.0005997600959616154, S=0.0005836008170411438}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(882)), {C=0.0012994802079168333, S=0.0012644684369224784}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(883)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(884)), {C=0.0006997201119552179, S=0.0006808676198813345}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(885)), {C=0.0006997201119552179, S=0.0006808676198813345}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(888)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(892)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(893)), {C=0.0005997600959616154, S=0.0005836008170411438}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(895)), {C=0.0007996801279488206, S=0.0007781344227215252}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(897)), {C=0.0006997201119552179, S=0.0006808676198813345}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(899)), {C=0.0005997600959616154, S=0.0005836008170411438}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(900)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(901)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(902)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(903)), {C=0.0007996801279488206, S=0.0007781344227215252}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(904)), {C=0.0007996801279488206, S=0.0007781344227215252}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(905)), {C=0.0011995201919232307, S=0.0011672016340822876}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(906)), {C=0.0006997201119552179, S=0.0006808676198813345}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(909)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(910)), {C=0.0005997600959616154, S=0.0005836008170411438}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(911)), {C=0.0005997600959616154, S=0.0005836008170411438}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(913)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(914)), {C=0.0006997201119552179, S=0.0006808676198813345}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(915)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(917)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(918)), {C=0.0005997600959616154, S=0.0005836008170411438}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(921)), {C=0.0006997201119552179, S=0.0006808676198813345}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(922)), {C=0.0006997201119552179, S=0.0006808676198813345}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(923)), {C=0.0006997201119552179, S=0.0006808676198813345}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(925)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(926)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(928)), {C=0.0005997600959616154, S=0.0005836008170411438}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(930)), {C=0.0005997600959616154, S=0.0005836008170411438}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(931)), {C=0.0005997600959616154, S=0.0005836008170411438}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(933)), {C=0.0008996401439424231, S=0.0008754012255617158}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(934)), {C=0.0005997600959616154, S=0.0005836008170411438}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(935)), {C=0.0005997600959616154, S=0.0005836008170411438}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(936)), {C=0.0006997201119552179, S=0.0006808676198813345}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(937)), {C=0.0006997201119552179, S=0.0006808676198813345}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(938)), {C=0.0006997201119552179, S=0.0006808676198813345}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(942)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(944)), {C=0.0005997600959616154, S=0.0005836008170411438}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(945)), {C=0.0005997600959616154, S=0.0005836008170411438}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(946)), {C=0.0005997600959616154, S=0.0005836008170411438}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(948)), {C=0.0007996801279488206, S=0.0007781344227215252}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(950)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(951)), {C=0.0006997201119552179, S=0.0006808676198813345}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(952)), {C=0.0010995601759296281, S=0.001069934831242097}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(954)), {C=0.0006997201119552179, S=0.0006808676198813345}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(956)), {C=0.0006997201119552179, S=0.0006808676198813345}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(957)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(958)), {C=0.0005997600959616154, S=0.0005836008170411438}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(960)), {C=0.0006997201119552179, S=0.0006808676198813345}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(962)), {C=0.0006997201119552179, S=0.0006808676198813345}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(969)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(970)), {C=0.0007996801279488206, S=0.0007781344227215252}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(971)), {C=0.0008996401439424231, S=0.0008754012255617158}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(975)), {C=0.0008996401439424231, S=0.0008754012255617158}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(976)), {C=0.0006997201119552179, S=0.0006808676198813345}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(981)), {C=0.0005997600959616154, S=0.0005836008170411438}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(982)), {C=0.0008996401439424231, S=0.0008754012255617158}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(984)), {C=0.0008996401439424231, S=0.0008754012255617158}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(988)), {C=0.0005997600959616154, S=0.0005836008170411438}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(991)), {C=0.0007996801279488206, S=0.0007781344227215252}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(992)), {C=0.0007996801279488206, S=0.0007781344227215252}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(993)), {C=0.0005997600959616154, S=0.0005836008170411438}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(994)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(996)), {C=0.0007996801279488206, S=0.0007781344227215252}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(998)), {C=0.0007996801279488206, S=0.0007781344227215252}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1000)), {C=0.0009996001599360256, S=0.0009726680284019065}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1001)), {C=0.0005997600959616154, S=0.0005836008170411438}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1003)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1004)), {C=0.0005997600959616154, S=0.0005836008170411438}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1006)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1010)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1011)), {C=0.0006997201119552179, S=0.0006808676198813345}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1012)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1013)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1016)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1018)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1019)), {C=0.0006997201119552179, S=0.0006808676198813345}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1024)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1028)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1033)), {C=0.0005997600959616154, S=0.0005836008170411438}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1036)), {C=0.0006997201119552179, S=0.0006808676198813345}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1038)), {C=0.0005997600959616154, S=0.0005836008170411438}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1040)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1042)), {C=0.0006997201119552179, S=0.0006808676198813345}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1043)), {C=0.0005997600959616154, S=0.0005836008170411438}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1044)), {C=0.0008996401439424231, S=0.0008754012255617158}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1045)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1046)), {C=0.0007996801279488206, S=0.0007781344227215252}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1048)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1050)), {C=0.0005997600959616154, S=0.0005836008170411438}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1053)), {C=0.0005997600959616154, S=0.0005836008170411438}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1054)), {C=0.0006997201119552179, S=0.0006808676198813345}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1055)), {C=0.0005997600959616154, S=0.0005836008170411438}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1058)), {C=0.0006997201119552179, S=0.0006808676198813345}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1059)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1068)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1069)), {C=0.0005997600959616154, S=0.0005836008170411438}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1071)), {C=0.0005997600959616154, S=0.0005836008170411438}
