(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(3)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(914)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(915)), {C=0.0006599934000659993, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(917)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(918)), {C=0.0006599934000659993, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(924)), {C=0.0007699923000769992, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(925)), {C=0.000989990100098999, S=0.0008754012255617158}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(926)), {C=0.0008799912000879992, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(927)), {C=0.0006599934000659993, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(930)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(932)), {C=0.0006599934000659993, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(934)), {C=0.0006599934000659993, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(936)), {C=0.0007699923000769992, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(937)), {C=0.0006599934000659993, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(938)), {C=0.001099989000109999, S=0.0009726680284019065}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(941)), {C=0.0007699923000769992, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(942)), {C=0.000989990100098999, S=0.0008754012255617158}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(947)), {C=0.0008799912000879992, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(948)), {C=0.000989990100098999, S=0.0008754012255617158}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(952)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(953)), {C=0.0007699923000769992, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(956)), {C=0.0006599934000659993, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(958)), {C=0.000989990100098999, S=0.0008754012255617158}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(959)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(960)), {C=0.000989990100098999, S=0.0008754012255617158}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(964)), {C=0.0006599934000659993, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(965)), {C=0.001099989000109999, S=0.0009726680284019065}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(967)), {C=0.0006599934000659993, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(968)), {C=0.0006599934000659993, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(970)), {C=0.0008799912000879992, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(971)), {C=0.0007699923000769992, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(972)), {C=0.001099989000109999, S=0.0009726680284019065}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(975)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(976)), {C=0.0006599934000659993, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(977)), {C=0.0007699923000769992, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(980)), {C=0.0006599934000659993, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(983)), {C=0.0008799912000879992, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(985)), {C=0.0006599934000659993, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(986)), {C=0.0007699923000769992, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(987)), {C=0.0006599934000659993, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(989)), {C=0.000989990100098999, S=0.0008754012255617158}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(992)), {C=0.0006599934000659993, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(995)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(996)), {C=0.0008799912000879992, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(999)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1000)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1005)), {C=0.0007699923000769992, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1007)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1008)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1009)), {C=0.0006599934000659993, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1011)), {C=0.0006599934000659993, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1012)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1014)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1015)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1016)), {C=0.001099989000109999, S=0.0009726680284019065}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1017)), {C=0.0007699923000769992, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1018)), {C=0.0006599934000659993, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1019)), {C=0.000989990100098999, S=0.0008754012255617158}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1021)), {C=0.0008799912000879992, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1023)), {C=0.0008799912000879992, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1028)), {C=0.0006599934000659993, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1029)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1030)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1031)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1032)), {C=0.000989990100098999, S=0.0008754012255617158}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1034)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1035)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1036)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1037)), {C=0.0007699923000769992, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1041)), {C=0.001099989000109999, S=0.0009726680284019065}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1042)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1045)), {C=0.0006599934000659993, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1047)), {C=0.0007699923000769992, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1048)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1049)), {C=0.0007699923000769992, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1050)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1051)), {C=0.0006599934000659993, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1053)), {C=0.0008799912000879992, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1055)), {C=0.0006599934000659993, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1058)), {C=0.0006599934000659993, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1059)), {C=0.0006599934000659993, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1061)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1064)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1065)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1068)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1071)), {C=0.0006599934000659993, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1073)), {C=0.0007699923000769992, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1074)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1077)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1078)), {C=0.0008799912000879992, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1079)), {C=0.0008799912000879992, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1082)), {C=0.0012099879001209988, S=0.001069934831242097}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1085)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1086)), {C=0.0006599934000659993, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1088)), {C=0.000989990100098999, S=0.0008754012255617158}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1091)), {C=0.0006599934000659993, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1092)), {C=0.0014299857001429986, S=0.0012644684369224784}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1093)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1102)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1103)), {C=0.0007699923000769992, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1107)), {C=0.0007699923000769992, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1111)), {C=0.0006599934000659993, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1112)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1114)), {C=0.0008799912000879992, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1118)), {C=0.0006599934000659993, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1120)), {C=0.0008799912000879992, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1124)), {C=0.0008799912000879992, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1126)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1127)), {C=0.0007699923000769992, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1128)), {C=0.0007699923000769992, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1129)), {C=0.0006599934000659993, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1130)), {C=0.0006599934000659993, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1141)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1143)), {C=0.0006599934000659993, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1145)), {C=0.0008799912000879992, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1147)), {C=0.0008799912000879992, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1148)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1149)), {C=0.0006599934000659993, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1150)), {C=0.0007699923000769992, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1152)), {C=0.0008799912000879992, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1153)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1154)), {C=0.0006599934000659993, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1155)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1156)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1157)), {C=0.0008799912000879992, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1158)), {C=0.0007699923000769992, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1164)), {C=0.0006599934000659993, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1165)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1166)), {C=0.0007699923000769992, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1171)), {C=0.000989990100098999, S=0.0008754012255617158}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1172)), {C=0.0008799912000879992, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1175)), {C=0.0006599934000659993, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1186)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1187)), {C=0.0008799912000879992, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1192)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1194)), {C=0.0006599934000659993, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1195)), {C=0.0007699923000769992, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1197)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1198)), {C=0.0008799912000879992, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1200)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1208)), {C=0.0006599934000659993, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1209)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1210)), {C=0.0006599934000659993, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1211)), {C=0.0007699923000769992, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1212)), {C=0.0006599934000659993, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1219)), {C=0.0006599934000659993, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1225)), {C=0.0006599934000659993, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1230)), {C=0.0007699923000769992, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1232)), {C=0.001099989000109999, S=0.0009726680284019065}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1237)), {C=0.0007699923000769992, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1239)), {C=0.000989990100098999, S=0.0008754012255617158}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1240)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1241)), {C=0.000989990100098999, S=0.0008754012255617158}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1243)), {C=0.0006599934000659993, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1244)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1245)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1250)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1256)), {C=0.001099989000109999, S=0.0009726680284019065}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1259)), {C=0.0006599934000659993, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1260)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1261)), {C=0.0006599934000659993, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1263)), {C=0.0007699923000769992, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1265)), {C=0.0006599934000659993, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1266)), {C=0.0008799912000879992, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1268)), {C=0.0006599934000659993, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1271)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1275)), {C=0.000989990100098999, S=0.0008754012255617158}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1276)), {C=0.0006599934000659993, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1278)), {C=0.0007699923000769992, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1279)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1284)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1287)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1288)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1290)), {C=0.0006599934000659993, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1292)), {C=0.0008799912000879992, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1295)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1297)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1298)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1299)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1302)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1305)), {C=0.0006599934000659993, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1311)), {C=0.0008799912000879992, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1312)), {C=0.000989990100098999, S=0.0008754012255617158}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1313)), {C=0.0007699923000769992, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1314)), {C=0.0006599934000659993, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1315)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1316)), {C=0.0007699923000769992, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1318)), {C=0.0007699923000769992, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1321)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1329)), {C=0.0006599934000659993, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1330)), {C=0.0007699923000769992, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1333)), {C=0.0008799912000879992, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1334)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1335)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1342)), {C=0.0008799912000879992, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1344)), {C=0.0007699923000769992, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1349)), {C=0.0006599934000659993, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1350)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1352)), {C=0.0006599934000659993, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1359)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1360)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1361)), {C=0.0007699923000769992, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1362)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1363)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1367)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1368)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1373)), {C=0.0008799912000879992, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1374)), {C=0.0007699923000769992, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1376)), {C=0.0006599934000659993, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1377)), {C=0.0007699923000769992, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1379)), {C=0.0008799912000879992, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1380)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1382)), {C=0.0008799912000879992, S=0.0007781344227215252}
