(gender(Female))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(3)), {C=0.0007522190461862495, S=0.00048633401420095323}
(gender(Female))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1415)), {C=0.0007522190461862495, S=0.00048633401420095323}
(gender(Female))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1417)), {C=0.0007522190461862495, S=0.00048633401420095323}
(gender(Female))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1418)), {C=0.0009026628554234992, S=0.0005836008170411438}
(gender(Female))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1421)), {C=0.0007522190461862495, S=0.00048633401420095323}
(gender(Female))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1423)), {C=0.0007522190461862495, S=0.00048633401420095323}
(gender(Female))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1429)), {C=0.0007522190461862495, S=0.00048633401420095323}
(gender(Female))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1432)), {C=0.0007522190461862495, S=0.00048633401420095323}
(gender(Female))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1433)), {C=0.0009026628554234992, S=0.0005836008170411438}
(gender(Female))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1435)), {C=0.0009026628554234992, S=0.0005836008170411438}
(gender(Female))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1438)), {C=0.0010531066646607492, S=0.0006808676198813345}
(gender(Female))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1441)), {C=0.0010531066646607492, S=0.0006808676198813345}
(gender(Female))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1443)), {C=0.0007522190461862495, S=0.00048633401420095323}
(gender(Female))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1446)), {C=0.0016548819016097489, S=0.001069934831242097}
(gender(Female))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1448)), {C=0.0010531066646607492, S=0.0006808676198813345}
(gender(Female))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1449)), {C=0.0010531066646607492, S=0.0006808676198813345}
(gender(Female))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1450)), {C=0.0010531066646607492, S=0.0006808676198813345}
(gender(Female))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1453)), {C=0.0009026628554234992, S=0.0005836008170411438}
(gender(Female))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1454)), {C=0.0010531066646607492, S=0.0006808676198813345}
(gender(Female))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1456)), {C=0.0007522190461862495, S=0.00048633401420095323}
(gender(Female))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1458)), {C=0.0009026628554234992, S=0.0005836008170411438}
(gender(Female))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1465)), {C=0.0009026628554234992, S=0.0005836008170411438}
(gender(Female))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1471)), {C=0.0009026628554234992, S=0.0005836008170411438}
(gender(Female))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1478)), {C=0.0009026628554234992, S=0.0005836008170411438}
(gender(Female))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1479)), {C=0.0010531066646607492, S=0.0006808676198813345}
(gender(Female))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1480)), {C=0.0009026628554234992, S=0.0005836008170411438}
(gender(Female))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1482)), {C=0.0012035504738979992, S=0.0007781344227215252}
(gender(Female))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1484)), {C=0.0009026628554234992, S=0.0005836008170411438}
(gender(Female))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1485)), {C=0.0010531066646607492, S=0.0006808676198813345}
(gender(Female))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1486)), {C=0.0009026628554234992, S=0.0005836008170411438}
(gender(Female))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1487)), {C=0.0010531066646607492, S=0.0006808676198813345}
(gender(Female))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1490)), {C=0.0007522190461862495, S=0.00048633401420095323}
(gender(Female))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1491)), {C=0.001504438092372499, S=0.0009726680284019065}
(gender(Female))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1493)), {C=0.0007522190461862495, S=0.00048633401420095323}
(gender(Female))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1494)), {C=0.0007522190461862495, S=0.00048633401420095323}
(gender(Female))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1498)), {C=0.0007522190461862495, S=0.00048633401420095323}
(gender(Female))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1499)), {C=0.0007522190461862495, S=0.00048633401420095323}
(gender(Female))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1500)), {C=0.0010531066646607492, S=0.0006808676198813345}
(gender(Female))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1501)), {C=0.0007522190461862495, S=0.00048633401420095323}
(gender(Female))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1502)), {C=0.0009026628554234992, S=0.0005836008170411438}
(gender(Female))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1503)), {C=0.0021062133293214985, S=0.001361735239762669}
(gender(Female))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1509)), {C=0.0009026628554234992, S=0.0005836008170411438}
(gender(Female))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1511)), {C=0.0010531066646607492, S=0.0006808676198813345}
(gender(Female))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1513)), {C=0.0007522190461862495, S=0.00048633401420095323}
(gender(Female))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1518)), {C=0.0009026628554234992, S=0.0005836008170411438}
(gender(Female))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1523)), {C=0.0009026628554234992, S=0.0005836008170411438}
(gender(Female))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1532)), {C=0.0009026628554234992, S=0.0005836008170411438}
(gender(Female))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1533)), {C=0.0010531066646607492, S=0.0006808676198813345}
(gender(Female))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1534)), {C=0.0012035504738979992, S=0.0007781344227215252}
(gender(Female))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1536)), {C=0.0009026628554234992, S=0.0005836008170411438}
(gender(Female))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1541)), {C=0.0009026628554234992, S=0.0005836008170411438}
(gender(Female))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1547)), {C=0.0007522190461862495, S=0.00048633401420095323}
(gender(Female))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1554)), {C=0.0007522190461862495, S=0.00048633401420095323}
(gender(Female))(yearly_salary($50K - $70K))(education(Bachelors Degree)) --> (buy(1557)), {C=0.0007522190461862495, S=0.00048633401420095323}
