(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(5)), {C=0.0005005005005005005, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1001)), {C=0.0005005005005005005, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1003)), {C=0.0005005005005005005, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1004)), {C=0.0006006006006006006, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1005)), {C=0.0007007007007007007, S=0.0006808676198813345}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1010)), {C=0.0005005005005005005, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1012)), {C=0.0007007007007007007, S=0.0006808676198813345}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1021)), {C=0.0009009009009009009, S=0.0008754012255617158}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1026)), {C=0.0006006006006006006, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1027)), {C=0.0008008008008008008, S=0.0007781344227215252}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1028)), {C=0.0005005005005005005, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1030)), {C=0.0007007007007007007, S=0.0006808676198813345}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1031)), {C=0.0008008008008008008, S=0.0007781344227215252}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1034)), {C=0.0007007007007007007, S=0.0006808676198813345}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1037)), {C=0.0006006006006006006, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1038)), {C=0.0007007007007007007, S=0.0006808676198813345}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1039)), {C=0.0007007007007007007, S=0.0006808676198813345}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1040)), {C=0.0006006006006006006, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1041)), {C=0.0009009009009009009, S=0.0008754012255617158}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1043)), {C=0.0005005005005005005, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1044)), {C=0.0005005005005005005, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1046)), {C=0.0005005005005005005, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1047)), {C=0.0007007007007007007, S=0.0006808676198813345}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1050)), {C=0.0005005005005005005, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1055)), {C=0.0006006006006006006, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1056)), {C=0.0007007007007007007, S=0.0006808676198813345}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1057)), {C=0.0006006006006006006, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1058)), {C=0.0005005005005005005, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1062)), {C=0.0005005005005005005, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1063)), {C=0.0006006006006006006, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1064)), {C=0.0005005005005005005, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1066)), {C=0.0005005005005005005, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1069)), {C=0.0007007007007007007, S=0.0006808676198813345}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1070)), {C=0.0006006006006006006, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1072)), {C=0.0005005005005005005, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1077)), {C=0.0007007007007007007, S=0.0006808676198813345}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1079)), {C=0.0006006006006006006, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1084)), {C=0.0009009009009009009, S=0.0008754012255617158}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1086)), {C=0.0005005005005005005, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1087)), {C=0.0006006006006006006, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1088)), {C=0.0007007007007007007, S=0.0006808676198813345}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1090)), {C=0.0005005005005005005, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1095)), {C=0.0006006006006006006, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1097)), {C=0.0005005005005005005, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1107)), {C=0.0005005005005005005, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1113)), {C=0.0007007007007007007, S=0.0006808676198813345}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1114)), {C=0.0005005005005005005, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1115)), {C=0.0008008008008008008, S=0.0007781344227215252}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1119)), {C=0.0007007007007007007, S=0.0006808676198813345}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1121)), {C=0.0005005005005005005, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1129)), {C=0.0007007007007007007, S=0.0006808676198813345}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1131)), {C=0.0005005005005005005, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1134)), {C=0.0008008008008008008, S=0.0007781344227215252}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1135)), {C=0.0005005005005005005, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1136)), {C=0.0005005005005005005, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1137)), {C=0.0008008008008008008, S=0.0007781344227215252}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1140)), {C=0.0007007007007007007, S=0.0006808676198813345}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1141)), {C=0.0005005005005005005, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1142)), {C=0.0006006006006006006, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1146)), {C=0.0005005005005005005, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1148)), {C=0.001001001001001001, S=0.0009726680284019065}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1150)), {C=0.0006006006006006006, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1154)), {C=0.0007007007007007007, S=0.0006808676198813345}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1156)), {C=0.0005005005005005005, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1159)), {C=0.0005005005005005005, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1161)), {C=0.0005005005005005005, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1167)), {C=0.0006006006006006006, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1168)), {C=0.0005005005005005005, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1178)), {C=0.0005005005005005005, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1181)), {C=0.0006006006006006006, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1182)), {C=0.0005005005005005005, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1185)), {C=0.0006006006006006006, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1187)), {C=0.0008008008008008008, S=0.0007781344227215252}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1188)), {C=0.0006006006006006006, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1193)), {C=0.0006006006006006006, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1194)), {C=0.0005005005005005005, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1198)), {C=0.0007007007007007007, S=0.0006808676198813345}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1202)), {C=0.0006006006006006006, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1203)), {C=0.0005005005005005005, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1204)), {C=0.0005005005005005005, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1206)), {C=0.0005005005005005005, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1210)), {C=0.0006006006006006006, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1211)), {C=0.0005005005005005005, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1215)), {C=0.0005005005005005005, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1216)), {C=0.0005005005005005005, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1218)), {C=0.0005005005005005005, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1219)), {C=0.0006006006006006006, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1220)), {C=0.0005005005005005005, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1223)), {C=0.0006006006006006006, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1224)), {C=0.0008008008008008008, S=0.0007781344227215252}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1227)), {C=0.0007007007007007007, S=0.0006808676198813345}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1228)), {C=0.0005005005005005005, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1229)), {C=0.0005005005005005005, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1230)), {C=0.0008008008008008008, S=0.0007781344227215252}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1232)), {C=0.0005005005005005005, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1233)), {C=0.0006006006006006006, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1242)), {C=0.0005005005005005005, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1249)), {C=0.0005005005005005005, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1251)), {C=0.0005005005005005005, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1254)), {C=0.0006006006006006006, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1255)), {C=0.0006006006006006006, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1257)), {C=0.0007007007007007007, S=0.0006808676198813345}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1260)), {C=0.0007007007007007007, S=0.0006808676198813345}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1262)), {C=0.0005005005005005005, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1264)), {C=0.0005005005005005005, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1265)), {C=0.0005005005005005005, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1268)), {C=0.0005005005005005005, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1273)), {C=0.0007007007007007007, S=0.0006808676198813345}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1274)), {C=0.0006006006006006006, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1275)), {C=0.0006006006006006006, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1277)), {C=0.0007007007007007007, S=0.0006808676198813345}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1278)), {C=0.0005005005005005005, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1282)), {C=0.0006006006006006006, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1288)), {C=0.0007007007007007007, S=0.0006808676198813345}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1291)), {C=0.0007007007007007007, S=0.0006808676198813345}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1297)), {C=0.0006006006006006006, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1298)), {C=0.0005005005005005005, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1300)), {C=0.0007007007007007007, S=0.0006808676198813345}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1301)), {C=0.0005005005005005005, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1302)), {C=0.0008008008008008008, S=0.0007781344227215252}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1310)), {C=0.0006006006006006006, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1311)), {C=0.0006006006006006006, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1314)), {C=0.0006006006006006006, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1319)), {C=0.0005005005005005005, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1320)), {C=0.0006006006006006006, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1324)), {C=0.0007007007007007007, S=0.0006808676198813345}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1326)), {C=0.0008008008008008008, S=0.0007781344227215252}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1327)), {C=0.0009009009009009009, S=0.0008754012255617158}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1337)), {C=0.0007007007007007007, S=0.0006808676198813345}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1338)), {C=0.0005005005005005005, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1339)), {C=0.001001001001001001, S=0.0009726680284019065}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1340)), {C=0.0008008008008008008, S=0.0007781344227215252}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1343)), {C=0.0008008008008008008, S=0.0007781344227215252}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1344)), {C=0.0005005005005005005, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1347)), {C=0.0005005005005005005, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1349)), {C=0.0005005005005005005, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1350)), {C=0.0005005005005005005, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1356)), {C=0.0005005005005005005, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1357)), {C=0.0006006006006006006, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1360)), {C=0.0006006006006006006, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1362)), {C=0.0005005005005005005, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1363)), {C=0.0009009009009009009, S=0.0008754012255617158}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1365)), {C=0.0007007007007007007, S=0.0006808676198813345}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1366)), {C=0.0008008008008008008, S=0.0007781344227215252}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1370)), {C=0.0007007007007007007, S=0.0006808676198813345}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1372)), {C=0.0005005005005005005, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1373)), {C=0.0006006006006006006, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1375)), {C=0.0006006006006006006, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1380)), {C=0.0007007007007007007, S=0.0006808676198813345}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1386)), {C=0.0006006006006006006, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1387)), {C=0.0005005005005005005, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1390)), {C=0.0009009009009009009, S=0.0008754012255617158}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1392)), {C=0.0006006006006006006, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1394)), {C=0.0005005005005005005, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1395)), {C=0.0006006006006006006, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1396)), {C=0.0006006006006006006, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1397)), {C=0.0005005005005005005, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1398)), {C=0.0007007007007007007, S=0.0006808676198813345}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1401)), {C=0.0005005005005005005, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1404)), {C=0.0005005005005005005, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1405)), {C=0.0008008008008008008, S=0.0007781344227215252}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1410)), {C=0.001001001001001001, S=0.0009726680284019065}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1411)), {C=0.0006006006006006006, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1415)), {C=0.0005005005005005005, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1416)), {C=0.0007007007007007007, S=0.0006808676198813345}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1418)), {C=0.0006006006006006006, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1420)), {C=0.0005005005005005005, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1421)), {C=0.0005005005005005005, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1423)), {C=0.0005005005005005005, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1426)), {C=0.0005005005005005005, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1427)), {C=0.0007007007007007007, S=0.0006808676198813345}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1428)), {C=0.0009009009009009009, S=0.0008754012255617158}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1430)), {C=0.0008008008008008008, S=0.0007781344227215252}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1431)), {C=0.0005005005005005005, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1434)), {C=0.0005005005005005005, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1440)), {C=0.0005005005005005005, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1441)), {C=0.0008008008008008008, S=0.0007781344227215252}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1443)), {C=0.0009009009009009009, S=0.0008754012255617158}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1445)), {C=0.0006006006006006006, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1451)), {C=0.0006006006006006006, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1452)), {C=0.0007007007007007007, S=0.0006808676198813345}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1453)), {C=0.0005005005005005005, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1455)), {C=0.0005005005005005005, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1457)), {C=0.0005005005005005005, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1459)), {C=0.0005005005005005005, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1460)), {C=0.0007007007007007007, S=0.0006808676198813345}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1466)), {C=0.0005005005005005005, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1468)), {C=0.0005005005005005005, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1471)), {C=0.0008008008008008008, S=0.0007781344227215252}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1473)), {C=0.0005005005005005005, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1476)), {C=0.0006006006006006006, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1480)), {C=0.0006006006006006006, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1484)), {C=0.0007007007007007007, S=0.0006808676198813345}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1485)), {C=0.0005005005005005005, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1486)), {C=0.0005005005005005005, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1487)), {C=0.0005005005005005005, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1489)), {C=0.0011011011011011012, S=0.001069934831242097}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1492)), {C=0.0005005005005005005, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1497)), {C=0.0006006006006006006, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1499)), {C=0.0006006006006006006, S=0.0005836008170411438}
