(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(5)), {C=0.0010376519418914911, S=0.0006808676198813345}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1223)), {C=0.0008894159501927068, S=0.0005836008170411438}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1224)), {C=0.0011858879335902759, S=0.0007781344227215252}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1232)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1237)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1241)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1247)), {C=0.0008894159501927068, S=0.0005836008170411438}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1249)), {C=0.0011858879335902759, S=0.0007781344227215252}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1250)), {C=0.0011858879335902759, S=0.0007781344227215252}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1251)), {C=0.0008894159501927068, S=0.0005836008170411438}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1253)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1255)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1257)), {C=0.0010376519418914911, S=0.0006808676198813345}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1266)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1271)), {C=0.0008894159501927068, S=0.0005836008170411438}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1274)), {C=0.0010376519418914911, S=0.0006808676198813345}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1276)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1277)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1278)), {C=0.0008894159501927068, S=0.0005836008170411438}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1280)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1282)), {C=0.0008894159501927068, S=0.0005836008170411438}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1284)), {C=0.0011858879335902759, S=0.0007781344227215252}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1286)), {C=0.0008894159501927068, S=0.0005836008170411438}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1291)), {C=0.0010376519418914911, S=0.0006808676198813345}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1296)), {C=0.0008894159501927068, S=0.0005836008170411438}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1297)), {C=0.0014823599169878447, S=0.0009726680284019065}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1299)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1300)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1305)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1311)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1313)), {C=0.0008894159501927068, S=0.0005836008170411438}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1314)), {C=0.0011858879335902759, S=0.0007781344227215252}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1319)), {C=0.0010376519418914911, S=0.0006808676198813345}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1320)), {C=0.0008894159501927068, S=0.0005836008170411438}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1322)), {C=0.0008894159501927068, S=0.0005836008170411438}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1325)), {C=0.0016305959086866293, S=0.001069934831242097}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1329)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1330)), {C=0.0013341239252890604, S=0.0008754012255617158}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1338)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1341)), {C=0.0011858879335902759, S=0.0007781344227215252}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1343)), {C=0.0013341239252890604, S=0.0008754012255617158}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1347)), {C=0.0011858879335902759, S=0.0007781344227215252}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1351)), {C=0.0010376519418914911, S=0.0006808676198813345}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1356)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1365)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1368)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1370)), {C=0.0008894159501927068, S=0.0005836008170411438}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1378)), {C=0.0008894159501927068, S=0.0005836008170411438}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1380)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1382)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1383)), {C=0.0010376519418914911, S=0.0006808676198813345}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1387)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1389)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1390)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1393)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1396)), {C=0.0008894159501927068, S=0.0005836008170411438}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1397)), {C=0.0008894159501927068, S=0.0005836008170411438}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1404)), {C=0.0008894159501927068, S=0.0005836008170411438}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1406)), {C=0.0010376519418914911, S=0.0006808676198813345}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1407)), {C=0.0010376519418914911, S=0.0006808676198813345}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1409)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1414)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1415)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1416)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1420)), {C=0.0010376519418914911, S=0.0006808676198813345}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1422)), {C=0.0010376519418914911, S=0.0006808676198813345}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1423)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1427)), {C=0.0008894159501927068, S=0.0005836008170411438}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1429)), {C=0.0010376519418914911, S=0.0006808676198813345}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1434)), {C=0.0008894159501927068, S=0.0005836008170411438}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1440)), {C=0.0008894159501927068, S=0.0005836008170411438}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1441)), {C=0.0010376519418914911, S=0.0006808676198813345}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1447)), {C=0.0008894159501927068, S=0.0005836008170411438}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1451)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1452)), {C=0.0013341239252890604, S=0.0008754012255617158}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1453)), {C=0.0008894159501927068, S=0.0005836008170411438}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1458)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1467)), {C=0.0008894159501927068, S=0.0005836008170411438}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1469)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1470)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1472)), {C=0.0008894159501927068, S=0.0005836008170411438}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1478)), {C=0.0010376519418914911, S=0.0006808676198813345}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1480)), {C=0.0008894159501927068, S=0.0005836008170411438}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1484)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1485)), {C=0.0008894159501927068, S=0.0005836008170411438}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1487)), {C=0.0016305959086866293, S=0.001069934831242097}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1488)), {C=0.0011858879335902759, S=0.0007781344227215252}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1490)), {C=0.0008894159501927068, S=0.0005836008170411438}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1491)), {C=0.0011858879335902759, S=0.0007781344227215252}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1493)), {C=0.0008894159501927068, S=0.0005836008170411438}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1496)), {C=0.0011858879335902759, S=0.0007781344227215252}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1505)), {C=0.0008894159501927068, S=0.0005836008170411438}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1506)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1510)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1511)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1513)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1519)), {C=0.0008894159501927068, S=0.0005836008170411438}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1520)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1522)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1524)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1527)), {C=0.0008894159501927068, S=0.0005836008170411438}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1528)), {C=0.0008894159501927068, S=0.0005836008170411438}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1530)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1532)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1535)), {C=0.0007411799584939224, S=0.00048633401420095323}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1536)), {C=0.0010376519418914911, S=0.0006808676198813345}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1538)), {C=0.0013341239252890604, S=0.0008754012255617158}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1539)), {C=0.0011858879335902759, S=0.0007781344227215252}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1545)), {C=0.0008894159501927068, S=0.0005836008170411438}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1546)), {C=0.0014823599169878447, S=0.0009726680284019065}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1547)), {C=0.0008894159501927068, S=0.0005836008170411438}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1548)), {C=0.0008894159501927068, S=0.0005836008170411438}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1550)), {C=0.0011858879335902759, S=0.0007781344227215252}
(yearly_salary($70K - $90K))(house_owner(Y)) --> (buy(1556)), {C=0.0008894159501927068, S=0.0005836008170411438}
