(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(3)), {C=0.0005587840858292356, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1098)), {C=0.0005587840858292356, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1101)), {C=0.0006705409029950826, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1104)), {C=0.0005587840858292356, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1126)), {C=0.0005587840858292356, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1136)), {C=0.0005587840858292356, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1145)), {C=0.0005587840858292356, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1160)), {C=0.0006705409029950826, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1198)), {C=0.0007822977201609297, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1199)), {C=0.0005587840858292356, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1204)), {C=0.0006705409029950826, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1207)), {C=0.0007822977201609297, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1211)), {C=0.0005587840858292356, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1213)), {C=0.0006705409029950826, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1219)), {C=0.0005587840858292356, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1221)), {C=0.0005587840858292356, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1230)), {C=0.0007822977201609297, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1239)), {C=0.0005587840858292356, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1243)), {C=0.0005587840858292356, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1246)), {C=0.0006705409029950826, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1254)), {C=0.0006705409029950826, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1275)), {C=0.0007822977201609297, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1279)), {C=0.0005587840858292356, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1281)), {C=0.0005587840858292356, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1295)), {C=0.0005587840858292356, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1305)), {C=0.0005587840858292356, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1320)), {C=0.0005587840858292356, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1325)), {C=0.0005587840858292356, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1344)), {C=0.0005587840858292356, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1349)), {C=0.0007822977201609297, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1357)), {C=0.000894054537326777, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1358)), {C=0.0005587840858292356, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1364)), {C=0.0007822977201609297, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1366)), {C=0.0006705409029950826, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1391)), {C=0.0006705409029950826, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1392)), {C=0.0005587840858292356, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1400)), {C=0.0005587840858292356, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1403)), {C=0.0006705409029950826, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1406)), {C=0.0005587840858292356, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1407)), {C=0.0006705409029950826, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1410)), {C=0.0005587840858292356, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1415)), {C=0.0006705409029950826, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1429)), {C=0.0005587840858292356, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1431)), {C=0.0006705409029950826, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1452)), {C=0.0005587840858292356, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1467)), {C=0.0007822977201609297, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1479)), {C=0.0005587840858292356, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1483)), {C=0.0005587840858292356, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1494)), {C=0.0005587840858292356, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1495)), {C=0.0005587840858292356, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1498)), {C=0.0005587840858292356, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1500)), {C=0.000894054537326777, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1510)), {C=0.0005587840858292356, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1518)), {C=0.0006705409029950826, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1525)), {C=0.0006705409029950826, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1527)), {C=0.0005587840858292356, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1530)), {C=0.0005587840858292356, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1533)), {C=0.0006705409029950826, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1537)), {C=0.0005587840858292356, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1550)), {C=0.0005587840858292356, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1554)), {C=0.0005587840858292356, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(3)), {C=0.0005587840858292356, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(13)), {C=0.0005587840858292356, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(17)), {C=0.0006705409029950826, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(31)), {C=0.0005587840858292356, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(32)), {C=0.0005587840858292356, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(38)), {C=0.0006705409029950826, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(40)), {C=0.0005587840858292356, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(46)), {C=0.0005587840858292356, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(56)), {C=0.0005587840858292356, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(64)), {C=0.0006705409029950826, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(67)), {C=0.0006705409029950826, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(75)), {C=0.0007822977201609297, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(86)), {C=0.0006705409029950826, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(89)), {C=0.0005587840858292356, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(90)), {C=0.0006705409029950826, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(107)), {C=0.0005587840858292356, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(108)), {C=0.0005587840858292356, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(131)), {C=0.0005587840858292356, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(133)), {C=0.000894054537326777, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(134)), {C=0.0005587840858292356, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(135)), {C=0.0005587840858292356, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(148)), {C=0.0005587840858292356, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(150)), {C=0.0005587840858292356, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(156)), {C=0.0005587840858292356, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(158)), {C=0.0006705409029950826, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(162)), {C=0.0005587840858292356, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(163)), {C=0.0005587840858292356, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(172)), {C=0.0005587840858292356, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(173)), {C=0.0005587840858292356, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(195)), {C=0.0005587840858292356, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(201)), {C=0.0005587840858292356, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(204)), {C=0.0005587840858292356, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(212)), {C=0.0006705409029950826, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(220)), {C=0.0006705409029950826, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(221)), {C=0.0006705409029950826, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(240)), {C=0.0005587840858292356, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(244)), {C=0.0005587840858292356, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(260)), {C=0.0005587840858292356, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(262)), {C=0.0006705409029950826, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(289)), {C=0.0007822977201609297, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(295)), {C=0.0005587840858292356, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(296)), {C=0.0005587840858292356, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(302)), {C=0.0005587840858292356, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(347)), {C=0.0007822977201609297, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(353)), {C=0.0005587840858292356, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(368)), {C=0.000894054537326777, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(390)), {C=0.0006705409029950826, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(410)), {C=0.000894054537326777, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(414)), {C=0.0005587840858292356, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(421)), {C=0.0005587840858292356, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(424)), {C=0.0006705409029950826, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(425)), {C=0.0006705409029950826, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(426)), {C=0.0005587840858292356, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(432)), {C=0.0005587840858292356, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(439)), {C=0.0006705409029950826, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(441)), {C=0.0005587840858292356, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(442)), {C=0.0005587840858292356, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(443)), {C=0.0006705409029950826, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(445)), {C=0.0005587840858292356, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(446)), {C=0.0005587840858292356, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(447)), {C=0.0005587840858292356, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(448)), {C=0.0006705409029950826, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(456)), {C=0.0007822977201609297, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(458)), {C=0.0005587840858292356, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(463)), {C=0.000894054537326777, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(475)), {C=0.0006705409029950826, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(479)), {C=0.0005587840858292356, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(480)), {C=0.0006705409029950826, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(483)), {C=0.0007822977201609297, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(490)), {C=0.0005587840858292356, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(497)), {C=0.0006705409029950826, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(529)), {C=0.0007822977201609297, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(536)), {C=0.0005587840858292356, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(556)), {C=0.0005587840858292356, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(559)), {C=0.0005587840858292356, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(564)), {C=0.0006705409029950826, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(576)), {C=0.0006705409029950826, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(585)), {C=0.0005587840858292356, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(587)), {C=0.0005587840858292356, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(589)), {C=0.0005587840858292356, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(608)), {C=0.0005587840858292356, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(609)), {C=0.0006705409029950826, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(629)), {C=0.0005587840858292356, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(642)), {C=0.0010058113544926242, S=0.0008754012255617158}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(645)), {C=0.0005587840858292356, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(648)), {C=0.0005587840858292356, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(660)), {C=0.0005587840858292356, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(667)), {C=0.0005587840858292356, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(668)), {C=0.0007822977201609297, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(670)), {C=0.0006705409029950826, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(681)), {C=0.0006705409029950826, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(684)), {C=0.0006705409029950826, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(689)), {C=0.0006705409029950826, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(693)), {C=0.0007822977201609297, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(696)), {C=0.0006705409029950826, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(712)), {C=0.0005587840858292356, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(718)), {C=0.0005587840858292356, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(725)), {C=0.0006705409029950826, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(728)), {C=0.0005587840858292356, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(733)), {C=0.0005587840858292356, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(765)), {C=0.0005587840858292356, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(778)), {C=0.0007822977201609297, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(785)), {C=0.0006705409029950826, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(825)), {C=0.0007822977201609297, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(826)), {C=0.0005587840858292356, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(830)), {C=0.0006705409029950826, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(831)), {C=0.0005587840858292356, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(836)), {C=0.0007822977201609297, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(837)), {C=0.0007822977201609297, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(838)), {C=0.0007822977201609297, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(840)), {C=0.0005587840858292356, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(841)), {C=0.0006705409029950826, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(854)), {C=0.0005587840858292356, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(855)), {C=0.0005587840858292356, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(858)), {C=0.0006705409029950826, S=0.0005836008170411438}
