(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(3)), {C=0.0009375837128315028, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1005)), {C=0.0009375837128315028, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1007)), {C=0.0008036431824270024, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1009)), {C=0.0008036431824270024, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1012)), {C=0.0010715242432360033, S=0.0007781344227215252}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1015)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1016)), {C=0.0010715242432360033, S=0.0007781344227215252}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1017)), {C=0.0009375837128315028, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1019)), {C=0.0008036431824270024, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1021)), {C=0.0010715242432360033, S=0.0007781344227215252}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1022)), {C=0.0008036431824270024, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1023)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1028)), {C=0.0008036431824270024, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1030)), {C=0.0012054647736405037, S=0.0008754012255617158}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1032)), {C=0.0012054647736405037, S=0.0008754012255617158}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1033)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1034)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1036)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1037)), {C=0.0008036431824270024, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1041)), {C=0.0012054647736405037, S=0.0008754012255617158}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1042)), {C=0.0009375837128315028, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1043)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1045)), {C=0.0009375837128315028, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1047)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1048)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1049)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1050)), {C=0.0008036431824270024, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1055)), {C=0.0009375837128315028, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1058)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1059)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1062)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1064)), {C=0.0008036431824270024, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1066)), {C=0.0009375837128315028, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1067)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1070)), {C=0.0008036431824270024, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1071)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1079)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1082)), {C=0.0013394053040450041, S=0.0009726680284019065}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1088)), {C=0.0012054647736405037, S=0.0008754012255617158}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1091)), {C=0.0008036431824270024, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1092)), {C=0.0013394053040450041, S=0.0009726680284019065}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1093)), {C=0.0008036431824270024, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1099)), {C=0.0008036431824270024, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1103)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1105)), {C=0.0008036431824270024, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1107)), {C=0.0008036431824270024, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1111)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1113)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1121)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1123)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1124)), {C=0.0013394053040450041, S=0.0009726680284019065}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1126)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1127)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1128)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1131)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1134)), {C=0.0008036431824270024, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1137)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1138)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1139)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1140)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1145)), {C=0.0008036431824270024, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1147)), {C=0.0008036431824270024, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1152)), {C=0.0008036431824270024, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1155)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1156)), {C=0.0009375837128315028, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1157)), {C=0.0009375837128315028, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1166)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1171)), {C=0.0016072863648540047, S=0.0011672016340822876}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1172)), {C=0.0012054647736405037, S=0.0008754012255617158}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1173)), {C=0.0008036431824270024, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1182)), {C=0.0014733458344495045, S=0.001069934831242097}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1184)), {C=0.0008036431824270024, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1185)), {C=0.0008036431824270024, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1187)), {C=0.0008036431824270024, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1192)), {C=0.0008036431824270024, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1194)), {C=0.0010715242432360033, S=0.0007781344227215252}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1195)), {C=0.0009375837128315028, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1198)), {C=0.0009375837128315028, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1210)), {C=0.0009375837128315028, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1212)), {C=0.0008036431824270024, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1216)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1218)), {C=0.0008036431824270024, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1219)), {C=0.0010715242432360033, S=0.0007781344227215252}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1227)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1228)), {C=0.0009375837128315028, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1229)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1230)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1232)), {C=0.0013394053040450041, S=0.0009726680284019065}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1233)), {C=0.0008036431824270024, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1235)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1237)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1238)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1239)), {C=0.0009375837128315028, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1241)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1242)), {C=0.0010715242432360033, S=0.0007781344227215252}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1244)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1245)), {C=0.0008036431824270024, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1249)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1252)), {C=0.0008036431824270024, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1255)), {C=0.0008036431824270024, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1256)), {C=0.0008036431824270024, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1263)), {C=0.0008036431824270024, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1265)), {C=0.0008036431824270024, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1269)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1271)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1272)), {C=0.0010715242432360033, S=0.0007781344227215252}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1275)), {C=0.0010715242432360033, S=0.0007781344227215252}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1282)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1284)), {C=0.0008036431824270024, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1288)), {C=0.0008036431824270024, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1290)), {C=0.0009375837128315028, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1293)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1298)), {C=0.0009375837128315028, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1301)), {C=0.0008036431824270024, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1302)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1304)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1305)), {C=0.0008036431824270024, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1310)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1311)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1312)), {C=0.0013394053040450041, S=0.0009726680284019065}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1313)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1314)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1316)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1319)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1322)), {C=0.0008036431824270024, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1330)), {C=0.0010715242432360033, S=0.0007781344227215252}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1331)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1333)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1336)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1340)), {C=0.0008036431824270024, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1343)), {C=0.0009375837128315028, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1349)), {C=0.0009375837128315028, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1352)), {C=0.0010715242432360033, S=0.0007781344227215252}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1358)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1359)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1362)), {C=0.0008036431824270024, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1365)), {C=0.0008036431824270024, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1368)), {C=0.0008036431824270024, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1372)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1373)), {C=0.0008036431824270024, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1376)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1377)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1379)), {C=0.0008036431824270024, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1385)), {C=0.0009375837128315028, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1386)), {C=0.0008036431824270024, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1388)), {C=0.0009375837128315028, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1389)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1390)), {C=0.0008036431824270024, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1391)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1397)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1398)), {C=0.0012054647736405037, S=0.0008754012255617158}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1403)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1404)), {C=0.0008036431824270024, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1405)), {C=0.0009375837128315028, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1408)), {C=0.0008036431824270024, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1409)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1411)), {C=0.0008036431824270024, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1413)), {C=0.0010715242432360033, S=0.0007781344227215252}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1415)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1416)), {C=0.0008036431824270024, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1417)), {C=0.0009375837128315028, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1418)), {C=0.0010715242432360033, S=0.0007781344227215252}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1419)), {C=0.0008036431824270024, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1420)), {C=0.0008036431824270024, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1421)), {C=0.0012054647736405037, S=0.0008754012255617158}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1423)), {C=0.0008036431824270024, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1425)), {C=0.0008036431824270024, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1426)), {C=0.0008036431824270024, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1428)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1429)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1435)), {C=0.0012054647736405037, S=0.0008754012255617158}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1438)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1441)), {C=0.0016072863648540047, S=0.0011672016340822876}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1443)), {C=0.0008036431824270024, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1446)), {C=0.0012054647736405037, S=0.0008754012255617158}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1447)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1448)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1449)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1450)), {C=0.0009375837128315028, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1453)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1458)), {C=0.0008036431824270024, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1463)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1465)), {C=0.0008036431824270024, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1468)), {C=0.0010715242432360033, S=0.0007781344227215252}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1469)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1470)), {C=0.0009375837128315028, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1471)), {C=0.0013394053040450041, S=0.0009726680284019065}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1473)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1475)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1477)), {C=0.0008036431824270024, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1478)), {C=0.0010715242432360033, S=0.0007781344227215252}
