(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(6)), {C=0.0005072537283149031, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(880)), {C=0.0010145074566298062, S=0.0009726680284019065}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(881)), {C=0.0010145074566298062, S=0.0009726680284019065}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(884)), {C=0.0005072537283149031, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(887)), {C=0.0009130567109668256, S=0.0008754012255617158}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(888)), {C=0.0006087044739778837, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(889)), {C=0.0006087044739778837, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(895)), {C=0.0005072537283149031, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(896)), {C=0.0006087044739778837, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(897)), {C=0.0006087044739778837, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(898)), {C=0.0010145074566298062, S=0.0009726680284019065}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(899)), {C=0.0008116059653038451, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(900)), {C=0.0005072537283149031, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(908)), {C=0.0005072537283149031, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(909)), {C=0.0006087044739778837, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(911)), {C=0.0006087044739778837, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(912)), {C=0.0009130567109668256, S=0.0008754012255617158}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(914)), {C=0.0005072537283149031, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(915)), {C=0.0006087044739778837, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(916)), {C=0.0005072537283149031, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(917)), {C=0.0007101552196408644, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(918)), {C=0.0005072537283149031, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(919)), {C=0.0006087044739778837, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(920)), {C=0.0006087044739778837, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(925)), {C=0.0007101552196408644, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(928)), {C=0.0007101552196408644, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(929)), {C=0.0005072537283149031, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(934)), {C=0.0006087044739778837, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(939)), {C=0.0007101552196408644, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(940)), {C=0.0007101552196408644, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(943)), {C=0.0006087044739778837, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(947)), {C=0.0007101552196408644, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(950)), {C=0.0005072537283149031, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(951)), {C=0.0006087044739778837, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(952)), {C=0.0006087044739778837, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(953)), {C=0.0008116059653038451, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(956)), {C=0.0008116059653038451, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(957)), {C=0.0006087044739778837, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(958)), {C=0.0005072537283149031, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(961)), {C=0.0005072537283149031, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(963)), {C=0.0009130567109668256, S=0.0008754012255617158}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(964)), {C=0.0006087044739778837, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(965)), {C=0.0005072537283149031, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(968)), {C=0.0007101552196408644, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(969)), {C=0.0005072537283149031, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(970)), {C=0.0005072537283149031, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(972)), {C=0.0007101552196408644, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(973)), {C=0.0005072537283149031, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(974)), {C=0.0005072537283149031, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(975)), {C=0.0008116059653038451, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(977)), {C=0.0005072537283149031, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(979)), {C=0.0007101552196408644, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(982)), {C=0.0006087044739778837, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(987)), {C=0.001115958202292787, S=0.001069934831242097}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(990)), {C=0.0007101552196408644, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(991)), {C=0.0009130567109668256, S=0.0008754012255617158}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(992)), {C=0.0005072537283149031, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(993)), {C=0.0009130567109668256, S=0.0008754012255617158}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(997)), {C=0.0008116059653038451, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(998)), {C=0.0007101552196408644, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(999)), {C=0.0008116059653038451, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1000)), {C=0.0005072537283149031, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1004)), {C=0.0008116059653038451, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1007)), {C=0.0006087044739778837, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1008)), {C=0.0008116059653038451, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1009)), {C=0.0006087044739778837, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1010)), {C=0.0006087044739778837, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1012)), {C=0.0008116059653038451, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1014)), {C=0.0005072537283149031, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1015)), {C=0.0008116059653038451, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1016)), {C=0.0006087044739778837, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1018)), {C=0.0009130567109668256, S=0.0008754012255617158}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1019)), {C=0.0007101552196408644, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1020)), {C=0.0005072537283149031, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1021)), {C=0.0005072537283149031, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1023)), {C=0.0009130567109668256, S=0.0008754012255617158}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1026)), {C=0.0005072537283149031, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1031)), {C=0.0007101552196408644, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1036)), {C=0.0006087044739778837, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1038)), {C=0.0005072537283149031, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1042)), {C=0.0005072537283149031, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1046)), {C=0.0006087044739778837, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1048)), {C=0.0007101552196408644, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1052)), {C=0.0005072537283149031, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1053)), {C=0.0008116059653038451, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1055)), {C=0.0008116059653038451, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1057)), {C=0.0005072537283149031, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1058)), {C=0.0006087044739778837, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1059)), {C=0.0007101552196408644, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1060)), {C=0.0005072537283149031, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1061)), {C=0.0007101552196408644, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1062)), {C=0.0006087044739778837, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1063)), {C=0.0006087044739778837, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1065)), {C=0.0006087044739778837, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1066)), {C=0.0006087044739778837, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1068)), {C=0.0005072537283149031, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1069)), {C=0.0010145074566298062, S=0.0009726680284019065}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1072)), {C=0.0006087044739778837, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1073)), {C=0.0009130567109668256, S=0.0008754012255617158}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1075)), {C=0.0007101552196408644, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1077)), {C=0.0006087044739778837, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1078)), {C=0.0006087044739778837, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1081)), {C=0.0005072537283149031, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1082)), {C=0.0005072537283149031, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1086)), {C=0.0008116059653038451, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1087)), {C=0.0005072537283149031, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1089)), {C=0.0006087044739778837, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1090)), {C=0.0009130567109668256, S=0.0008754012255617158}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1091)), {C=0.0006087044739778837, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1092)), {C=0.0008116059653038451, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1097)), {C=0.0007101552196408644, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1098)), {C=0.0005072537283149031, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1099)), {C=0.0005072537283149031, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1100)), {C=0.0006087044739778837, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1102)), {C=0.0009130567109668256, S=0.0008754012255617158}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1104)), {C=0.0005072537283149031, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1106)), {C=0.0007101552196408644, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1107)), {C=0.0005072537283149031, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1111)), {C=0.0005072537283149031, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1117)), {C=0.0006087044739778837, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1121)), {C=0.0006087044739778837, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1123)), {C=0.0008116059653038451, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1130)), {C=0.0005072537283149031, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1132)), {C=0.0006087044739778837, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1134)), {C=0.0005072537283149031, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1136)), {C=0.0007101552196408644, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1140)), {C=0.0005072537283149031, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1141)), {C=0.0006087044739778837, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1142)), {C=0.0005072537283149031, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1148)), {C=0.0005072537283149031, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1149)), {C=0.0009130567109668256, S=0.0008754012255617158}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1150)), {C=0.0007101552196408644, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1152)), {C=0.0005072537283149031, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1153)), {C=0.0008116059653038451, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1154)), {C=0.0005072537283149031, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1156)), {C=0.0005072537283149031, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1158)), {C=0.0005072537283149031, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1159)), {C=0.0006087044739778837, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1160)), {C=0.0006087044739778837, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1162)), {C=0.0008116059653038451, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1163)), {C=0.0006087044739778837, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1165)), {C=0.0005072537283149031, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1166)), {C=0.0010145074566298062, S=0.0009726680284019065}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1168)), {C=0.0006087044739778837, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1169)), {C=0.001115958202292787, S=0.001069934831242097}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1170)), {C=0.0006087044739778837, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1172)), {C=0.0005072537283149031, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1173)), {C=0.0007101552196408644, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1177)), {C=0.0005072537283149031, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1178)), {C=0.0005072537283149031, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1179)), {C=0.0007101552196408644, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1180)), {C=0.0009130567109668256, S=0.0008754012255617158}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1183)), {C=0.0005072537283149031, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1185)), {C=0.0005072537283149031, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1191)), {C=0.0005072537283149031, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1192)), {C=0.0008116059653038451, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1193)), {C=0.0006087044739778837, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1196)), {C=0.0009130567109668256, S=0.0008754012255617158}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1198)), {C=0.0009130567109668256, S=0.0008754012255617158}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1203)), {C=0.0005072537283149031, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1206)), {C=0.0008116059653038451, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1208)), {C=0.0008116059653038451, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1211)), {C=0.0005072537283149031, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1212)), {C=0.0005072537283149031, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1213)), {C=0.0005072537283149031, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1214)), {C=0.0005072537283149031, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1215)), {C=0.0008116059653038451, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1217)), {C=0.0005072537283149031, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1218)), {C=0.0007101552196408644, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1219)), {C=0.0008116059653038451, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1223)), {C=0.0007101552196408644, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1225)), {C=0.0005072537283149031, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1226)), {C=0.0005072537283149031, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1227)), {C=0.0009130567109668256, S=0.0008754012255617158}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1228)), {C=0.0007101552196408644, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1233)), {C=0.0006087044739778837, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1234)), {C=0.0008116059653038451, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1235)), {C=0.0005072537283149031, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1238)), {C=0.0005072537283149031, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1239)), {C=0.0007101552196408644, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1240)), {C=0.0005072537283149031, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1241)), {C=0.0005072537283149031, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1243)), {C=0.0007101552196408644, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1247)), {C=0.0007101552196408644, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1248)), {C=0.0008116059653038451, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1249)), {C=0.0008116059653038451, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1251)), {C=0.0007101552196408644, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1252)), {C=0.0006087044739778837, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1254)), {C=0.0006087044739778837, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1255)), {C=0.0005072537283149031, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1261)), {C=0.0007101552196408644, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1262)), {C=0.0007101552196408644, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1263)), {C=0.0006087044739778837, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1265)), {C=0.0005072537283149031, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1268)), {C=0.0006087044739778837, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1269)), {C=0.0007101552196408644, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1270)), {C=0.0005072537283149031, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1273)), {C=0.0005072537283149031, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1274)), {C=0.0008116059653038451, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1276)), {C=0.0007101552196408644, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1278)), {C=0.0008116059653038451, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1280)), {C=0.0007101552196408644, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1281)), {C=0.0007101552196408644, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1282)), {C=0.0008116059653038451, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1283)), {C=0.0006087044739778837, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1286)), {C=0.0005072537283149031, S=0.00048633401420095323}
