(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(2)), {C=0.0006082108464267612, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(848)), {C=0.0006082108464267612, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(851)), {C=0.0007095793208312214, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(854)), {C=0.0008109477952356818, S=0.0007781344227215252}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(855)), {C=0.0008109477952356818, S=0.0007781344227215252}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(858)), {C=0.0005068423720223011, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(859)), {C=0.0005068423720223011, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(865)), {C=0.0006082108464267612, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(866)), {C=0.0005068423720223011, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(869)), {C=0.0006082108464267612, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(870)), {C=0.0007095793208312214, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(871)), {C=0.0005068423720223011, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(872)), {C=0.0005068423720223011, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(873)), {C=0.0006082108464267612, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(877)), {C=0.0005068423720223011, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(879)), {C=0.0006082108464267612, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(880)), {C=0.0007095793208312214, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(881)), {C=0.0005068423720223011, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(882)), {C=0.0006082108464267612, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(888)), {C=0.0008109477952356818, S=0.0007781344227215252}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(891)), {C=0.0005068423720223011, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(893)), {C=0.0007095793208312214, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(894)), {C=0.0005068423720223011, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(896)), {C=0.0006082108464267612, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(901)), {C=0.0006082108464267612, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(902)), {C=0.0008109477952356818, S=0.0007781344227215252}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(903)), {C=0.0005068423720223011, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(904)), {C=0.0006082108464267612, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(905)), {C=0.0006082108464267612, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(906)), {C=0.0005068423720223011, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(907)), {C=0.0005068423720223011, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(908)), {C=0.0006082108464267612, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(909)), {C=0.0006082108464267612, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(910)), {C=0.0005068423720223011, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(911)), {C=0.0005068423720223011, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(913)), {C=0.0008109477952356818, S=0.0007781344227215252}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(914)), {C=0.0008109477952356818, S=0.0007781344227215252}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(915)), {C=0.0007095793208312214, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(916)), {C=0.0007095793208312214, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(919)), {C=0.0006082108464267612, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(921)), {C=0.0006082108464267612, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(922)), {C=0.0007095793208312214, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(924)), {C=0.0005068423720223011, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(926)), {C=0.0006082108464267612, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(927)), {C=0.0005068423720223011, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(928)), {C=0.0008109477952356818, S=0.0007781344227215252}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(931)), {C=0.0007095793208312214, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(936)), {C=0.0006082108464267612, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(939)), {C=0.0005068423720223011, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(940)), {C=0.0006082108464267612, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(941)), {C=0.0005068423720223011, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(943)), {C=0.0005068423720223011, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(944)), {C=0.0006082108464267612, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(946)), {C=0.0010136847440446021, S=0.0009726680284019065}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(947)), {C=0.0008109477952356818, S=0.0007781344227215252}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(948)), {C=0.0008109477952356818, S=0.0007781344227215252}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(949)), {C=0.0006082108464267612, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(950)), {C=0.0006082108464267612, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(951)), {C=0.0006082108464267612, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(952)), {C=0.0010136847440446021, S=0.0009726680284019065}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(953)), {C=0.0005068423720223011, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(955)), {C=0.0005068423720223011, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(956)), {C=0.0005068423720223011, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(957)), {C=0.0006082108464267612, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(960)), {C=0.0005068423720223011, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(961)), {C=0.0005068423720223011, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(964)), {C=0.0008109477952356818, S=0.0007781344227215252}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(965)), {C=0.0007095793208312214, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(966)), {C=0.0007095793208312214, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(967)), {C=0.000912316269640142, S=0.0008754012255617158}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(969)), {C=0.000912316269640142, S=0.0008754012255617158}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(971)), {C=0.0008109477952356818, S=0.0007781344227215252}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(973)), {C=0.0006082108464267612, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(974)), {C=0.000912316269640142, S=0.0008754012255617158}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(975)), {C=0.0005068423720223011, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(976)), {C=0.0006082108464267612, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(977)), {C=0.0006082108464267612, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(978)), {C=0.0005068423720223011, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(983)), {C=0.0006082108464267612, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(984)), {C=0.0011150532184490624, S=0.001069934831242097}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(986)), {C=0.0006082108464267612, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(988)), {C=0.0005068423720223011, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(992)), {C=0.0008109477952356818, S=0.0007781344227215252}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(993)), {C=0.0007095793208312214, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(994)), {C=0.000912316269640142, S=0.0008754012255617158}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(995)), {C=0.0006082108464267612, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(996)), {C=0.0010136847440446021, S=0.0009726680284019065}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(998)), {C=0.0007095793208312214, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(999)), {C=0.0006082108464267612, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1003)), {C=0.0006082108464267612, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1004)), {C=0.0005068423720223011, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1005)), {C=0.0005068423720223011, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1006)), {C=0.0006082108464267612, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1008)), {C=0.0006082108464267612, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1010)), {C=0.0005068423720223011, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1011)), {C=0.0008109477952356818, S=0.0007781344227215252}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1012)), {C=0.0005068423720223011, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1013)), {C=0.0006082108464267612, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1014)), {C=0.0007095793208312214, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1019)), {C=0.0007095793208312214, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1020)), {C=0.0006082108464267612, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1022)), {C=0.0005068423720223011, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1023)), {C=0.0006082108464267612, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1026)), {C=0.0008109477952356818, S=0.0007781344227215252}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1030)), {C=0.0006082108464267612, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1032)), {C=0.0005068423720223011, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1034)), {C=0.0011150532184490624, S=0.001069934831242097}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1035)), {C=0.0008109477952356818, S=0.0007781344227215252}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1036)), {C=0.0005068423720223011, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1037)), {C=0.0005068423720223011, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1038)), {C=0.0005068423720223011, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1040)), {C=0.0007095793208312214, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1042)), {C=0.0006082108464267612, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1045)), {C=0.0006082108464267612, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1046)), {C=0.0005068423720223011, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1047)), {C=0.0005068423720223011, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1050)), {C=0.0005068423720223011, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1052)), {C=0.0006082108464267612, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1057)), {C=0.0008109477952356818, S=0.0007781344227215252}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1058)), {C=0.0008109477952356818, S=0.0007781344227215252}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1059)), {C=0.0005068423720223011, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1061)), {C=0.0006082108464267612, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1063)), {C=0.0007095793208312214, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1064)), {C=0.0005068423720223011, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1065)), {C=0.0006082108464267612, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1068)), {C=0.0010136847440446021, S=0.0009726680284019065}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1073)), {C=0.0005068423720223011, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1075)), {C=0.0006082108464267612, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1076)), {C=0.0005068423720223011, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1078)), {C=0.0005068423720223011, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1079)), {C=0.0006082108464267612, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1080)), {C=0.0008109477952356818, S=0.0007781344227215252}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1081)), {C=0.0006082108464267612, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1084)), {C=0.0007095793208312214, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1085)), {C=0.0011150532184490624, S=0.001069934831242097}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1092)), {C=0.0006082108464267612, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1095)), {C=0.0007095793208312214, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1096)), {C=0.0005068423720223011, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1098)), {C=0.0005068423720223011, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1110)), {C=0.0005068423720223011, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1111)), {C=0.0006082108464267612, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1113)), {C=0.0007095793208312214, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1114)), {C=0.0008109477952356818, S=0.0007781344227215252}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1118)), {C=0.0006082108464267612, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1119)), {C=0.0006082108464267612, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1123)), {C=0.0010136847440446021, S=0.0009726680284019065}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1125)), {C=0.0006082108464267612, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1126)), {C=0.0005068423720223011, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1128)), {C=0.0006082108464267612, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1129)), {C=0.0006082108464267612, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1131)), {C=0.0006082108464267612, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1132)), {C=0.0006082108464267612, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1134)), {C=0.0007095793208312214, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1136)), {C=0.0005068423720223011, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1137)), {C=0.0005068423720223011, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1142)), {C=0.0006082108464267612, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1144)), {C=0.0007095793208312214, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1145)), {C=0.0006082108464267612, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1146)), {C=0.0006082108464267612, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1147)), {C=0.0007095793208312214, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1148)), {C=0.0007095793208312214, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1149)), {C=0.0011150532184490624, S=0.001069934831242097}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1150)), {C=0.0005068423720223011, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1153)), {C=0.0005068423720223011, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1154)), {C=0.0006082108464267612, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1156)), {C=0.0007095793208312214, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1158)), {C=0.0007095793208312214, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1161)), {C=0.0006082108464267612, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1162)), {C=0.0006082108464267612, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1163)), {C=0.0005068423720223011, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1164)), {C=0.0007095793208312214, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1170)), {C=0.0006082108464267612, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1172)), {C=0.0006082108464267612, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1174)), {C=0.0005068423720223011, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1175)), {C=0.0008109477952356818, S=0.0007781344227215252}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1176)), {C=0.0005068423720223011, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1177)), {C=0.0005068423720223011, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1179)), {C=0.0006082108464267612, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1181)), {C=0.0008109477952356818, S=0.0007781344227215252}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1183)), {C=0.0006082108464267612, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1184)), {C=0.0006082108464267612, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1185)), {C=0.0006082108464267612, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1186)), {C=0.0006082108464267612, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1187)), {C=0.0011150532184490624, S=0.001069934831242097}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1188)), {C=0.0005068423720223011, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1190)), {C=0.0005068423720223011, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1192)), {C=0.0005068423720223011, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1196)), {C=0.0007095793208312214, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1198)), {C=0.0006082108464267612, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1199)), {C=0.0006082108464267612, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1200)), {C=0.0006082108464267612, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1202)), {C=0.0006082108464267612, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1203)), {C=0.000912316269640142, S=0.0008754012255617158}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1204)), {C=0.0007095793208312214, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1205)), {C=0.0007095793208312214, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1206)), {C=0.0007095793208312214, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1208)), {C=0.0005068423720223011, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1209)), {C=0.0007095793208312214, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1210)), {C=0.0005068423720223011, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1212)), {C=0.0006082108464267612, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1213)), {C=0.0006082108464267612, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1214)), {C=0.000912316269640142, S=0.0008754012255617158}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1217)), {C=0.0005068423720223011, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1218)), {C=0.0005068423720223011, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1220)), {C=0.0006082108464267612, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1221)), {C=0.0005068423720223011, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1222)), {C=0.000912316269640142, S=0.0008754012255617158}
