(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(2)), {C=0.000705147577314395, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1406)), {C=0.0005036768409388536, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1409)), {C=0.0009066183136899365, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1410)), {C=0.0008058829455021659, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1414)), {C=0.000705147577314395, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1416)), {C=0.0005036768409388536, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1420)), {C=0.0006044122091266242, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1429)), {C=0.0005036768409388536, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1432)), {C=0.0006044122091266242, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1435)), {C=0.0005036768409388536, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1441)), {C=0.000705147577314395, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1442)), {C=0.0005036768409388536, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1443)), {C=0.0006044122091266242, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1445)), {C=0.0005036768409388536, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1448)), {C=0.000705147577314395, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1449)), {C=0.0006044122091266242, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1452)), {C=0.0005036768409388536, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1453)), {C=0.0005036768409388536, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1458)), {C=0.0005036768409388536, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1459)), {C=0.0005036768409388536, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1464)), {C=0.0005036768409388536, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1469)), {C=0.000705147577314395, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1471)), {C=0.0005036768409388536, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1482)), {C=0.0005036768409388536, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1483)), {C=0.0006044122091266242, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1500)), {C=0.000705147577314395, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1503)), {C=0.000705147577314395, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1506)), {C=0.0005036768409388536, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1516)), {C=0.0006044122091266242, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1519)), {C=0.000705147577314395, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1520)), {C=0.0006044122091266242, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1525)), {C=0.0006044122091266242, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1526)), {C=0.000705147577314395, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1533)), {C=0.000705147577314395, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1543)), {C=0.0006044122091266242, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1550)), {C=0.0005036768409388536, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1555)), {C=0.0005036768409388536, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1556)), {C=0.0005036768409388536, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1557)), {C=0.0005036768409388536, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1558)), {C=0.0005036768409388536, S=0.00048633401420095323}
