(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(S)) --> (buy(2)), {C=0.0005989219405070872, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(S)) --> (buy(1410)), {C=0.0006987422639249351, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(S)) --> (buy(1416)), {C=0.0004991016170892394, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(S)) --> (buy(1417)), {C=0.0005989219405070872, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(S)) --> (buy(1420)), {C=0.0004991016170892394, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(S)) --> (buy(1422)), {C=0.0006987422639249351, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(S)) --> (buy(1425)), {C=0.0005989219405070872, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(S)) --> (buy(1426)), {C=0.0007985625873427831, S=0.0007781344227215252}
(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(S)) --> (buy(1428)), {C=0.0006987422639249351, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(S)) --> (buy(1429)), {C=0.0005989219405070872, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(S)) --> (buy(1430)), {C=0.0004991016170892394, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(S)) --> (buy(1431)), {C=0.0004991016170892394, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(S)) --> (buy(1432)), {C=0.0005989219405070872, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(S)) --> (buy(1438)), {C=0.0005989219405070872, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(S)) --> (buy(1441)), {C=0.0005989219405070872, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(S)) --> (buy(1442)), {C=0.0004991016170892394, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(S)) --> (buy(1443)), {C=0.0006987422639249351, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(S)) --> (buy(1444)), {C=0.0004991016170892394, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(S)) --> (buy(1445)), {C=0.0006987422639249351, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(S)) --> (buy(1447)), {C=0.0004991016170892394, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(S)) --> (buy(1453)), {C=0.0005989219405070872, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(S)) --> (buy(1460)), {C=0.0005989219405070872, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(S)) --> (buy(1461)), {C=0.0005989219405070872, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(S)) --> (buy(1462)), {C=0.0005989219405070872, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(S)) --> (buy(1463)), {C=0.0004991016170892394, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(S)) --> (buy(1469)), {C=0.0005989219405070872, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(S)) --> (buy(1471)), {C=0.0004991016170892394, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(S)) --> (buy(1472)), {C=0.0005989219405070872, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(S)) --> (buy(1475)), {C=0.0007985625873427831, S=0.0007781344227215252}
(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(S)) --> (buy(1482)), {C=0.0004991016170892394, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(S)) --> (buy(1489)), {C=0.0006987422639249351, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(S)) --> (buy(1490)), {C=0.0005989219405070872, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(S)) --> (buy(1491)), {C=0.0005989219405070872, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(S)) --> (buy(1492)), {C=0.0005989219405070872, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(S)) --> (buy(1500)), {C=0.0009982032341784787, S=0.0009726680284019065}
(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(S)) --> (buy(1501)), {C=0.0007985625873427831, S=0.0007781344227215252}
(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(S)) --> (buy(1503)), {C=0.0007985625873427831, S=0.0007781344227215252}
(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(S)) --> (buy(1506)), {C=0.0004991016170892394, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(S)) --> (buy(1513)), {C=0.0004991016170892394, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(S)) --> (buy(1516)), {C=0.0007985625873427831, S=0.0007781344227215252}
(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(S)) --> (buy(1523)), {C=0.0004991016170892394, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(S)) --> (buy(1525)), {C=0.0007985625873427831, S=0.0007781344227215252}
(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(S)) --> (buy(1526)), {C=0.0007985625873427831, S=0.0007781344227215252}
(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(S)) --> (buy(1527)), {C=0.0006987422639249351, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(S)) --> (buy(1531)), {C=0.0005989219405070872, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(S)) --> (buy(1534)), {C=0.0005989219405070872, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(S)) --> (buy(1540)), {C=0.0006987422639249351, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(S)) --> (buy(1542)), {C=0.0004991016170892394, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(S)) --> (buy(1546)), {C=0.0004991016170892394, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(S)) --> (buy(1550)), {C=0.0004991016170892394, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(S)) --> (buy(1552)), {C=0.0006987422639249351, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(S)) --> (buy(1554)), {C=0.0006987422639249351, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(house_owner(Y))(marital_status(S)) --> (buy(1557)), {C=0.0004991016170892394, S=0.00048633401420095323}
