(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(2)), {C=0.0005948250223059383, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(1394)), {C=0.0005948250223059383, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(1399)), {C=0.0005948250223059383, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(1402)), {C=0.0006939625260235947, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(1406)), {C=0.000495687518588282, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(1407)), {C=0.000495687518588282, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(1409)), {C=0.000495687518588282, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(1410)), {C=0.000495687518588282, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(1411)), {C=0.000495687518588282, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(1415)), {C=0.000495687518588282, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(1421)), {C=0.000495687518588282, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(1423)), {C=0.0008922375334589076, S=0.0008754012255617158}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(1424)), {C=0.000495687518588282, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(1425)), {C=0.000495687518588282, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(1426)), {C=0.000495687518588282, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(1429)), {C=0.000495687518588282, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(1432)), {C=0.0005948250223059383, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(1434)), {C=0.000495687518588282, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(1438)), {C=0.0006939625260235947, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(1444)), {C=0.0005948250223059383, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(1446)), {C=0.000495687518588282, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(1452)), {C=0.0007931000297412512, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(1453)), {C=0.0005948250223059383, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(1454)), {C=0.0006939625260235947, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(1460)), {C=0.0006939625260235947, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(1461)), {C=0.000495687518588282, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(1463)), {C=0.0008922375334589076, S=0.0008754012255617158}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(1464)), {C=0.000495687518588282, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(1467)), {C=0.000495687518588282, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(1472)), {C=0.000495687518588282, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(1473)), {C=0.000495687518588282, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(1474)), {C=0.000495687518588282, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(1475)), {C=0.0005948250223059383, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(1477)), {C=0.000495687518588282, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(1479)), {C=0.000495687518588282, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(1481)), {C=0.000495687518588282, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(1482)), {C=0.000495687518588282, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(1492)), {C=0.0005948250223059383, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(1495)), {C=0.000495687518588282, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(1498)), {C=0.0005948250223059383, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(1499)), {C=0.0006939625260235947, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(1500)), {C=0.000495687518588282, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(1502)), {C=0.000495687518588282, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(1506)), {C=0.0005948250223059383, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(1509)), {C=0.0005948250223059383, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(1512)), {C=0.0005948250223059383, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(1515)), {C=0.000495687518588282, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(1516)), {C=0.0006939625260235947, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(1517)), {C=0.000495687518588282, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(1520)), {C=0.000495687518588282, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(1523)), {C=0.0005948250223059383, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(1525)), {C=0.0006939625260235947, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(1526)), {C=0.000495687518588282, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(1527)), {C=0.0006939625260235947, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(1538)), {C=0.0005948250223059383, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(1539)), {C=0.000495687518588282, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(1540)), {C=0.0005948250223059383, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(1546)), {C=0.0005948250223059383, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(member card(Bronze))(house_owner(Y)) --> (buy(1552)), {C=0.0008922375334589076, S=0.0008754012255617158}
