(gender(Male))(member card(Normal))(house_owner(Y)) --> (buy(6)), {C=0.0010226110669242132, S=0.0008754012255617158}
(gender(Male))(member card(Normal))(house_owner(Y)) --> (buy(1324)), {C=0.0005681172594023407, S=0.00048633401420095323}
(gender(Male))(member card(Normal))(house_owner(Y)) --> (buy(1325)), {C=0.0005681172594023407, S=0.00048633401420095323}
(gender(Male))(member card(Normal))(house_owner(Y)) --> (buy(1326)), {C=0.0005681172594023407, S=0.00048633401420095323}
(gender(Male))(member card(Normal))(house_owner(Y)) --> (buy(1329)), {C=0.0005681172594023407, S=0.00048633401420095323}
(gender(Male))(member card(Normal))(house_owner(Y)) --> (buy(1330)), {C=0.0005681172594023407, S=0.00048633401420095323}
(gender(Male))(member card(Normal))(house_owner(Y)) --> (buy(1332)), {C=0.0012498579706851495, S=0.001069934831242097}
(gender(Male))(member card(Normal))(house_owner(Y)) --> (buy(1336)), {C=0.0005681172594023407, S=0.00048633401420095323}
(gender(Male))(member card(Normal))(house_owner(Y)) --> (buy(1337)), {C=0.0009089876150437451, S=0.0007781344227215252}
(gender(Male))(member card(Normal))(house_owner(Y)) --> (buy(1339)), {C=0.0006817407112828087, S=0.0005836008170411438}
(gender(Male))(member card(Normal))(house_owner(Y)) --> (buy(1340)), {C=0.0006817407112828087, S=0.0005836008170411438}
(gender(Male))(member card(Normal))(house_owner(Y)) --> (buy(1341)), {C=0.0009089876150437451, S=0.0007781344227215252}
(gender(Male))(member card(Normal))(house_owner(Y)) --> (buy(1342)), {C=0.0006817407112828087, S=0.0005836008170411438}
(gender(Male))(member card(Normal))(house_owner(Y)) --> (buy(1344)), {C=0.0007953641631632768, S=0.0006808676198813345}
(gender(Male))(member card(Normal))(house_owner(Y)) --> (buy(1346)), {C=0.0006817407112828087, S=0.0005836008170411438}
(gender(Male))(member card(Normal))(house_owner(Y)) --> (buy(1347)), {C=0.0005681172594023407, S=0.00048633401420095323}
(gender(Male))(member card(Normal))(house_owner(Y)) --> (buy(1351)), {C=0.0005681172594023407, S=0.00048633401420095323}
(gender(Male))(member card(Normal))(house_owner(Y)) --> (buy(1356)), {C=0.0006817407112828087, S=0.0005836008170411438}
(gender(Male))(member card(Normal))(house_owner(Y)) --> (buy(1358)), {C=0.0005681172594023407, S=0.00048633401420095323}
(gender(Male))(member card(Normal))(house_owner(Y)) --> (buy(1359)), {C=0.0006817407112828087, S=0.0005836008170411438}
(gender(Male))(member card(Normal))(house_owner(Y)) --> (buy(1360)), {C=0.0005681172594023407, S=0.00048633401420095323}
(gender(Male))(member card(Normal))(house_owner(Y)) --> (buy(1362)), {C=0.0005681172594023407, S=0.00048633401420095323}
(gender(Male))(member card(Normal))(house_owner(Y)) --> (buy(1368)), {C=0.0005681172594023407, S=0.00048633401420095323}
(gender(Male))(member card(Normal))(house_owner(Y)) --> (buy(1369)), {C=0.0006817407112828087, S=0.0005836008170411438}
(gender(Male))(member card(Normal))(house_owner(Y)) --> (buy(1370)), {C=0.0005681172594023407, S=0.00048633401420095323}
(gender(Male))(member card(Normal))(house_owner(Y)) --> (buy(1377)), {C=0.0006817407112828087, S=0.0005836008170411438}
(gender(Male))(member card(Normal))(house_owner(Y)) --> (buy(1381)), {C=0.0006817407112828087, S=0.0005836008170411438}
(gender(Male))(member card(Normal))(house_owner(Y)) --> (buy(1383)), {C=0.0005681172594023407, S=0.00048633401420095323}
(gender(Male))(member card(Normal))(house_owner(Y)) --> (buy(1386)), {C=0.0010226110669242132, S=0.0008754012255617158}
(gender(Male))(member card(Normal))(house_owner(Y)) --> (buy(1388)), {C=0.0006817407112828087, S=0.0005836008170411438}
(gender(Male))(member card(Normal))(house_owner(Y)) --> (buy(1390)), {C=0.0010226110669242132, S=0.0008754012255617158}
(gender(Male))(member card(Normal))(house_owner(Y)) --> (buy(1391)), {C=0.0005681172594023407, S=0.00048633401420095323}
(gender(Male))(member card(Normal))(house_owner(Y)) --> (buy(1396)), {C=0.0009089876150437451, S=0.0007781344227215252}
(gender(Male))(member card(Normal))(house_owner(Y)) --> (buy(1398)), {C=0.0005681172594023407, S=0.00048633401420095323}
(gender(Male))(member card(Normal))(house_owner(Y)) --> (buy(1400)), {C=0.0007953641631632768, S=0.0006808676198813345}
(gender(Male))(member card(Normal))(house_owner(Y)) --> (buy(1401)), {C=0.0006817407112828087, S=0.0005836008170411438}
(gender(Male))(member card(Normal))(house_owner(Y)) --> (buy(1405)), {C=0.0007953641631632768, S=0.0006808676198813345}
(gender(Male))(member card(Normal))(house_owner(Y)) --> (buy(1406)), {C=0.0007953641631632768, S=0.0006808676198813345}
(gender(Male))(member card(Normal))(house_owner(Y)) --> (buy(1408)), {C=0.0005681172594023407, S=0.00048633401420095323}
(gender(Male))(member card(Normal))(house_owner(Y)) --> (buy(1410)), {C=0.0006817407112828087, S=0.0005836008170411438}
(gender(Male))(member card(Normal))(house_owner(Y)) --> (buy(1413)), {C=0.0005681172594023407, S=0.00048633401420095323}
(gender(Male))(member card(Normal))(house_owner(Y)) --> (buy(1417)), {C=0.0007953641631632768, S=0.0006808676198813345}
(gender(Male))(member card(Normal))(house_owner(Y)) --> (buy(1418)), {C=0.0007953641631632768, S=0.0006808676198813345}
(gender(Male))(member card(Normal))(house_owner(Y)) --> (buy(1422)), {C=0.0009089876150437451, S=0.0007781344227215252}
(gender(Male))(member card(Normal))(house_owner(Y)) --> (buy(1423)), {C=0.0006817407112828087, S=0.0005836008170411438}
(gender(Male))(member card(Normal))(house_owner(Y)) --> (buy(1424)), {C=0.0006817407112828087, S=0.0005836008170411438}
(gender(Male))(member card(Normal))(house_owner(Y)) --> (buy(1427)), {C=0.0005681172594023407, S=0.00048633401420095323}
(gender(Male))(member card(Normal))(house_owner(Y)) --> (buy(1428)), {C=0.0009089876150437451, S=0.0007781344227215252}
(gender(Male))(member card(Normal))(house_owner(Y)) --> (buy(1429)), {C=0.0006817407112828087, S=0.0005836008170411438}
(gender(Male))(member card(Normal))(house_owner(Y)) --> (buy(1431)), {C=0.0006817407112828087, S=0.0005836008170411438}
(gender(Male))(member card(Normal))(house_owner(Y)) --> (buy(1432)), {C=0.0007953641631632768, S=0.0006808676198813345}
(gender(Male))(member card(Normal))(house_owner(Y)) --> (buy(1434)), {C=0.0006817407112828087, S=0.0005836008170411438}
(gender(Male))(member card(Normal))(house_owner(Y)) --> (buy(1435)), {C=0.0005681172594023407, S=0.00048633401420095323}
(gender(Male))(member card(Normal))(house_owner(Y)) --> (buy(1437)), {C=0.0006817407112828087, S=0.0005836008170411438}
(gender(Male))(member card(Normal))(house_owner(Y)) --> (buy(1439)), {C=0.0006817407112828087, S=0.0005836008170411438}
(gender(Male))(member card(Normal))(house_owner(Y)) --> (buy(1442)), {C=0.0007953641631632768, S=0.0006808676198813345}
(gender(Male))(member card(Normal))(house_owner(Y)) --> (buy(1445)), {C=0.0005681172594023407, S=0.00048633401420095323}
(gender(Male))(member card(Normal))(house_owner(Y)) --> (buy(1446)), {C=0.0006817407112828087, S=0.0005836008170411438}
(gender(Male))(member card(Normal))(house_owner(Y)) --> (buy(1447)), {C=0.0006817407112828087, S=0.0005836008170411438}
(gender(Male))(member card(Normal))(house_owner(Y)) --> (buy(1449)), {C=0.0006817407112828087, S=0.0005836008170411438}
(gender(Male))(member card(Normal))(house_owner(Y)) --> (buy(1452)), {C=0.0006817407112828087, S=0.0005836008170411438}
(gender(Male))(member card(Normal))(house_owner(Y)) --> (buy(1453)), {C=0.0006817407112828087, S=0.0005836008170411438}
(gender(Male))(member card(Normal))(house_owner(Y)) --> (buy(1455)), {C=0.0005681172594023407, S=0.00048633401420095323}
(gender(Male))(member card(Normal))(house_owner(Y)) --> (buy(1456)), {C=0.0007953641631632768, S=0.0006808676198813345}
(gender(Male))(member card(Normal))(house_owner(Y)) --> (buy(1458)), {C=0.0007953641631632768, S=0.0006808676198813345}
(gender(Male))(member card(Normal))(house_owner(Y)) --> (buy(1460)), {C=0.0006817407112828087, S=0.0005836008170411438}
(gender(Male))(member card(Normal))(house_owner(Y)) --> (buy(1462)), {C=0.0010226110669242132, S=0.0008754012255617158}
(gender(Male))(member card(Normal))(house_owner(Y)) --> (buy(1463)), {C=0.0009089876150437451, S=0.0007781344227215252}
(gender(Male))(member card(Normal))(house_owner(Y)) --> (buy(1464)), {C=0.0005681172594023407, S=0.00048633401420095323}
(gender(Male))(member card(Normal))(house_owner(Y)) --> (buy(1470)), {C=0.0007953641631632768, S=0.0006808676198813345}
(gender(Male))(member card(Normal))(house_owner(Y)) --> (buy(1471)), {C=0.0005681172594023407, S=0.00048633401420095323}
(gender(Male))(member card(Normal))(house_owner(Y)) --> (buy(1477)), {C=0.0006817407112828087, S=0.0005836008170411438}
(gender(Male))(member card(Normal))(house_owner(Y)) --> (buy(1478)), {C=0.0006817407112828087, S=0.0005836008170411438}
(gender(Male))(member card(Normal))(house_owner(Y)) --> (buy(1483)), {C=0.0007953641631632768, S=0.0006808676198813345}
(gender(Male))(member card(Normal))(house_owner(Y)) --> (buy(1486)), {C=0.0005681172594023407, S=0.00048633401420095323}
(gender(Male))(member card(Normal))(house_owner(Y)) --> (buy(1488)), {C=0.0010226110669242132, S=0.0008754012255617158}
(gender(Male))(member card(Normal))(house_owner(Y)) --> (buy(1489)), {C=0.0006817407112828087, S=0.0005836008170411438}
(gender(Male))(member card(Normal))(house_owner(Y)) --> (buy(1491)), {C=0.0010226110669242132, S=0.0008754012255617158}
(gender(Male))(member card(Normal))(house_owner(Y)) --> (buy(1493)), {C=0.0005681172594023407, S=0.00048633401420095323}
(gender(Male))(member card(Normal))(house_owner(Y)) --> (buy(1497)), {C=0.0005681172594023407, S=0.00048633401420095323}
(gender(Male))(member card(Normal))(house_owner(Y)) --> (buy(1501)), {C=0.0006817407112828087, S=0.0005836008170411438}
(gender(Male))(member card(Normal))(house_owner(Y)) --> (buy(1502)), {C=0.0005681172594023407, S=0.00048633401420095323}
(gender(Male))(member card(Normal))(house_owner(Y)) --> (buy(1506)), {C=0.0006817407112828087, S=0.0005836008170411438}
(gender(Male))(member card(Normal))(house_owner(Y)) --> (buy(1507)), {C=0.0006817407112828087, S=0.0005836008170411438}
(gender(Male))(member card(Normal))(house_owner(Y)) --> (buy(1508)), {C=0.0006817407112828087, S=0.0005836008170411438}
(gender(Male))(member card(Normal))(house_owner(Y)) --> (buy(1510)), {C=0.0006817407112828087, S=0.0005836008170411438}
(gender(Male))(member card(Normal))(house_owner(Y)) --> (buy(1514)), {C=0.0005681172594023407, S=0.00048633401420095323}
(gender(Male))(member card(Normal))(house_owner(Y)) --> (buy(1517)), {C=0.0005681172594023407, S=0.00048633401420095323}
(gender(Male))(member card(Normal))(house_owner(Y)) --> (buy(1519)), {C=0.0005681172594023407, S=0.00048633401420095323}
(gender(Male))(member card(Normal))(house_owner(Y)) --> (buy(1520)), {C=0.0005681172594023407, S=0.00048633401420095323}
(gender(Male))(member card(Normal))(house_owner(Y)) --> (buy(1521)), {C=0.0007953641631632768, S=0.0006808676198813345}
(gender(Male))(member card(Normal))(house_owner(Y)) --> (buy(1522)), {C=0.0006817407112828087, S=0.0005836008170411438}
(gender(Male))(member card(Normal))(house_owner(Y)) --> (buy(1530)), {C=0.0005681172594023407, S=0.00048633401420095323}
(gender(Male))(member card(Normal))(house_owner(Y)) --> (buy(1531)), {C=0.0009089876150437451, S=0.0007781344227215252}
(gender(Male))(member card(Normal))(house_owner(Y)) --> (buy(1537)), {C=0.0009089876150437451, S=0.0007781344227215252}
(gender(Male))(member card(Normal))(house_owner(Y)) --> (buy(1542)), {C=0.0005681172594023407, S=0.00048633401420095323}
(gender(Male))(member card(Normal))(house_owner(Y)) --> (buy(1543)), {C=0.0005681172594023407, S=0.00048633401420095323}
(gender(Male))(member card(Normal))(house_owner(Y)) --> (buy(1545)), {C=0.0007953641631632768, S=0.0006808676198813345}
(gender(Male))(member card(Normal))(house_owner(Y)) --> (buy(1546)), {C=0.0006817407112828087, S=0.0005836008170411438}
(gender(Male))(member card(Normal))(house_owner(Y)) --> (buy(1547)), {C=0.0006817407112828087, S=0.0005836008170411438}
(gender(Male))(member card(Normal))(house_owner(Y)) --> (buy(1553)), {C=0.0005681172594023407, S=0.00048633401420095323}
(gender(Male))(member card(Normal))(house_owner(Y)) --> (buy(1557)), {C=0.0005681172594023407, S=0.00048633401420095323}
