(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(2)), {C=0.0006070908207867898, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1068)), {C=0.0006070908207867898, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1070)), {C=0.0009713453132588637, S=0.0007781344227215252}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1072)), {C=0.0008499271491015056, S=0.0006808676198813345}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1074)), {C=0.0006070908207867898, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1078)), {C=0.0008499271491015056, S=0.0006808676198813345}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1079)), {C=0.0007285089849441476, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1082)), {C=0.0009713453132588637, S=0.0007781344227215252}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1083)), {C=0.0009713453132588637, S=0.0007781344227215252}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1084)), {C=0.0006070908207867898, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1086)), {C=0.0010927634774162216, S=0.0008754012255617158}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1089)), {C=0.0008499271491015056, S=0.0006808676198813345}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1091)), {C=0.0007285089849441476, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1094)), {C=0.0008499271491015056, S=0.0006808676198813345}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1095)), {C=0.0006070908207867898, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1099)), {C=0.0006070908207867898, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1109)), {C=0.0010927634774162216, S=0.0008754012255617158}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1110)), {C=0.0008499271491015056, S=0.0006808676198813345}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1111)), {C=0.0006070908207867898, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1112)), {C=0.0007285089849441476, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1114)), {C=0.0007285089849441476, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1116)), {C=0.0007285089849441476, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1117)), {C=0.0007285089849441476, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1119)), {C=0.0006070908207867898, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1120)), {C=0.0006070908207867898, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1123)), {C=0.0007285089849441476, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1125)), {C=0.0006070908207867898, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1132)), {C=0.0007285089849441476, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1133)), {C=0.0009713453132588637, S=0.0007781344227215252}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1136)), {C=0.0006070908207867898, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1137)), {C=0.0006070908207867898, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1138)), {C=0.0009713453132588637, S=0.0007781344227215252}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1140)), {C=0.0006070908207867898, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1146)), {C=0.0006070908207867898, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1148)), {C=0.0006070908207867898, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1151)), {C=0.0006070908207867898, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1154)), {C=0.0007285089849441476, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1158)), {C=0.0007285089849441476, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1162)), {C=0.0010927634774162216, S=0.0008754012255617158}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1163)), {C=0.0006070908207867898, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1164)), {C=0.0008499271491015056, S=0.0006808676198813345}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1176)), {C=0.0006070908207867898, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1185)), {C=0.0008499271491015056, S=0.0006808676198813345}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1187)), {C=0.0007285089849441476, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1191)), {C=0.0007285089849441476, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1192)), {C=0.0012141816415735796, S=0.0009726680284019065}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1193)), {C=0.0008499271491015056, S=0.0006808676198813345}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1198)), {C=0.0006070908207867898, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1199)), {C=0.0008499271491015056, S=0.0006808676198813345}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1200)), {C=0.0006070908207867898, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1202)), {C=0.0006070908207867898, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1203)), {C=0.0006070908207867898, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1205)), {C=0.0007285089849441476, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1206)), {C=0.0008499271491015056, S=0.0006808676198813345}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1207)), {C=0.0006070908207867898, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1209)), {C=0.0009713453132588637, S=0.0007781344227215252}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1212)), {C=0.0006070908207867898, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1213)), {C=0.0007285089849441476, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1217)), {C=0.0006070908207867898, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1220)), {C=0.0007285089849441476, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1221)), {C=0.0008499271491015056, S=0.0006808676198813345}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1222)), {C=0.0013355998057309375, S=0.001069934831242097}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1224)), {C=0.0008499271491015056, S=0.0006808676198813345}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1226)), {C=0.0007285089849441476, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1227)), {C=0.0007285089849441476, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1230)), {C=0.0007285089849441476, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1231)), {C=0.0006070908207867898, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1232)), {C=0.0007285089849441476, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1235)), {C=0.0006070908207867898, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1243)), {C=0.0006070908207867898, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1245)), {C=0.0006070908207867898, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1249)), {C=0.0006070908207867898, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1250)), {C=0.0008499271491015056, S=0.0006808676198813345}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1251)), {C=0.0008499271491015056, S=0.0006808676198813345}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1253)), {C=0.0008499271491015056, S=0.0006808676198813345}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1254)), {C=0.0006070908207867898, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1255)), {C=0.0006070908207867898, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1257)), {C=0.0006070908207867898, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1259)), {C=0.0007285089849441476, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1264)), {C=0.0006070908207867898, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1265)), {C=0.0006070908207867898, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1271)), {C=0.0007285089849441476, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1274)), {C=0.0007285089849441476, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1275)), {C=0.0006070908207867898, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1280)), {C=0.0006070908207867898, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1284)), {C=0.0007285089849441476, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1286)), {C=0.0007285089849441476, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1287)), {C=0.0007285089849441476, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1289)), {C=0.0006070908207867898, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1296)), {C=0.0009713453132588637, S=0.0007781344227215252}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1297)), {C=0.0007285089849441476, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1305)), {C=0.0006070908207867898, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1306)), {C=0.0006070908207867898, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1307)), {C=0.0006070908207867898, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1311)), {C=0.0007285089849441476, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1313)), {C=0.0006070908207867898, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1319)), {C=0.0006070908207867898, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1320)), {C=0.0006070908207867898, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1325)), {C=0.0007285089849441476, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1327)), {C=0.0007285089849441476, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1329)), {C=0.0008499271491015056, S=0.0006808676198813345}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1335)), {C=0.0006070908207867898, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1341)), {C=0.0006070908207867898, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1342)), {C=0.0007285089849441476, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1343)), {C=0.0009713453132588637, S=0.0007781344227215252}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1344)), {C=0.0007285089849441476, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1347)), {C=0.0010927634774162216, S=0.0008754012255617158}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1351)), {C=0.0009713453132588637, S=0.0007781344227215252}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1353)), {C=0.0006070908207867898, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1356)), {C=0.0006070908207867898, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1358)), {C=0.0006070908207867898, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1362)), {C=0.0007285089849441476, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1367)), {C=0.0006070908207867898, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1368)), {C=0.0007285089849441476, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1370)), {C=0.0006070908207867898, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1375)), {C=0.0006070908207867898, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1378)), {C=0.0008499271491015056, S=0.0006808676198813345}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1380)), {C=0.0006070908207867898, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1382)), {C=0.0007285089849441476, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1383)), {C=0.0006070908207867898, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1384)), {C=0.0007285089849441476, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1386)), {C=0.0007285089849441476, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1387)), {C=0.0008499271491015056, S=0.0006808676198813345}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1388)), {C=0.0006070908207867898, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1389)), {C=0.0007285089849441476, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1393)), {C=0.0006070908207867898, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1395)), {C=0.0007285089849441476, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1397)), {C=0.0012141816415735796, S=0.0009726680284019065}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1398)), {C=0.0006070908207867898, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1399)), {C=0.0006070908207867898, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1403)), {C=0.0006070908207867898, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1404)), {C=0.0006070908207867898, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1407)), {C=0.0008499271491015056, S=0.0006808676198813345}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1408)), {C=0.0007285089849441476, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1409)), {C=0.0007285089849441476, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1410)), {C=0.0007285089849441476, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1412)), {C=0.0007285089849441476, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1414)), {C=0.0006070908207867898, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1420)), {C=0.0008499271491015056, S=0.0006808676198813345}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1422)), {C=0.0006070908207867898, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1423)), {C=0.0006070908207867898, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1427)), {C=0.0006070908207867898, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1434)), {C=0.0007285089849441476, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1437)), {C=0.0007285089849441476, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1440)), {C=0.0007285089849441476, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1441)), {C=0.0007285089849441476, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1446)), {C=0.0006070908207867898, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1450)), {C=0.0006070908207867898, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1452)), {C=0.0008499271491015056, S=0.0006808676198813345}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1453)), {C=0.0008499271491015056, S=0.0006808676198813345}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1455)), {C=0.0007285089849441476, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1470)), {C=0.0009713453132588637, S=0.0007781344227215252}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1471)), {C=0.0008499271491015056, S=0.0006808676198813345}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1473)), {C=0.0007285089849441476, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1475)), {C=0.0006070908207867898, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1476)), {C=0.0007285089849441476, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1480)), {C=0.0007285089849441476, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1485)), {C=0.0006070908207867898, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1487)), {C=0.0010927634774162216, S=0.0008754012255617158}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1490)), {C=0.0007285089849441476, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1491)), {C=0.0006070908207867898, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1496)), {C=0.0009713453132588637, S=0.0007781344227215252}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1501)), {C=0.0006070908207867898, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1504)), {C=0.0007285089849441476, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1507)), {C=0.0006070908207867898, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1508)), {C=0.0006070908207867898, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1510)), {C=0.0006070908207867898, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1513)), {C=0.0006070908207867898, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1516)), {C=0.0006070908207867898, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1517)), {C=0.0006070908207867898, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1522)), {C=0.0006070908207867898, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1527)), {C=0.0006070908207867898, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1528)), {C=0.0006070908207867898, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1532)), {C=0.0008499271491015056, S=0.0006808676198813345}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1534)), {C=0.0006070908207867898, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1536)), {C=0.0007285089849441476, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1538)), {C=0.0009713453132588637, S=0.0007781344227215252}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1539)), {C=0.0008499271491015056, S=0.0006808676198813345}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1546)), {C=0.0009713453132588637, S=0.0007781344227215252}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1547)), {C=0.0007285089849441476, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1548)), {C=0.0006070908207867898, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1550)), {C=0.0008499271491015056, S=0.0006808676198813345}
(country(USA))(yearly_salary($70K - $90K))(education(Bachelors Degree)) --> (buy(1552)), {C=0.0008499271491015056, S=0.0006808676198813345}
