(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(2)), {C=0.0007243377483443708, S=0.0006808676198813345}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1072)), {C=0.0006208609271523178, S=0.0005836008170411438}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1073)), {C=0.0007243377483443708, S=0.0006808676198813345}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1075)), {C=0.0005173841059602649, S=0.00048633401420095323}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1079)), {C=0.0006208609271523178, S=0.0005836008170411438}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1080)), {C=0.0005173841059602649, S=0.00048633401420095323}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1082)), {C=0.0005173841059602649, S=0.00048633401420095323}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1084)), {C=0.0007243377483443708, S=0.0006808676198813345}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1085)), {C=0.0006208609271523178, S=0.0005836008170411438}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1091)), {C=0.0006208609271523178, S=0.0005836008170411438}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1092)), {C=0.0005173841059602649, S=0.00048633401420095323}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1095)), {C=0.0007243377483443708, S=0.0006808676198813345}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1096)), {C=0.0006208609271523178, S=0.0005836008170411438}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1097)), {C=0.0005173841059602649, S=0.00048633401420095323}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1100)), {C=0.0006208609271523178, S=0.0005836008170411438}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1106)), {C=0.0005173841059602649, S=0.00048633401420095323}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1110)), {C=0.0005173841059602649, S=0.00048633401420095323}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1112)), {C=0.0007243377483443708, S=0.0006808676198813345}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1122)), {C=0.0007243377483443708, S=0.0006808676198813345}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1123)), {C=0.0005173841059602649, S=0.00048633401420095323}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1126)), {C=0.0007243377483443708, S=0.0006808676198813345}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1127)), {C=0.0009312913907284769, S=0.0008754012255617158}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1131)), {C=0.0006208609271523178, S=0.0005836008170411438}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1132)), {C=0.0006208609271523178, S=0.0005836008170411438}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1136)), {C=0.0005173841059602649, S=0.00048633401420095323}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1139)), {C=0.0006208609271523178, S=0.0005836008170411438}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1143)), {C=0.0005173841059602649, S=0.00048633401420095323}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1145)), {C=0.000827814569536424, S=0.0007781344227215252}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1149)), {C=0.0006208609271523178, S=0.0005836008170411438}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1153)), {C=0.0005173841059602649, S=0.00048633401420095323}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1156)), {C=0.0005173841059602649, S=0.00048633401420095323}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1164)), {C=0.0005173841059602649, S=0.00048633401420095323}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1165)), {C=0.0006208609271523178, S=0.0005836008170411438}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1166)), {C=0.0006208609271523178, S=0.0005836008170411438}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1171)), {C=0.000827814569536424, S=0.0007781344227215252}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1172)), {C=0.0005173841059602649, S=0.00048633401420095323}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1175)), {C=0.0005173841059602649, S=0.00048633401420095323}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1176)), {C=0.0005173841059602649, S=0.00048633401420095323}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1177)), {C=0.0006208609271523178, S=0.0005836008170411438}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1179)), {C=0.0007243377483443708, S=0.0006808676198813345}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1181)), {C=0.0006208609271523178, S=0.0005836008170411438}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1183)), {C=0.000827814569536424, S=0.0007781344227215252}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1184)), {C=0.0009312913907284769, S=0.0008754012255617158}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1185)), {C=0.0006208609271523178, S=0.0005836008170411438}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1188)), {C=0.0007243377483443708, S=0.0006808676198813345}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1191)), {C=0.0005173841059602649, S=0.00048633401420095323}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1192)), {C=0.0007243377483443708, S=0.0006808676198813345}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1193)), {C=0.0005173841059602649, S=0.00048633401420095323}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1195)), {C=0.0006208609271523178, S=0.0005836008170411438}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1196)), {C=0.0006208609271523178, S=0.0005836008170411438}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1198)), {C=0.0009312913907284769, S=0.0008754012255617158}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1204)), {C=0.0005173841059602649, S=0.00048633401420095323}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1205)), {C=0.0006208609271523178, S=0.0005836008170411438}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1206)), {C=0.0005173841059602649, S=0.00048633401420095323}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1210)), {C=0.000827814569536424, S=0.0007781344227215252}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1212)), {C=0.0007243377483443708, S=0.0006808676198813345}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1213)), {C=0.0006208609271523178, S=0.0005836008170411438}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1219)), {C=0.000827814569536424, S=0.0007781344227215252}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1220)), {C=0.0006208609271523178, S=0.0005836008170411438}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1222)), {C=0.0007243377483443708, S=0.0006808676198813345}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1226)), {C=0.0005173841059602649, S=0.00048633401420095323}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1228)), {C=0.0005173841059602649, S=0.00048633401420095323}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1230)), {C=0.0005173841059602649, S=0.00048633401420095323}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1231)), {C=0.0005173841059602649, S=0.00048633401420095323}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1233)), {C=0.0006208609271523178, S=0.0005836008170411438}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1234)), {C=0.0005173841059602649, S=0.00048633401420095323}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1236)), {C=0.0005173841059602649, S=0.00048633401420095323}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1243)), {C=0.0005173841059602649, S=0.00048633401420095323}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1245)), {C=0.0009312913907284769, S=0.0008754012255617158}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1246)), {C=0.0006208609271523178, S=0.0005836008170411438}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1247)), {C=0.0006208609271523178, S=0.0005836008170411438}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1249)), {C=0.0005173841059602649, S=0.00048633401420095323}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1254)), {C=0.0007243377483443708, S=0.0006808676198813345}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1257)), {C=0.0006208609271523178, S=0.0005836008170411438}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1260)), {C=0.0006208609271523178, S=0.0005836008170411438}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1261)), {C=0.0005173841059602649, S=0.00048633401420095323}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1262)), {C=0.0011382450331125827, S=0.001069934831242097}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1267)), {C=0.0009312913907284769, S=0.0008754012255617158}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1269)), {C=0.0005173841059602649, S=0.00048633401420095323}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1270)), {C=0.0006208609271523178, S=0.0005836008170411438}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1271)), {C=0.0006208609271523178, S=0.0005836008170411438}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1273)), {C=0.0006208609271523178, S=0.0005836008170411438}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1276)), {C=0.0009312913907284769, S=0.0008754012255617158}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1278)), {C=0.0010347682119205299, S=0.0009726680284019065}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1283)), {C=0.0005173841059602649, S=0.00048633401420095323}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1286)), {C=0.0005173841059602649, S=0.00048633401420095323}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1287)), {C=0.0005173841059602649, S=0.00048633401420095323}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1289)), {C=0.000827814569536424, S=0.0007781344227215252}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1293)), {C=0.000827814569536424, S=0.0007781344227215252}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1294)), {C=0.0005173841059602649, S=0.00048633401420095323}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1298)), {C=0.0009312913907284769, S=0.0008754012255617158}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1299)), {C=0.000827814569536424, S=0.0007781344227215252}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1300)), {C=0.0010347682119205299, S=0.0009726680284019065}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1301)), {C=0.0005173841059602649, S=0.00048633401420095323}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1305)), {C=0.0005173841059602649, S=0.00048633401420095323}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1308)), {C=0.0006208609271523178, S=0.0005836008170411438}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1311)), {C=0.0006208609271523178, S=0.0005836008170411438}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1313)), {C=0.000827814569536424, S=0.0007781344227215252}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1316)), {C=0.0005173841059602649, S=0.00048633401420095323}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1319)), {C=0.0009312913907284769, S=0.0008754012255617158}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1320)), {C=0.0007243377483443708, S=0.0006808676198813345}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1321)), {C=0.0006208609271523178, S=0.0005836008170411438}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1322)), {C=0.0005173841059602649, S=0.00048633401420095323}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1324)), {C=0.0005173841059602649, S=0.00048633401420095323}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1325)), {C=0.0006208609271523178, S=0.0005836008170411438}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1331)), {C=0.0005173841059602649, S=0.00048633401420095323}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1333)), {C=0.0005173841059602649, S=0.00048633401420095323}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1336)), {C=0.0005173841059602649, S=0.00048633401420095323}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1340)), {C=0.0007243377483443708, S=0.0006808676198813345}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1341)), {C=0.0005173841059602649, S=0.00048633401420095323}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1342)), {C=0.0007243377483443708, S=0.0006808676198813345}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1344)), {C=0.0005173841059602649, S=0.00048633401420095323}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1354)), {C=0.0005173841059602649, S=0.00048633401420095323}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1359)), {C=0.0005173841059602649, S=0.00048633401420095323}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1361)), {C=0.0007243377483443708, S=0.0006808676198813345}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1362)), {C=0.0006208609271523178, S=0.0005836008170411438}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1368)), {C=0.0005173841059602649, S=0.00048633401420095323}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1370)), {C=0.0006208609271523178, S=0.0005836008170411438}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1371)), {C=0.0005173841059602649, S=0.00048633401420095323}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1376)), {C=0.0007243377483443708, S=0.0006808676198813345}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1377)), {C=0.0009312913907284769, S=0.0008754012255617158}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1378)), {C=0.0006208609271523178, S=0.0005836008170411438}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1382)), {C=0.0006208609271523178, S=0.0005836008170411438}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1386)), {C=0.0006208609271523178, S=0.0005836008170411438}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1387)), {C=0.0007243377483443708, S=0.0006808676198813345}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1391)), {C=0.0005173841059602649, S=0.00048633401420095323}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1394)), {C=0.0007243377483443708, S=0.0006808676198813345}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1395)), {C=0.0005173841059602649, S=0.00048633401420095323}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1398)), {C=0.0007243377483443708, S=0.0006808676198813345}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1402)), {C=0.0005173841059602649, S=0.00048633401420095323}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1403)), {C=0.0005173841059602649, S=0.00048633401420095323}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1404)), {C=0.0006208609271523178, S=0.0005836008170411438}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1405)), {C=0.0005173841059602649, S=0.00048633401420095323}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1411)), {C=0.0005173841059602649, S=0.00048633401420095323}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1412)), {C=0.0007243377483443708, S=0.0006808676198813345}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1416)), {C=0.0005173841059602649, S=0.00048633401420095323}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1418)), {C=0.0007243377483443708, S=0.0006808676198813345}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1420)), {C=0.0005173841059602649, S=0.00048633401420095323}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1421)), {C=0.0006208609271523178, S=0.0005836008170411438}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1422)), {C=0.0006208609271523178, S=0.0005836008170411438}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1423)), {C=0.0006208609271523178, S=0.0005836008170411438}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1424)), {C=0.0005173841059602649, S=0.00048633401420095323}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1428)), {C=0.0007243377483443708, S=0.0006808676198813345}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1429)), {C=0.0007243377483443708, S=0.0006808676198813345}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1435)), {C=0.0006208609271523178, S=0.0005836008170411438}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1436)), {C=0.0007243377483443708, S=0.0006808676198813345}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1438)), {C=0.0006208609271523178, S=0.0005836008170411438}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1441)), {C=0.0009312913907284769, S=0.0008754012255617158}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1446)), {C=0.0005173841059602649, S=0.00048633401420095323}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1448)), {C=0.0005173841059602649, S=0.00048633401420095323}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1450)), {C=0.0005173841059602649, S=0.00048633401420095323}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1452)), {C=0.000827814569536424, S=0.0007781344227215252}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1453)), {C=0.0007243377483443708, S=0.0006808676198813345}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1455)), {C=0.0006208609271523178, S=0.0005836008170411438}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1457)), {C=0.0006208609271523178, S=0.0005836008170411438}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1459)), {C=0.0005173841059602649, S=0.00048633401420095323}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1460)), {C=0.0006208609271523178, S=0.0005836008170411438}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1462)), {C=0.0006208609271523178, S=0.0005836008170411438}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1467)), {C=0.0005173841059602649, S=0.00048633401420095323}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1470)), {C=0.000827814569536424, S=0.0007781344227215252}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1472)), {C=0.0007243377483443708, S=0.0006808676198813345}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1473)), {C=0.0007243377483443708, S=0.0006808676198813345}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1475)), {C=0.0005173841059602649, S=0.00048633401420095323}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1484)), {C=0.0006208609271523178, S=0.0005836008170411438}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1487)), {C=0.0006208609271523178, S=0.0005836008170411438}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1488)), {C=0.0005173841059602649, S=0.00048633401420095323}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1491)), {C=0.0006208609271523178, S=0.0005836008170411438}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1493)), {C=0.0005173841059602649, S=0.00048633401420095323}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1494)), {C=0.0006208609271523178, S=0.0005836008170411438}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1496)), {C=0.0007243377483443708, S=0.0006808676198813345}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1499)), {C=0.0005173841059602649, S=0.00048633401420095323}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1504)), {C=0.0007243377483443708, S=0.0006808676198813345}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1505)), {C=0.0006208609271523178, S=0.0005836008170411438}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1506)), {C=0.0006208609271523178, S=0.0005836008170411438}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1507)), {C=0.0005173841059602649, S=0.00048633401420095323}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1508)), {C=0.0005173841059602649, S=0.00048633401420095323}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1509)), {C=0.0006208609271523178, S=0.0005836008170411438}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1516)), {C=0.0006208609271523178, S=0.0005836008170411438}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1520)), {C=0.000827814569536424, S=0.0007781344227215252}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1523)), {C=0.0006208609271523178, S=0.0005836008170411438}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1525)), {C=0.0007243377483443708, S=0.0006808676198813345}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1527)), {C=0.0006208609271523178, S=0.0005836008170411438}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1528)), {C=0.0005173841059602649, S=0.00048633401420095323}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1529)), {C=0.0005173841059602649, S=0.00048633401420095323}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1530)), {C=0.0006208609271523178, S=0.0005836008170411438}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1533)), {C=0.0005173841059602649, S=0.00048633401420095323}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1536)), {C=0.0005173841059602649, S=0.00048633401420095323}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1539)), {C=0.0006208609271523178, S=0.0005836008170411438}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1541)), {C=0.0005173841059602649, S=0.00048633401420095323}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1546)), {C=0.0007243377483443708, S=0.0006808676198813345}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1548)), {C=0.000827814569536424, S=0.0007781344227215252}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1549)), {C=0.000827814569536424, S=0.0007781344227215252}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1551)), {C=0.0006208609271523178, S=0.0005836008170411438}
(country(USA))(age_group(YoungAdults))(house_owner(Y))(marital_status(M)) --> (buy(1552)), {C=0.0006208609271523178, S=0.0005836008170411438}
