(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(4)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(701)), {C=0.0007242628039317124, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(704)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(706)), {C=0.0007242628039317124, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(707)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(708)), {C=0.0007242628039317124, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(709)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(714)), {C=0.0007242628039317124, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(715)), {C=0.0008277289187790999, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(718)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(722)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(724)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(729)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(732)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(733)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(735)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(739)), {C=0.0007242628039317124, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(748)), {C=0.0007242628039317124, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(750)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(754)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(755)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(758)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(759)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(760)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(763)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(765)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(766)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(772)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(774)), {C=0.0008277289187790999, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(776)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(778)), {C=0.0007242628039317124, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(779)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(781)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(782)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(784)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(789)), {C=0.0007242628039317124, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(795)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(797)), {C=0.0008277289187790999, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(801)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(803)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(805)), {C=0.0007242628039317124, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(807)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(808)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(809)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(811)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(813)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(814)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(815)), {C=0.0010346611484738748, S=0.0009726680284019065}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(818)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(824)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(826)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(827)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(830)), {C=0.0008277289187790999, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(831)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(832)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(833)), {C=0.0007242628039317124, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(834)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(836)), {C=0.0009311950336264874, S=0.0008754012255617158}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(837)), {C=0.0007242628039317124, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(838)), {C=0.0007242628039317124, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(839)), {C=0.0007242628039317124, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(840)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(842)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(847)), {C=0.0008277289187790999, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(848)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(849)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(851)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(853)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(854)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(855)), {C=0.0008277289187790999, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(857)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(858)), {C=0.0007242628039317124, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(859)), {C=0.0007242628039317124, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(860)), {C=0.0008277289187790999, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(862)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(863)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(864)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(867)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(869)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(873)), {C=0.0012415933781686496, S=0.0011672016340822876}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(875)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(876)), {C=0.0008277289187790999, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(878)), {C=0.0007242628039317124, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(879)), {C=0.0009311950336264874, S=0.0008754012255617158}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(881)), {C=0.0007242628039317124, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(882)), {C=0.0008277289187790999, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(888)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(889)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(891)), {C=0.0009311950336264874, S=0.0008754012255617158}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(892)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(895)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(896)), {C=0.0008277289187790999, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(897)), {C=0.0009311950336264874, S=0.0008754012255617158}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(898)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(899)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(900)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(901)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(902)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(905)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(907)), {C=0.0007242628039317124, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(909)), {C=0.0007242628039317124, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(910)), {C=0.0009311950336264874, S=0.0008754012255617158}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(911)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(912)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(913)), {C=0.0008277289187790999, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(915)), {C=0.0009311950336264874, S=0.0008754012255617158}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(916)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(917)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(920)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(922)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(923)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(925)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(926)), {C=0.0008277289187790999, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(927)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(928)), {C=0.0009311950336264874, S=0.0008754012255617158}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(929)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(933)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(937)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(938)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(939)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(940)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(941)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(943)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(945)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(946)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(947)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(948)), {C=0.0008277289187790999, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(951)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(953)), {C=0.0007242628039317124, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(954)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(955)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(956)), {C=0.0008277289187790999, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(957)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(959)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(960)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(962)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(963)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(964)), {C=0.0009311950336264874, S=0.0008754012255617158}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(966)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(967)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(969)), {C=0.0007242628039317124, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(972)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(973)), {C=0.0007242628039317124, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(975)), {C=0.0008277289187790999, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(976)), {C=0.0009311950336264874, S=0.0008754012255617158}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(979)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(983)), {C=0.0010346611484738748, S=0.0009726680284019065}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(986)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(987)), {C=0.0007242628039317124, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(989)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(991)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(992)), {C=0.0008277289187790999, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(993)), {C=0.0007242628039317124, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(995)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(996)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(997)), {C=0.0007242628039317124, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(998)), {C=0.0008277289187790999, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(999)), {C=0.0007242628039317124, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(1002)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(1005)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(1006)), {C=0.0007242628039317124, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(1007)), {C=0.0008277289187790999, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(1008)), {C=0.0008277289187790999, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(1009)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(1010)), {C=0.0007242628039317124, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(1011)), {C=0.0009311950336264874, S=0.0008754012255617158}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(1012)), {C=0.0007242628039317124, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(1013)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(1014)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(1015)), {C=0.0007242628039317124, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(1016)), {C=0.0007242628039317124, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(1018)), {C=0.0010346611484738748, S=0.0009726680284019065}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(1019)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(1021)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(1022)), {C=0.0008277289187790999, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(1023)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(1025)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(1026)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(1029)), {C=0.0007242628039317124, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(1032)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(1036)), {C=0.0007242628039317124, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(1037)), {C=0.0007242628039317124, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(1042)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(1045)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(1046)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(1048)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(1049)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(1050)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(1052)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(1053)), {C=0.0010346611484738748, S=0.0009726680284019065}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(1055)), {C=0.0007242628039317124, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(1056)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(1059)), {C=0.0006207966890843248, S=0.0005836008170411438}
