(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(1)), {C=0.0006192589534523686, S=0.0005836008170411438}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(615)), {C=0.0006192589534523686, S=0.0005836008170411438}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(616)), {C=0.000928888430178553, S=0.0008754012255617158}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(617)), {C=0.0011353080813293426, S=0.001069934831242097}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(618)), {C=0.000516049127876974, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(619)), {C=0.000516049127876974, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(620)), {C=0.0008256786046031583, S=0.0007781344227215252}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(621)), {C=0.0007224687790277634, S=0.0006808676198813345}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(622)), {C=0.0006192589534523686, S=0.0005836008170411438}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(623)), {C=0.001032098255753948, S=0.0009726680284019065}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(627)), {C=0.0007224687790277634, S=0.0006808676198813345}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(629)), {C=0.000928888430178553, S=0.0008754012255617158}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(630)), {C=0.0006192589534523686, S=0.0005836008170411438}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(631)), {C=0.001032098255753948, S=0.0009726680284019065}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(632)), {C=0.0006192589534523686, S=0.0005836008170411438}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(633)), {C=0.0006192589534523686, S=0.0005836008170411438}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(634)), {C=0.0007224687790277634, S=0.0006808676198813345}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(635)), {C=0.000516049127876974, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(636)), {C=0.0006192589534523686, S=0.0005836008170411438}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(638)), {C=0.0011353080813293426, S=0.001069934831242097}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(639)), {C=0.001032098255753948, S=0.0009726680284019065}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(640)), {C=0.000516049127876974, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(642)), {C=0.0006192589534523686, S=0.0005836008170411438}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(643)), {C=0.000516049127876974, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(645)), {C=0.0007224687790277634, S=0.0006808676198813345}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(647)), {C=0.000928888430178553, S=0.0008754012255617158}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(648)), {C=0.0007224687790277634, S=0.0006808676198813345}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(649)), {C=0.0006192589534523686, S=0.0005836008170411438}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(650)), {C=0.000516049127876974, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(652)), {C=0.000928888430178553, S=0.0008754012255617158}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(653)), {C=0.0007224687790277634, S=0.0006808676198813345}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(654)), {C=0.000516049127876974, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(655)), {C=0.0006192589534523686, S=0.0005836008170411438}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(656)), {C=0.0007224687790277634, S=0.0006808676198813345}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(658)), {C=0.0008256786046031583, S=0.0007781344227215252}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(662)), {C=0.0012385179069047372, S=0.0011672016340822876}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(663)), {C=0.000516049127876974, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(666)), {C=0.0006192589534523686, S=0.0005836008170411438}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(669)), {C=0.000516049127876974, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(671)), {C=0.0007224687790277634, S=0.0006808676198813345}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(672)), {C=0.0006192589534523686, S=0.0005836008170411438}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(675)), {C=0.0007224687790277634, S=0.0006808676198813345}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(676)), {C=0.0006192589534523686, S=0.0005836008170411438}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(677)), {C=0.000516049127876974, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(679)), {C=0.000516049127876974, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(682)), {C=0.0007224687790277634, S=0.0006808676198813345}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(683)), {C=0.0007224687790277634, S=0.0006808676198813345}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(686)), {C=0.0006192589534523686, S=0.0005836008170411438}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(687)), {C=0.0006192589534523686, S=0.0005836008170411438}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(688)), {C=0.0007224687790277634, S=0.0006808676198813345}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(689)), {C=0.000928888430178553, S=0.0008754012255617158}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(690)), {C=0.001032098255753948, S=0.0009726680284019065}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(692)), {C=0.0007224687790277634, S=0.0006808676198813345}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(694)), {C=0.0006192589534523686, S=0.0005836008170411438}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(696)), {C=0.000928888430178553, S=0.0008754012255617158}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(697)), {C=0.000516049127876974, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(702)), {C=0.0007224687790277634, S=0.0006808676198813345}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(704)), {C=0.0006192589534523686, S=0.0005836008170411438}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(705)), {C=0.0006192589534523686, S=0.0005836008170411438}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(707)), {C=0.000516049127876974, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(710)), {C=0.0006192589534523686, S=0.0005836008170411438}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(711)), {C=0.0006192589534523686, S=0.0005836008170411438}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(712)), {C=0.0008256786046031583, S=0.0007781344227215252}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(714)), {C=0.0007224687790277634, S=0.0006808676198813345}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(715)), {C=0.0006192589534523686, S=0.0005836008170411438}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(716)), {C=0.000516049127876974, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(718)), {C=0.000516049127876974, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(719)), {C=0.0006192589534523686, S=0.0005836008170411438}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(721)), {C=0.000516049127876974, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(722)), {C=0.0006192589534523686, S=0.0005836008170411438}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(723)), {C=0.000516049127876974, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(725)), {C=0.000516049127876974, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(726)), {C=0.0007224687790277634, S=0.0006808676198813345}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(728)), {C=0.0007224687790277634, S=0.0006808676198813345}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(729)), {C=0.000516049127876974, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(731)), {C=0.000516049127876974, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(733)), {C=0.000516049127876974, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(738)), {C=0.0006192589534523686, S=0.0005836008170411438}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(739)), {C=0.0006192589534523686, S=0.0005836008170411438}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(740)), {C=0.0007224687790277634, S=0.0006808676198813345}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(742)), {C=0.0006192589534523686, S=0.0005836008170411438}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(746)), {C=0.000516049127876974, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(747)), {C=0.0008256786046031583, S=0.0007781344227215252}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(748)), {C=0.0007224687790277634, S=0.0006808676198813345}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(749)), {C=0.0007224687790277634, S=0.0006808676198813345}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(751)), {C=0.000928888430178553, S=0.0008754012255617158}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(752)), {C=0.000516049127876974, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(754)), {C=0.0007224687790277634, S=0.0006808676198813345}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(755)), {C=0.0007224687790277634, S=0.0006808676198813345}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(756)), {C=0.0006192589534523686, S=0.0005836008170411438}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(763)), {C=0.001032098255753948, S=0.0009726680284019065}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(764)), {C=0.0006192589534523686, S=0.0005836008170411438}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(765)), {C=0.000928888430178553, S=0.0008754012255617158}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(769)), {C=0.0007224687790277634, S=0.0006808676198813345}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(772)), {C=0.000516049127876974, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(773)), {C=0.0006192589534523686, S=0.0005836008170411438}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(774)), {C=0.000516049127876974, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(775)), {C=0.0006192589534523686, S=0.0005836008170411438}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(778)), {C=0.0006192589534523686, S=0.0005836008170411438}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(779)), {C=0.000516049127876974, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(782)), {C=0.000928888430178553, S=0.0008754012255617158}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(783)), {C=0.0007224687790277634, S=0.0006808676198813345}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(784)), {C=0.0007224687790277634, S=0.0006808676198813345}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(786)), {C=0.001032098255753948, S=0.0009726680284019065}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(787)), {C=0.0008256786046031583, S=0.0007781344227215252}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(788)), {C=0.000516049127876974, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(789)), {C=0.000928888430178553, S=0.0008754012255617158}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(790)), {C=0.0006192589534523686, S=0.0005836008170411438}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(791)), {C=0.0011353080813293426, S=0.001069934831242097}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(793)), {C=0.000928888430178553, S=0.0008754012255617158}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(795)), {C=0.0007224687790277634, S=0.0006808676198813345}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(796)), {C=0.0008256786046031583, S=0.0007781344227215252}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(797)), {C=0.0008256786046031583, S=0.0007781344227215252}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(798)), {C=0.0006192589534523686, S=0.0005836008170411438}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(799)), {C=0.000516049127876974, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(800)), {C=0.0006192589534523686, S=0.0005836008170411438}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(802)), {C=0.0007224687790277634, S=0.0006808676198813345}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(803)), {C=0.000516049127876974, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(806)), {C=0.0008256786046031583, S=0.0007781344227215252}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(808)), {C=0.000928888430178553, S=0.0008754012255617158}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(809)), {C=0.000516049127876974, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(812)), {C=0.0008256786046031583, S=0.0007781344227215252}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(813)), {C=0.000928888430178553, S=0.0008754012255617158}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(814)), {C=0.000516049127876974, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(816)), {C=0.000928888430178553, S=0.0008754012255617158}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(817)), {C=0.0006192589534523686, S=0.0005836008170411438}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(818)), {C=0.0008256786046031583, S=0.0007781344227215252}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(819)), {C=0.0006192589534523686, S=0.0005836008170411438}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(820)), {C=0.0014449375580555268, S=0.001361735239762669}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(822)), {C=0.001032098255753948, S=0.0009726680284019065}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(823)), {C=0.0011353080813293426, S=0.001069934831242097}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(824)), {C=0.0006192589534523686, S=0.0005836008170411438}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(825)), {C=0.000516049127876974, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(826)), {C=0.0006192589534523686, S=0.0005836008170411438}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(827)), {C=0.0007224687790277634, S=0.0006808676198813345}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(828)), {C=0.001032098255753948, S=0.0009726680284019065}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(830)), {C=0.0008256786046031583, S=0.0007781344227215252}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(831)), {C=0.0006192589534523686, S=0.0005836008170411438}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(832)), {C=0.0013417277324801321, S=0.0012644684369224784}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(833)), {C=0.0007224687790277634, S=0.0006808676198813345}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(834)), {C=0.000516049127876974, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(835)), {C=0.0006192589534523686, S=0.0005836008170411438}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(836)), {C=0.000516049127876974, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(837)), {C=0.0007224687790277634, S=0.0006808676198813345}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(838)), {C=0.0007224687790277634, S=0.0006808676198813345}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(839)), {C=0.0006192589534523686, S=0.0005836008170411438}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(840)), {C=0.0007224687790277634, S=0.0006808676198813345}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(841)), {C=0.0008256786046031583, S=0.0007781344227215252}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(842)), {C=0.0006192589534523686, S=0.0005836008170411438}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(843)), {C=0.0008256786046031583, S=0.0007781344227215252}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(844)), {C=0.0007224687790277634, S=0.0006808676198813345}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(845)), {C=0.0007224687790277634, S=0.0006808676198813345}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(847)), {C=0.000516049127876974, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(848)), {C=0.0006192589534523686, S=0.0005836008170411438}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(849)), {C=0.0007224687790277634, S=0.0006808676198813345}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(851)), {C=0.000516049127876974, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(854)), {C=0.000516049127876974, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(855)), {C=0.0008256786046031583, S=0.0007781344227215252}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(856)), {C=0.000516049127876974, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(857)), {C=0.000516049127876974, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(858)), {C=0.000516049127876974, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(860)), {C=0.0007224687790277634, S=0.0006808676198813345}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(862)), {C=0.000516049127876974, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(863)), {C=0.0008256786046031583, S=0.0007781344227215252}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(865)), {C=0.0006192589534523686, S=0.0005836008170411438}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(868)), {C=0.0008256786046031583, S=0.0007781344227215252}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(869)), {C=0.0007224687790277634, S=0.0006808676198813345}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(871)), {C=0.0008256786046031583, S=0.0007781344227215252}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(873)), {C=0.000928888430178553, S=0.0008754012255617158}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(876)), {C=0.000516049127876974, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(877)), {C=0.0007224687790277634, S=0.0006808676198813345}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(878)), {C=0.0006192589534523686, S=0.0005836008170411438}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(879)), {C=0.000516049127876974, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(882)), {C=0.0012385179069047372, S=0.0011672016340822876}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(883)), {C=0.000928888430178553, S=0.0008754012255617158}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(884)), {C=0.000516049127876974, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(885)), {C=0.000516049127876974, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(886)), {C=0.0006192589534523686, S=0.0005836008170411438}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(887)), {C=0.0011353080813293426, S=0.001069934831242097}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(889)), {C=0.0007224687790277634, S=0.0006808676198813345}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(892)), {C=0.0006192589534523686, S=0.0005836008170411438}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(893)), {C=0.0008256786046031583, S=0.0007781344227215252}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(894)), {C=0.0011353080813293426, S=0.001069934831242097}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(895)), {C=0.0006192589534523686, S=0.0005836008170411438}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(897)), {C=0.0011353080813293426, S=0.001069934831242097}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(900)), {C=0.0008256786046031583, S=0.0007781344227215252}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(901)), {C=0.0006192589534523686, S=0.0005836008170411438}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(902)), {C=0.000928888430178553, S=0.0008754012255617158}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(903)), {C=0.0006192589534523686, S=0.0005836008170411438}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(904)), {C=0.0006192589534523686, S=0.0005836008170411438}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(905)), {C=0.0008256786046031583, S=0.0007781344227215252}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(906)), {C=0.0008256786046031583, S=0.0007781344227215252}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(908)), {C=0.0007224687790277634, S=0.0006808676198813345}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(909)), {C=0.000516049127876974, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(910)), {C=0.001032098255753948, S=0.0009726680284019065}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(911)), {C=0.000516049127876974, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(914)), {C=0.000928888430178553, S=0.0008754012255617158}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(917)), {C=0.000928888430178553, S=0.0008754012255617158}
