(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(2)), {C=0.0008130907612562253, S=0.0007781344227215252}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(999)), {C=0.0005081817257851408, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1000)), {C=0.0005081817257851408, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1001)), {C=0.0008130907612562253, S=0.0007781344227215252}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1002)), {C=0.0008130907612562253, S=0.0007781344227215252}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1003)), {C=0.0006098180709421688, S=0.0005836008170411438}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1006)), {C=0.000711454416099197, S=0.0006808676198813345}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1007)), {C=0.0006098180709421688, S=0.0005836008170411438}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1011)), {C=0.0008130907612562253, S=0.0007781344227215252}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1012)), {C=0.0005081817257851408, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1013)), {C=0.0006098180709421688, S=0.0005836008170411438}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1014)), {C=0.0005081817257851408, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1015)), {C=0.0011179997967273097, S=0.001069934831242097}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1018)), {C=0.0012196361418843377, S=0.0011672016340822876}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1019)), {C=0.0006098180709421688, S=0.0005836008170411438}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1020)), {C=0.0005081817257851408, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1023)), {C=0.0005081817257851408, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1024)), {C=0.0011179997967273097, S=0.001069934831242097}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1028)), {C=0.0005081817257851408, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1031)), {C=0.0005081817257851408, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1032)), {C=0.0005081817257851408, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1036)), {C=0.0008130907612562253, S=0.0007781344227215252}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1039)), {C=0.000711454416099197, S=0.0006808676198813345}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1041)), {C=0.0006098180709421688, S=0.0005836008170411438}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1042)), {C=0.0005081817257851408, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1044)), {C=0.000711454416099197, S=0.0006808676198813345}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1046)), {C=0.0005081817257851408, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1047)), {C=0.0008130907612562253, S=0.0007781344227215252}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1048)), {C=0.000711454416099197, S=0.0006808676198813345}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1050)), {C=0.0005081817257851408, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1055)), {C=0.0005081817257851408, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1061)), {C=0.0006098180709421688, S=0.0005836008170411438}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1062)), {C=0.0005081817257851408, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1063)), {C=0.0008130907612562253, S=0.0007781344227215252}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1069)), {C=0.0005081817257851408, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1071)), {C=0.0005081817257851408, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1072)), {C=0.000711454416099197, S=0.0006808676198813345}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1078)), {C=0.0005081817257851408, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1079)), {C=0.0005081817257851408, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1083)), {C=0.0008130907612562253, S=0.0007781344227215252}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1084)), {C=0.0006098180709421688, S=0.0005836008170411438}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1086)), {C=0.0008130907612562253, S=0.0007781344227215252}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1087)), {C=0.0006098180709421688, S=0.0005836008170411438}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1092)), {C=0.0010163634515702815, S=0.0009726680284019065}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1093)), {C=0.0005081817257851408, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1099)), {C=0.000711454416099197, S=0.0006808676198813345}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1100)), {C=0.0006098180709421688, S=0.0005836008170411438}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1101)), {C=0.0006098180709421688, S=0.0005836008170411438}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1104)), {C=0.0008130907612562253, S=0.0007781344227215252}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1105)), {C=0.0005081817257851408, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1109)), {C=0.0005081817257851408, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1112)), {C=0.0005081817257851408, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1117)), {C=0.0005081817257851408, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1120)), {C=0.0006098180709421688, S=0.0005836008170411438}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1121)), {C=0.0005081817257851408, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1126)), {C=0.0005081817257851408, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1127)), {C=0.0006098180709421688, S=0.0005836008170411438}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1128)), {C=0.000711454416099197, S=0.0006808676198813345}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1134)), {C=0.0006098180709421688, S=0.0005836008170411438}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1135)), {C=0.0005081817257851408, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1138)), {C=0.0005081817257851408, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1141)), {C=0.0005081817257851408, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1142)), {C=0.0006098180709421688, S=0.0005836008170411438}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1148)), {C=0.0005081817257851408, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1149)), {C=0.000711454416099197, S=0.0006808676198813345}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1154)), {C=0.0005081817257851408, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1155)), {C=0.0006098180709421688, S=0.0005836008170411438}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1157)), {C=0.0005081817257851408, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1159)), {C=0.0005081817257851408, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1160)), {C=0.0005081817257851408, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1163)), {C=0.0005081817257851408, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1165)), {C=0.0011179997967273097, S=0.001069934831242097}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1166)), {C=0.0005081817257851408, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1172)), {C=0.0006098180709421688, S=0.0005836008170411438}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1174)), {C=0.0006098180709421688, S=0.0005836008170411438}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1175)), {C=0.0005081817257851408, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1176)), {C=0.000711454416099197, S=0.0006808676198813345}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1182)), {C=0.0005081817257851408, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1183)), {C=0.000711454416099197, S=0.0006808676198813345}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1184)), {C=0.0006098180709421688, S=0.0005836008170411438}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1185)), {C=0.0006098180709421688, S=0.0005836008170411438}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1190)), {C=0.0006098180709421688, S=0.0005836008170411438}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1195)), {C=0.0006098180709421688, S=0.0005836008170411438}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1197)), {C=0.0006098180709421688, S=0.0005836008170411438}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1199)), {C=0.0006098180709421688, S=0.0005836008170411438}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1200)), {C=0.0008130907612562253, S=0.0007781344227215252}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1203)), {C=0.0005081817257851408, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1205)), {C=0.0006098180709421688, S=0.0005836008170411438}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1206)), {C=0.0006098180709421688, S=0.0005836008170411438}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1207)), {C=0.0006098180709421688, S=0.0005836008170411438}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1208)), {C=0.0006098180709421688, S=0.0005836008170411438}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1210)), {C=0.000711454416099197, S=0.0006808676198813345}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1211)), {C=0.0006098180709421688, S=0.0005836008170411438}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1213)), {C=0.0006098180709421688, S=0.0005836008170411438}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1215)), {C=0.0005081817257851408, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1217)), {C=0.0006098180709421688, S=0.0005836008170411438}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1218)), {C=0.000711454416099197, S=0.0006808676198813345}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1220)), {C=0.0005081817257851408, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1221)), {C=0.0008130907612562253, S=0.0007781344227215252}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1222)), {C=0.0008130907612562253, S=0.0007781344227215252}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1231)), {C=0.0006098180709421688, S=0.0005836008170411438}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1232)), {C=0.0008130907612562253, S=0.0007781344227215252}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1235)), {C=0.0006098180709421688, S=0.0005836008170411438}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1236)), {C=0.0005081817257851408, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1238)), {C=0.000711454416099197, S=0.0006808676198813345}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1239)), {C=0.000711454416099197, S=0.0006808676198813345}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1242)), {C=0.0005081817257851408, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1243)), {C=0.0005081817257851408, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1244)), {C=0.000711454416099197, S=0.0006808676198813345}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1245)), {C=0.0005081817257851408, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1247)), {C=0.000711454416099197, S=0.0006808676198813345}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1248)), {C=0.0005081817257851408, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1252)), {C=0.0006098180709421688, S=0.0005836008170411438}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1255)), {C=0.000711454416099197, S=0.0006808676198813345}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1256)), {C=0.0006098180709421688, S=0.0005836008170411438}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1257)), {C=0.000711454416099197, S=0.0006808676198813345}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1259)), {C=0.000711454416099197, S=0.0006808676198813345}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1261)), {C=0.000711454416099197, S=0.0006808676198813345}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1262)), {C=0.0005081817257851408, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1267)), {C=0.0005081817257851408, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1271)), {C=0.000711454416099197, S=0.0006808676198813345}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1275)), {C=0.0005081817257851408, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1276)), {C=0.0005081817257851408, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1278)), {C=0.0005081817257851408, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1283)), {C=0.0005081817257851408, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1287)), {C=0.0006098180709421688, S=0.0005836008170411438}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1289)), {C=0.0005081817257851408, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1290)), {C=0.0005081817257851408, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1292)), {C=0.0005081817257851408, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1297)), {C=0.0008130907612562253, S=0.0007781344227215252}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1299)), {C=0.000711454416099197, S=0.0006808676198813345}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1303)), {C=0.0005081817257851408, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1304)), {C=0.0006098180709421688, S=0.0005836008170411438}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1305)), {C=0.0005081817257851408, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1308)), {C=0.0008130907612562253, S=0.0007781344227215252}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1309)), {C=0.0005081817257851408, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1312)), {C=0.0005081817257851408, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1314)), {C=0.0005081817257851408, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1315)), {C=0.0008130907612562253, S=0.0007781344227215252}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1319)), {C=0.0005081817257851408, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1322)), {C=0.0006098180709421688, S=0.0005836008170411438}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1325)), {C=0.0006098180709421688, S=0.0005836008170411438}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1326)), {C=0.0006098180709421688, S=0.0005836008170411438}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1327)), {C=0.0006098180709421688, S=0.0005836008170411438}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1331)), {C=0.0006098180709421688, S=0.0005836008170411438}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1332)), {C=0.0005081817257851408, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1333)), {C=0.000711454416099197, S=0.0006808676198813345}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1334)), {C=0.000711454416099197, S=0.0006808676198813345}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1335)), {C=0.0005081817257851408, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1336)), {C=0.0008130907612562253, S=0.0007781344227215252}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1337)), {C=0.0005081817257851408, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1338)), {C=0.000711454416099197, S=0.0006808676198813345}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1341)), {C=0.000711454416099197, S=0.0006808676198813345}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1342)), {C=0.0010163634515702815, S=0.0009726680284019065}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1344)), {C=0.0005081817257851408, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1348)), {C=0.0005081817257851408, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1349)), {C=0.0006098180709421688, S=0.0005836008170411438}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1352)), {C=0.000711454416099197, S=0.0006808676198813345}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1353)), {C=0.0008130907612562253, S=0.0007781344227215252}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1356)), {C=0.0008130907612562253, S=0.0007781344227215252}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1361)), {C=0.000711454416099197, S=0.0006808676198813345}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1362)), {C=0.000711454416099197, S=0.0006808676198813345}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1366)), {C=0.0005081817257851408, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1367)), {C=0.000711454416099197, S=0.0006808676198813345}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1371)), {C=0.0006098180709421688, S=0.0005836008170411438}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1372)), {C=0.0005081817257851408, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1373)), {C=0.0005081817257851408, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1376)), {C=0.0006098180709421688, S=0.0005836008170411438}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1377)), {C=0.0005081817257851408, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1378)), {C=0.0005081817257851408, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1382)), {C=0.0005081817257851408, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1387)), {C=0.0008130907612562253, S=0.0007781344227215252}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1388)), {C=0.0008130907612562253, S=0.0007781344227215252}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1389)), {C=0.0010163634515702815, S=0.0009726680284019065}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1390)), {C=0.0006098180709421688, S=0.0005836008170411438}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1391)), {C=0.000711454416099197, S=0.0006808676198813345}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1392)), {C=0.0009147271064132534, S=0.0008754012255617158}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1393)), {C=0.0005081817257851408, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1394)), {C=0.0006098180709421688, S=0.0005836008170411438}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1396)), {C=0.0005081817257851408, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1398)), {C=0.000711454416099197, S=0.0006808676198813345}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1402)), {C=0.0008130907612562253, S=0.0007781344227215252}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1403)), {C=0.000711454416099197, S=0.0006808676198813345}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1404)), {C=0.0005081817257851408, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1406)), {C=0.0006098180709421688, S=0.0005836008170411438}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1408)), {C=0.000711454416099197, S=0.0006808676198813345}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1409)), {C=0.0008130907612562253, S=0.0007781344227215252}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1410)), {C=0.0005081817257851408, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1412)), {C=0.0005081817257851408, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1414)), {C=0.0008130907612562253, S=0.0007781344227215252}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1415)), {C=0.0008130907612562253, S=0.0007781344227215252}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1416)), {C=0.000711454416099197, S=0.0006808676198813345}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1418)), {C=0.0005081817257851408, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1419)), {C=0.000711454416099197, S=0.0006808676198813345}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1421)), {C=0.0006098180709421688, S=0.0005836008170411438}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1426)), {C=0.0008130907612562253, S=0.0007781344227215252}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1429)), {C=0.0005081817257851408, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1432)), {C=0.0005081817257851408, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1434)), {C=0.0005081817257851408, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1435)), {C=0.0006098180709421688, S=0.0005836008170411438}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1436)), {C=0.0006098180709421688, S=0.0005836008170411438}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1438)), {C=0.0006098180709421688, S=0.0005836008170411438}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1441)), {C=0.0005081817257851408, S=0.00048633401420095323}
