(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(11)), {C=0.0006193868070610096, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1230)), {C=0.0007226179415711777, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1234)), {C=0.0005161556725508413, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1235)), {C=0.0005161556725508413, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1238)), {C=0.0005161556725508413, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1244)), {C=0.0006193868070610096, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1246)), {C=0.0005161556725508413, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1251)), {C=0.0006193868070610096, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1258)), {C=0.0005161556725508413, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1262)), {C=0.0009290802105915144, S=0.0008754012255617158}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1269)), {C=0.0005161556725508413, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1270)), {C=0.0006193868070610096, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1277)), {C=0.0006193868070610096, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1278)), {C=0.0007226179415711777, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1279)), {C=0.0005161556725508413, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1287)), {C=0.0005161556725508413, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1289)), {C=0.0005161556725508413, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1290)), {C=0.0005161556725508413, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1291)), {C=0.0006193868070610096, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1300)), {C=0.0005161556725508413, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1301)), {C=0.0005161556725508413, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1308)), {C=0.0010323113451016826, S=0.0009726680284019065}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1311)), {C=0.0005161556725508413, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1312)), {C=0.0005161556725508413, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1314)), {C=0.0005161556725508413, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1315)), {C=0.0006193868070610096, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1316)), {C=0.0006193868070610096, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1317)), {C=0.0005161556725508413, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1319)), {C=0.0005161556725508413, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1322)), {C=0.0005161556725508413, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1326)), {C=0.0006193868070610096, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1329)), {C=0.0006193868070610096, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1331)), {C=0.0005161556725508413, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1332)), {C=0.0005161556725508413, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1336)), {C=0.0005161556725508413, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1339)), {C=0.0007226179415711777, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1341)), {C=0.0006193868070610096, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1343)), {C=0.0006193868070610096, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1344)), {C=0.0007226179415711777, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1346)), {C=0.0006193868070610096, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1350)), {C=0.0007226179415711777, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1357)), {C=0.0007226179415711777, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1362)), {C=0.0006193868070610096, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1366)), {C=0.0007226179415711777, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1378)), {C=0.0005161556725508413, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1383)), {C=0.0006193868070610096, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1391)), {C=0.0006193868070610096, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1392)), {C=0.0009290802105915144, S=0.0008754012255617158}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1394)), {C=0.0006193868070610096, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1398)), {C=0.0006193868070610096, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1403)), {C=0.0005161556725508413, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1406)), {C=0.0005161556725508413, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1407)), {C=0.0007226179415711777, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1409)), {C=0.0006193868070610096, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1410)), {C=0.0006193868070610096, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1411)), {C=0.0006193868070610096, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1412)), {C=0.0006193868070610096, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1414)), {C=0.0007226179415711777, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1417)), {C=0.0007226179415711777, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1419)), {C=0.0005161556725508413, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1420)), {C=0.0006193868070610096, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1424)), {C=0.0005161556725508413, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1428)), {C=0.0006193868070610096, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1430)), {C=0.0005161556725508413, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1431)), {C=0.0007226179415711777, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1433)), {C=0.0005161556725508413, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1434)), {C=0.0006193868070610096, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1435)), {C=0.0005161556725508413, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1438)), {C=0.0005161556725508413, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1442)), {C=0.0005161556725508413, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1444)), {C=0.0005161556725508413, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1448)), {C=0.0008258490760813461, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1451)), {C=0.0005161556725508413, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1452)), {C=0.0006193868070610096, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1454)), {C=0.0007226179415711777, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1461)), {C=0.0006193868070610096, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1467)), {C=0.0005161556725508413, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1468)), {C=0.0010323113451016826, S=0.0009726680284019065}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1469)), {C=0.0006193868070610096, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1471)), {C=0.0005161556725508413, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1472)), {C=0.0005161556725508413, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1476)), {C=0.0007226179415711777, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1477)), {C=0.0005161556725508413, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1481)), {C=0.0007226179415711777, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1482)), {C=0.0005161556725508413, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1483)), {C=0.0006193868070610096, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1485)), {C=0.0007226179415711777, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1488)), {C=0.0005161556725508413, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1494)), {C=0.0007226179415711777, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1495)), {C=0.0005161556725508413, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1496)), {C=0.0006193868070610096, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1500)), {C=0.0006193868070610096, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1502)), {C=0.0005161556725508413, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1504)), {C=0.0006193868070610096, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1506)), {C=0.0006193868070610096, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1515)), {C=0.0005161556725508413, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1518)), {C=0.0006193868070610096, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1521)), {C=0.0007226179415711777, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1525)), {C=0.0006193868070610096, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1527)), {C=0.0006193868070610096, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1529)), {C=0.0007226179415711777, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1532)), {C=0.0006193868070610096, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1533)), {C=0.0008258490760813461, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1535)), {C=0.0005161556725508413, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1537)), {C=0.0006193868070610096, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1538)), {C=0.0005161556725508413, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1547)), {C=0.0005161556725508413, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1548)), {C=0.0006193868070610096, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1550)), {C=0.0005161556725508413, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1554)), {C=0.0005161556725508413, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1558)), {C=0.0005161556725508413, S=0.00048633401420095323}
