(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(2)), {C=0.0007076425394257985, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(641)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(642)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(643)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(645)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(648)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(651)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(654)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(655)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(656)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(660)), {C=0.0007076425394257985, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(664)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(668)), {C=0.0008087343307723413, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(669)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(670)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(673)), {C=0.0007076425394257985, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(677)), {C=0.000909826122118884, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(679)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(680)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(681)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(684)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(685)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(689)), {C=0.0007076425394257985, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(690)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(691)), {C=0.0008087343307723413, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(692)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(693)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(694)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(695)), {C=0.0007076425394257985, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(696)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(697)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(698)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(699)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(701)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(705)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(711)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(715)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(716)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(717)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(721)), {C=0.0007076425394257985, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(723)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(724)), {C=0.0008087343307723413, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(725)), {C=0.0008087343307723413, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(726)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(729)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(730)), {C=0.0012131014961585117, S=0.0011672016340822876}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(731)), {C=0.0010109179134654266, S=0.0009726680284019065}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(733)), {C=0.0010109179134654266, S=0.0009726680284019065}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(735)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(737)), {C=0.0011120097048119692, S=0.001069934831242097}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(738)), {C=0.0007076425394257985, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(740)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(741)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(744)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(748)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(751)), {C=0.0008087343307723413, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(752)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(758)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(759)), {C=0.0010109179134654266, S=0.0009726680284019065}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(760)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(761)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(762)), {C=0.0007076425394257985, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(763)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(764)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(766)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(768)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(769)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(771)), {C=0.0007076425394257985, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(772)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(773)), {C=0.0008087343307723413, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(776)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(777)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(778)), {C=0.0008087343307723413, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(780)), {C=0.0007076425394257985, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(781)), {C=0.0007076425394257985, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(785)), {C=0.0010109179134654266, S=0.0009726680284019065}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(787)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(788)), {C=0.0007076425394257985, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(794)), {C=0.0007076425394257985, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(795)), {C=0.0007076425394257985, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(799)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(803)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(804)), {C=0.0007076425394257985, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(805)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(806)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(807)), {C=0.0007076425394257985, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(808)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(809)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(810)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(811)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(812)), {C=0.0008087343307723413, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(813)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(814)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(822)), {C=0.0007076425394257985, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(831)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(832)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(833)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(834)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(836)), {C=0.0008087343307723413, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(837)), {C=0.0010109179134654266, S=0.0009726680284019065}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(838)), {C=0.0008087343307723413, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(839)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(840)), {C=0.0008087343307723413, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(841)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(849)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(850)), {C=0.0007076425394257985, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(852)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(853)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(854)), {C=0.0008087343307723413, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(855)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(861)), {C=0.0007076425394257985, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(862)), {C=0.000909826122118884, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(863)), {C=0.0010109179134654266, S=0.0009726680284019065}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(865)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(869)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(871)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(872)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(873)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(877)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(878)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(879)), {C=0.0007076425394257985, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(880)), {C=0.000909826122118884, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(881)), {C=0.0007076425394257985, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(882)), {C=0.0007076425394257985, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(884)), {C=0.0010109179134654266, S=0.0009726680284019065}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(885)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(886)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(887)), {C=0.0008087343307723413, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(891)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(894)), {C=0.0007076425394257985, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(895)), {C=0.0007076425394257985, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(897)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(900)), {C=0.0008087343307723413, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(901)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(902)), {C=0.0008087343307723413, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(903)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(904)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(905)), {C=0.0008087343307723413, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(906)), {C=0.0008087343307723413, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(907)), {C=0.0007076425394257985, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(908)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(910)), {C=0.0007076425394257985, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(911)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(912)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(913)), {C=0.0010109179134654266, S=0.0009726680284019065}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(914)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(920)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(921)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(922)), {C=0.0007076425394257985, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(923)), {C=0.0007076425394257985, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(924)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(925)), {C=0.0008087343307723413, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(926)), {C=0.0008087343307723413, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(927)), {C=0.0007076425394257985, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(929)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(931)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(932)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(934)), {C=0.0007076425394257985, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(935)), {C=0.0008087343307723413, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(936)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(937)), {C=0.000909826122118884, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(938)), {C=0.0008087343307723413, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(939)), {C=0.0008087343307723413, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(943)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(944)), {C=0.0007076425394257985, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(946)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(947)), {C=0.0007076425394257985, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(948)), {C=0.0010109179134654266, S=0.0009726680284019065}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(949)), {C=0.0007076425394257985, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(951)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(952)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(954)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(956)), {C=0.0008087343307723413, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(957)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(958)), {C=0.0007076425394257985, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(959)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(960)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(961)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(962)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(963)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(965)), {C=0.0007076425394257985, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(966)), {C=0.000909826122118884, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(967)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(968)), {C=0.0008087343307723413, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(969)), {C=0.0007076425394257985, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(970)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(971)), {C=0.000909826122118884, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(978)), {C=0.0007076425394257985, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(979)), {C=0.0011120097048119692, S=0.001069934831242097}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(980)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(982)), {C=0.0005054589567327133, S=0.00048633401420095323}
