(gender(Female)) --> (buy(1)), {C=0.00274671375318815, S=0.001361735239762669}
(gender(Female)) --> (buy(666)), {C=0.006082009024916618, S=0.00301527088804591}
(gender(Female)) --> (buy(667)), {C=0.0041200706297822255, S=0.0020426028596440037}
(gender(Female)) --> (buy(668)), {C=0.006670590543456935, S=0.003307071296566482}
(gender(Female)) --> (buy(669)), {C=0.004904845987835982, S=0.0024316700710047662}
(gender(Female)) --> (buy(670)), {C=0.005689621345889739, S=0.0028207372823655288}
(gender(Female)) --> (buy(671)), {C=0.006670590543456935, S=0.003307071296566482}
(gender(Female)) --> (buy(672)), {C=0.004316264469295664, S=0.002139869662484194}
(gender(Female)) --> (buy(673)), {C=0.0054934275063763, S=0.002723470479525338}
(gender(Female)) --> (buy(674)), {C=0.005689621345889739, S=0.0028207372823655288}
(gender(Female)) --> (buy(675)), {C=0.006474396703943497, S=0.0032098044937262913}
(gender(Female)) --> (buy(676)), {C=0.00529723366686286, S=0.0026262036766851473}
(gender(Female)) --> (buy(677)), {C=0.004316264469295664, S=0.002139869662484194}
(gender(Female)) --> (buy(678)), {C=0.0051010398273494215, S=0.0025289368738449568}
(gender(Female)) --> (buy(679)), {C=0.0051010398273494215, S=0.0025289368738449568}
(gender(Female)) --> (buy(680)), {C=0.0051010398273494215, S=0.0025289368738449568}
(gender(Female)) --> (buy(681)), {C=0.004316264469295664, S=0.002139869662484194}
(gender(Female)) --> (buy(682)), {C=0.004316264469295664, S=0.002139869662484194}
(gender(Female)) --> (buy(683)), {C=0.004904845987835982, S=0.0024316700710047662}
(gender(Female)) --> (buy(684)), {C=0.006278202864430057, S=0.003112537690886101}
(gender(Female)) --> (buy(685)), {C=0.006474396703943497, S=0.0032098044937262913}
(gender(Female)) --> (buy(686)), {C=0.00529723366686286, S=0.0026262036766851473}
(gender(Female)) --> (buy(687)), {C=0.004708652148322542, S=0.0023344032681645753}
(gender(Female)) --> (buy(688)), {C=0.0041200706297822255, S=0.0020426028596440037}
(gender(Female)) --> (buy(689)), {C=0.005689621345889739, S=0.0028207372823655288}
(gender(Female)) --> (buy(690)), {C=0.006082009024916618, S=0.00301527088804591}
(gender(Female)) --> (buy(691)), {C=0.004708652148322542, S=0.0023344032681645753}
(gender(Female)) --> (buy(692)), {C=0.0070629782224838145, S=0.0035016049022468633}
(gender(Female)) --> (buy(693)), {C=0.006082009024916618, S=0.00301527088804591}
(gender(Female)) --> (buy(694)), {C=0.0033352952717284677, S=0.001653535648283241}
(gender(Female)) --> (buy(695)), {C=0.005689621345889739, S=0.0028207372823655288}
(gender(Female)) --> (buy(696)), {C=0.006866784382970375, S=0.0034043380994066724}
(gender(Female)) --> (buy(697)), {C=0.004708652148322542, S=0.0023344032681645753}
(gender(Female)) --> (buy(698)), {C=0.0037276829507553464, S=0.0018480692539636222}
(gender(Female)) --> (buy(699)), {C=0.0035314891112419072, S=0.0017508024511234317}
(gender(Female)) --> (buy(700)), {C=0.003923876790268786, S=0.001945336056803813}
(gender(Female)) --> (buy(701)), {C=0.004512458308809104, S=0.0022371364653243847}
(gender(Female)) --> (buy(702)), {C=0.0031391014322150286, S=0.0015562688454430504}
(gender(Female)) --> (buy(703)), {C=0.0033352952717284677, S=0.001653535648283241}
(gender(Female)) --> (buy(704)), {C=0.0051010398273494215, S=0.0025289368738449568}
(gender(Female)) --> (buy(705)), {C=0.004316264469295664, S=0.002139869662484194}
(gender(Female)) --> (buy(706)), {C=0.006670590543456935, S=0.003307071296566482}
(gender(Female)) --> (buy(707)), {C=0.0054934275063763, S=0.002723470479525338}
(gender(Female)) --> (buy(708)), {C=0.0051010398273494215, S=0.0025289368738449568}
(gender(Female)) --> (buy(709)), {C=0.004708652148322542, S=0.0023344032681645753}
(gender(Female)) --> (buy(710)), {C=0.0031391014322150286, S=0.0015562688454430504}
(gender(Female)) --> (buy(711)), {C=0.0033352952717284677, S=0.001653535648283241}
(gender(Female)) --> (buy(712)), {C=0.00529723366686286, S=0.0026262036766851473}
(gender(Female)) --> (buy(713)), {C=0.0041200706297822255, S=0.0020426028596440037}
(gender(Female)) --> (buy(714)), {C=0.00529723366686286, S=0.0026262036766851473}
(gender(Female)) --> (buy(715)), {C=0.0041200706297822255, S=0.0020426028596440037}
(gender(Female)) --> (buy(716)), {C=0.0033352952717284677, S=0.001653535648283241}
(gender(Female)) --> (buy(717)), {C=0.0041200706297822255, S=0.0020426028596440037}
(gender(Female)) --> (buy(718)), {C=0.006866784382970375, S=0.0034043380994066724}
(gender(Female)) --> (buy(719)), {C=0.004512458308809104, S=0.0022371364653243847}
(gender(Female)) --> (buy(720)), {C=0.00274671375318815, S=0.001361735239762669}
(gender(Female)) --> (buy(721)), {C=0.0051010398273494215, S=0.0025289368738449568}
(gender(Female)) --> (buy(722)), {C=0.0041200706297822255, S=0.0020426028596440037}
(gender(Female)) --> (buy(723)), {C=0.003923876790268786, S=0.001945336056803813}
(gender(Female)) --> (buy(724)), {C=0.004708652148322542, S=0.0023344032681645753}
(gender(Female)) --> (buy(725)), {C=0.00843633509907789, S=0.004182472522128198}
(gender(Female)) --> (buy(726)), {C=0.0054934275063763, S=0.002723470479525338}
(gender(Female)) --> (buy(727)), {C=0.004904845987835982, S=0.0024316700710047662}
(gender(Female)) --> (buy(728)), {C=0.006082009024916618, S=0.00301527088804591}
(gender(Female)) --> (buy(729)), {C=0.00529723366686286, S=0.0026262036766851473}
(gender(Female)) --> (buy(730)), {C=0.0035314891112419072, S=0.0017508024511234317}
(gender(Female)) --> (buy(731)), {C=0.0051010398273494215, S=0.0025289368738449568}
(gender(Female)) --> (buy(732)), {C=0.004708652148322542, S=0.0023344032681645753}
(gender(Female)) --> (buy(733)), {C=0.00529723366686286, S=0.0026262036766851473}
(gender(Female)) --> (buy(734)), {C=0.003923876790268786, S=0.001945336056803813}
(gender(Female)) --> (buy(735)), {C=0.00529723366686286, S=0.0026262036766851473}
(gender(Female)) --> (buy(736)), {C=0.0033352952717284677, S=0.001653535648283241}
(gender(Female)) --> (buy(737)), {C=0.004512458308809104, S=0.0022371364653243847}
(gender(Female)) --> (buy(738)), {C=0.004708652148322542, S=0.0023344032681645753}
(gender(Female)) --> (buy(739)), {C=0.005689621345889739, S=0.0028207372823655288}
(gender(Female)) --> (buy(740)), {C=0.0035314891112419072, S=0.0017508024511234317}
(gender(Female)) --> (buy(741)), {C=0.0029429075927015894, S=0.0014590020426028597}
(gender(Female)) --> (buy(742)), {C=0.0033352952717284677, S=0.001653535648283241}
(gender(Female)) --> (buy(743)), {C=0.0035314891112419072, S=0.0017508024511234317}
(gender(Female)) --> (buy(744)), {C=0.0037276829507553464, S=0.0018480692539636222}
(gender(Female)) --> (buy(745)), {C=0.004316264469295664, S=0.002139869662484194}
(gender(Female)) --> (buy(746)), {C=0.006082009024916618, S=0.00301527088804591}
(gender(Female)) --> (buy(747)), {C=0.003923876790268786, S=0.001945336056803813}
(gender(Female)) --> (buy(748)), {C=0.005885815185403179, S=0.0029180040852057193}
(gender(Female)) --> (buy(749)), {C=0.0054934275063763, S=0.002723470479525338}
(gender(Female)) --> (buy(750)), {C=0.005885815185403179, S=0.0029180040852057193}
(gender(Female)) --> (buy(751)), {C=0.005885815185403179, S=0.0029180040852057193}
(gender(Female)) --> (buy(752)), {C=0.005689621345889739, S=0.0028207372823655288}
(gender(Female)) --> (buy(753)), {C=0.0041200706297822255, S=0.0020426028596440037}
(gender(Female)) --> (buy(754)), {C=0.0051010398273494215, S=0.0025289368738449568}
(gender(Female)) --> (buy(755)), {C=0.0041200706297822255, S=0.0020426028596440037}
(gender(Female)) --> (buy(756)), {C=0.0037276829507553464, S=0.0018480692539636222}
(gender(Female)) --> (buy(757)), {C=0.004512458308809104, S=0.0022371364653243847}
(gender(Female)) --> (buy(758)), {C=0.004512458308809104, S=0.0022371364653243847}
(gender(Female)) --> (buy(759)), {C=0.0041200706297822255, S=0.0020426028596440037}
(gender(Female)) --> (buy(760)), {C=0.004904845987835982, S=0.0024316700710047662}
(gender(Female)) --> (buy(761)), {C=0.0054934275063763, S=0.002723470479525338}
(gender(Female)) --> (buy(762)), {C=0.00529723366686286, S=0.0026262036766851473}
(gender(Female)) --> (buy(763)), {C=0.005689621345889739, S=0.0028207372823655288}
(gender(Female)) --> (buy(764)), {C=0.004708652148322542, S=0.0023344032681645753}
(gender(Female)) --> (buy(765)), {C=0.006670590543456935, S=0.003307071296566482}
(gender(Female)) --> (buy(766)), {C=0.0029429075927015894, S=0.0014590020426028597}
(gender(Female)) --> (buy(767)), {C=0.004512458308809104, S=0.0022371364653243847}
(gender(Female)) --> (buy(768)), {C=0.0041200706297822255, S=0.0020426028596440037}
(gender(Female)) --> (buy(769)), {C=0.00529723366686286, S=0.0026262036766851473}
(gender(Female)) --> (buy(770)), {C=0.00529723366686286, S=0.0026262036766851473}
(gender(Female)) --> (buy(771)), {C=0.004316264469295664, S=0.002139869662484194}
(gender(Female)) --> (buy(772)), {C=0.0054934275063763, S=0.002723470479525338}
(gender(Female)) --> (buy(773)), {C=0.0037276829507553464, S=0.0018480692539636222}
(gender(Female)) --> (buy(774)), {C=0.005885815185403179, S=0.0029180040852057193}
(gender(Female)) --> (buy(775)), {C=0.004708652148322542, S=0.0023344032681645753}
(gender(Female)) --> (buy(776)), {C=0.0033352952717284677, S=0.001653535648283241}
(gender(Female)) --> (buy(777)), {C=0.004904845987835982, S=0.0024316700710047662}
(gender(Female)) --> (buy(778)), {C=0.006670590543456935, S=0.003307071296566482}
(gender(Female)) --> (buy(779)), {C=0.00529723366686286, S=0.0026262036766851473}
(gender(Female)) --> (buy(780)), {C=0.0041200706297822255, S=0.0020426028596440037}
(gender(Female)) --> (buy(781)), {C=0.0029429075927015894, S=0.0014590020426028597}
(gender(Female)) --> (buy(782)), {C=0.004512458308809104, S=0.0022371364653243847}
(gender(Female)) --> (buy(783)), {C=0.00529723366686286, S=0.0026262036766851473}
(gender(Female)) --> (buy(784)), {C=0.00529723366686286, S=0.0026262036766851473}
(gender(Female)) --> (buy(785)), {C=0.0037276829507553464, S=0.0018480692539636222}
(gender(Female)) --> (buy(786)), {C=0.004904845987835982, S=0.0024316700710047662}
(gender(Female)) --> (buy(787)), {C=0.005885815185403179, S=0.0029180040852057193}
(gender(Female)) --> (buy(788)), {C=0.004904845987835982, S=0.0024316700710047662}
(gender(Female)) --> (buy(789)), {C=0.004316264469295664, S=0.002139869662484194}
(gender(Female)) --> (buy(790)), {C=0.004316264469295664, S=0.002139869662484194}
(gender(Female)) --> (buy(791)), {C=0.006474396703943497, S=0.0032098044937262913}
(gender(Female)) --> (buy(792)), {C=0.004316264469295664, S=0.002139869662484194}
(gender(Female)) --> (buy(793)), {C=0.0035314891112419072, S=0.0017508024511234317}
(gender(Female)) --> (buy(794)), {C=0.00529723366686286, S=0.0026262036766851473}
(gender(Female)) --> (buy(795)), {C=0.004708652148322542, S=0.0023344032681645753}
(gender(Female)) --> (buy(796)), {C=0.004904845987835982, S=0.0024316700710047662}
(gender(Female)) --> (buy(797)), {C=0.0070629782224838145, S=0.0035016049022468633}
(gender(Female)) --> (buy(798)), {C=0.004512458308809104, S=0.0022371364653243847}
(gender(Female)) --> (buy(799)), {C=0.003923876790268786, S=0.001945336056803813}
(gender(Female)) --> (buy(800)), {C=0.005689621345889739, S=0.0028207372823655288}
(gender(Female)) --> (buy(801)), {C=0.004904845987835982, S=0.0024316700710047662}
(gender(Female)) --> (buy(802)), {C=0.004316264469295664, S=0.002139869662484194}
(gender(Female)) --> (buy(803)), {C=0.0054934275063763, S=0.002723470479525338}
(gender(Female)) --> (buy(804)), {C=0.006278202864430057, S=0.003112537690886101}
(gender(Female)) --> (buy(805)), {C=0.004708652148322542, S=0.0023344032681645753}
(gender(Female)) --> (buy(806)), {C=0.006866784382970375, S=0.0034043380994066724}
(gender(Female)) --> (buy(807)), {C=0.004904845987835982, S=0.0024316700710047662}
(gender(Female)) --> (buy(808)), {C=0.0051010398273494215, S=0.0025289368738449568}
(gender(Female)) --> (buy(809)), {C=0.004904845987835982, S=0.0024316700710047662}
(gender(Female)) --> (buy(810)), {C=0.004512458308809104, S=0.0022371364653243847}
(gender(Female)) --> (buy(811)), {C=0.0041200706297822255, S=0.0020426028596440037}
(gender(Female)) --> (buy(812)), {C=0.006278202864430057, S=0.003112537690886101}
(gender(Female)) --> (buy(813)), {C=0.005689621345889739, S=0.0028207372823655288}
(gender(Female)) --> (buy(814)), {C=0.006670590543456935, S=0.003307071296566482}
(gender(Female)) --> (buy(815)), {C=0.005689621345889739, S=0.0028207372823655288}
(gender(Female)) --> (buy(816)), {C=0.00529723366686286, S=0.0026262036766851473}
(gender(Female)) --> (buy(817)), {C=0.0051010398273494215, S=0.0025289368738449568}
(gender(Female)) --> (buy(818)), {C=0.004316264469295664, S=0.002139869662484194}
(gender(Female)) --> (buy(819)), {C=0.006082009024916618, S=0.00301527088804591}
(gender(Female)) --> (buy(820)), {C=0.006082009024916618, S=0.00301527088804591}
(gender(Female)) --> (buy(821)), {C=0.0037276829507553464, S=0.0018480692539636222}
(gender(Female)) --> (buy(822)), {C=0.006082009024916618, S=0.00301527088804591}
(gender(Female)) --> (buy(823)), {C=0.0054934275063763, S=0.002723470479525338}
(gender(Female)) --> (buy(824)), {C=0.004708652148322542, S=0.0023344032681645753}
(gender(Female)) --> (buy(825)), {C=0.0070629782224838145, S=0.0035016049022468633}
(gender(Female)) --> (buy(826)), {C=0.0051010398273494215, S=0.0025289368738449568}
(gender(Female)) --> (buy(827)), {C=0.006670590543456935, S=0.003307071296566482}
(gender(Female)) --> (buy(828)), {C=0.003923876790268786, S=0.001945336056803813}
(gender(Female)) --> (buy(829)), {C=0.004904845987835982, S=0.0024316700710047662}
(gender(Female)) --> (buy(830)), {C=0.007651559741024131, S=0.003793405310767435}
(gender(Female)) --> (buy(831)), {C=0.006082009024916618, S=0.00301527088804591}
(gender(Female)) --> (buy(832)), {C=0.006670590543456935, S=0.003307071296566482}
(gender(Female)) --> (buy(833)), {C=0.004512458308809104, S=0.0022371364653243847}
(gender(Female)) --> (buy(834)), {C=0.004708652148322542, S=0.0023344032681645753}
(gender(Female)) --> (buy(835)), {C=0.004904845987835982, S=0.0024316700710047662}
(gender(Female)) --> (buy(836)), {C=0.0054934275063763, S=0.002723470479525338}
(gender(Female)) --> (buy(837)), {C=0.00529723366686286, S=0.0026262036766851473}
(gender(Female)) --> (buy(838)), {C=0.006670590543456935, S=0.003307071296566482}
(gender(Female)) --> (buy(839)), {C=0.006082009024916618, S=0.00301527088804591}
(gender(Female)) --> (buy(840)), {C=0.007651559741024131, S=0.003793405310767435}
(gender(Female)) --> (buy(841)), {C=0.0035314891112419072, S=0.0017508024511234317}
(gender(Female)) --> (buy(842)), {C=0.006082009024916618, S=0.00301527088804591}
(gender(Female)) --> (buy(843)), {C=0.0035314891112419072, S=0.0017508024511234317}
(gender(Female)) --> (buy(844)), {C=0.006278202864430057, S=0.003112537690886101}
(gender(Female)) --> (buy(845)), {C=0.0054934275063763, S=0.002723470479525338}
(gender(Female)) --> (buy(846)), {C=0.0035314891112419072, S=0.0017508024511234317}
(gender(Female)) --> (buy(847)), {C=0.005885815185403179, S=0.0029180040852057193}
(gender(Female)) --> (buy(848)), {C=0.007455365901510693, S=0.0036961385079272444}
(gender(Female)) --> (buy(849)), {C=0.00843633509907789, S=0.004182472522128198}
(gender(Female)) --> (buy(850)), {C=0.006082009024916618, S=0.00301527088804591}
(gender(Female)) --> (buy(851)), {C=0.004904845987835982, S=0.0024316700710047662}
(gender(Female)) --> (buy(852)), {C=0.004512458308809104, S=0.0022371364653243847}
(gender(Female)) --> (buy(853)), {C=0.004512458308809104, S=0.0022371364653243847}
(gender(Female)) --> (buy(854)), {C=0.004708652148322542, S=0.0023344032681645753}
(gender(Female)) --> (buy(855)), {C=0.006082009024916618, S=0.00301527088804591}
(gender(Female)) --> (buy(856)), {C=0.0051010398273494215, S=0.0025289368738449568}
(gender(Female)) --> (buy(857)), {C=0.004904845987835982, S=0.0024316700710047662}
(gender(Female)) --> (buy(858)), {C=0.00529723366686286, S=0.0026262036766851473}
(gender(Female)) --> (buy(859)), {C=0.0051010398273494215, S=0.0025289368738449568}
(gender(Female)) --> (buy(860)), {C=0.006474396703943497, S=0.0032098044937262913}
(gender(Female)) --> (buy(861)), {C=0.0051010398273494215, S=0.0025289368738449568}
(gender(Female)) --> (buy(862)), {C=0.006278202864430057, S=0.003112537690886101}
(gender(Female)) --> (buy(863)), {C=0.005885815185403179, S=0.0029180040852057193}
(gender(Female)) --> (buy(864)), {C=0.00529723366686286, S=0.0026262036766851473}
(gender(Female)) --> (buy(865)), {C=0.0051010398273494215, S=0.0025289368738449568}
(gender(Female)) --> (buy(866)), {C=0.0051010398273494215, S=0.0025289368738449568}
(gender(Female)) --> (buy(867)), {C=0.0054934275063763, S=0.002723470479525338}
(gender(Female)) --> (buy(868)), {C=0.005689621345889739, S=0.0028207372823655288}
(gender(Female)) --> (buy(869)), {C=0.007651559741024131, S=0.003793405310767435}
(gender(Female)) --> (buy(870)), {C=0.004316264469295664, S=0.002139869662484194}
(gender(Female)) --> (buy(871)), {C=0.006082009024916618, S=0.00301527088804591}
(gender(Female)) --> (buy(872)), {C=0.005689621345889739, S=0.0028207372823655288}
(gender(Female)) --> (buy(873)), {C=0.007651559741024131, S=0.003793405310767435}
(gender(Female)) --> (buy(874)), {C=0.004904845987835982, S=0.0024316700710047662}
(gender(Female)) --> (buy(875)), {C=0.0051010398273494215, S=0.0025289368738449568}
(gender(Female)) --> (buy(876)), {C=0.005689621345889739, S=0.0028207372823655288}
(gender(Female)) --> (buy(877)), {C=0.004904845987835982, S=0.0024316700710047662}
(gender(Female)) --> (buy(878)), {C=0.0051010398273494215, S=0.0025289368738449568}
(gender(Female)) --> (buy(879)), {C=0.0051010398273494215, S=0.0025289368738449568}
(gender(Female)) --> (buy(880)), {C=0.006278202864430057, S=0.003112537690886101}
(gender(Female)) --> (buy(881)), {C=0.0054934275063763, S=0.002723470479525338}
(gender(Female)) --> (buy(882)), {C=0.006278202864430057, S=0.003112537690886101}
(gender(Female)) --> (buy(883)), {C=0.006866784382970375, S=0.0034043380994066724}
(gender(Female)) --> (buy(884)), {C=0.0054934275063763, S=0.002723470479525338}
(gender(Female)) --> (buy(885)), {C=0.004904845987835982, S=0.0024316700710047662}
(gender(Female)) --> (buy(886)), {C=0.004512458308809104, S=0.0022371364653243847}
(gender(Female)) --> (buy(887)), {C=0.006670590543456935, S=0.003307071296566482}
(gender(Female)) --> (buy(888)), {C=0.005689621345889739, S=0.0028207372823655288}
(gender(Female)) --> (buy(889)), {C=0.006278202864430057, S=0.003112537690886101}
(gender(Female)) --> (buy(890)), {C=0.0051010398273494215, S=0.0025289368738449568}
(gender(Female)) --> (buy(891)), {C=0.004708652148322542, S=0.0023344032681645753}
(gender(Female)) --> (buy(892)), {C=0.006278202864430057, S=0.003112537690886101}
(gender(Female)) --> (buy(893)), {C=0.004708652148322542, S=0.0023344032681645753}
(gender(Female)) --> (buy(894)), {C=0.006082009024916618, S=0.00301527088804591}
(gender(Female)) --> (buy(895)), {C=0.006082009024916618, S=0.00301527088804591}
(gender(Female)) --> (buy(896)), {C=0.007455365901510693, S=0.0036961385079272444}
(gender(Female)) --> (buy(897)), {C=0.00843633509907789, S=0.004182472522128198}
(gender(Female)) --> (buy(898)), {C=0.007259172061997254, S=0.003598871705087054}
(gender(Female)) --> (buy(899)), {C=0.004316264469295664, S=0.002139869662484194}
(gender(Female)) --> (buy(900)), {C=0.007259172061997254, S=0.003598871705087054}
(gender(Female)) --> (buy(901)), {C=0.006670590543456935, S=0.003307071296566482}
(gender(Female)) --> (buy(902)), {C=0.004904845987835982, S=0.0024316700710047662}
(gender(Female)) --> (buy(903)), {C=0.006278202864430057, S=0.003112537690886101}
(gender(Female)) --> (buy(904)), {C=0.004904845987835982, S=0.0024316700710047662}
(gender(Female)) --> (buy(905)), {C=0.005885815185403179, S=0.0029180040852057193}
(gender(Female)) --> (buy(906)), {C=0.00274671375318815, S=0.001361735239762669}
(gender(Female)) --> (buy(907)), {C=0.00529723366686286, S=0.0026262036766851473}
(gender(Female)) --> (buy(908)), {C=0.007259172061997254, S=0.003598871705087054}
(gender(Female)) --> (buy(909)), {C=0.007847753580537572, S=0.003890672113607626}
(gender(Female)) --> (buy(910)), {C=0.005885815185403179, S=0.0029180040852057193}
(gender(Female)) --> (buy(911)), {C=0.006278202864430057, S=0.003112537690886101}
(gender(Female)) --> (buy(912)), {C=0.006082009024916618, S=0.00301527088804591}
(gender(Female)) --> (buy(913)), {C=0.0035314891112419072, S=0.0017508024511234317}
(gender(Female)) --> (buy(914)), {C=0.006670590543456935, S=0.003307071296566482}
(gender(Female)) --> (buy(915)), {C=0.007455365901510693, S=0.0036961385079272444}
(gender(Female)) --> (buy(916)), {C=0.0070629782224838145, S=0.0035016049022468633}
(gender(Female)) --> (buy(917)), {C=0.008240141259564451, S=0.004085205719288007}
(gender(Female)) --> (buy(918)), {C=0.005689621345889739, S=0.0028207372823655288}
(gender(Female)) --> (buy(919)), {C=0.004316264469295664, S=0.002139869662484194}
(gender(Female)) --> (buy(920)), {C=0.00529723366686286, S=0.0026262036766851473}
(gender(Female)) --> (buy(921)), {C=0.0051010398273494215, S=0.0025289368738449568}
(gender(Female)) --> (buy(922)), {C=0.0033352952717284677, S=0.001653535648283241}
(gender(Female)) --> (buy(923)), {C=0.004512458308809104, S=0.0022371364653243847}
(gender(Female)) --> (buy(924)), {C=0.006670590543456935, S=0.003307071296566482}
(gender(Female)) --> (buy(925)), {C=0.006474396703943497, S=0.0032098044937262913}
(gender(Female)) --> (buy(926)), {C=0.006082009024916618, S=0.00301527088804591}
(gender(Female)) --> (buy(927)), {C=0.004316264469295664, S=0.002139869662484194}
(gender(Female)) --> (buy(928)), {C=0.007455365901510693, S=0.0036961385079272444}
(gender(Female)) --> (buy(929)), {C=0.006278202864430057, S=0.003112537690886101}
(gender(Female)) --> (buy(930)), {C=0.00529723366686286, S=0.0026262036766851473}
(gender(Female)) --> (buy(931)), {C=0.006670590543456935, S=0.003307071296566482}
(gender(Female)) --> (buy(932)), {C=0.004316264469295664, S=0.002139869662484194}
(gender(Female)) --> (buy(933)), {C=0.00529723366686286, S=0.0026262036766851473}
(gender(Female)) --> (buy(934)), {C=0.006278202864430057, S=0.003112537690886101}
(gender(Female)) --> (buy(935)), {C=0.0041200706297822255, S=0.0020426028596440037}
(gender(Female)) --> (buy(936)), {C=0.004316264469295664, S=0.002139869662484194}
(gender(Female)) --> (buy(937)), {C=0.005689621345889739, S=0.0028207372823655288}
(gender(Female)) --> (buy(938)), {C=0.0070629782224838145, S=0.0035016049022468633}
(gender(Female)) --> (buy(939)), {C=0.0070629782224838145, S=0.0035016049022468633}
(gender(Female)) --> (buy(940)), {C=0.0054934275063763, S=0.002723470479525338}
(gender(Female)) --> (buy(941)), {C=0.0054934275063763, S=0.002723470479525338}
(gender(Female)) --> (buy(942)), {C=0.005689621345889739, S=0.0028207372823655288}
(gender(Female)) --> (buy(943)), {C=0.006082009024916618, S=0.00301527088804591}
(gender(Female)) --> (buy(944)), {C=0.00274671375318815, S=0.001361735239762669}
(gender(Female)) --> (buy(945)), {C=0.004316264469295664, S=0.002139869662484194}
(gender(Female)) --> (buy(946)), {C=0.005885815185403179, S=0.0029180040852057193}
(gender(Female)) --> (buy(947)), {C=0.006082009024916618, S=0.00301527088804591}
(gender(Female)) --> (buy(948)), {C=0.0070629782224838145, S=0.0035016049022468633}
(gender(Female)) --> (buy(949)), {C=0.0035314891112419072, S=0.0017508024511234317}
(gender(Female)) --> (buy(950)), {C=0.006082009024916618, S=0.00301527088804591}
(gender(Female)) --> (buy(951)), {C=0.006278202864430057, S=0.003112537690886101}
(gender(Female)) --> (buy(952)), {C=0.008828722778104767, S=0.004377006127808579}
(gender(Female)) --> (buy(953)), {C=0.007259172061997254, S=0.003598871705087054}
(gender(Female)) --> (buy(954)), {C=0.004708652148322542, S=0.0023344032681645753}
(gender(Female)) --> (buy(955)), {C=0.00529723366686286, S=0.0026262036766851473}
(gender(Female)) --> (buy(956)), {C=0.006670590543456935, S=0.003307071296566482}
(gender(Female)) --> (buy(957)), {C=0.0037276829507553464, S=0.0018480692539636222}
(gender(Female)) --> (buy(958)), {C=0.004512458308809104, S=0.0022371364653243847}
(gender(Female)) --> (buy(959)), {C=0.006670590543456935, S=0.003307071296566482}
(gender(Female)) --> (buy(960)), {C=0.005689621345889739, S=0.0028207372823655288}
(gender(Female)) --> (buy(961)), {C=0.004512458308809104, S=0.0022371364653243847}
(gender(Female)) --> (buy(962)), {C=0.0054934275063763, S=0.002723470479525338}
(gender(Female)) --> (buy(963)), {C=0.006670590543456935, S=0.003307071296566482}
(gender(Female)) --> (buy(964)), {C=0.007259172061997254, S=0.003598871705087054}
(gender(Female)) --> (buy(965)), {C=0.005885815185403179, S=0.0029180040852057193}
(gender(Female)) --> (buy(966)), {C=0.0054934275063763, S=0.002723470479525338}
(gender(Female)) --> (buy(967)), {C=0.005689621345889739, S=0.0028207372823655288}
(gender(Female)) --> (buy(968)), {C=0.007259172061997254, S=0.003598871705087054}
(gender(Female)) --> (buy(969)), {C=0.006670590543456935, S=0.003307071296566482}
(gender(Female)) --> (buy(970)), {C=0.005689621345889739, S=0.0028207372823655288}
(gender(Female)) --> (buy(971)), {C=0.0054934275063763, S=0.002723470479525338}
(gender(Female)) --> (buy(972)), {C=0.007259172061997254, S=0.003598871705087054}
(gender(Female)) --> (buy(973)), {C=0.005885815185403179, S=0.0029180040852057193}
(gender(Female)) --> (buy(974)), {C=0.00529723366686286, S=0.0026262036766851473}
(gender(Female)) --> (buy(975)), {C=0.00804394742005101, S=0.003987938916447816}
(gender(Female)) --> (buy(976)), {C=0.006082009024916618, S=0.00301527088804591}
(gender(Female)) --> (buy(977)), {C=0.005689621345889739, S=0.0028207372823655288}
(gender(Female)) --> (buy(978)), {C=0.0033352952717284677, S=0.001653535648283241}
(gender(Female)) --> (buy(979)), {C=0.005689621345889739, S=0.0028207372823655288}
(gender(Female)) --> (buy(980)), {C=0.0054934275063763, S=0.002723470479525338}
(gender(Female)) --> (buy(981)), {C=0.0051010398273494215, S=0.0025289368738449568}
(gender(Female)) --> (buy(982)), {C=0.005885815185403179, S=0.0029180040852057193}
(gender(Female)) --> (buy(983)), {C=0.005689621345889739, S=0.0028207372823655288}
(gender(Female)) --> (buy(984)), {C=0.00529723366686286, S=0.0026262036766851473}
(gender(Female)) --> (buy(985)), {C=0.00529723366686286, S=0.0026262036766851473}
(gender(Female)) --> (buy(986)), {C=0.004904845987835982, S=0.0024316700710047662}
(gender(Female)) --> (buy(987)), {C=0.006866784382970375, S=0.0034043380994066724}
(gender(Female)) --> (buy(988)), {C=0.0054934275063763, S=0.002723470479525338}
(gender(Female)) --> (buy(989)), {C=0.004316264469295664, S=0.002139869662484194}
(gender(Female)) --> (buy(990)), {C=0.00529723366686286, S=0.0026262036766851473}
(gender(Female)) --> (buy(991)), {C=0.006082009024916618, S=0.00301527088804591}
(gender(Female)) --> (buy(992)), {C=0.0054934275063763, S=0.002723470479525338}
(gender(Female)) --> (buy(993)), {C=0.006474396703943497, S=0.0032098044937262913}
(gender(Female)) --> (buy(994)), {C=0.0051010398273494215, S=0.0025289368738449568}
(gender(Female)) --> (buy(995)), {C=0.006082009024916618, S=0.00301527088804591}
(gender(Female)) --> (buy(996)), {C=0.004512458308809104, S=0.0022371364653243847}
(gender(Female)) --> (buy(997)), {C=0.005689621345889739, S=0.0028207372823655288}
(gender(Female)) --> (buy(998)), {C=0.0051010398273494215, S=0.0025289368738449568}
