(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(2)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(636)), {C=0.0007545542740109948, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(637)), {C=0.0006467608062951384, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(641)), {C=0.0007545542740109948, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(643)), {C=0.0006467608062951384, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(644)), {C=0.0008623477417268514, S=0.0007781344227215252}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(646)), {C=0.0006467608062951384, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(649)), {C=0.0008623477417268514, S=0.0007781344227215252}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(651)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(654)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(657)), {C=0.0006467608062951384, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(658)), {C=0.0007545542740109948, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(659)), {C=0.0008623477417268514, S=0.0007781344227215252}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(660)), {C=0.0006467608062951384, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(663)), {C=0.0006467608062951384, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(664)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(666)), {C=0.0007545542740109948, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(667)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(668)), {C=0.0007545542740109948, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(670)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(671)), {C=0.0006467608062951384, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(673)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(674)), {C=0.0006467608062951384, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(675)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(678)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(679)), {C=0.0006467608062951384, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(680)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(681)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(683)), {C=0.0008623477417268514, S=0.0007781344227215252}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(684)), {C=0.0007545542740109948, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(685)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(686)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(689)), {C=0.0007545542740109948, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(691)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(692)), {C=0.0008623477417268514, S=0.0007781344227215252}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(693)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(695)), {C=0.0007545542740109948, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(696)), {C=0.0009701412094427079, S=0.0008754012255617158}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(697)), {C=0.0008623477417268514, S=0.0007781344227215252}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(699)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(704)), {C=0.0006467608062951384, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(706)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(707)), {C=0.0007545542740109948, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(708)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(710)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(712)), {C=0.0007545542740109948, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(718)), {C=0.0008623477417268514, S=0.0007781344227215252}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(721)), {C=0.0009701412094427079, S=0.0008754012255617158}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(723)), {C=0.0010779346771585643, S=0.0009726680284019065}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(725)), {C=0.0010779346771585643, S=0.0009726680284019065}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(726)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(728)), {C=0.0009701412094427079, S=0.0008754012255617158}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(729)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(731)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(732)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(733)), {C=0.0006467608062951384, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(734)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(746)), {C=0.0007545542740109948, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(747)), {C=0.0008623477417268514, S=0.0007781344227215252}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(749)), {C=0.0007545542740109948, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(751)), {C=0.0008623477417268514, S=0.0007781344227215252}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(753)), {C=0.0006467608062951384, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(755)), {C=0.0006467608062951384, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(757)), {C=0.0006467608062951384, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(759)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(760)), {C=0.0009701412094427079, S=0.0008754012255617158}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(763)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(768)), {C=0.0007545542740109948, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(770)), {C=0.0007545542740109948, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(771)), {C=0.0008623477417268514, S=0.0007781344227215252}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(772)), {C=0.0006467608062951384, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(773)), {C=0.0009701412094427079, S=0.0008754012255617158}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(774)), {C=0.0007545542740109948, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(777)), {C=0.0006467608062951384, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(778)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(779)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(780)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(782)), {C=0.0006467608062951384, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(783)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(785)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(787)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(788)), {C=0.0008623477417268514, S=0.0007781344227215252}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(792)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(796)), {C=0.0007545542740109948, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(797)), {C=0.0007545542740109948, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(799)), {C=0.0006467608062951384, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(801)), {C=0.0006467608062951384, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(806)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(807)), {C=0.0007545542740109948, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(810)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(811)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(812)), {C=0.0009701412094427079, S=0.0008754012255617158}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(813)), {C=0.0008623477417268514, S=0.0007781344227215252}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(814)), {C=0.0009701412094427079, S=0.0008754012255617158}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(816)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(817)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(820)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(821)), {C=0.0006467608062951384, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(822)), {C=0.0008623477417268514, S=0.0007781344227215252}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(825)), {C=0.0012935216125902768, S=0.0011672016340822876}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(826)), {C=0.0010779346771585643, S=0.0009726680284019065}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(827)), {C=0.0007545542740109948, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(830)), {C=0.0006467608062951384, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(831)), {C=0.0006467608062951384, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(834)), {C=0.0008623477417268514, S=0.0007781344227215252}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(838)), {C=0.0006467608062951384, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(839)), {C=0.0007545542740109948, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(840)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(842)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(843)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(844)), {C=0.0006467608062951384, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(847)), {C=0.0007545542740109948, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(849)), {C=0.0008623477417268514, S=0.0007781344227215252}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(850)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(851)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(852)), {C=0.0006467608062951384, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(854)), {C=0.0007545542740109948, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(855)), {C=0.0007545542740109948, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(856)), {C=0.0007545542740109948, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(858)), {C=0.0009701412094427079, S=0.0008754012255617158}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(859)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(861)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(862)), {C=0.0009701412094427079, S=0.0008754012255617158}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(865)), {C=0.0007545542740109948, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(867)), {C=0.0006467608062951384, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(868)), {C=0.0008623477417268514, S=0.0007781344227215252}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(869)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(870)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(872)), {C=0.0009701412094427079, S=0.0008754012255617158}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(873)), {C=0.0009701412094427079, S=0.0008754012255617158}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(876)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(877)), {C=0.0006467608062951384, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(882)), {C=0.0010779346771585643, S=0.0009726680284019065}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(883)), {C=0.0007545542740109948, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(884)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(885)), {C=0.0007545542740109948, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(888)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(890)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(892)), {C=0.0010779346771585643, S=0.0009726680284019065}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(894)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(895)), {C=0.0008623477417268514, S=0.0007781344227215252}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(896)), {C=0.0006467608062951384, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(898)), {C=0.0006467608062951384, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(899)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(900)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(901)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(903)), {C=0.0009701412094427079, S=0.0008754012255617158}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(905)), {C=0.0011857281448744207, S=0.001069934831242097}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(906)), {C=0.0006467608062951384, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(907)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(909)), {C=0.0006467608062951384, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(912)), {C=0.0007545542740109948, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(916)), {C=0.0008623477417268514, S=0.0007781344227215252}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(920)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(922)), {C=0.0010779346771585643, S=0.0009726680284019065}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(924)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(925)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(928)), {C=0.0008623477417268514, S=0.0007781344227215252}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(930)), {C=0.0009701412094427079, S=0.0008754012255617158}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(933)), {C=0.0006467608062951384, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(934)), {C=0.0007545542740109948, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(936)), {C=0.0006467608062951384, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(937)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(938)), {C=0.0007545542740109948, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(941)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(943)), {C=0.0008623477417268514, S=0.0007781344227215252}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(948)), {C=0.0006467608062951384, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(950)), {C=0.0008623477417268514, S=0.0007781344227215252}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(951)), {C=0.0010779346771585643, S=0.0009726680284019065}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(952)), {C=0.0010779346771585643, S=0.0009726680284019065}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(953)), {C=0.0008623477417268514, S=0.0007781344227215252}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(954)), {C=0.0007545542740109948, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(955)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(957)), {C=0.0007545542740109948, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(960)), {C=0.0008623477417268514, S=0.0007781344227215252}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(961)), {C=0.0008623477417268514, S=0.0007781344227215252}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(964)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(965)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(966)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(967)), {C=0.0006467608062951384, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(968)), {C=0.0007545542740109948, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(969)), {C=0.0006467608062951384, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(970)), {C=0.0007545542740109948, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(971)), {C=0.0007545542740109948, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(972)), {C=0.0010779346771585643, S=0.0009726680284019065}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(975)), {C=0.0007545542740109948, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(976)), {C=0.0007545542740109948, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(977)), {C=0.0007545542740109948, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(978)), {C=0.0007545542740109948, S=0.0006808676198813345}
