(gender(Male))(yearly_salary($50K - $70K)) --> (buy(6)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1036)), {C=0.0011498028909329829, S=0.0006808676198813345}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1037)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1041)), {C=0.0011498028909329829, S=0.0006808676198813345}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1042)), {C=0.0011498028909329829, S=0.0006808676198813345}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1044)), {C=0.0009855453350854138, S=0.0005836008170411438}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1046)), {C=0.0011498028909329829, S=0.0006808676198813345}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1048)), {C=0.0009855453350854138, S=0.0005836008170411438}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1053)), {C=0.0011498028909329829, S=0.0006808676198813345}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1055)), {C=0.0009855453350854138, S=0.0005836008170411438}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1057)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1058)), {C=0.0009855453350854138, S=0.0005836008170411438}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1059)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1060)), {C=0.0009855453350854138, S=0.0005836008170411438}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1063)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1066)), {C=0.0011498028909329829, S=0.0006808676198813345}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1069)), {C=0.001478318002628121, S=0.0008754012255617158}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1070)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1073)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1078)), {C=0.0011498028909329829, S=0.0006808676198813345}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1079)), {C=0.001314060446780552, S=0.0007781344227215252}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1082)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1085)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1086)), {C=0.0009855453350854138, S=0.0005836008170411438}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1087)), {C=0.0009855453350854138, S=0.0005836008170411438}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1091)), {C=0.0011498028909329829, S=0.0006808676198813345}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1096)), {C=0.0009855453350854138, S=0.0005836008170411438}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1099)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1103)), {C=0.001478318002628121, S=0.0008754012255617158}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1110)), {C=0.0009855453350854138, S=0.0005836008170411438}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1111)), {C=0.0009855453350854138, S=0.0005836008170411438}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1112)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1113)), {C=0.0009855453350854138, S=0.0005836008170411438}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1114)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1120)), {C=0.00164257555847569, S=0.0009726680284019065}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1121)), {C=0.0009855453350854138, S=0.0005836008170411438}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1124)), {C=0.0021353482260183967, S=0.0012644684369224784}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1125)), {C=0.0009855453350854138, S=0.0005836008170411438}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1127)), {C=0.0009855453350854138, S=0.0005836008170411438}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1128)), {C=0.00164257555847569, S=0.0009726680284019065}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1130)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1131)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1134)), {C=0.0009855453350854138, S=0.0005836008170411438}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1135)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1137)), {C=0.0009855453350854138, S=0.0005836008170411438}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1138)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1140)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1141)), {C=0.0011498028909329829, S=0.0006808676198813345}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1145)), {C=0.0011498028909329829, S=0.0006808676198813345}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1146)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1147)), {C=0.0009855453350854138, S=0.0005836008170411438}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1148)), {C=0.0011498028909329829, S=0.0006808676198813345}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1152)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1153)), {C=0.0011498028909329829, S=0.0006808676198813345}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1156)), {C=0.0009855453350854138, S=0.0005836008170411438}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1157)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1158)), {C=0.0009855453350854138, S=0.0005836008170411438}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1160)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1162)), {C=0.0011498028909329829, S=0.0006808676198813345}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1163)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1164)), {C=0.001314060446780552, S=0.0007781344227215252}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1166)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1171)), {C=0.0018068331143232589, S=0.001069934831242097}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1174)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1178)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1182)), {C=0.0009855453350854138, S=0.0005836008170411438}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1186)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1188)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1189)), {C=0.0009855453350854138, S=0.0005836008170411438}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1194)), {C=0.0009855453350854138, S=0.0005836008170411438}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1195)), {C=0.0011498028909329829, S=0.0006808676198813345}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1198)), {C=0.00164257555847569, S=0.0009726680284019065}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1200)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1204)), {C=0.0011498028909329829, S=0.0006808676198813345}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1206)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1208)), {C=0.0011498028909329829, S=0.0006808676198813345}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1209)), {C=0.001478318002628121, S=0.0008754012255617158}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1210)), {C=0.0009855453350854138, S=0.0005836008170411438}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1212)), {C=0.0009855453350854138, S=0.0005836008170411438}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1213)), {C=0.0011498028909329829, S=0.0006808676198813345}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1216)), {C=0.0009855453350854138, S=0.0005836008170411438}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1219)), {C=0.001314060446780552, S=0.0007781344227215252}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1220)), {C=0.0009855453350854138, S=0.0005836008170411438}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1225)), {C=0.0011498028909329829, S=0.0006808676198813345}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1227)), {C=0.0009855453350854138, S=0.0005836008170411438}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1229)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1232)), {C=0.0011498028909329829, S=0.0006808676198813345}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1233)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1237)), {C=0.001314060446780552, S=0.0007781344227215252}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1240)), {C=0.0009855453350854138, S=0.0005836008170411438}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1241)), {C=0.001478318002628121, S=0.0008754012255617158}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1242)), {C=0.0009855453350854138, S=0.0005836008170411438}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1243)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1245)), {C=0.0009855453350854138, S=0.0005836008170411438}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1246)), {C=0.0009855453350854138, S=0.0005836008170411438}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1248)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1251)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1252)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1255)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1257)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1259)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1263)), {C=0.00164257555847569, S=0.0009726680284019065}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1266)), {C=0.0011498028909329829, S=0.0006808676198813345}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1268)), {C=0.0011498028909329829, S=0.0006808676198813345}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1270)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1271)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1275)), {C=0.0011498028909329829, S=0.0006808676198813345}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1276)), {C=0.001478318002628121, S=0.0008754012255617158}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1282)), {C=0.0011498028909329829, S=0.0006808676198813345}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1284)), {C=0.0009855453350854138, S=0.0005836008170411438}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1287)), {C=0.001478318002628121, S=0.0008754012255617158}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1288)), {C=0.0009855453350854138, S=0.0005836008170411438}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1290)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1295)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1297)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1298)), {C=0.0011498028909329829, S=0.0006808676198813345}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1299)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1300)), {C=0.0009855453350854138, S=0.0005836008170411438}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1301)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1302)), {C=0.001314060446780552, S=0.0007781344227215252}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1303)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1305)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1311)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1312)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1314)), {C=0.0009855453350854138, S=0.0005836008170411438}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1315)), {C=0.0009855453350854138, S=0.0005836008170411438}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1316)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1317)), {C=0.0009855453350854138, S=0.0005836008170411438}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1318)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1320)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1321)), {C=0.0011498028909329829, S=0.0006808676198813345}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1324)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1325)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1326)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1327)), {C=0.0009855453350854138, S=0.0005836008170411438}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1330)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1333)), {C=0.0009855453350854138, S=0.0005836008170411438}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1340)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1342)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1343)), {C=0.0011498028909329829, S=0.0006808676198813345}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1349)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1350)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1352)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1355)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1356)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1358)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1360)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1361)), {C=0.0009855453350854138, S=0.0005836008170411438}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1362)), {C=0.001478318002628121, S=0.0008754012255617158}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1363)), {C=0.0011498028909329829, S=0.0006808676198813345}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1365)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1366)), {C=0.0009855453350854138, S=0.0005836008170411438}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1368)), {C=0.001314060446780552, S=0.0007781344227215252}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1370)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1372)), {C=0.0009855453350854138, S=0.0005836008170411438}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1373)), {C=0.001314060446780552, S=0.0007781344227215252}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1374)), {C=0.0011498028909329829, S=0.0006808676198813345}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1379)), {C=0.0009855453350854138, S=0.0005836008170411438}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1380)), {C=0.001314060446780552, S=0.0007781344227215252}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1383)), {C=0.0009855453350854138, S=0.0005836008170411438}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1384)), {C=0.0009855453350854138, S=0.0005836008170411438}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1385)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1386)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1387)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1388)), {C=0.0009855453350854138, S=0.0005836008170411438}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1389)), {C=0.0009855453350854138, S=0.0005836008170411438}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1390)), {C=0.0011498028909329829, S=0.0006808676198813345}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1391)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1393)), {C=0.0011498028909329829, S=0.0006808676198813345}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1396)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1398)), {C=0.00164257555847569, S=0.0009726680284019065}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1400)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1401)), {C=0.0009855453350854138, S=0.0005836008170411438}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1405)), {C=0.001478318002628121, S=0.0008754012255617158}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1409)), {C=0.0011498028909329829, S=0.0006808676198813345}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1410)), {C=0.0011498028909329829, S=0.0006808676198813345}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1411)), {C=0.001478318002628121, S=0.0008754012255617158}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1412)), {C=0.0009855453350854138, S=0.0005836008170411438}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1413)), {C=0.0018068331143232589, S=0.001069934831242097}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1414)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1416)), {C=0.001314060446780552, S=0.0007781344227215252}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1417)), {C=0.001314060446780552, S=0.0007781344227215252}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1418)), {C=0.0011498028909329829, S=0.0006808676198813345}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1420)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1421)), {C=0.0009855453350854138, S=0.0005836008170411438}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1423)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1425)), {C=0.001478318002628121, S=0.0008754012255617158}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1426)), {C=0.001314060446780552, S=0.0007781344227215252}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1428)), {C=0.0009855453350854138, S=0.0005836008170411438}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1433)), {C=0.001314060446780552, S=0.0007781344227215252}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1434)), {C=0.0018068331143232589, S=0.001069934831242097}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1435)), {C=0.001314060446780552, S=0.0007781344227215252}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1436)), {C=0.0011498028909329829, S=0.0006808676198813345}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1437)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1438)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1439)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1441)), {C=0.0019710906701708277, S=0.0011672016340822876}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1442)), {C=0.0009855453350854138, S=0.0005836008170411438}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1445)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1447)), {C=0.0011498028909329829, S=0.0006808676198813345}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1453)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1454)), {C=0.0011498028909329829, S=0.0006808676198813345}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1456)), {C=0.0009855453350854138, S=0.0005836008170411438}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1457)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1459)), {C=0.0009855453350854138, S=0.0005836008170411438}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1461)), {C=0.0011498028909329829, S=0.0006808676198813345}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1468)), {C=0.001314060446780552, S=0.0007781344227215252}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1470)), {C=0.001314060446780552, S=0.0007781344227215252}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1471)), {C=0.001478318002628121, S=0.0008754012255617158}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1473)), {C=0.0011498028909329829, S=0.0006808676198813345}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1475)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1476)), {C=0.001314060446780552, S=0.0007781344227215252}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1477)), {C=0.001478318002628121, S=0.0008754012255617158}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1478)), {C=0.0009855453350854138, S=0.0005836008170411438}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1479)), {C=0.001478318002628121, S=0.0008754012255617158}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1481)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1483)), {C=0.0009855453350854138, S=0.0005836008170411438}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1487)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1489)), {C=0.001314060446780552, S=0.0007781344227215252}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1497)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1503)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1504)), {C=0.00164257555847569, S=0.0009726680284019065}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1505)), {C=0.0009855453350854138, S=0.0005836008170411438}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1507)), {C=0.0011498028909329829, S=0.0006808676198813345}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1510)), {C=0.0011498028909329829, S=0.0006808676198813345}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1525)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1526)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1528)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1530)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1536)), {C=0.001314060446780552, S=0.0007781344227215252}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1538)), {C=0.0011498028909329829, S=0.0006808676198813345}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1540)), {C=0.0009855453350854138, S=0.0005836008170411438}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1547)), {C=0.0009855453350854138, S=0.0005836008170411438}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1548)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1552)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1553)), {C=0.00164257555847569, S=0.0009726680284019065}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1554)), {C=0.0009855453350854138, S=0.0005836008170411438}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1556)), {C=0.000821287779237845, S=0.00048633401420095323}
(gender(Male))(yearly_salary($50K - $70K)) --> (buy(1557)), {C=0.001314060446780552, S=0.0007781344227215252}
