(gender(Female))(yearly_salary($10K - $30K)) --> (buy(2)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(706)), {C=0.0012882447665056361, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(707)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(708)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(712)), {C=0.0012882447665056361, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(713)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(714)), {C=0.0012882447665056361, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(718)), {C=0.001610305958132045, S=0.0009726680284019065}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(719)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(722)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(725)), {C=0.001610305958132045, S=0.0009726680284019065}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(727)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(728)), {C=0.0014492753623188406, S=0.0008754012255617158}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(729)), {C=0.0012882447665056361, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(730)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(731)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(732)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(733)), {C=0.0012882447665056361, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(735)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(736)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(737)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(739)), {C=0.0012882447665056361, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(744)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(745)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(746)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(748)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(749)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(750)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(751)), {C=0.0014492753623188406, S=0.0008754012255617158}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(752)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(753)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(754)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(755)), {C=0.0012882447665056361, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(759)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(761)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(762)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(764)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(765)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(769)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(771)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(772)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(774)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(775)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(776)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(777)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(778)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(780)), {C=0.0012882447665056361, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(783)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(786)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(787)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(788)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(789)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(790)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(791)), {C=0.0012882447665056361, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(795)), {C=0.0012882447665056361, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(797)), {C=0.0014492753623188406, S=0.0008754012255617158}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(798)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(801)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(803)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(804)), {C=0.0012882447665056361, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(805)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(806)), {C=0.0014492753623188406, S=0.0008754012255617158}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(807)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(809)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(811)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(812)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(813)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(817)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(818)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(819)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(820)), {C=0.0012882447665056361, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(822)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(823)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(824)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(825)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(826)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(827)), {C=0.0019323671497584538, S=0.0011672016340822876}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(829)), {C=0.001610305958132045, S=0.0009726680284019065}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(830)), {C=0.001610305958132045, S=0.0009726680284019065}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(831)), {C=0.0017713365539452496, S=0.001069934831242097}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(833)), {C=0.0014492753623188406, S=0.0008754012255617158}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(834)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(835)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(839)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(840)), {C=0.0014492753623188406, S=0.0008754012255617158}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(841)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(842)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(844)), {C=0.0014492753623188406, S=0.0008754012255617158}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(845)), {C=0.0012882447665056361, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(847)), {C=0.0012882447665056361, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(848)), {C=0.0012882447665056361, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(849)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(850)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(851)), {C=0.0012882447665056361, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(852)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(853)), {C=0.0014492753623188406, S=0.0008754012255617158}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(854)), {C=0.0012882447665056361, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(855)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(857)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(858)), {C=0.0014492753623188406, S=0.0008754012255617158}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(859)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(860)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(862)), {C=0.0012882447665056361, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(863)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(864)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(866)), {C=0.0012882447665056361, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(867)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(868)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(869)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(871)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(872)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(873)), {C=0.0012882447665056361, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(875)), {C=0.0012882447665056361, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(876)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(878)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(879)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(880)), {C=0.001610305958132045, S=0.0009726680284019065}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(881)), {C=0.001610305958132045, S=0.0009726680284019065}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(883)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(884)), {C=0.0012882447665056361, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(887)), {C=0.0019323671497584538, S=0.0011672016340822876}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(888)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(889)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(893)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(894)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(895)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(896)), {C=0.0020933977455716585, S=0.0012644684369224784}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(897)), {C=0.0020933977455716585, S=0.0012644684369224784}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(898)), {C=0.001610305958132045, S=0.0009726680284019065}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(899)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(900)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(901)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(902)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(903)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(907)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(909)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(910)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(912)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(913)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(914)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(915)), {C=0.0012882447665056361, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(916)), {C=0.0017713365539452496, S=0.001069934831242097}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(917)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(918)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(919)), {C=0.0012882447665056361, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(920)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(921)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(922)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(924)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(925)), {C=0.0017713365539452496, S=0.001069934831242097}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(926)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(928)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(929)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(931)), {C=0.0012882447665056361, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(932)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(934)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(935)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(936)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(937)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(938)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(939)), {C=0.0014492753623188406, S=0.0008754012255617158}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(941)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(942)), {C=0.0012882447665056361, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(943)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(945)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(946)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(947)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(950)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(951)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(952)), {C=0.0017713365539452496, S=0.001069934831242097}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(953)), {C=0.0012882447665056361, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(955)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(956)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(957)), {C=0.0012882447665056361, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(959)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(961)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(963)), {C=0.0014492753623188406, S=0.0008754012255617158}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(964)), {C=0.0014492753623188406, S=0.0008754012255617158}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(965)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(966)), {C=0.0012882447665056361, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(967)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(968)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(969)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(972)), {C=0.0012882447665056361, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(973)), {C=0.0012882447665056361, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(974)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(975)), {C=0.0017713365539452496, S=0.001069934831242097}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(977)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(979)), {C=0.0012882447665056361, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(980)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(982)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(984)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(985)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(986)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(987)), {C=0.002254428341384863, S=0.001361735239762669}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(988)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(989)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(990)), {C=0.0014492753623188406, S=0.0008754012255617158}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(991)), {C=0.0017713365539452496, S=0.001069934831242097}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(992)), {C=0.0012882447665056361, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(993)), {C=0.0017713365539452496, S=0.001069934831242097}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(994)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(995)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(997)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(998)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(999)), {C=0.0012882447665056361, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1000)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1001)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1002)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1003)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1004)), {C=0.0017713365539452496, S=0.001069934831242097}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1006)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1007)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1008)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1009)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1010)), {C=0.0012882447665056361, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1011)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1012)), {C=0.0014492753623188406, S=0.0008754012255617158}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1014)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1015)), {C=0.0019323671497584538, S=0.0011672016340822876}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1016)), {C=0.001610305958132045, S=0.0009726680284019065}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1017)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1018)), {C=0.0027375201288244765, S=0.001653535648283241}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1019)), {C=0.001610305958132045, S=0.0009726680284019065}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1020)), {C=0.0012882447665056361, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1021)), {C=0.0012882447665056361, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1022)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1023)), {C=0.0014492753623188406, S=0.0008754012255617158}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1026)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1028)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1029)), {C=0.0014492753623188406, S=0.0008754012255617158}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1030)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1031)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1034)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1036)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1037)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1038)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1039)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1042)), {C=0.0012882447665056361, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1043)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1044)), {C=0.0008051529790660225, S=0.00048633401420095323}
