(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(2)), {C=0.0005882352941176471, S=0.00048633401420095323}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(862)), {C=0.0007058823529411764, S=0.0005836008170411438}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(863)), {C=0.0007058823529411764, S=0.0005836008170411438}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(865)), {C=0.0009411764705882354, S=0.0007781344227215252}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(866)), {C=0.0008235294117647059, S=0.0006808676198813345}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(868)), {C=0.0007058823529411764, S=0.0005836008170411438}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(869)), {C=0.0005882352941176471, S=0.00048633401420095323}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(872)), {C=0.0009411764705882354, S=0.0007781344227215252}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(875)), {C=0.0005882352941176471, S=0.00048633401420095323}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(876)), {C=0.0005882352941176471, S=0.00048633401420095323}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(877)), {C=0.0007058823529411764, S=0.0005836008170411438}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(878)), {C=0.0005882352941176471, S=0.00048633401420095323}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(879)), {C=0.0005882352941176471, S=0.00048633401420095323}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(880)), {C=0.0010588235294117648, S=0.0008754012255617158}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(882)), {C=0.0012941176470588236, S=0.001069934831242097}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(884)), {C=0.0005882352941176471, S=0.00048633401420095323}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(887)), {C=0.0005882352941176471, S=0.00048633401420095323}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(888)), {C=0.0010588235294117648, S=0.0008754012255617158}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(892)), {C=0.0008235294117647059, S=0.0006808676198813345}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(893)), {C=0.0005882352941176471, S=0.00048633401420095323}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(894)), {C=0.0005882352941176471, S=0.00048633401420095323}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(895)), {C=0.0009411764705882354, S=0.0007781344227215252}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(896)), {C=0.0007058823529411764, S=0.0005836008170411438}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(898)), {C=0.0008235294117647059, S=0.0006808676198813345}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(899)), {C=0.0007058823529411764, S=0.0005836008170411438}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(900)), {C=0.0007058823529411764, S=0.0005836008170411438}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(901)), {C=0.0007058823529411764, S=0.0005836008170411438}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(902)), {C=0.0008235294117647059, S=0.0006808676198813345}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(903)), {C=0.0008235294117647059, S=0.0006808676198813345}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(904)), {C=0.0005882352941176471, S=0.00048633401420095323}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(905)), {C=0.0012941176470588236, S=0.001069934831242097}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(906)), {C=0.0008235294117647059, S=0.0006808676198813345}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(907)), {C=0.0005882352941176471, S=0.00048633401420095323}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(909)), {C=0.0005882352941176471, S=0.00048633401420095323}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(912)), {C=0.0008235294117647059, S=0.0006808676198813345}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(913)), {C=0.0009411764705882354, S=0.0007781344227215252}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(914)), {C=0.0008235294117647059, S=0.0006808676198813345}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(919)), {C=0.0007058823529411764, S=0.0005836008170411438}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(921)), {C=0.0007058823529411764, S=0.0005836008170411438}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(922)), {C=0.0010588235294117648, S=0.0008754012255617158}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(923)), {C=0.0009411764705882354, S=0.0007781344227215252}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(925)), {C=0.0007058823529411764, S=0.0005836008170411438}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(926)), {C=0.0007058823529411764, S=0.0005836008170411438}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(929)), {C=0.0007058823529411764, S=0.0005836008170411438}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(930)), {C=0.0008235294117647059, S=0.0006808676198813345}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(931)), {C=0.0005882352941176471, S=0.00048633401420095323}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(934)), {C=0.0007058823529411764, S=0.0005836008170411438}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(936)), {C=0.0009411764705882354, S=0.0007781344227215252}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(937)), {C=0.0009411764705882354, S=0.0007781344227215252}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(938)), {C=0.0005882352941176471, S=0.00048633401420095323}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(939)), {C=0.0005882352941176471, S=0.00048633401420095323}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(940)), {C=0.0005882352941176471, S=0.00048633401420095323}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(944)), {C=0.0007058823529411764, S=0.0005836008170411438}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(947)), {C=0.0009411764705882354, S=0.0007781344227215252}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(948)), {C=0.0012941176470588236, S=0.001069934831242097}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(949)), {C=0.0005882352941176471, S=0.00048633401420095323}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(950)), {C=0.0005882352941176471, S=0.00048633401420095323}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(951)), {C=0.0005882352941176471, S=0.00048633401420095323}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(952)), {C=0.0009411764705882354, S=0.0007781344227215252}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(954)), {C=0.0010588235294117648, S=0.0008754012255617158}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(956)), {C=0.0007058823529411764, S=0.0005836008170411438}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(958)), {C=0.0008235294117647059, S=0.0006808676198813345}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(959)), {C=0.0005882352941176471, S=0.00048633401420095323}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(961)), {C=0.0011764705882352942, S=0.0009726680284019065}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(962)), {C=0.0005882352941176471, S=0.00048633401420095323}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(965)), {C=0.0008235294117647059, S=0.0006808676198813345}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(967)), {C=0.0010588235294117648, S=0.0008754012255617158}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(968)), {C=0.0005882352941176471, S=0.00048633401420095323}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(969)), {C=0.0009411764705882354, S=0.0007781344227215252}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(970)), {C=0.0009411764705882354, S=0.0007781344227215252}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(971)), {C=0.0008235294117647059, S=0.0006808676198813345}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(972)), {C=0.0005882352941176471, S=0.00048633401420095323}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(974)), {C=0.0005882352941176471, S=0.00048633401420095323}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(975)), {C=0.0007058823529411764, S=0.0005836008170411438}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(976)), {C=0.0005882352941176471, S=0.00048633401420095323}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(977)), {C=0.0005882352941176471, S=0.00048633401420095323}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(978)), {C=0.0007058823529411764, S=0.0005836008170411438}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(979)), {C=0.0005882352941176471, S=0.00048633401420095323}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(982)), {C=0.0007058823529411764, S=0.0005836008170411438}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(984)), {C=0.0008235294117647059, S=0.0006808676198813345}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(986)), {C=0.0008235294117647059, S=0.0006808676198813345}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(990)), {C=0.0008235294117647059, S=0.0006808676198813345}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(993)), {C=0.0007058823529411764, S=0.0005836008170411438}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(994)), {C=0.0005882352941176471, S=0.00048633401420095323}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(995)), {C=0.0009411764705882354, S=0.0007781344227215252}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(996)), {C=0.0005882352941176471, S=0.00048633401420095323}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(997)), {C=0.0011764705882352942, S=0.0009726680284019065}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(998)), {C=0.0008235294117647059, S=0.0006808676198813345}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1000)), {C=0.0011764705882352942, S=0.0009726680284019065}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1001)), {C=0.0005882352941176471, S=0.00048633401420095323}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1004)), {C=0.0008235294117647059, S=0.0006808676198813345}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1005)), {C=0.0007058823529411764, S=0.0005836008170411438}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1006)), {C=0.0007058823529411764, S=0.0005836008170411438}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1009)), {C=0.0007058823529411764, S=0.0005836008170411438}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1010)), {C=0.0007058823529411764, S=0.0005836008170411438}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1011)), {C=0.0007058823529411764, S=0.0005836008170411438}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1018)), {C=0.0007058823529411764, S=0.0005836008170411438}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1019)), {C=0.0007058823529411764, S=0.0005836008170411438}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1021)), {C=0.0009411764705882354, S=0.0007781344227215252}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1022)), {C=0.0005882352941176471, S=0.00048633401420095323}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1024)), {C=0.0005882352941176471, S=0.00048633401420095323}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1025)), {C=0.0007058823529411764, S=0.0005836008170411438}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1026)), {C=0.0005882352941176471, S=0.00048633401420095323}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1027)), {C=0.0005882352941176471, S=0.00048633401420095323}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1031)), {C=0.0009411764705882354, S=0.0007781344227215252}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1034)), {C=0.0007058823529411764, S=0.0005836008170411438}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1038)), {C=0.0009411764705882354, S=0.0007781344227215252}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1041)), {C=0.0011764705882352942, S=0.0009726680284019065}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1043)), {C=0.0007058823529411764, S=0.0005836008170411438}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1044)), {C=0.0007058823529411764, S=0.0005836008170411438}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1045)), {C=0.0005882352941176471, S=0.00048633401420095323}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1046)), {C=0.0010588235294117648, S=0.0008754012255617158}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1047)), {C=0.0010588235294117648, S=0.0008754012255617158}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1053)), {C=0.0007058823529411764, S=0.0005836008170411438}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1054)), {C=0.0005882352941176471, S=0.00048633401420095323}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1055)), {C=0.0010588235294117648, S=0.0008754012255617158}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1056)), {C=0.0005882352941176471, S=0.00048633401420095323}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1057)), {C=0.0005882352941176471, S=0.00048633401420095323}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1058)), {C=0.0005882352941176471, S=0.00048633401420095323}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1059)), {C=0.0005882352941176471, S=0.00048633401420095323}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1061)), {C=0.0005882352941176471, S=0.00048633401420095323}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1064)), {C=0.0007058823529411764, S=0.0005836008170411438}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1065)), {C=0.0005882352941176471, S=0.00048633401420095323}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1066)), {C=0.0005882352941176471, S=0.00048633401420095323}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1068)), {C=0.0008235294117647059, S=0.0006808676198813345}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1073)), {C=0.0007058823529411764, S=0.0005836008170411438}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1075)), {C=0.0005882352941176471, S=0.00048633401420095323}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1079)), {C=0.0005882352941176471, S=0.00048633401420095323}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1082)), {C=0.0005882352941176471, S=0.00048633401420095323}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1084)), {C=0.0010588235294117648, S=0.0008754012255617158}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1086)), {C=0.0005882352941176471, S=0.00048633401420095323}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1088)), {C=0.0005882352941176471, S=0.00048633401420095323}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1091)), {C=0.0005882352941176471, S=0.00048633401420095323}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1093)), {C=0.0005882352941176471, S=0.00048633401420095323}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1096)), {C=0.0005882352941176471, S=0.00048633401420095323}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1101)), {C=0.0007058823529411764, S=0.0005836008170411438}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1104)), {C=0.0007058823529411764, S=0.0005836008170411438}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1107)), {C=0.0005882352941176471, S=0.00048633401420095323}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1108)), {C=0.0005882352941176471, S=0.00048633401420095323}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1109)), {C=0.0005882352941176471, S=0.00048633401420095323}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1111)), {C=0.0007058823529411764, S=0.0005836008170411438}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1113)), {C=0.0008235294117647059, S=0.0006808676198813345}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1115)), {C=0.0010588235294117648, S=0.0008754012255617158}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1117)), {C=0.0009411764705882354, S=0.0007781344227215252}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1119)), {C=0.0007058823529411764, S=0.0005836008170411438}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1124)), {C=0.0007058823529411764, S=0.0005836008170411438}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1125)), {C=0.0005882352941176471, S=0.00048633401420095323}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1128)), {C=0.0005882352941176471, S=0.00048633401420095323}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1129)), {C=0.0009411764705882354, S=0.0007781344227215252}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1133)), {C=0.0008235294117647059, S=0.0006808676198813345}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1134)), {C=0.0005882352941176471, S=0.00048633401420095323}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1136)), {C=0.0010588235294117648, S=0.0008754012255617158}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1137)), {C=0.0011764705882352942, S=0.0009726680284019065}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1140)), {C=0.0005882352941176471, S=0.00048633401420095323}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1144)), {C=0.0012941176470588236, S=0.001069934831242097}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1145)), {C=0.0008235294117647059, S=0.0006808676198813345}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1146)), {C=0.0005882352941176471, S=0.00048633401420095323}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1148)), {C=0.0009411764705882354, S=0.0007781344227215252}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1150)), {C=0.0010588235294117648, S=0.0008754012255617158}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1151)), {C=0.0009411764705882354, S=0.0007781344227215252}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1152)), {C=0.0009411764705882354, S=0.0007781344227215252}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1156)), {C=0.0007058823529411764, S=0.0005836008170411438}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1157)), {C=0.0005882352941176471, S=0.00048633401420095323}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1158)), {C=0.0005882352941176471, S=0.00048633401420095323}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1160)), {C=0.0010588235294117648, S=0.0008754012255617158}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1161)), {C=0.0007058823529411764, S=0.0005836008170411438}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1167)), {C=0.0007058823529411764, S=0.0005836008170411438}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1168)), {C=0.0005882352941176471, S=0.00048633401420095323}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1170)), {C=0.0007058823529411764, S=0.0005836008170411438}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1171)), {C=0.0007058823529411764, S=0.0005836008170411438}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1177)), {C=0.0009411764705882354, S=0.0007781344227215252}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1179)), {C=0.0008235294117647059, S=0.0006808676198813345}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1180)), {C=0.0008235294117647059, S=0.0006808676198813345}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1181)), {C=0.0007058823529411764, S=0.0005836008170411438}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1182)), {C=0.0005882352941176471, S=0.00048633401420095323}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1183)), {C=0.0005882352941176471, S=0.00048633401420095323}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1184)), {C=0.0005882352941176471, S=0.00048633401420095323}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1186)), {C=0.0005882352941176471, S=0.00048633401420095323}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1188)), {C=0.0010588235294117648, S=0.0008754012255617158}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1190)), {C=0.0005882352941176471, S=0.00048633401420095323}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1191)), {C=0.0005882352941176471, S=0.00048633401420095323}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1192)), {C=0.0007058823529411764, S=0.0005836008170411438}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1193)), {C=0.0007058823529411764, S=0.0005836008170411438}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1195)), {C=0.0005882352941176471, S=0.00048633401420095323}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1198)), {C=0.0009411764705882354, S=0.0007781344227215252}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1199)), {C=0.0007058823529411764, S=0.0005836008170411438}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1201)), {C=0.0007058823529411764, S=0.0005836008170411438}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1204)), {C=0.0009411764705882354, S=0.0007781344227215252}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1205)), {C=0.0005882352941176471, S=0.00048633401420095323}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1207)), {C=0.0007058823529411764, S=0.0005836008170411438}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1211)), {C=0.0009411764705882354, S=0.0007781344227215252}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1216)), {C=0.0005882352941176471, S=0.00048633401420095323}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1217)), {C=0.0009411764705882354, S=0.0007781344227215252}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1219)), {C=0.0007058823529411764, S=0.0005836008170411438}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1223)), {C=0.0008235294117647059, S=0.0006808676198813345}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1224)), {C=0.0009411764705882354, S=0.0007781344227215252}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1226)), {C=0.0005882352941176471, S=0.00048633401420095323}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1227)), {C=0.0005882352941176471, S=0.00048633401420095323}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1228)), {C=0.0005882352941176471, S=0.00048633401420095323}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1229)), {C=0.0009411764705882354, S=0.0007781344227215252}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1230)), {C=0.0011764705882352942, S=0.0009726680284019065}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1231)), {C=0.0007058823529411764, S=0.0005836008170411438}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1238)), {C=0.0007058823529411764, S=0.0005836008170411438}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1243)), {C=0.0009411764705882354, S=0.0007781344227215252}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1245)), {C=0.0005882352941176471, S=0.00048633401420095323}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1246)), {C=0.0009411764705882354, S=0.0007781344227215252}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1248)), {C=0.0005882352941176471, S=0.00048633401420095323}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1250)), {C=0.0008235294117647059, S=0.0006808676198813345}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1251)), {C=0.0009411764705882354, S=0.0007781344227215252}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1252)), {C=0.0005882352941176471, S=0.00048633401420095323}
