(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(2)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(807)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(814)), {C=0.0007069278933548777, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(819)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(820)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(821)), {C=0.0007069278933548777, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(823)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(824)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(825)), {C=0.0007069278933548777, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(828)), {C=0.0007069278933548777, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(830)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(831)), {C=0.0007069278933548777, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(832)), {C=0.0007069278933548777, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(834)), {C=0.0010098969905069683, S=0.0009726680284019065}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(836)), {C=0.0007069278933548777, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(837)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(838)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(839)), {C=0.0007069278933548777, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(840)), {C=0.0007069278933548777, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(842)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(844)), {C=0.0009089072914562715, S=0.0008754012255617158}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(848)), {C=0.0009089072914562715, S=0.0008754012255617158}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(849)), {C=0.0010098969905069683, S=0.0009726680284019065}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(850)), {C=0.0009089072914562715, S=0.0008754012255617158}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(853)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(859)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(860)), {C=0.0008079175924055747, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(861)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(862)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(863)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(864)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(865)), {C=0.0007069278933548777, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(866)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(868)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(869)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(873)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(875)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(877)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(878)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(880)), {C=0.0008079175924055747, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(882)), {C=0.0007069278933548777, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(883)), {C=0.0007069278933548777, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(884)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(886)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(887)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(888)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(889)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(890)), {C=0.0008079175924055747, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(895)), {C=0.0007069278933548777, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(896)), {C=0.0008079175924055747, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(897)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(898)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(900)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(903)), {C=0.0007069278933548777, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(904)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(905)), {C=0.0008079175924055747, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(907)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(908)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(909)), {C=0.0007069278933548777, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(910)), {C=0.0007069278933548777, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(911)), {C=0.0008079175924055747, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(912)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(914)), {C=0.0007069278933548777, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(915)), {C=0.001110886689557665, S=0.001069934831242097}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(916)), {C=0.0007069278933548777, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(917)), {C=0.0007069278933548777, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(918)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(920)), {C=0.0009089072914562715, S=0.0008754012255617158}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(921)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(924)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(925)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(926)), {C=0.0007069278933548777, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(927)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(928)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(929)), {C=0.0008079175924055747, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(931)), {C=0.0008079175924055747, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(934)), {C=0.0007069278933548777, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(938)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(939)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(940)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(943)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(945)), {C=0.0008079175924055747, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(946)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(948)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(951)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(952)), {C=0.0009089072914562715, S=0.0008754012255617158}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(953)), {C=0.0009089072914562715, S=0.0008754012255617158}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(954)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(955)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(956)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(959)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(960)), {C=0.0007069278933548777, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(963)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(965)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(967)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(968)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(969)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(970)), {C=0.001110886689557665, S=0.001069934831242097}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(971)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(972)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(973)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(974)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(975)), {C=0.0007069278933548777, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(976)), {C=0.0007069278933548777, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(981)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(983)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(988)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(990)), {C=0.0007069278933548777, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(992)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(993)), {C=0.0007069278933548777, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(994)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(995)), {C=0.0008079175924055747, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(996)), {C=0.0007069278933548777, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(997)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1002)), {C=0.0008079175924055747, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1003)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1004)), {C=0.0007069278933548777, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1006)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1007)), {C=0.0007069278933548777, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1010)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1011)), {C=0.001110886689557665, S=0.001069934831242097}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1012)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1015)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1016)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1018)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1022)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1024)), {C=0.0008079175924055747, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1026)), {C=0.0007069278933548777, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1028)), {C=0.0008079175924055747, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1031)), {C=0.0007069278933548777, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1034)), {C=0.0007069278933548777, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1040)), {C=0.0009089072914562715, S=0.0008754012255617158}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1044)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1045)), {C=0.0007069278933548777, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1048)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1053)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1054)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1057)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1063)), {C=0.0009089072914562715, S=0.0008754012255617158}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1070)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1071)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1073)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1075)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1077)), {C=0.0007069278933548777, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1079)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1084)), {C=0.0008079175924055747, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1085)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1086)), {C=0.0007069278933548777, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1089)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1090)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1093)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1097)), {C=0.0008079175924055747, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1102)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1105)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1106)), {C=0.0007069278933548777, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1107)), {C=0.0009089072914562715, S=0.0008754012255617158}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1114)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1117)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1118)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1121)), {C=0.0007069278933548777, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1122)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1123)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1132)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1134)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1136)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1140)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1142)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1145)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1148)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1149)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1150)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1151)), {C=0.0007069278933548777, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1152)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1153)), {C=0.0008079175924055747, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1154)), {C=0.0007069278933548777, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1155)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1156)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1160)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1161)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1162)), {C=0.0008079175924055747, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1164)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1165)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1166)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1168)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1171)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1177)), {C=0.0007069278933548777, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1179)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1182)), {C=0.0007069278933548777, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1183)), {C=0.0008079175924055747, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1184)), {C=0.0007069278933548777, S=0.0006808676198813345}
