(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(9)), {C=0.000516049127876974, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(901)), {C=0.000516049127876974, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(903)), {C=0.0006192589534523686, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(904)), {C=0.000516049127876974, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(905)), {C=0.0015481473836309217, S=0.0014590020426028597}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(906)), {C=0.0006192589534523686, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(913)), {C=0.0006192589534523686, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(915)), {C=0.0007224687790277634, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(919)), {C=0.000516049127876974, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(921)), {C=0.000516049127876974, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(922)), {C=0.000928888430178553, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(923)), {C=0.000516049127876974, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(925)), {C=0.000516049127876974, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(928)), {C=0.0007224687790277634, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(929)), {C=0.0006192589534523686, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(930)), {C=0.0006192589534523686, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(931)), {C=0.000516049127876974, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(933)), {C=0.0006192589534523686, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(934)), {C=0.0006192589534523686, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(935)), {C=0.0006192589534523686, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(937)), {C=0.000516049127876974, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(938)), {C=0.0006192589534523686, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(948)), {C=0.0007224687790277634, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(950)), {C=0.0006192589534523686, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(951)), {C=0.000516049127876974, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(952)), {C=0.0008256786046031583, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(954)), {C=0.0007224687790277634, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(957)), {C=0.0006192589534523686, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(959)), {C=0.0006192589534523686, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(960)), {C=0.000928888430178553, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(961)), {C=0.0008256786046031583, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(965)), {C=0.000516049127876974, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(967)), {C=0.0007224687790277634, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(969)), {C=0.0011353080813293426, S=0.001069934831242097}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(970)), {C=0.000516049127876974, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(971)), {C=0.0006192589534523686, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(972)), {C=0.0008256786046031583, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(975)), {C=0.0006192589534523686, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(976)), {C=0.0008256786046031583, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(977)), {C=0.0006192589534523686, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(978)), {C=0.000516049127876974, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(982)), {C=0.0008256786046031583, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(984)), {C=0.0007224687790277634, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(990)), {C=0.000516049127876974, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(993)), {C=0.000928888430178553, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(995)), {C=0.0006192589534523686, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(996)), {C=0.0006192589534523686, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(997)), {C=0.0006192589534523686, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(998)), {C=0.0006192589534523686, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1000)), {C=0.000928888430178553, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1004)), {C=0.0008256786046031583, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1005)), {C=0.000928888430178553, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1009)), {C=0.000516049127876974, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1011)), {C=0.000516049127876974, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1018)), {C=0.000928888430178553, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1019)), {C=0.0006192589534523686, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1022)), {C=0.000516049127876974, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1024)), {C=0.0006192589534523686, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1025)), {C=0.000516049127876974, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1036)), {C=0.000516049127876974, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1037)), {C=0.0008256786046031583, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1038)), {C=0.000516049127876974, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1039)), {C=0.0007224687790277634, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1042)), {C=0.000516049127876974, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1044)), {C=0.000928888430178553, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1046)), {C=0.0007224687790277634, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1047)), {C=0.0006192589534523686, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1049)), {C=0.000516049127876974, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1053)), {C=0.000516049127876974, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1054)), {C=0.0007224687790277634, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1055)), {C=0.0008256786046031583, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1059)), {C=0.000516049127876974, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1066)), {C=0.000516049127876974, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1068)), {C=0.0007224687790277634, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1071)), {C=0.0006192589534523686, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1078)), {C=0.000516049127876974, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1081)), {C=0.000516049127876974, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1084)), {C=0.0006192589534523686, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1086)), {C=0.0007224687790277634, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1088)), {C=0.0008256786046031583, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1093)), {C=0.0007224687790277634, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1098)), {C=0.000516049127876974, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1099)), {C=0.000516049127876974, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1101)), {C=0.0007224687790277634, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1104)), {C=0.0011353080813293426, S=0.001069934831242097}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1108)), {C=0.0007224687790277634, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1111)), {C=0.000516049127876974, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1115)), {C=0.000516049127876974, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1117)), {C=0.0007224687790277634, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1118)), {C=0.000516049127876974, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1119)), {C=0.0007224687790277634, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1120)), {C=0.0006192589534523686, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1124)), {C=0.0006192589534523686, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1126)), {C=0.000516049127876974, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1127)), {C=0.0006192589534523686, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1128)), {C=0.0007224687790277634, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1129)), {C=0.0006192589534523686, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1130)), {C=0.000516049127876974, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1133)), {C=0.0007224687790277634, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1134)), {C=0.000516049127876974, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1136)), {C=0.000516049127876974, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1144)), {C=0.0008256786046031583, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1145)), {C=0.000516049127876974, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1148)), {C=0.0007224687790277634, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1150)), {C=0.0008256786046031583, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1151)), {C=0.0008256786046031583, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1152)), {C=0.0007224687790277634, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1155)), {C=0.0007224687790277634, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1157)), {C=0.000516049127876974, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1160)), {C=0.000928888430178553, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1168)), {C=0.000516049127876974, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1170)), {C=0.0006192589534523686, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1171)), {C=0.0007224687790277634, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1172)), {C=0.0006192589534523686, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1175)), {C=0.000516049127876974, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1177)), {C=0.0007224687790277634, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1179)), {C=0.000516049127876974, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1182)), {C=0.000516049127876974, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1188)), {C=0.000516049127876974, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1189)), {C=0.000516049127876974, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1192)), {C=0.000516049127876974, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1193)), {C=0.0006192589534523686, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1198)), {C=0.000516049127876974, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1199)), {C=0.0007224687790277634, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1203)), {C=0.0006192589534523686, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1204)), {C=0.000516049127876974, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1205)), {C=0.0007224687790277634, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1207)), {C=0.0006192589534523686, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1211)), {C=0.0008256786046031583, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1217)), {C=0.0007224687790277634, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1222)), {C=0.000516049127876974, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1224)), {C=0.0008256786046031583, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1226)), {C=0.000516049127876974, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1228)), {C=0.0008256786046031583, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1229)), {C=0.0006192589534523686, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1230)), {C=0.000516049127876974, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1231)), {C=0.000928888430178553, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1232)), {C=0.000516049127876974, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1238)), {C=0.0007224687790277634, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1239)), {C=0.000516049127876974, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1243)), {C=0.0011353080813293426, S=0.001069934831242097}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1245)), {C=0.0007224687790277634, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1246)), {C=0.0006192589534523686, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1247)), {C=0.0008256786046031583, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1248)), {C=0.000516049127876974, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1249)), {C=0.000516049127876974, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1250)), {C=0.000516049127876974, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1254)), {C=0.000516049127876974, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1255)), {C=0.0007224687790277634, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1265)), {C=0.0007224687790277634, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1268)), {C=0.000516049127876974, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1269)), {C=0.000516049127876974, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1272)), {C=0.000516049127876974, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1276)), {C=0.0007224687790277634, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1279)), {C=0.000516049127876974, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1281)), {C=0.000928888430178553, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1282)), {C=0.000516049127876974, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1287)), {C=0.000516049127876974, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1288)), {C=0.0007224687790277634, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1289)), {C=0.0008256786046031583, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1292)), {C=0.000516049127876974, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1295)), {C=0.0006192589534523686, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1296)), {C=0.000516049127876974, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1297)), {C=0.0006192589534523686, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1305)), {C=0.000516049127876974, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1306)), {C=0.000516049127876974, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1309)), {C=0.0006192589534523686, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1311)), {C=0.0006192589534523686, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1313)), {C=0.0007224687790277634, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1322)), {C=0.0006192589534523686, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1323)), {C=0.000516049127876974, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1326)), {C=0.0006192589534523686, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1327)), {C=0.0007224687790277634, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1330)), {C=0.000516049127876974, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1331)), {C=0.000516049127876974, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1332)), {C=0.0007224687790277634, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1336)), {C=0.0007224687790277634, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1337)), {C=0.000516049127876974, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1343)), {C=0.000516049127876974, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1348)), {C=0.000516049127876974, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1349)), {C=0.0006192589534523686, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1351)), {C=0.0007224687790277634, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1353)), {C=0.000516049127876974, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1354)), {C=0.0006192589534523686, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1355)), {C=0.000516049127876974, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1356)), {C=0.0007224687790277634, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1357)), {C=0.0007224687790277634, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1358)), {C=0.0008256786046031583, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1361)), {C=0.0006192589534523686, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1362)), {C=0.000516049127876974, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1364)), {C=0.0006192589534523686, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1365)), {C=0.0007224687790277634, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1372)), {C=0.000516049127876974, S=0.00048633401420095323}
