(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(4)), {C=0.000630053554552137, S=0.0005836008170411438}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(968)), {C=0.0007350624803108264, S=0.0006808676198813345}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(969)), {C=0.0007350624803108264, S=0.0006808676198813345}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(971)), {C=0.0007350624803108264, S=0.0006808676198813345}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(972)), {C=0.000840071406069516, S=0.0007781344227215252}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(973)), {C=0.0005250446287934474, S=0.00048633401420095323}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(977)), {C=0.0005250446287934474, S=0.00048633401420095323}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(978)), {C=0.000840071406069516, S=0.0007781344227215252}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(979)), {C=0.000630053554552137, S=0.0005836008170411438}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(980)), {C=0.000840071406069516, S=0.0007781344227215252}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(981)), {C=0.0007350624803108264, S=0.0006808676198813345}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(983)), {C=0.0005250446287934474, S=0.00048633401420095323}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(984)), {C=0.0005250446287934474, S=0.00048633401420095323}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(985)), {C=0.000630053554552137, S=0.0005836008170411438}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(986)), {C=0.0007350624803108264, S=0.0006808676198813345}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(992)), {C=0.0009450803318282055, S=0.0008754012255617158}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(993)), {C=0.0007350624803108264, S=0.0006808676198813345}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(994)), {C=0.000630053554552137, S=0.0005836008170411438}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(995)), {C=0.0007350624803108264, S=0.0006808676198813345}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(996)), {C=0.0005250446287934474, S=0.00048633401420095323}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(997)), {C=0.000630053554552137, S=0.0005836008170411438}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(998)), {C=0.0005250446287934474, S=0.00048633401420095323}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1000)), {C=0.0005250446287934474, S=0.00048633401420095323}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1001)), {C=0.0007350624803108264, S=0.0006808676198813345}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1002)), {C=0.0007350624803108264, S=0.0006808676198813345}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1003)), {C=0.000840071406069516, S=0.0007781344227215252}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1004)), {C=0.0005250446287934474, S=0.00048633401420095323}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1007)), {C=0.0005250446287934474, S=0.00048633401420095323}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1009)), {C=0.0005250446287934474, S=0.00048633401420095323}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1010)), {C=0.0005250446287934474, S=0.00048633401420095323}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1011)), {C=0.000630053554552137, S=0.0005836008170411438}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1012)), {C=0.0007350624803108264, S=0.0006808676198813345}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1013)), {C=0.0007350624803108264, S=0.0006808676198813345}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1014)), {C=0.0007350624803108264, S=0.0006808676198813345}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1016)), {C=0.0005250446287934474, S=0.00048633401420095323}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1017)), {C=0.0005250446287934474, S=0.00048633401420095323}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1018)), {C=0.0005250446287934474, S=0.00048633401420095323}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1019)), {C=0.0007350624803108264, S=0.0006808676198813345}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1020)), {C=0.0007350624803108264, S=0.0006808676198813345}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1021)), {C=0.000630053554552137, S=0.0005836008170411438}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1025)), {C=0.0007350624803108264, S=0.0006808676198813345}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1026)), {C=0.0007350624803108264, S=0.0006808676198813345}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1028)), {C=0.0007350624803108264, S=0.0006808676198813345}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1031)), {C=0.0007350624803108264, S=0.0006808676198813345}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1036)), {C=0.0005250446287934474, S=0.00048633401420095323}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1040)), {C=0.000630053554552137, S=0.0005836008170411438}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1041)), {C=0.001260107109104274, S=0.0011672016340822876}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1042)), {C=0.000630053554552137, S=0.0005836008170411438}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1045)), {C=0.000630053554552137, S=0.0005836008170411438}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1046)), {C=0.0005250446287934474, S=0.00048633401420095323}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1048)), {C=0.001260107109104274, S=0.0011672016340822876}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1049)), {C=0.0007350624803108264, S=0.0006808676198813345}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1051)), {C=0.0005250446287934474, S=0.00048633401420095323}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1053)), {C=0.0009450803318282055, S=0.0008754012255617158}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1055)), {C=0.000630053554552137, S=0.0005836008170411438}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1056)), {C=0.0005250446287934474, S=0.00048633401420095323}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1058)), {C=0.000630053554552137, S=0.0005836008170411438}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1059)), {C=0.000630053554552137, S=0.0005836008170411438}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1064)), {C=0.0007350624803108264, S=0.0006808676198813345}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1065)), {C=0.000630053554552137, S=0.0005836008170411438}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1066)), {C=0.0005250446287934474, S=0.00048633401420095323}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1068)), {C=0.000630053554552137, S=0.0005836008170411438}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1073)), {C=0.0007350624803108264, S=0.0006808676198813345}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1076)), {C=0.0005250446287934474, S=0.00048633401420095323}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1077)), {C=0.0005250446287934474, S=0.00048633401420095323}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1080)), {C=0.0005250446287934474, S=0.00048633401420095323}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1082)), {C=0.0009450803318282055, S=0.0008754012255617158}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1086)), {C=0.0005250446287934474, S=0.00048633401420095323}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1087)), {C=0.0005250446287934474, S=0.00048633401420095323}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1088)), {C=0.0009450803318282055, S=0.0008754012255617158}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1091)), {C=0.0007350624803108264, S=0.0006808676198813345}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1092)), {C=0.0007350624803108264, S=0.0006808676198813345}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1093)), {C=0.0009450803318282055, S=0.0008754012255617158}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1096)), {C=0.0005250446287934474, S=0.00048633401420095323}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1097)), {C=0.0007350624803108264, S=0.0006808676198813345}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1100)), {C=0.0009450803318282055, S=0.0008754012255617158}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1102)), {C=0.0005250446287934474, S=0.00048633401420095323}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1106)), {C=0.0007350624803108264, S=0.0006808676198813345}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1107)), {C=0.000630053554552137, S=0.0005836008170411438}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1112)), {C=0.001260107109104274, S=0.0011672016340822876}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1118)), {C=0.000840071406069516, S=0.0007781344227215252}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1122)), {C=0.0005250446287934474, S=0.00048633401420095323}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1123)), {C=0.0005250446287934474, S=0.00048633401420095323}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1124)), {C=0.0007350624803108264, S=0.0006808676198813345}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1135)), {C=0.0005250446287934474, S=0.00048633401420095323}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1136)), {C=0.0007350624803108264, S=0.0006808676198813345}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1137)), {C=0.0005250446287934474, S=0.00048633401420095323}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1141)), {C=0.000630053554552137, S=0.0005836008170411438}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1143)), {C=0.000630053554552137, S=0.0005836008170411438}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1144)), {C=0.0009450803318282055, S=0.0008754012255617158}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1145)), {C=0.000630053554552137, S=0.0005836008170411438}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1146)), {C=0.000630053554552137, S=0.0005836008170411438}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1148)), {C=0.0005250446287934474, S=0.00048633401420095323}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1150)), {C=0.0007350624803108264, S=0.0006808676198813345}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1152)), {C=0.000630053554552137, S=0.0005836008170411438}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1153)), {C=0.0007350624803108264, S=0.0006808676198813345}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1154)), {C=0.0007350624803108264, S=0.0006808676198813345}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1155)), {C=0.0005250446287934474, S=0.00048633401420095323}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1156)), {C=0.000630053554552137, S=0.0005836008170411438}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1160)), {C=0.000630053554552137, S=0.0005836008170411438}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1161)), {C=0.000630053554552137, S=0.0005836008170411438}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1162)), {C=0.000840071406069516, S=0.0007781344227215252}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1164)), {C=0.0005250446287934474, S=0.00048633401420095323}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1166)), {C=0.0005250446287934474, S=0.00048633401420095323}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1167)), {C=0.0005250446287934474, S=0.00048633401420095323}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1170)), {C=0.000630053554552137, S=0.0005836008170411438}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1171)), {C=0.0005250446287934474, S=0.00048633401420095323}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1172)), {C=0.000630053554552137, S=0.0005836008170411438}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1173)), {C=0.000630053554552137, S=0.0005836008170411438}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1175)), {C=0.0005250446287934474, S=0.00048633401420095323}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1176)), {C=0.0009450803318282055, S=0.0008754012255617158}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1177)), {C=0.0005250446287934474, S=0.00048633401420095323}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1179)), {C=0.0007350624803108264, S=0.0006808676198813345}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1184)), {C=0.0005250446287934474, S=0.00048633401420095323}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1186)), {C=0.0005250446287934474, S=0.00048633401420095323}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1187)), {C=0.0007350624803108264, S=0.0006808676198813345}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1195)), {C=0.0005250446287934474, S=0.00048633401420095323}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1197)), {C=0.0010500892575868949, S=0.0009726680284019065}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1198)), {C=0.000630053554552137, S=0.0005836008170411438}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1199)), {C=0.0007350624803108264, S=0.0006808676198813345}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1200)), {C=0.0005250446287934474, S=0.00048633401420095323}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1201)), {C=0.0007350624803108264, S=0.0006808676198813345}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1203)), {C=0.0009450803318282055, S=0.0008754012255617158}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1204)), {C=0.000840071406069516, S=0.0007781344227215252}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1206)), {C=0.0005250446287934474, S=0.00048633401420095323}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1209)), {C=0.0005250446287934474, S=0.00048633401420095323}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1211)), {C=0.000840071406069516, S=0.0007781344227215252}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1212)), {C=0.0010500892575868949, S=0.0009726680284019065}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1213)), {C=0.0009450803318282055, S=0.0008754012255617158}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1217)), {C=0.0007350624803108264, S=0.0006808676198813345}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1219)), {C=0.0005250446287934474, S=0.00048633401420095323}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1220)), {C=0.000630053554552137, S=0.0005836008170411438}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1232)), {C=0.0005250446287934474, S=0.00048633401420095323}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1236)), {C=0.0007350624803108264, S=0.0006808676198813345}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1237)), {C=0.0005250446287934474, S=0.00048633401420095323}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1241)), {C=0.0005250446287934474, S=0.00048633401420095323}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1245)), {C=0.000630053554552137, S=0.0005836008170411438}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1247)), {C=0.0007350624803108264, S=0.0006808676198813345}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1250)), {C=0.000630053554552137, S=0.0005836008170411438}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1255)), {C=0.000630053554552137, S=0.0005836008170411438}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1256)), {C=0.0010500892575868949, S=0.0009726680284019065}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1260)), {C=0.000840071406069516, S=0.0007781344227215252}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1262)), {C=0.000630053554552137, S=0.0005836008170411438}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1263)), {C=0.000840071406069516, S=0.0007781344227215252}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1265)), {C=0.000630053554552137, S=0.0005836008170411438}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1266)), {C=0.0007350624803108264, S=0.0006808676198813345}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1269)), {C=0.0007350624803108264, S=0.0006808676198813345}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1272)), {C=0.000840071406069516, S=0.0007781344227215252}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1275)), {C=0.000630053554552137, S=0.0005836008170411438}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1281)), {C=0.0005250446287934474, S=0.00048633401420095323}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1282)), {C=0.0005250446287934474, S=0.00048633401420095323}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1283)), {C=0.0007350624803108264, S=0.0006808676198813345}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1285)), {C=0.0005250446287934474, S=0.00048633401420095323}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1286)), {C=0.0005250446287934474, S=0.00048633401420095323}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1287)), {C=0.000630053554552137, S=0.0005836008170411438}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1291)), {C=0.000630053554552137, S=0.0005836008170411438}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1292)), {C=0.0005250446287934474, S=0.00048633401420095323}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1293)), {C=0.0005250446287934474, S=0.00048633401420095323}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1295)), {C=0.0007350624803108264, S=0.0006808676198813345}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1299)), {C=0.0005250446287934474, S=0.00048633401420095323}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1300)), {C=0.000840071406069516, S=0.0007781344227215252}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1301)), {C=0.0007350624803108264, S=0.0006808676198813345}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1302)), {C=0.0005250446287934474, S=0.00048633401420095323}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1305)), {C=0.000840071406069516, S=0.0007781344227215252}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1311)), {C=0.000630053554552137, S=0.0005836008170411438}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1313)), {C=0.0007350624803108264, S=0.0006808676198813345}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1320)), {C=0.0007350624803108264, S=0.0006808676198813345}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1321)), {C=0.000630053554552137, S=0.0005836008170411438}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1322)), {C=0.0005250446287934474, S=0.00048633401420095323}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1324)), {C=0.0005250446287934474, S=0.00048633401420095323}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1327)), {C=0.0005250446287934474, S=0.00048633401420095323}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1329)), {C=0.0005250446287934474, S=0.00048633401420095323}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1330)), {C=0.000840071406069516, S=0.0007781344227215252}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1331)), {C=0.0005250446287934474, S=0.00048633401420095323}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1334)), {C=0.000630053554552137, S=0.0005836008170411438}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1336)), {C=0.0007350624803108264, S=0.0006808676198813345}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1337)), {C=0.000630053554552137, S=0.0005836008170411438}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1340)), {C=0.0005250446287934474, S=0.00048633401420095323}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1342)), {C=0.000840071406069516, S=0.0007781344227215252}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1344)), {C=0.0005250446287934474, S=0.00048633401420095323}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1345)), {C=0.0005250446287934474, S=0.00048633401420095323}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1348)), {C=0.0005250446287934474, S=0.00048633401420095323}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1349)), {C=0.0005250446287934474, S=0.00048633401420095323}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1350)), {C=0.000630053554552137, S=0.0005836008170411438}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1352)), {C=0.0005250446287934474, S=0.00048633401420095323}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1354)), {C=0.000630053554552137, S=0.0005836008170411438}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1356)), {C=0.000630053554552137, S=0.0005836008170411438}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1357)), {C=0.0009450803318282055, S=0.0008754012255617158}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1360)), {C=0.0007350624803108264, S=0.0006808676198813345}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1361)), {C=0.000630053554552137, S=0.0005836008170411438}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1362)), {C=0.000630053554552137, S=0.0005836008170411438}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1367)), {C=0.0005250446287934474, S=0.00048633401420095323}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1368)), {C=0.000840071406069516, S=0.0007781344227215252}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1371)), {C=0.000630053554552137, S=0.0005836008170411438}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1376)), {C=0.0009450803318282055, S=0.0008754012255617158}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1377)), {C=0.0009450803318282055, S=0.0008754012255617158}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1379)), {C=0.0007350624803108264, S=0.0006808676198813345}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1380)), {C=0.000840071406069516, S=0.0007781344227215252}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1382)), {C=0.000840071406069516, S=0.0007781344227215252}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1383)), {C=0.0005250446287934474, S=0.00048633401420095323}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1386)), {C=0.000630053554552137, S=0.0005836008170411438}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1390)), {C=0.000840071406069516, S=0.0007781344227215252}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1393)), {C=0.000630053554552137, S=0.0005836008170411438}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1395)), {C=0.0005250446287934474, S=0.00048633401420095323}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1396)), {C=0.0005250446287934474, S=0.00048633401420095323}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1397)), {C=0.0009450803318282055, S=0.0008754012255617158}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1398)), {C=0.000630053554552137, S=0.0005836008170411438}
