(gender(Female))(country(USA)) --> (buy(1)), {C=0.0015851449275362318, S=0.001361735239762669}
(gender(Female))(country(USA)) --> (buy(580)), {C=0.003736413043478261, S=0.0032098044937262913}
(gender(Female))(country(USA)) --> (buy(581)), {C=0.002943840579710145, S=0.0025289368738449568}
(gender(Female))(country(USA)) --> (buy(582)), {C=0.002830615942028986, S=0.0024316700710047662}
(gender(Female))(country(USA)) --> (buy(583)), {C=0.0032835144927536235, S=0.0028207372823655288}
(gender(Female))(country(USA)) --> (buy(584)), {C=0.0032835144927536235, S=0.0028207372823655288}
(gender(Female))(country(USA)) --> (buy(585)), {C=0.002943840579710145, S=0.0025289368738449568}
(gender(Female))(country(USA)) --> (buy(586)), {C=0.002943840579710145, S=0.0025289368738449568}
(gender(Female))(country(USA)) --> (buy(587)), {C=0.0038496376811594205, S=0.003307071296566482}
(gender(Female))(country(USA)) --> (buy(588)), {C=0.002377717391304348, S=0.0020426028596440037}
(gender(Female))(country(USA)) --> (buy(589)), {C=0.002943840579710145, S=0.0025289368738449568}
(gender(Female))(country(USA)) --> (buy(590)), {C=0.003509963768115942, S=0.00301527088804591}
(gender(Female))(country(USA)) --> (buy(591)), {C=0.003509963768115942, S=0.00301527088804591}
(gender(Female))(country(USA)) --> (buy(592)), {C=0.002830615942028986, S=0.0024316700710047662}
(gender(Female))(country(USA)) --> (buy(593)), {C=0.0033967391304347825, S=0.0029180040852057193}
(gender(Female))(country(USA)) --> (buy(594)), {C=0.002830615942028986, S=0.0024316700710047662}
(gender(Female))(country(USA)) --> (buy(595)), {C=0.0031702898550724635, S=0.002723470479525338}
(gender(Female))(country(USA)) --> (buy(596)), {C=0.002377717391304348, S=0.0020426028596440037}
(gender(Female))(country(USA)) --> (buy(597)), {C=0.0030570652173913045, S=0.0026262036766851473}
(gender(Female))(country(USA)) --> (buy(598)), {C=0.003509963768115942, S=0.00301527088804591}
(gender(Female))(country(USA)) --> (buy(599)), {C=0.0030570652173913045, S=0.0026262036766851473}
(gender(Female))(country(USA)) --> (buy(600)), {C=0.003509963768115942, S=0.00301527088804591}
(gender(Female))(country(USA)) --> (buy(601)), {C=0.0032835144927536235, S=0.0028207372823655288}
(gender(Female))(country(USA)) --> (buy(602)), {C=0.0019248188405797102, S=0.001653535648283241}
(gender(Female))(country(USA)) --> (buy(603)), {C=0.004642210144927536, S=0.003987938916447816}
(gender(Female))(country(USA)) --> (buy(604)), {C=0.0032835144927536235, S=0.0028207372823655288}
(gender(Female))(country(USA)) --> (buy(605)), {C=0.003623188405797102, S=0.003112537690886101}
(gender(Female))(country(USA)) --> (buy(606)), {C=0.0026041666666666665, S=0.0022371364653243847}
(gender(Female))(country(USA)) --> (buy(607)), {C=0.003509963768115942, S=0.00301527088804591}
(gender(Female))(country(USA)) --> (buy(608)), {C=0.0030570652173913045, S=0.0026262036766851473}
(gender(Female))(country(USA)) --> (buy(609)), {C=0.00396286231884058, S=0.0034043380994066724}
(gender(Female))(country(USA)) --> (buy(610)), {C=0.003736413043478261, S=0.0032098044937262913}
(gender(Female))(country(USA)) --> (buy(611)), {C=0.00396286231884058, S=0.0034043380994066724}
(gender(Female))(country(USA)) --> (buy(612)), {C=0.0026041666666666665, S=0.0022371364653243847}
(gender(Female))(country(USA)) --> (buy(613)), {C=0.0032835144927536235, S=0.0028207372823655288}
(gender(Female))(country(USA)) --> (buy(614)), {C=0.004302536231884058, S=0.0036961385079272444}
(gender(Female))(country(USA)) --> (buy(615)), {C=0.0031702898550724635, S=0.002723470479525338}
(gender(Female))(country(USA)) --> (buy(616)), {C=0.002717391304347826, S=0.0023344032681645753}
(gender(Female))(country(USA)) --> (buy(617)), {C=0.0038496376811594205, S=0.003307071296566482}
(gender(Female))(country(USA)) --> (buy(618)), {C=0.002943840579710145, S=0.0025289368738449568}
(gender(Female))(country(USA)) --> (buy(619)), {C=0.002377717391304348, S=0.0020426028596440037}
(gender(Female))(country(USA)) --> (buy(620)), {C=0.002830615942028986, S=0.0024316700710047662}
(gender(Female))(country(USA)) --> (buy(621)), {C=0.002717391304347826, S=0.0023344032681645753}
(gender(Female))(country(USA)) --> (buy(622)), {C=0.0032835144927536235, S=0.0028207372823655288}
(gender(Female))(country(USA)) --> (buy(623)), {C=0.00396286231884058, S=0.0034043380994066724}
(gender(Female))(country(USA)) --> (buy(624)), {C=0.002151268115942029, S=0.0018480692539636222}
(gender(Female))(country(USA)) --> (buy(625)), {C=0.002717391304347826, S=0.0023344032681645753}
(gender(Female))(country(USA)) --> (buy(626)), {C=0.0030570652173913045, S=0.0026262036766851473}
(gender(Female))(country(USA)) --> (buy(627)), {C=0.0033967391304347825, S=0.0029180040852057193}
(gender(Female))(country(USA)) --> (buy(628)), {C=0.002717391304347826, S=0.0023344032681645753}
(gender(Female))(country(USA)) --> (buy(629)), {C=0.004076086956521739, S=0.0035016049022468633}
(gender(Female))(country(USA)) --> (buy(630)), {C=0.0030570652173913045, S=0.0026262036766851473}
(gender(Female))(country(USA)) --> (buy(631)), {C=0.002717391304347826, S=0.0023344032681645753}
(gender(Female))(country(USA)) --> (buy(632)), {C=0.002377717391304348, S=0.0020426028596440037}
(gender(Female))(country(USA)) --> (buy(633)), {C=0.0026041666666666665, S=0.0022371364653243847}
(gender(Female))(country(USA)) --> (buy(634)), {C=0.0033967391304347825, S=0.0029180040852057193}
(gender(Female))(country(USA)) --> (buy(635)), {C=0.0026041666666666665, S=0.0022371364653243847}
(gender(Female))(country(USA)) --> (buy(636)), {C=0.0033967391304347825, S=0.0029180040852057193}
(gender(Female))(country(USA)) --> (buy(637)), {C=0.002377717391304348, S=0.0020426028596440037}
(gender(Female))(country(USA)) --> (buy(638)), {C=0.002830615942028986, S=0.0024316700710047662}
(gender(Female))(country(USA)) --> (buy(639)), {C=0.0031702898550724635, S=0.002723470479525338}
(gender(Female))(country(USA)) --> (buy(640)), {C=0.004076086956521739, S=0.0035016049022468633}
(gender(Female))(country(USA)) --> (buy(641)), {C=0.002943840579710145, S=0.0025289368738449568}
(gender(Female))(country(USA)) --> (buy(642)), {C=0.0032835144927536235, S=0.0028207372823655288}
(gender(Female))(country(USA)) --> (buy(643)), {C=0.0026041666666666665, S=0.0022371364653243847}
(gender(Female))(country(USA)) --> (buy(644)), {C=0.003736413043478261, S=0.0032098044937262913}
(gender(Female))(country(USA)) --> (buy(645)), {C=0.00396286231884058, S=0.0034043380994066724}
(gender(Female))(country(USA)) --> (buy(646)), {C=0.0020380434782608695, S=0.0017508024511234317}
(gender(Female))(country(USA)) --> (buy(647)), {C=0.002377717391304348, S=0.0020426028596440037}
(gender(Female))(country(USA)) --> (buy(648)), {C=0.004642210144927536, S=0.003987938916447816}
(gender(Female))(country(USA)) --> (buy(649)), {C=0.002377717391304348, S=0.0020426028596440037}
(gender(Female))(country(USA)) --> (buy(650)), {C=0.0032835144927536235, S=0.0028207372823655288}
(gender(Female))(country(USA)) --> (buy(651)), {C=0.0031702898550724635, S=0.002723470479525338}
(gender(Female))(country(USA)) --> (buy(652)), {C=0.0031702898550724635, S=0.002723470479525338}
(gender(Female))(country(USA)) --> (buy(653)), {C=0.002717391304347826, S=0.0023344032681645753}
(gender(Female))(country(USA)) --> (buy(654)), {C=0.0024909420289855075, S=0.002139869662484194}
(gender(Female))(country(USA)) --> (buy(655)), {C=0.002717391304347826, S=0.0023344032681645753}
(gender(Female))(country(USA)) --> (buy(656)), {C=0.003623188405797102, S=0.003112537690886101}
(gender(Female))(country(USA)) --> (buy(657)), {C=0.0020380434782608695, S=0.0017508024511234317}
(gender(Female))(country(USA)) --> (buy(658)), {C=0.002151268115942029, S=0.0018480692539636222}
(gender(Female))(country(USA)) --> (buy(659)), {C=0.0030570652173913045, S=0.0026262036766851473}
(gender(Female))(country(USA)) --> (buy(660)), {C=0.003736413043478261, S=0.0032098044937262913}
(gender(Female))(country(USA)) --> (buy(661)), {C=0.0019248188405797102, S=0.001653535648283241}
(gender(Female))(country(USA)) --> (buy(662)), {C=0.0038496376811594205, S=0.003307071296566482}
(gender(Female))(country(USA)) --> (buy(663)), {C=0.0030570652173913045, S=0.0026262036766851473}
(gender(Female))(country(USA)) --> (buy(664)), {C=0.003509963768115942, S=0.00301527088804591}
(gender(Female))(country(USA)) --> (buy(665)), {C=0.0026041666666666665, S=0.0022371364653243847}
(gender(Female))(country(USA)) --> (buy(666)), {C=0.003509963768115942, S=0.00301527088804591}
(gender(Female))(country(USA)) --> (buy(667)), {C=0.002377717391304348, S=0.0020426028596440037}
(gender(Female))(country(USA)) --> (buy(668)), {C=0.0038496376811594205, S=0.003307071296566482}
(gender(Female))(country(USA)) --> (buy(669)), {C=0.002830615942028986, S=0.0024316700710047662}
(gender(Female))(country(USA)) --> (buy(670)), {C=0.0032835144927536235, S=0.0028207372823655288}
(gender(Female))(country(USA)) --> (buy(671)), {C=0.0038496376811594205, S=0.003307071296566482}
(gender(Female))(country(USA)) --> (buy(672)), {C=0.0024909420289855075, S=0.002139869662484194}
(gender(Female))(country(USA)) --> (buy(673)), {C=0.0031702898550724635, S=0.002723470479525338}
(gender(Female))(country(USA)) --> (buy(674)), {C=0.0032835144927536235, S=0.0028207372823655288}
(gender(Female))(country(USA)) --> (buy(675)), {C=0.003736413043478261, S=0.0032098044937262913}
(gender(Female))(country(USA)) --> (buy(676)), {C=0.0030570652173913045, S=0.0026262036766851473}
(gender(Female))(country(USA)) --> (buy(677)), {C=0.0024909420289855075, S=0.002139869662484194}
(gender(Female))(country(USA)) --> (buy(678)), {C=0.002943840579710145, S=0.0025289368738449568}
(gender(Female))(country(USA)) --> (buy(679)), {C=0.002943840579710145, S=0.0025289368738449568}
(gender(Female))(country(USA)) --> (buy(680)), {C=0.002943840579710145, S=0.0025289368738449568}
(gender(Female))(country(USA)) --> (buy(681)), {C=0.0024909420289855075, S=0.002139869662484194}
(gender(Female))(country(USA)) --> (buy(682)), {C=0.0024909420289855075, S=0.002139869662484194}
(gender(Female))(country(USA)) --> (buy(683)), {C=0.002830615942028986, S=0.0024316700710047662}
(gender(Female))(country(USA)) --> (buy(684)), {C=0.003623188405797102, S=0.003112537690886101}
(gender(Female))(country(USA)) --> (buy(685)), {C=0.003736413043478261, S=0.0032098044937262913}
(gender(Female))(country(USA)) --> (buy(686)), {C=0.0030570652173913045, S=0.0026262036766851473}
(gender(Female))(country(USA)) --> (buy(687)), {C=0.002717391304347826, S=0.0023344032681645753}
(gender(Female))(country(USA)) --> (buy(688)), {C=0.002377717391304348, S=0.0020426028596440037}
(gender(Female))(country(USA)) --> (buy(689)), {C=0.0032835144927536235, S=0.0028207372823655288}
(gender(Female))(country(USA)) --> (buy(690)), {C=0.003509963768115942, S=0.00301527088804591}
(gender(Female))(country(USA)) --> (buy(691)), {C=0.002717391304347826, S=0.0023344032681645753}
(gender(Female))(country(USA)) --> (buy(692)), {C=0.004076086956521739, S=0.0035016049022468633}
(gender(Female))(country(USA)) --> (buy(693)), {C=0.003509963768115942, S=0.00301527088804591}
(gender(Female))(country(USA)) --> (buy(694)), {C=0.0019248188405797102, S=0.001653535648283241}
(gender(Female))(country(USA)) --> (buy(695)), {C=0.0032835144927536235, S=0.0028207372823655288}
(gender(Female))(country(USA)) --> (buy(696)), {C=0.00396286231884058, S=0.0034043380994066724}
(gender(Female))(country(USA)) --> (buy(697)), {C=0.002717391304347826, S=0.0023344032681645753}
(gender(Female))(country(USA)) --> (buy(698)), {C=0.002151268115942029, S=0.0018480692539636222}
(gender(Female))(country(USA)) --> (buy(699)), {C=0.0020380434782608695, S=0.0017508024511234317}
(gender(Female))(country(USA)) --> (buy(700)), {C=0.0022644927536231885, S=0.001945336056803813}
(gender(Female))(country(USA)) --> (buy(701)), {C=0.0026041666666666665, S=0.0022371364653243847}
(gender(Female))(country(USA)) --> (buy(702)), {C=0.001811594202898551, S=0.0015562688454430504}
(gender(Female))(country(USA)) --> (buy(703)), {C=0.0019248188405797102, S=0.001653535648283241}
(gender(Female))(country(USA)) --> (buy(704)), {C=0.002943840579710145, S=0.0025289368738449568}
(gender(Female))(country(USA)) --> (buy(705)), {C=0.0024909420289855075, S=0.002139869662484194}
(gender(Female))(country(USA)) --> (buy(706)), {C=0.0038496376811594205, S=0.003307071296566482}
(gender(Female))(country(USA)) --> (buy(707)), {C=0.0031702898550724635, S=0.002723470479525338}
(gender(Female))(country(USA)) --> (buy(708)), {C=0.002943840579710145, S=0.0025289368738449568}
(gender(Female))(country(USA)) --> (buy(709)), {C=0.002717391304347826, S=0.0023344032681645753}
(gender(Female))(country(USA)) --> (buy(710)), {C=0.001811594202898551, S=0.0015562688454430504}
(gender(Female))(country(USA)) --> (buy(711)), {C=0.0019248188405797102, S=0.001653535648283241}
(gender(Female))(country(USA)) --> (buy(712)), {C=0.0030570652173913045, S=0.0026262036766851473}
(gender(Female))(country(USA)) --> (buy(713)), {C=0.002377717391304348, S=0.0020426028596440037}
(gender(Female))(country(USA)) --> (buy(714)), {C=0.0030570652173913045, S=0.0026262036766851473}
(gender(Female))(country(USA)) --> (buy(715)), {C=0.002377717391304348, S=0.0020426028596440037}
(gender(Female))(country(USA)) --> (buy(716)), {C=0.0019248188405797102, S=0.001653535648283241}
(gender(Female))(country(USA)) --> (buy(717)), {C=0.002377717391304348, S=0.0020426028596440037}
(gender(Female))(country(USA)) --> (buy(718)), {C=0.00396286231884058, S=0.0034043380994066724}
(gender(Female))(country(USA)) --> (buy(719)), {C=0.0026041666666666665, S=0.0022371364653243847}
(gender(Female))(country(USA)) --> (buy(720)), {C=0.0015851449275362318, S=0.001361735239762669}
(gender(Female))(country(USA)) --> (buy(721)), {C=0.002943840579710145, S=0.0025289368738449568}
(gender(Female))(country(USA)) --> (buy(722)), {C=0.002377717391304348, S=0.0020426028596440037}
(gender(Female))(country(USA)) --> (buy(723)), {C=0.0022644927536231885, S=0.001945336056803813}
(gender(Female))(country(USA)) --> (buy(724)), {C=0.002717391304347826, S=0.0023344032681645753}
(gender(Female))(country(USA)) --> (buy(725)), {C=0.004868659420289856, S=0.004182472522128198}
(gender(Female))(country(USA)) --> (buy(726)), {C=0.0031702898550724635, S=0.002723470479525338}
(gender(Female))(country(USA)) --> (buy(727)), {C=0.002830615942028986, S=0.0024316700710047662}
(gender(Female))(country(USA)) --> (buy(728)), {C=0.003509963768115942, S=0.00301527088804591}
(gender(Female))(country(USA)) --> (buy(729)), {C=0.0030570652173913045, S=0.0026262036766851473}
(gender(Female))(country(USA)) --> (buy(730)), {C=0.0020380434782608695, S=0.0017508024511234317}
(gender(Female))(country(USA)) --> (buy(731)), {C=0.002943840579710145, S=0.0025289368738449568}
(gender(Female))(country(USA)) --> (buy(732)), {C=0.002717391304347826, S=0.0023344032681645753}
(gender(Female))(country(USA)) --> (buy(733)), {C=0.0030570652173913045, S=0.0026262036766851473}
(gender(Female))(country(USA)) --> (buy(734)), {C=0.0022644927536231885, S=0.001945336056803813}
(gender(Female))(country(USA)) --> (buy(735)), {C=0.0030570652173913045, S=0.0026262036766851473}
(gender(Female))(country(USA)) --> (buy(736)), {C=0.0019248188405797102, S=0.001653535648283241}
(gender(Female))(country(USA)) --> (buy(737)), {C=0.0026041666666666665, S=0.0022371364653243847}
(gender(Female))(country(USA)) --> (buy(738)), {C=0.002717391304347826, S=0.0023344032681645753}
(gender(Female))(country(USA)) --> (buy(739)), {C=0.0032835144927536235, S=0.0028207372823655288}
(gender(Female))(country(USA)) --> (buy(740)), {C=0.0020380434782608695, S=0.0017508024511234317}
(gender(Female))(country(USA)) --> (buy(741)), {C=0.0016983695652173913, S=0.0014590020426028597}
(gender(Female))(country(USA)) --> (buy(742)), {C=0.0019248188405797102, S=0.001653535648283241}
(gender(Female))(country(USA)) --> (buy(743)), {C=0.0020380434782608695, S=0.0017508024511234317}
(gender(Female))(country(USA)) --> (buy(744)), {C=0.002151268115942029, S=0.0018480692539636222}
(gender(Female))(country(USA)) --> (buy(745)), {C=0.0024909420289855075, S=0.002139869662484194}
(gender(Female))(country(USA)) --> (buy(746)), {C=0.003509963768115942, S=0.00301527088804591}
(gender(Female))(country(USA)) --> (buy(747)), {C=0.0022644927536231885, S=0.001945336056803813}
(gender(Female))(country(USA)) --> (buy(748)), {C=0.0033967391304347825, S=0.0029180040852057193}
(gender(Female))(country(USA)) --> (buy(749)), {C=0.0031702898550724635, S=0.002723470479525338}
(gender(Female))(country(USA)) --> (buy(750)), {C=0.0033967391304347825, S=0.0029180040852057193}
(gender(Female))(country(USA)) --> (buy(751)), {C=0.0033967391304347825, S=0.0029180040852057193}
(gender(Female))(country(USA)) --> (buy(752)), {C=0.0032835144927536235, S=0.0028207372823655288}
(gender(Female))(country(USA)) --> (buy(753)), {C=0.002377717391304348, S=0.0020426028596440037}
(gender(Female))(country(USA)) --> (buy(754)), {C=0.002943840579710145, S=0.0025289368738449568}
(gender(Female))(country(USA)) --> (buy(755)), {C=0.002377717391304348, S=0.0020426028596440037}
(gender(Female))(country(USA)) --> (buy(756)), {C=0.002151268115942029, S=0.0018480692539636222}
(gender(Female))(country(USA)) --> (buy(757)), {C=0.0026041666666666665, S=0.0022371364653243847}
(gender(Female))(country(USA)) --> (buy(758)), {C=0.0026041666666666665, S=0.0022371364653243847}
(gender(Female))(country(USA)) --> (buy(759)), {C=0.002377717391304348, S=0.0020426028596440037}
(gender(Female))(country(USA)) --> (buy(760)), {C=0.002830615942028986, S=0.0024316700710047662}
(gender(Female))(country(USA)) --> (buy(761)), {C=0.0031702898550724635, S=0.002723470479525338}
(gender(Female))(country(USA)) --> (buy(762)), {C=0.0030570652173913045, S=0.0026262036766851473}
(gender(Female))(country(USA)) --> (buy(763)), {C=0.0032835144927536235, S=0.0028207372823655288}
(gender(Female))(country(USA)) --> (buy(764)), {C=0.002717391304347826, S=0.0023344032681645753}
(gender(Female))(country(USA)) --> (buy(765)), {C=0.0038496376811594205, S=0.003307071296566482}
(gender(Female))(country(USA)) --> (buy(766)), {C=0.0016983695652173913, S=0.0014590020426028597}
(gender(Female))(country(USA)) --> (buy(767)), {C=0.0026041666666666665, S=0.0022371364653243847}
(gender(Female))(country(USA)) --> (buy(768)), {C=0.002377717391304348, S=0.0020426028596440037}
(gender(Female))(country(USA)) --> (buy(769)), {C=0.0030570652173913045, S=0.0026262036766851473}
(gender(Female))(country(USA)) --> (buy(770)), {C=0.0030570652173913045, S=0.0026262036766851473}
(gender(Female))(country(USA)) --> (buy(771)), {C=0.0024909420289855075, S=0.002139869662484194}
(gender(Female))(country(USA)) --> (buy(772)), {C=0.0031702898550724635, S=0.002723470479525338}
(gender(Female))(country(USA)) --> (buy(773)), {C=0.002151268115942029, S=0.0018480692539636222}
(gender(Female))(country(USA)) --> (buy(774)), {C=0.0033967391304347825, S=0.0029180040852057193}
(gender(Female))(country(USA)) --> (buy(775)), {C=0.002717391304347826, S=0.0023344032681645753}
(gender(Female))(country(USA)) --> (buy(776)), {C=0.0019248188405797102, S=0.001653535648283241}
(gender(Female))(country(USA)) --> (buy(777)), {C=0.002830615942028986, S=0.0024316700710047662}
(gender(Female))(country(USA)) --> (buy(778)), {C=0.0038496376811594205, S=0.003307071296566482}
(gender(Female))(country(USA)) --> (buy(779)), {C=0.0030570652173913045, S=0.0026262036766851473}
(gender(Female))(country(USA)) --> (buy(780)), {C=0.002377717391304348, S=0.0020426028596440037}
(gender(Female))(country(USA)) --> (buy(781)), {C=0.0016983695652173913, S=0.0014590020426028597}
(gender(Female))(country(USA)) --> (buy(782)), {C=0.0026041666666666665, S=0.0022371364653243847}
(gender(Female))(country(USA)) --> (buy(783)), {C=0.0030570652173913045, S=0.0026262036766851473}
(gender(Female))(country(USA)) --> (buy(784)), {C=0.0030570652173913045, S=0.0026262036766851473}
(gender(Female))(country(USA)) --> (buy(785)), {C=0.002151268115942029, S=0.0018480692539636222}
(gender(Female))(country(USA)) --> (buy(786)), {C=0.002830615942028986, S=0.0024316700710047662}
(gender(Female))(country(USA)) --> (buy(787)), {C=0.0033967391304347825, S=0.0029180040852057193}
(gender(Female))(country(USA)) --> (buy(788)), {C=0.002830615942028986, S=0.0024316700710047662}
(gender(Female))(country(USA)) --> (buy(789)), {C=0.0024909420289855075, S=0.002139869662484194}
(gender(Female))(country(USA)) --> (buy(790)), {C=0.0024909420289855075, S=0.002139869662484194}
(gender(Female))(country(USA)) --> (buy(791)), {C=0.003736413043478261, S=0.0032098044937262913}
(gender(Female))(country(USA)) --> (buy(792)), {C=0.0024909420289855075, S=0.002139869662484194}
(gender(Female))(country(USA)) --> (buy(793)), {C=0.0020380434782608695, S=0.0017508024511234317}
(gender(Female))(country(USA)) --> (buy(794)), {C=0.0030570652173913045, S=0.0026262036766851473}
(gender(Female))(country(USA)) --> (buy(795)), {C=0.002717391304347826, S=0.0023344032681645753}
(gender(Female))(country(USA)) --> (buy(796)), {C=0.002830615942028986, S=0.0024316700710047662}
(gender(Female))(country(USA)) --> (buy(797)), {C=0.004076086956521739, S=0.0035016049022468633}
(gender(Female))(country(USA)) --> (buy(798)), {C=0.0026041666666666665, S=0.0022371364653243847}
(gender(Female))(country(USA)) --> (buy(799)), {C=0.0022644927536231885, S=0.001945336056803813}
(gender(Female))(country(USA)) --> (buy(800)), {C=0.0032835144927536235, S=0.0028207372823655288}
(gender(Female))(country(USA)) --> (buy(801)), {C=0.002830615942028986, S=0.0024316700710047662}
(gender(Female))(country(USA)) --> (buy(802)), {C=0.0024909420289855075, S=0.002139869662484194}
(gender(Female))(country(USA)) --> (buy(803)), {C=0.0031702898550724635, S=0.002723470479525338}
(gender(Female))(country(USA)) --> (buy(804)), {C=0.003623188405797102, S=0.003112537690886101}
(gender(Female))(country(USA)) --> (buy(805)), {C=0.002717391304347826, S=0.0023344032681645753}
(gender(Female))(country(USA)) --> (buy(806)), {C=0.00396286231884058, S=0.0034043380994066724}
(gender(Female))(country(USA)) --> (buy(807)), {C=0.002830615942028986, S=0.0024316700710047662}
(gender(Female))(country(USA)) --> (buy(808)), {C=0.002943840579710145, S=0.0025289368738449568}
(gender(Female))(country(USA)) --> (buy(809)), {C=0.002830615942028986, S=0.0024316700710047662}
(gender(Female))(country(USA)) --> (buy(810)), {C=0.0026041666666666665, S=0.0022371364653243847}
(gender(Female))(country(USA)) --> (buy(811)), {C=0.002377717391304348, S=0.0020426028596440037}
(gender(Female))(country(USA)) --> (buy(812)), {C=0.003623188405797102, S=0.003112537690886101}
(gender(Female))(country(USA)) --> (buy(813)), {C=0.0032835144927536235, S=0.0028207372823655288}
(gender(Female))(country(USA)) --> (buy(814)), {C=0.0038496376811594205, S=0.003307071296566482}
(gender(Female))(country(USA)) --> (buy(815)), {C=0.0032835144927536235, S=0.0028207372823655288}
(gender(Female))(country(USA)) --> (buy(816)), {C=0.0030570652173913045, S=0.0026262036766851473}
(gender(Female))(country(USA)) --> (buy(817)), {C=0.002943840579710145, S=0.0025289368738449568}
(gender(Female))(country(USA)) --> (buy(818)), {C=0.0024909420289855075, S=0.002139869662484194}
(gender(Female))(country(USA)) --> (buy(819)), {C=0.003509963768115942, S=0.00301527088804591}
(gender(Female))(country(USA)) --> (buy(820)), {C=0.003509963768115942, S=0.00301527088804591}
(gender(Female))(country(USA)) --> (buy(821)), {C=0.002151268115942029, S=0.0018480692539636222}
(gender(Female))(country(USA)) --> (buy(822)), {C=0.003509963768115942, S=0.00301527088804591}
(gender(Female))(country(USA)) --> (buy(823)), {C=0.0031702898550724635, S=0.002723470479525338}
(gender(Female))(country(USA)) --> (buy(824)), {C=0.002717391304347826, S=0.0023344032681645753}
(gender(Female))(country(USA)) --> (buy(825)), {C=0.004076086956521739, S=0.0035016049022468633}
(gender(Female))(country(USA)) --> (buy(826)), {C=0.002943840579710145, S=0.0025289368738449568}
(gender(Female))(country(USA)) --> (buy(827)), {C=0.0038496376811594205, S=0.003307071296566482}
(gender(Female))(country(USA)) --> (buy(828)), {C=0.0022644927536231885, S=0.001945336056803813}
(gender(Female))(country(USA)) --> (buy(829)), {C=0.002830615942028986, S=0.0024316700710047662}
(gender(Female))(country(USA)) --> (buy(830)), {C=0.004415760869565217, S=0.003793405310767435}
(gender(Female))(country(USA)) --> (buy(831)), {C=0.003509963768115942, S=0.00301527088804591}
(gender(Female))(country(USA)) --> (buy(832)), {C=0.0038496376811594205, S=0.003307071296566482}
(gender(Female))(country(USA)) --> (buy(833)), {C=0.0026041666666666665, S=0.0022371364653243847}
(gender(Female))(country(USA)) --> (buy(834)), {C=0.002717391304347826, S=0.0023344032681645753}
(gender(Female))(country(USA)) --> (buy(835)), {C=0.002830615942028986, S=0.0024316700710047662}
(gender(Female))(country(USA)) --> (buy(836)), {C=0.0031702898550724635, S=0.002723470479525338}
(gender(Female))(country(USA)) --> (buy(837)), {C=0.0030570652173913045, S=0.0026262036766851473}
(gender(Female))(country(USA)) --> (buy(838)), {C=0.0038496376811594205, S=0.003307071296566482}
(gender(Female))(country(USA)) --> (buy(839)), {C=0.003509963768115942, S=0.00301527088804591}
(gender(Female))(country(USA)) --> (buy(840)), {C=0.004415760869565217, S=0.003793405310767435}
(gender(Female))(country(USA)) --> (buy(841)), {C=0.0020380434782608695, S=0.0017508024511234317}
(gender(Female))(country(USA)) --> (buy(842)), {C=0.003509963768115942, S=0.00301527088804591}
(gender(Female))(country(USA)) --> (buy(843)), {C=0.0020380434782608695, S=0.0017508024511234317}
(gender(Female))(country(USA)) --> (buy(844)), {C=0.003623188405797102, S=0.003112537690886101}
(gender(Female))(country(USA)) --> (buy(845)), {C=0.0031702898550724635, S=0.002723470479525338}
(gender(Female))(country(USA)) --> (buy(846)), {C=0.0020380434782608695, S=0.0017508024511234317}
(gender(Female))(country(USA)) --> (buy(847)), {C=0.0033967391304347825, S=0.0029180040852057193}
(gender(Female))(country(USA)) --> (buy(848)), {C=0.004302536231884058, S=0.0036961385079272444}
(gender(Female))(country(USA)) --> (buy(849)), {C=0.004868659420289856, S=0.004182472522128198}
(gender(Female))(country(USA)) --> (buy(850)), {C=0.003509963768115942, S=0.00301527088804591}
(gender(Female))(country(USA)) --> (buy(851)), {C=0.002830615942028986, S=0.0024316700710047662}
(gender(Female))(country(USA)) --> (buy(852)), {C=0.0026041666666666665, S=0.0022371364653243847}
(gender(Female))(country(USA)) --> (buy(853)), {C=0.0026041666666666665, S=0.0022371364653243847}
(gender(Female))(country(USA)) --> (buy(854)), {C=0.002717391304347826, S=0.0023344032681645753}
(gender(Female))(country(USA)) --> (buy(855)), {C=0.003509963768115942, S=0.00301527088804591}
(gender(Female))(country(USA)) --> (buy(856)), {C=0.002943840579710145, S=0.0025289368738449568}
(gender(Female))(country(USA)) --> (buy(857)), {C=0.002830615942028986, S=0.0024316700710047662}
(gender(Female))(country(USA)) --> (buy(858)), {C=0.0030570652173913045, S=0.0026262036766851473}
(gender(Female))(country(USA)) --> (buy(859)), {C=0.002943840579710145, S=0.0025289368738449568}
(gender(Female))(country(USA)) --> (buy(860)), {C=0.003736413043478261, S=0.0032098044937262913}
(gender(Female))(country(USA)) --> (buy(861)), {C=0.002943840579710145, S=0.0025289368738449568}
(gender(Female))(country(USA)) --> (buy(862)), {C=0.003623188405797102, S=0.003112537690886101}
(gender(Female))(country(USA)) --> (buy(863)), {C=0.0033967391304347825, S=0.0029180040852057193}
(gender(Female))(country(USA)) --> (buy(864)), {C=0.0030570652173913045, S=0.0026262036766851473}
(gender(Female))(country(USA)) --> (buy(865)), {C=0.002943840579710145, S=0.0025289368738449568}
(gender(Female))(country(USA)) --> (buy(866)), {C=0.002943840579710145, S=0.0025289368738449568}
(gender(Female))(country(USA)) --> (buy(867)), {C=0.0031702898550724635, S=0.002723470479525338}
(gender(Female))(country(USA)) --> (buy(868)), {C=0.0032835144927536235, S=0.0028207372823655288}
