(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(2)), {C=0.0005895531187359981, S=0.00048633401420095323}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1162)), {C=0.0010611956137247967, S=0.0008754012255617158}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1171)), {C=0.0005895531187359981, S=0.00048633401420095323}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1173)), {C=0.0008253743662303973, S=0.0006808676198813345}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1191)), {C=0.0005895531187359981, S=0.00048633401420095323}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1196)), {C=0.0005895531187359981, S=0.00048633401420095323}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1206)), {C=0.0005895531187359981, S=0.00048633401420095323}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1208)), {C=0.0005895531187359981, S=0.00048633401420095323}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1215)), {C=0.0007074637424831976, S=0.0005836008170411438}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1219)), {C=0.0005895531187359981, S=0.00048633401420095323}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1222)), {C=0.0008253743662303973, S=0.0006808676198813345}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1223)), {C=0.0007074637424831976, S=0.0005836008170411438}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1226)), {C=0.0007074637424831976, S=0.0005836008170411438}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1234)), {C=0.0008253743662303973, S=0.0006808676198813345}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1237)), {C=0.0007074637424831976, S=0.0005836008170411438}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1240)), {C=0.0010611956137247967, S=0.0008754012255617158}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1243)), {C=0.0005895531187359981, S=0.00048633401420095323}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1246)), {C=0.0007074637424831976, S=0.0005836008170411438}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1247)), {C=0.0005895531187359981, S=0.00048633401420095323}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1249)), {C=0.0009432849899775969, S=0.0007781344227215252}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1250)), {C=0.0005895531187359981, S=0.00048633401420095323}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1252)), {C=0.0007074637424831976, S=0.0005836008170411438}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1257)), {C=0.0005895531187359981, S=0.00048633401420095323}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1262)), {C=0.0007074637424831976, S=0.0005836008170411438}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1263)), {C=0.0005895531187359981, S=0.00048633401420095323}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1268)), {C=0.0005895531187359981, S=0.00048633401420095323}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1270)), {C=0.0005895531187359981, S=0.00048633401420095323}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1275)), {C=0.0005895531187359981, S=0.00048633401420095323}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1277)), {C=0.0005895531187359981, S=0.00048633401420095323}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1278)), {C=0.0007074637424831976, S=0.0005836008170411438}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1279)), {C=0.0007074637424831976, S=0.0005836008170411438}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1286)), {C=0.0008253743662303973, S=0.0006808676198813345}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1287)), {C=0.0005895531187359981, S=0.00048633401420095323}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1292)), {C=0.0005895531187359981, S=0.00048633401420095323}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1294)), {C=0.0005895531187359981, S=0.00048633401420095323}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1296)), {C=0.0005895531187359981, S=0.00048633401420095323}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1298)), {C=0.0005895531187359981, S=0.00048633401420095323}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1301)), {C=0.0005895531187359981, S=0.00048633401420095323}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1302)), {C=0.0005895531187359981, S=0.00048633401420095323}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1303)), {C=0.0005895531187359981, S=0.00048633401420095323}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1305)), {C=0.0005895531187359981, S=0.00048633401420095323}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1306)), {C=0.0007074637424831976, S=0.0005836008170411438}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1308)), {C=0.0009432849899775969, S=0.0007781344227215252}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1317)), {C=0.0009432849899775969, S=0.0007781344227215252}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1319)), {C=0.0005895531187359981, S=0.00048633401420095323}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1320)), {C=0.0005895531187359981, S=0.00048633401420095323}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1322)), {C=0.0008253743662303973, S=0.0006808676198813345}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1324)), {C=0.0005895531187359981, S=0.00048633401420095323}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1329)), {C=0.0005895531187359981, S=0.00048633401420095323}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1332)), {C=0.0005895531187359981, S=0.00048633401420095323}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1336)), {C=0.0005895531187359981, S=0.00048633401420095323}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1338)), {C=0.0005895531187359981, S=0.00048633401420095323}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1344)), {C=0.0008253743662303973, S=0.0006808676198813345}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1347)), {C=0.0007074637424831976, S=0.0005836008170411438}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1351)), {C=0.0007074637424831976, S=0.0005836008170411438}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1353)), {C=0.0010611956137247967, S=0.0008754012255617158}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1355)), {C=0.0005895531187359981, S=0.00048633401420095323}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1357)), {C=0.0005895531187359981, S=0.00048633401420095323}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1359)), {C=0.0007074637424831976, S=0.0005836008170411438}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1361)), {C=0.0005895531187359981, S=0.00048633401420095323}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1363)), {C=0.0005895531187359981, S=0.00048633401420095323}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1364)), {C=0.0005895531187359981, S=0.00048633401420095323}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1367)), {C=0.0007074637424831976, S=0.0005836008170411438}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1369)), {C=0.0008253743662303973, S=0.0006808676198813345}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1370)), {C=0.0005895531187359981, S=0.00048633401420095323}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1371)), {C=0.0005895531187359981, S=0.00048633401420095323}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1373)), {C=0.0005895531187359981, S=0.00048633401420095323}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1374)), {C=0.0007074637424831976, S=0.0005836008170411438}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1376)), {C=0.0007074637424831976, S=0.0005836008170411438}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1378)), {C=0.0005895531187359981, S=0.00048633401420095323}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1380)), {C=0.0012970168612191958, S=0.001069934831242097}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1389)), {C=0.0005895531187359981, S=0.00048633401420095323}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1392)), {C=0.0009432849899775969, S=0.0007781344227215252}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1394)), {C=0.0008253743662303973, S=0.0006808676198813345}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1396)), {C=0.0007074637424831976, S=0.0005836008170411438}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1398)), {C=0.0007074637424831976, S=0.0005836008170411438}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1400)), {C=0.0005895531187359981, S=0.00048633401420095323}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1403)), {C=0.0005895531187359981, S=0.00048633401420095323}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1407)), {C=0.0007074637424831976, S=0.0005836008170411438}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1410)), {C=0.0005895531187359981, S=0.00048633401420095323}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1411)), {C=0.0012970168612191958, S=0.001069934831242097}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1413)), {C=0.0005895531187359981, S=0.00048633401420095323}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1415)), {C=0.0011791062374719961, S=0.0009726680284019065}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1417)), {C=0.0007074637424831976, S=0.0005836008170411438}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1419)), {C=0.0008253743662303973, S=0.0006808676198813345}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1420)), {C=0.0007074637424831976, S=0.0005836008170411438}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1421)), {C=0.0007074637424831976, S=0.0005836008170411438}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1423)), {C=0.0007074637424831976, S=0.0005836008170411438}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1424)), {C=0.0007074637424831976, S=0.0005836008170411438}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1425)), {C=0.0005895531187359981, S=0.00048633401420095323}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1426)), {C=0.0005895531187359981, S=0.00048633401420095323}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1427)), {C=0.0005895531187359981, S=0.00048633401420095323}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1429)), {C=0.0008253743662303973, S=0.0006808676198813345}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1430)), {C=0.0005895531187359981, S=0.00048633401420095323}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1438)), {C=0.0010611956137247967, S=0.0008754012255617158}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1439)), {C=0.0008253743662303973, S=0.0006808676198813345}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1440)), {C=0.0007074637424831976, S=0.0005836008170411438}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1441)), {C=0.0005895531187359981, S=0.00048633401420095323}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1443)), {C=0.0005895531187359981, S=0.00048633401420095323}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1445)), {C=0.0005895531187359981, S=0.00048633401420095323}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1446)), {C=0.0005895531187359981, S=0.00048633401420095323}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1448)), {C=0.0008253743662303973, S=0.0006808676198813345}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1450)), {C=0.0008253743662303973, S=0.0006808676198813345}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1451)), {C=0.0005895531187359981, S=0.00048633401420095323}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1452)), {C=0.0005895531187359981, S=0.00048633401420095323}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1453)), {C=0.0005895531187359981, S=0.00048633401420095323}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1454)), {C=0.0005895531187359981, S=0.00048633401420095323}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1456)), {C=0.0009432849899775969, S=0.0007781344227215252}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1458)), {C=0.0007074637424831976, S=0.0005836008170411438}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1460)), {C=0.0007074637424831976, S=0.0005836008170411438}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1461)), {C=0.0008253743662303973, S=0.0006808676198813345}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1462)), {C=0.0009432849899775969, S=0.0007781344227215252}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1463)), {C=0.0005895531187359981, S=0.00048633401420095323}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1464)), {C=0.0007074637424831976, S=0.0005836008170411438}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1465)), {C=0.0009432849899775969, S=0.0007781344227215252}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1470)), {C=0.0005895531187359981, S=0.00048633401420095323}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1475)), {C=0.0005895531187359981, S=0.00048633401420095323}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1477)), {C=0.0005895531187359981, S=0.00048633401420095323}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1479)), {C=0.0005895531187359981, S=0.00048633401420095323}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1480)), {C=0.0007074637424831976, S=0.0005836008170411438}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1485)), {C=0.0005895531187359981, S=0.00048633401420095323}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1486)), {C=0.0005895531187359981, S=0.00048633401420095323}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1490)), {C=0.0007074637424831976, S=0.0005836008170411438}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1491)), {C=0.0007074637424831976, S=0.0005836008170411438}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1494)), {C=0.0005895531187359981, S=0.00048633401420095323}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1497)), {C=0.0008253743662303973, S=0.0006808676198813345}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1498)), {C=0.0007074637424831976, S=0.0005836008170411438}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1500)), {C=0.0005895531187359981, S=0.00048633401420095323}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1502)), {C=0.0005895531187359981, S=0.00048633401420095323}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1504)), {C=0.0009432849899775969, S=0.0007781344227215252}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1507)), {C=0.0005895531187359981, S=0.00048633401420095323}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1509)), {C=0.0005895531187359981, S=0.00048633401420095323}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1511)), {C=0.0005895531187359981, S=0.00048633401420095323}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1512)), {C=0.0005895531187359981, S=0.00048633401420095323}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1514)), {C=0.0011791062374719961, S=0.0009726680284019065}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1515)), {C=0.0005895531187359981, S=0.00048633401420095323}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1519)), {C=0.0008253743662303973, S=0.0006808676198813345}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1521)), {C=0.0007074637424831976, S=0.0005836008170411438}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1522)), {C=0.0005895531187359981, S=0.00048633401420095323}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1529)), {C=0.0008253743662303973, S=0.0006808676198813345}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1530)), {C=0.0009432849899775969, S=0.0007781344227215252}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1534)), {C=0.0005895531187359981, S=0.00048633401420095323}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1535)), {C=0.0005895531187359981, S=0.00048633401420095323}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1539)), {C=0.0005895531187359981, S=0.00048633401420095323}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1545)), {C=0.0007074637424831976, S=0.0005836008170411438}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1549)), {C=0.0005895531187359981, S=0.00048633401420095323}
(gender(Female))(education(Partial High School))(marital_status(S)) --> (buy(1555)), {C=0.0005895531187359981, S=0.00048633401420095323}
