(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(2)), {C=0.00068259385665529, S=0.0005836008170411438}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(950)), {C=0.0005688282138794084, S=0.00048633401420095323}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(951)), {C=0.00068259385665529, S=0.0005836008170411438}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(952)), {C=0.00068259385665529, S=0.0005836008170411438}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(955)), {C=0.0005688282138794084, S=0.00048633401420095323}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(956)), {C=0.0007963594994311717, S=0.0006808676198813345}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(959)), {C=0.0011376564277588168, S=0.0009726680284019065}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(960)), {C=0.00068259385665529, S=0.0005836008170411438}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(961)), {C=0.0005688282138794084, S=0.00048633401420095323}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(964)), {C=0.0007963594994311717, S=0.0006808676198813345}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(966)), {C=0.0005688282138794084, S=0.00048633401420095323}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(968)), {C=0.00068259385665529, S=0.0005836008170411438}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(970)), {C=0.0010238907849829352, S=0.0008754012255617158}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(971)), {C=0.0007963594994311717, S=0.0006808676198813345}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(973)), {C=0.0005688282138794084, S=0.00048633401420095323}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(974)), {C=0.0005688282138794084, S=0.00048633401420095323}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(976)), {C=0.00068259385665529, S=0.0005836008170411438}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(977)), {C=0.0005688282138794084, S=0.00048633401420095323}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(980)), {C=0.0005688282138794084, S=0.00048633401420095323}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(981)), {C=0.0005688282138794084, S=0.00048633401420095323}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(982)), {C=0.0007963594994311717, S=0.0006808676198813345}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(983)), {C=0.00068259385665529, S=0.0005836008170411438}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(984)), {C=0.0007963594994311717, S=0.0006808676198813345}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(985)), {C=0.0005688282138794084, S=0.00048633401420095323}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(988)), {C=0.0009101251422070534, S=0.0007781344227215252}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(989)), {C=0.00068259385665529, S=0.0005836008170411438}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(990)), {C=0.0007963594994311717, S=0.0006808676198813345}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(992)), {C=0.0007963594994311717, S=0.0006808676198813345}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(994)), {C=0.0007963594994311717, S=0.0006808676198813345}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(995)), {C=0.0007963594994311717, S=0.0006808676198813345}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(996)), {C=0.0009101251422070534, S=0.0007781344227215252}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(997)), {C=0.0005688282138794084, S=0.00048633401420095323}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1002)), {C=0.0007963594994311717, S=0.0006808676198813345}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1003)), {C=0.00068259385665529, S=0.0005836008170411438}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1004)), {C=0.00068259385665529, S=0.0005836008170411438}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1005)), {C=0.0005688282138794084, S=0.00048633401420095323}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1006)), {C=0.00068259385665529, S=0.0005836008170411438}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1007)), {C=0.0007963594994311717, S=0.0006808676198813345}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1011)), {C=0.0010238907849829352, S=0.0008754012255617158}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1014)), {C=0.00068259385665529, S=0.0005836008170411438}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1015)), {C=0.0007963594994311717, S=0.0006808676198813345}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1016)), {C=0.0005688282138794084, S=0.00048633401420095323}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1018)), {C=0.0007963594994311717, S=0.0006808676198813345}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1021)), {C=0.00068259385665529, S=0.0005836008170411438}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1024)), {C=0.0009101251422070534, S=0.0007781344227215252}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1026)), {C=0.0007963594994311717, S=0.0006808676198813345}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1028)), {C=0.00068259385665529, S=0.0005836008170411438}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1031)), {C=0.0005688282138794084, S=0.00048633401420095323}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1032)), {C=0.0007963594994311717, S=0.0006808676198813345}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1034)), {C=0.0007963594994311717, S=0.0006808676198813345}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1036)), {C=0.0005688282138794084, S=0.00048633401420095323}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1039)), {C=0.0005688282138794084, S=0.00048633401420095323}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1040)), {C=0.0005688282138794084, S=0.00048633401420095323}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1041)), {C=0.00068259385665529, S=0.0005836008170411438}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1042)), {C=0.00068259385665529, S=0.0005836008170411438}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1044)), {C=0.0005688282138794084, S=0.00048633401420095323}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1045)), {C=0.0005688282138794084, S=0.00048633401420095323}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1047)), {C=0.0007963594994311717, S=0.0006808676198813345}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1048)), {C=0.0012514220705346984, S=0.001069934831242097}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1052)), {C=0.0005688282138794084, S=0.00048633401420095323}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1053)), {C=0.0007963594994311717, S=0.0006808676198813345}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1057)), {C=0.0005688282138794084, S=0.00048633401420095323}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1060)), {C=0.0005688282138794084, S=0.00048633401420095323}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1063)), {C=0.0007963594994311717, S=0.0006808676198813345}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1064)), {C=0.0010238907849829352, S=0.0008754012255617158}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1065)), {C=0.0005688282138794084, S=0.00048633401420095323}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1068)), {C=0.0005688282138794084, S=0.00048633401420095323}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1071)), {C=0.0007963594994311717, S=0.0006808676198813345}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1072)), {C=0.0005688282138794084, S=0.00048633401420095323}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1074)), {C=0.0005688282138794084, S=0.00048633401420095323}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1077)), {C=0.0005688282138794084, S=0.00048633401420095323}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1083)), {C=0.0005688282138794084, S=0.00048633401420095323}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1084)), {C=0.0007963594994311717, S=0.0006808676198813345}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1086)), {C=0.0005688282138794084, S=0.00048633401420095323}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1087)), {C=0.0005688282138794084, S=0.00048633401420095323}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1092)), {C=0.00068259385665529, S=0.0005836008170411438}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1093)), {C=0.0005688282138794084, S=0.00048633401420095323}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1094)), {C=0.00068259385665529, S=0.0005836008170411438}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1096)), {C=0.0005688282138794084, S=0.00048633401420095323}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1097)), {C=0.0007963594994311717, S=0.0006808676198813345}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1100)), {C=0.00068259385665529, S=0.0005836008170411438}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1104)), {C=0.0005688282138794084, S=0.00048633401420095323}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1105)), {C=0.0007963594994311717, S=0.0006808676198813345}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1106)), {C=0.0007963594994311717, S=0.0006808676198813345}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1107)), {C=0.0011376564277588168, S=0.0009726680284019065}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1112)), {C=0.0005688282138794084, S=0.00048633401420095323}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1114)), {C=0.00068259385665529, S=0.0005836008170411438}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1117)), {C=0.0009101251422070534, S=0.0007781344227215252}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1118)), {C=0.0007963594994311717, S=0.0006808676198813345}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1121)), {C=0.0011376564277588168, S=0.0009726680284019065}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1125)), {C=0.0005688282138794084, S=0.00048633401420095323}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1127)), {C=0.00068259385665529, S=0.0005836008170411438}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1131)), {C=0.00068259385665529, S=0.0005836008170411438}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1134)), {C=0.0005688282138794084, S=0.00048633401420095323}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1136)), {C=0.0005688282138794084, S=0.00048633401420095323}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1142)), {C=0.00068259385665529, S=0.0005836008170411438}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1144)), {C=0.0005688282138794084, S=0.00048633401420095323}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1145)), {C=0.00068259385665529, S=0.0005836008170411438}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1149)), {C=0.00068259385665529, S=0.0005836008170411438}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1150)), {C=0.0011376564277588168, S=0.0009726680284019065}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1151)), {C=0.0007963594994311717, S=0.0006808676198813345}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1152)), {C=0.0005688282138794084, S=0.00048633401420095323}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1153)), {C=0.0010238907849829352, S=0.0008754012255617158}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1154)), {C=0.0005688282138794084, S=0.00048633401420095323}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1155)), {C=0.00068259385665529, S=0.0005836008170411438}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1157)), {C=0.0005688282138794084, S=0.00048633401420095323}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1160)), {C=0.0005688282138794084, S=0.00048633401420095323}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1161)), {C=0.0007963594994311717, S=0.0006808676198813345}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1162)), {C=0.0005688282138794084, S=0.00048633401420095323}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1166)), {C=0.0005688282138794084, S=0.00048633401420095323}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1167)), {C=0.0007963594994311717, S=0.0006808676198813345}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1171)), {C=0.00068259385665529, S=0.0005836008170411438}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1172)), {C=0.00068259385665529, S=0.0005836008170411438}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1173)), {C=0.00068259385665529, S=0.0005836008170411438}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1179)), {C=0.0009101251422070534, S=0.0007781344227215252}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1183)), {C=0.0010238907849829352, S=0.0008754012255617158}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1184)), {C=0.0005688282138794084, S=0.00048633401420095323}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1187)), {C=0.00068259385665529, S=0.0005836008170411438}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1188)), {C=0.0005688282138794084, S=0.00048633401420095323}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1189)), {C=0.0005688282138794084, S=0.00048633401420095323}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1190)), {C=0.00068259385665529, S=0.0005836008170411438}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1193)), {C=0.0007963594994311717, S=0.0006808676198813345}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1197)), {C=0.00068259385665529, S=0.0005836008170411438}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1199)), {C=0.0007963594994311717, S=0.0006808676198813345}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1202)), {C=0.00068259385665529, S=0.0005836008170411438}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1203)), {C=0.0005688282138794084, S=0.00048633401420095323}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1204)), {C=0.0007963594994311717, S=0.0006808676198813345}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1206)), {C=0.0009101251422070534, S=0.0007781344227215252}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1211)), {C=0.0009101251422070534, S=0.0007781344227215252}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1212)), {C=0.0005688282138794084, S=0.00048633401420095323}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1213)), {C=0.0005688282138794084, S=0.00048633401420095323}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1215)), {C=0.0005688282138794084, S=0.00048633401420095323}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1217)), {C=0.0009101251422070534, S=0.0007781344227215252}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1218)), {C=0.00068259385665529, S=0.0005836008170411438}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1221)), {C=0.0005688282138794084, S=0.00048633401420095323}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1224)), {C=0.0007963594994311717, S=0.0006808676198813345}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1227)), {C=0.0005688282138794084, S=0.00048633401420095323}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1228)), {C=0.0005688282138794084, S=0.00048633401420095323}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1229)), {C=0.0005688282138794084, S=0.00048633401420095323}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1231)), {C=0.00068259385665529, S=0.0005836008170411438}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1232)), {C=0.00068259385665529, S=0.0005836008170411438}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1234)), {C=0.0005688282138794084, S=0.00048633401420095323}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1235)), {C=0.0005688282138794084, S=0.00048633401420095323}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1239)), {C=0.0005688282138794084, S=0.00048633401420095323}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1242)), {C=0.0005688282138794084, S=0.00048633401420095323}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1243)), {C=0.00068259385665529, S=0.0005836008170411438}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1246)), {C=0.0007963594994311717, S=0.0006808676198813345}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1247)), {C=0.00068259385665529, S=0.0005836008170411438}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1248)), {C=0.0005688282138794084, S=0.00048633401420095323}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1249)), {C=0.0005688282138794084, S=0.00048633401420095323}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1250)), {C=0.0005688282138794084, S=0.00048633401420095323}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1254)), {C=0.0005688282138794084, S=0.00048633401420095323}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1255)), {C=0.00068259385665529, S=0.0005836008170411438}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1256)), {C=0.0007963594994311717, S=0.0006808676198813345}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1257)), {C=0.00068259385665529, S=0.0005836008170411438}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1258)), {C=0.0007963594994311717, S=0.0006808676198813345}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1259)), {C=0.00068259385665529, S=0.0005836008170411438}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1260)), {C=0.00068259385665529, S=0.0005836008170411438}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1262)), {C=0.0005688282138794084, S=0.00048633401420095323}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1263)), {C=0.0005688282138794084, S=0.00048633401420095323}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1264)), {C=0.0005688282138794084, S=0.00048633401420095323}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1265)), {C=0.0005688282138794084, S=0.00048633401420095323}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1266)), {C=0.0009101251422070534, S=0.0007781344227215252}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1271)), {C=0.0007963594994311717, S=0.0006808676198813345}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1275)), {C=0.0007963594994311717, S=0.0006808676198813345}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1277)), {C=0.00068259385665529, S=0.0005836008170411438}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1278)), {C=0.00068259385665529, S=0.0005836008170411438}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1282)), {C=0.0007963594994311717, S=0.0006808676198813345}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1283)), {C=0.0005688282138794084, S=0.00048633401420095323}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1284)), {C=0.0007963594994311717, S=0.0006808676198813345}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1287)), {C=0.0005688282138794084, S=0.00048633401420095323}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1288)), {C=0.0005688282138794084, S=0.00048633401420095323}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1289)), {C=0.0005688282138794084, S=0.00048633401420095323}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1290)), {C=0.0005688282138794084, S=0.00048633401420095323}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1293)), {C=0.0007963594994311717, S=0.0006808676198813345}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1295)), {C=0.0010238907849829352, S=0.0008754012255617158}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1296)), {C=0.0007963594994311717, S=0.0006808676198813345}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1298)), {C=0.0005688282138794084, S=0.00048633401420095323}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1299)), {C=0.0007963594994311717, S=0.0006808676198813345}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1302)), {C=0.00068259385665529, S=0.0005836008170411438}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1303)), {C=0.00068259385665529, S=0.0005836008170411438}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1305)), {C=0.0009101251422070534, S=0.0007781344227215252}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1311)), {C=0.0005688282138794084, S=0.00048633401420095323}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1312)), {C=0.0005688282138794084, S=0.00048633401420095323}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1313)), {C=0.0005688282138794084, S=0.00048633401420095323}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1315)), {C=0.0009101251422070534, S=0.0007781344227215252}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1317)), {C=0.00068259385665529, S=0.0005836008170411438}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1320)), {C=0.0005688282138794084, S=0.00048633401420095323}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1325)), {C=0.0010238907849829352, S=0.0008754012255617158}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1332)), {C=0.00068259385665529, S=0.0005836008170411438}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1334)), {C=0.0009101251422070534, S=0.0007781344227215252}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1336)), {C=0.00068259385665529, S=0.0005836008170411438}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1337)), {C=0.0007963594994311717, S=0.0006808676198813345}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1338)), {C=0.0005688282138794084, S=0.00048633401420095323}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1339)), {C=0.0007963594994311717, S=0.0006808676198813345}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1341)), {C=0.0005688282138794084, S=0.00048633401420095323}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1342)), {C=0.0009101251422070534, S=0.0007781344227215252}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1343)), {C=0.00068259385665529, S=0.0005836008170411438}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1344)), {C=0.0011376564277588168, S=0.0009726680284019065}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1345)), {C=0.0005688282138794084, S=0.00048633401420095323}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1346)), {C=0.0005688282138794084, S=0.00048633401420095323}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1349)), {C=0.0007963594994311717, S=0.0006808676198813345}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1353)), {C=0.0009101251422070534, S=0.0007781344227215252}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1356)), {C=0.0005688282138794084, S=0.00048633401420095323}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1360)), {C=0.0005688282138794084, S=0.00048633401420095323}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1361)), {C=0.0009101251422070534, S=0.0007781344227215252}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1362)), {C=0.0005688282138794084, S=0.00048633401420095323}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1363)), {C=0.0005688282138794084, S=0.00048633401420095323}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1364)), {C=0.0005688282138794084, S=0.00048633401420095323}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1365)), {C=0.0005688282138794084, S=0.00048633401420095323}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1367)), {C=0.00068259385665529, S=0.0005836008170411438}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1369)), {C=0.0005688282138794084, S=0.00048633401420095323}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1372)), {C=0.00068259385665529, S=0.0005836008170411438}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1376)), {C=0.00068259385665529, S=0.0005836008170411438}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1377)), {C=0.0005688282138794084, S=0.00048633401420095323}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1380)), {C=0.0005688282138794084, S=0.00048633401420095323}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1386)), {C=0.00068259385665529, S=0.0005836008170411438}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1387)), {C=0.0009101251422070534, S=0.0007781344227215252}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1388)), {C=0.0007963594994311717, S=0.0006808676198813345}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1390)), {C=0.0005688282138794084, S=0.00048633401420095323}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1391)), {C=0.0009101251422070534, S=0.0007781344227215252}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1394)), {C=0.0005688282138794084, S=0.00048633401420095323}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1397)), {C=0.0007963594994311717, S=0.0006808676198813345}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1398)), {C=0.0009101251422070534, S=0.0007781344227215252}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1399)), {C=0.00068259385665529, S=0.0005836008170411438}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1401)), {C=0.00068259385665529, S=0.0005836008170411438}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1402)), {C=0.0010238907849829352, S=0.0008754012255617158}
