(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(6)), {C=0.0006806579693703913, S=0.0005836008170411438}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1011)), {C=0.0006806579693703913, S=0.0005836008170411438}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1012)), {C=0.0009075439591605219, S=0.0007781344227215252}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1014)), {C=0.0005672149744753262, S=0.00048633401420095323}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1016)), {C=0.0005672149744753262, S=0.00048633401420095323}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1019)), {C=0.0005672149744753262, S=0.00048633401420095323}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1021)), {C=0.0007941009642654565, S=0.0006808676198813345}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1022)), {C=0.0005672149744753262, S=0.00048633401420095323}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1024)), {C=0.0005672149744753262, S=0.00048633401420095323}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1025)), {C=0.0010209869540555871, S=0.0008754012255617158}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1028)), {C=0.0006806579693703913, S=0.0005836008170411438}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1030)), {C=0.0007941009642654565, S=0.0006808676198813345}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1031)), {C=0.0011344299489506524, S=0.0009726680284019065}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1032)), {C=0.0007941009642654565, S=0.0006808676198813345}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1033)), {C=0.0007941009642654565, S=0.0006808676198813345}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1035)), {C=0.0005672149744753262, S=0.00048633401420095323}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1036)), {C=0.0005672149744753262, S=0.00048633401420095323}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1037)), {C=0.0006806579693703913, S=0.0005836008170411438}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1039)), {C=0.0009075439591605219, S=0.0007781344227215252}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1041)), {C=0.0010209869540555871, S=0.0008754012255617158}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1042)), {C=0.0007941009642654565, S=0.0006808676198813345}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1043)), {C=0.0006806579693703913, S=0.0005836008170411438}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1044)), {C=0.0010209869540555871, S=0.0008754012255617158}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1046)), {C=0.0006806579693703913, S=0.0005836008170411438}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1050)), {C=0.0005672149744753262, S=0.00048633401420095323}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1051)), {C=0.0006806579693703913, S=0.0005836008170411438}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1053)), {C=0.0006806579693703913, S=0.0005836008170411438}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1055)), {C=0.0009075439591605219, S=0.0007781344227215252}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1057)), {C=0.0007941009642654565, S=0.0006808676198813345}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1058)), {C=0.0006806579693703913, S=0.0005836008170411438}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1062)), {C=0.0006806579693703913, S=0.0005836008170411438}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1064)), {C=0.0005672149744753262, S=0.00048633401420095323}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1066)), {C=0.0009075439591605219, S=0.0007781344227215252}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1067)), {C=0.0005672149744753262, S=0.00048633401420095323}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1069)), {C=0.0005672149744753262, S=0.00048633401420095323}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1070)), {C=0.0007941009642654565, S=0.0006808676198813345}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1078)), {C=0.0009075439591605219, S=0.0007781344227215252}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1079)), {C=0.0013613159387407827, S=0.0011672016340822876}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1082)), {C=0.0010209869540555871, S=0.0008754012255617158}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1084)), {C=0.0006806579693703913, S=0.0005836008170411438}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1085)), {C=0.0005672149744753262, S=0.00048633401420095323}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1086)), {C=0.0005672149744753262, S=0.00048633401420095323}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1087)), {C=0.0007941009642654565, S=0.0006808676198813345}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1088)), {C=0.0005672149744753262, S=0.00048633401420095323}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1089)), {C=0.0005672149744753262, S=0.00048633401420095323}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1090)), {C=0.0005672149744753262, S=0.00048633401420095323}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1093)), {C=0.0006806579693703913, S=0.0005836008170411438}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1094)), {C=0.0005672149744753262, S=0.00048633401420095323}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1096)), {C=0.0006806579693703913, S=0.0005836008170411438}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1103)), {C=0.0005672149744753262, S=0.00048633401420095323}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1105)), {C=0.0005672149744753262, S=0.00048633401420095323}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1106)), {C=0.0005672149744753262, S=0.00048633401420095323}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1107)), {C=0.0007941009642654565, S=0.0006808676198813345}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1109)), {C=0.0005672149744753262, S=0.00048633401420095323}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1111)), {C=0.0005672149744753262, S=0.00048633401420095323}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1112)), {C=0.0006806579693703913, S=0.0005836008170411438}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1114)), {C=0.0006806579693703913, S=0.0005836008170411438}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1116)), {C=0.0007941009642654565, S=0.0006808676198813345}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1119)), {C=0.0007941009642654565, S=0.0006808676198813345}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1122)), {C=0.0005672149744753262, S=0.00048633401420095323}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1124)), {C=0.0010209869540555871, S=0.0008754012255617158}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1125)), {C=0.0007941009642654565, S=0.0006808676198813345}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1127)), {C=0.0006806579693703913, S=0.0005836008170411438}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1132)), {C=0.0005672149744753262, S=0.00048633401420095323}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1134)), {C=0.0006806579693703913, S=0.0005836008170411438}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1135)), {C=0.0005672149744753262, S=0.00048633401420095323}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1137)), {C=0.0009075439591605219, S=0.0007781344227215252}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1141)), {C=0.0007941009642654565, S=0.0006808676198813345}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1145)), {C=0.0006806579693703913, S=0.0005836008170411438}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1146)), {C=0.0007941009642654565, S=0.0006808676198813345}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1148)), {C=0.0005672149744753262, S=0.00048633401420095323}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1152)), {C=0.0005672149744753262, S=0.00048633401420095323}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1156)), {C=0.0006806579693703913, S=0.0005836008170411438}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1157)), {C=0.0006806579693703913, S=0.0005836008170411438}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1171)), {C=0.0010209869540555871, S=0.0008754012255617158}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1173)), {C=0.0006806579693703913, S=0.0005836008170411438}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1174)), {C=0.0005672149744753262, S=0.00048633401420095323}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1175)), {C=0.0006806579693703913, S=0.0005836008170411438}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1177)), {C=0.0005672149744753262, S=0.00048633401420095323}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1178)), {C=0.0006806579693703913, S=0.0005836008170411438}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1182)), {C=0.0005672149744753262, S=0.00048633401420095323}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1184)), {C=0.0007941009642654565, S=0.0006808676198813345}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1185)), {C=0.0005672149744753262, S=0.00048633401420095323}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1187)), {C=0.0009075439591605219, S=0.0007781344227215252}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1188)), {C=0.0007941009642654565, S=0.0006808676198813345}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1192)), {C=0.0006806579693703913, S=0.0005836008170411438}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1193)), {C=0.0006806579693703913, S=0.0005836008170411438}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1194)), {C=0.0006806579693703913, S=0.0005836008170411438}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1198)), {C=0.0007941009642654565, S=0.0006808676198813345}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1201)), {C=0.0005672149744753262, S=0.00048633401420095323}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1203)), {C=0.0007941009642654565, S=0.0006808676198813345}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1206)), {C=0.0009075439591605219, S=0.0007781344227215252}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1208)), {C=0.0006806579693703913, S=0.0005836008170411438}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1209)), {C=0.0005672149744753262, S=0.00048633401420095323}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1210)), {C=0.0005672149744753262, S=0.00048633401420095323}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1212)), {C=0.0007941009642654565, S=0.0006808676198813345}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1213)), {C=0.0005672149744753262, S=0.00048633401420095323}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1216)), {C=0.0006806579693703913, S=0.0005836008170411438}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1219)), {C=0.0007941009642654565, S=0.0006808676198813345}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1220)), {C=0.0005672149744753262, S=0.00048633401420095323}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1223)), {C=0.0007941009642654565, S=0.0006808676198813345}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1224)), {C=0.0005672149744753262, S=0.00048633401420095323}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1226)), {C=0.0006806579693703913, S=0.0005836008170411438}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1227)), {C=0.0009075439591605219, S=0.0007781344227215252}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1228)), {C=0.0009075439591605219, S=0.0007781344227215252}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1230)), {C=0.0005672149744753262, S=0.00048633401420095323}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1232)), {C=0.0006806579693703913, S=0.0005836008170411438}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1237)), {C=0.0006806579693703913, S=0.0005836008170411438}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1240)), {C=0.0005672149744753262, S=0.00048633401420095323}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1244)), {C=0.0005672149744753262, S=0.00048633401420095323}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1245)), {C=0.0010209869540555871, S=0.0008754012255617158}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1248)), {C=0.0006806579693703913, S=0.0005836008170411438}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1249)), {C=0.0005672149744753262, S=0.00048633401420095323}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1250)), {C=0.0006806579693703913, S=0.0005836008170411438}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1255)), {C=0.0005672149744753262, S=0.00048633401420095323}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1261)), {C=0.0006806579693703913, S=0.0005836008170411438}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1262)), {C=0.0006806579693703913, S=0.0005836008170411438}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1263)), {C=0.0009075439591605219, S=0.0007781344227215252}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1265)), {C=0.0005672149744753262, S=0.00048633401420095323}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1266)), {C=0.0006806579693703913, S=0.0005836008170411438}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1271)), {C=0.0005672149744753262, S=0.00048633401420095323}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1272)), {C=0.0006806579693703913, S=0.0005836008170411438}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1273)), {C=0.0007941009642654565, S=0.0006808676198813345}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1275)), {C=0.0009075439591605219, S=0.0007781344227215252}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1277)), {C=0.0009075439591605219, S=0.0007781344227215252}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1280)), {C=0.0005672149744753262, S=0.00048633401420095323}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1284)), {C=0.0005672149744753262, S=0.00048633401420095323}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1287)), {C=0.0006806579693703913, S=0.0005836008170411438}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1288)), {C=0.0006806579693703913, S=0.0005836008170411438}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1290)), {C=0.0006806579693703913, S=0.0005836008170411438}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1291)), {C=0.0005672149744753262, S=0.00048633401420095323}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1296)), {C=0.0005672149744753262, S=0.00048633401420095323}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1297)), {C=0.0005672149744753262, S=0.00048633401420095323}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1298)), {C=0.0009075439591605219, S=0.0007781344227215252}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1299)), {C=0.0006806579693703913, S=0.0005836008170411438}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1300)), {C=0.0010209869540555871, S=0.0008754012255617158}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1301)), {C=0.0005672149744753262, S=0.00048633401420095323}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1305)), {C=0.0005672149744753262, S=0.00048633401420095323}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1306)), {C=0.0006806579693703913, S=0.0005836008170411438}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1311)), {C=0.0007941009642654565, S=0.0006808676198813345}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1314)), {C=0.0007941009642654565, S=0.0006808676198813345}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1319)), {C=0.0005672149744753262, S=0.00048633401420095323}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1321)), {C=0.0006806579693703913, S=0.0005836008170411438}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1325)), {C=0.0005672149744753262, S=0.00048633401420095323}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1326)), {C=0.0007941009642654565, S=0.0006808676198813345}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1328)), {C=0.0005672149744753262, S=0.00048633401420095323}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1330)), {C=0.0005672149744753262, S=0.00048633401420095323}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1333)), {C=0.0005672149744753262, S=0.00048633401420095323}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1334)), {C=0.0005672149744753262, S=0.00048633401420095323}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1338)), {C=0.0006806579693703913, S=0.0005836008170411438}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1339)), {C=0.0005672149744753262, S=0.00048633401420095323}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1340)), {C=0.0010209869540555871, S=0.0008754012255617158}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1341)), {C=0.0007941009642654565, S=0.0006808676198813345}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1343)), {C=0.0012478729438457174, S=0.001069934831242097}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1347)), {C=0.0006806579693703913, S=0.0005836008170411438}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1349)), {C=0.0006806579693703913, S=0.0005836008170411438}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1352)), {C=0.0006806579693703913, S=0.0005836008170411438}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1354)), {C=0.0005672149744753262, S=0.00048633401420095323}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1356)), {C=0.0006806579693703913, S=0.0005836008170411438}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1357)), {C=0.0005672149744753262, S=0.00048633401420095323}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1358)), {C=0.0005672149744753262, S=0.00048633401420095323}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1360)), {C=0.0005672149744753262, S=0.00048633401420095323}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1362)), {C=0.0009075439591605219, S=0.0007781344227215252}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1365)), {C=0.0006806579693703913, S=0.0005836008170411438}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1367)), {C=0.0005672149744753262, S=0.00048633401420095323}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1369)), {C=0.0006806579693703913, S=0.0005836008170411438}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1370)), {C=0.0005672149744753262, S=0.00048633401420095323}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1371)), {C=0.0006806579693703913, S=0.0005836008170411438}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1373)), {C=0.0006806579693703913, S=0.0005836008170411438}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1378)), {C=0.0006806579693703913, S=0.0005836008170411438}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1380)), {C=0.0005672149744753262, S=0.00048633401420095323}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1382)), {C=0.0006806579693703913, S=0.0005836008170411438}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1384)), {C=0.0005672149744753262, S=0.00048633401420095323}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1385)), {C=0.0006806579693703913, S=0.0005836008170411438}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1386)), {C=0.0005672149744753262, S=0.00048633401420095323}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1387)), {C=0.0005672149744753262, S=0.00048633401420095323}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1388)), {C=0.0006806579693703913, S=0.0005836008170411438}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1389)), {C=0.0005672149744753262, S=0.00048633401420095323}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1390)), {C=0.0007941009642654565, S=0.0006808676198813345}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1395)), {C=0.0007941009642654565, S=0.0006808676198813345}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1397)), {C=0.0009075439591605219, S=0.0007781344227215252}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1398)), {C=0.0010209869540555871, S=0.0008754012255617158}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1399)), {C=0.0005672149744753262, S=0.00048633401420095323}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1404)), {C=0.0005672149744753262, S=0.00048633401420095323}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1405)), {C=0.0006806579693703913, S=0.0005836008170411438}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1407)), {C=0.0005672149744753262, S=0.00048633401420095323}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1410)), {C=0.0005672149744753262, S=0.00048633401420095323}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1411)), {C=0.0007941009642654565, S=0.0006808676198813345}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1413)), {C=0.0006806579693703913, S=0.0005836008170411438}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1416)), {C=0.0006806579693703913, S=0.0005836008170411438}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1417)), {C=0.0007941009642654565, S=0.0006808676198813345}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1418)), {C=0.0007941009642654565, S=0.0006808676198813345}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1419)), {C=0.0005672149744753262, S=0.00048633401420095323}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1420)), {C=0.0006806579693703913, S=0.0005836008170411438}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1423)), {C=0.0005672149744753262, S=0.00048633401420095323}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1425)), {C=0.0007941009642654565, S=0.0006808676198813345}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1426)), {C=0.0005672149744753262, S=0.00048633401420095323}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1428)), {C=0.0009075439591605219, S=0.0007781344227215252}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1431)), {C=0.0007941009642654565, S=0.0006808676198813345}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1434)), {C=0.0005672149744753262, S=0.00048633401420095323}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1435)), {C=0.0006806579693703913, S=0.0005836008170411438}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1437)), {C=0.0007941009642654565, S=0.0006808676198813345}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1440)), {C=0.0007941009642654565, S=0.0006808676198813345}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1441)), {C=0.0011344299489506524, S=0.0009726680284019065}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1443)), {C=0.0007941009642654565, S=0.0006808676198813345}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1446)), {C=0.0009075439591605219, S=0.0007781344227215252}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1447)), {C=0.0005672149744753262, S=0.00048633401420095323}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1448)), {C=0.0005672149744753262, S=0.00048633401420095323}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1451)), {C=0.0005672149744753262, S=0.00048633401420095323}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1452)), {C=0.0009075439591605219, S=0.0007781344227215252}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1453)), {C=0.0005672149744753262, S=0.00048633401420095323}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1455)), {C=0.0005672149744753262, S=0.00048633401420095323}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1463)), {C=0.0006806579693703913, S=0.0005836008170411438}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1465)), {C=0.0005672149744753262, S=0.00048633401420095323}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1467)), {C=0.0006806579693703913, S=0.0005836008170411438}
