(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(2)), {C=0.0005709717939933768, S=0.00048633401420095323}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(953)), {C=0.0005709717939933768, S=0.00048633401420095323}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(954)), {C=0.0005709717939933768, S=0.00048633401420095323}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(955)), {C=0.0009135548703894028, S=0.0007781344227215252}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(956)), {C=0.000685166152792052, S=0.0005836008170411438}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(958)), {C=0.0005709717939933768, S=0.00048633401420095323}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(959)), {C=0.0005709717939933768, S=0.00048633401420095323}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(960)), {C=0.0011419435879867536, S=0.0009726680284019065}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(962)), {C=0.0009135548703894028, S=0.0007781344227215252}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(963)), {C=0.0005709717939933768, S=0.00048633401420095323}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(964)), {C=0.0007993605115907274, S=0.0006808676198813345}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(965)), {C=0.000685166152792052, S=0.0005836008170411438}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(966)), {C=0.000685166152792052, S=0.0005836008170411438}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(967)), {C=0.000685166152792052, S=0.0005836008170411438}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(969)), {C=0.0005709717939933768, S=0.00048633401420095323}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(970)), {C=0.000685166152792052, S=0.0005836008170411438}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(972)), {C=0.0007993605115907274, S=0.0006808676198813345}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(974)), {C=0.0005709717939933768, S=0.00048633401420095323}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(975)), {C=0.0007993605115907274, S=0.0006808676198813345}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(976)), {C=0.0005709717939933768, S=0.00048633401420095323}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(977)), {C=0.0005709717939933768, S=0.00048633401420095323}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(979)), {C=0.000685166152792052, S=0.0005836008170411438}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(983)), {C=0.000685166152792052, S=0.0005836008170411438}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(984)), {C=0.000685166152792052, S=0.0005836008170411438}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(985)), {C=0.000685166152792052, S=0.0005836008170411438}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(988)), {C=0.0007993605115907274, S=0.0006808676198813345}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(991)), {C=0.0007993605115907274, S=0.0006808676198813345}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(992)), {C=0.0007993605115907274, S=0.0006808676198813345}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(995)), {C=0.000685166152792052, S=0.0005836008170411438}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(997)), {C=0.0007993605115907274, S=0.0006808676198813345}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(999)), {C=0.0009135548703894028, S=0.0007781344227215252}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1000)), {C=0.0005709717939933768, S=0.00048633401420095323}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1007)), {C=0.0009135548703894028, S=0.0007781344227215252}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1010)), {C=0.0005709717939933768, S=0.00048633401420095323}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1011)), {C=0.0005709717939933768, S=0.00048633401420095323}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1012)), {C=0.0005709717939933768, S=0.00048633401420095323}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1016)), {C=0.000685166152792052, S=0.0005836008170411438}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1017)), {C=0.000685166152792052, S=0.0005836008170411438}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1019)), {C=0.0005709717939933768, S=0.00048633401420095323}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1020)), {C=0.0005709717939933768, S=0.00048633401420095323}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1021)), {C=0.0007993605115907274, S=0.0006808676198813345}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1023)), {C=0.0005709717939933768, S=0.00048633401420095323}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1025)), {C=0.0005709717939933768, S=0.00048633401420095323}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1029)), {C=0.000685166152792052, S=0.0005836008170411438}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1030)), {C=0.0010277492291880781, S=0.0008754012255617158}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1031)), {C=0.0007993605115907274, S=0.0006808676198813345}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1032)), {C=0.000685166152792052, S=0.0005836008170411438}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1036)), {C=0.000685166152792052, S=0.0005836008170411438}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1041)), {C=0.000685166152792052, S=0.0005836008170411438}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1042)), {C=0.000685166152792052, S=0.0005836008170411438}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1043)), {C=0.000685166152792052, S=0.0005836008170411438}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1045)), {C=0.0007993605115907274, S=0.0006808676198813345}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1050)), {C=0.0007993605115907274, S=0.0006808676198813345}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1054)), {C=0.0007993605115907274, S=0.0006808676198813345}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1055)), {C=0.0005709717939933768, S=0.00048633401420095323}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1064)), {C=0.000685166152792052, S=0.0005836008170411438}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1066)), {C=0.0005709717939933768, S=0.00048633401420095323}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1067)), {C=0.0005709717939933768, S=0.00048633401420095323}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1070)), {C=0.0005709717939933768, S=0.00048633401420095323}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1074)), {C=0.0005709717939933768, S=0.00048633401420095323}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1077)), {C=0.0007993605115907274, S=0.0006808676198813345}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1082)), {C=0.0009135548703894028, S=0.0007781344227215252}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1083)), {C=0.000685166152792052, S=0.0005836008170411438}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1086)), {C=0.0009135548703894028, S=0.0007781344227215252}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1088)), {C=0.0011419435879867536, S=0.0009726680284019065}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1089)), {C=0.000685166152792052, S=0.0005836008170411438}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1091)), {C=0.0005709717939933768, S=0.00048633401420095323}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1092)), {C=0.0010277492291880781, S=0.0008754012255617158}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1093)), {C=0.0007993605115907274, S=0.0006808676198813345}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1094)), {C=0.0005709717939933768, S=0.00048633401420095323}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1097)), {C=0.0005709717939933768, S=0.00048633401420095323}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1105)), {C=0.0009135548703894028, S=0.0007781344227215252}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1107)), {C=0.0005709717939933768, S=0.00048633401420095323}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1111)), {C=0.0005709717939933768, S=0.00048633401420095323}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1112)), {C=0.0005709717939933768, S=0.00048633401420095323}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1113)), {C=0.0005709717939933768, S=0.00048633401420095323}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1114)), {C=0.0005709717939933768, S=0.00048633401420095323}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1123)), {C=0.000685166152792052, S=0.0005836008170411438}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1124)), {C=0.0007993605115907274, S=0.0006808676198813345}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1126)), {C=0.000685166152792052, S=0.0005836008170411438}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1130)), {C=0.0005709717939933768, S=0.00048633401420095323}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1134)), {C=0.0005709717939933768, S=0.00048633401420095323}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1138)), {C=0.0007993605115907274, S=0.0006808676198813345}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1139)), {C=0.000685166152792052, S=0.0005836008170411438}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1140)), {C=0.000685166152792052, S=0.0005836008170411438}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1145)), {C=0.000685166152792052, S=0.0005836008170411438}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1147)), {C=0.000685166152792052, S=0.0005836008170411438}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1148)), {C=0.0005709717939933768, S=0.00048633401420095323}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1152)), {C=0.000685166152792052, S=0.0005836008170411438}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1153)), {C=0.0005709717939933768, S=0.00048633401420095323}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1155)), {C=0.000685166152792052, S=0.0005836008170411438}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1159)), {C=0.0005709717939933768, S=0.00048633401420095323}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1161)), {C=0.0005709717939933768, S=0.00048633401420095323}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1162)), {C=0.0005709717939933768, S=0.00048633401420095323}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1164)), {C=0.0007993605115907274, S=0.0006808676198813345}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1166)), {C=0.0007993605115907274, S=0.0006808676198813345}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1171)), {C=0.0007993605115907274, S=0.0006808676198813345}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1172)), {C=0.0011419435879867536, S=0.0009726680284019065}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1173)), {C=0.0005709717939933768, S=0.00048633401420095323}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1176)), {C=0.0011419435879867536, S=0.0009726680284019065}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1182)), {C=0.0012561379467854288, S=0.001069934831242097}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1183)), {C=0.000685166152792052, S=0.0005836008170411438}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1184)), {C=0.000685166152792052, S=0.0005836008170411438}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1185)), {C=0.000685166152792052, S=0.0005836008170411438}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1186)), {C=0.0005709717939933768, S=0.00048633401420095323}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1190)), {C=0.0005709717939933768, S=0.00048633401420095323}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1191)), {C=0.0005709717939933768, S=0.00048633401420095323}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1192)), {C=0.0009135548703894028, S=0.0007781344227215252}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1193)), {C=0.0005709717939933768, S=0.00048633401420095323}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1195)), {C=0.000685166152792052, S=0.0005836008170411438}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1198)), {C=0.0007993605115907274, S=0.0006808676198813345}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1199)), {C=0.000685166152792052, S=0.0005836008170411438}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1200)), {C=0.000685166152792052, S=0.0005836008170411438}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1204)), {C=0.0005709717939933768, S=0.00048633401420095323}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1207)), {C=0.0007993605115907274, S=0.0006808676198813345}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1211)), {C=0.000685166152792052, S=0.0005836008170411438}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1212)), {C=0.0007993605115907274, S=0.0006808676198813345}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1213)), {C=0.0009135548703894028, S=0.0007781344227215252}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1215)), {C=0.0005709717939933768, S=0.00048633401420095323}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1218)), {C=0.0007993605115907274, S=0.0006808676198813345}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1221)), {C=0.0007993605115907274, S=0.0006808676198813345}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1222)), {C=0.0005709717939933768, S=0.00048633401420095323}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1224)), {C=0.0007993605115907274, S=0.0006808676198813345}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1228)), {C=0.0007993605115907274, S=0.0006808676198813345}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1229)), {C=0.0005709717939933768, S=0.00048633401420095323}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1230)), {C=0.000685166152792052, S=0.0005836008170411438}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1232)), {C=0.0011419435879867536, S=0.0009726680284019065}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1238)), {C=0.0005709717939933768, S=0.00048633401420095323}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1242)), {C=0.000685166152792052, S=0.0005836008170411438}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1251)), {C=0.0007993605115907274, S=0.0006808676198813345}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1253)), {C=0.0005709717939933768, S=0.00048633401420095323}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1255)), {C=0.0005709717939933768, S=0.00048633401420095323}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1256)), {C=0.0007993605115907274, S=0.0006808676198813345}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1260)), {C=0.0005709717939933768, S=0.00048633401420095323}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1265)), {C=0.000685166152792052, S=0.0005836008170411438}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1266)), {C=0.000685166152792052, S=0.0005836008170411438}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1267)), {C=0.0005709717939933768, S=0.00048633401420095323}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1269)), {C=0.0005709717939933768, S=0.00048633401420095323}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1271)), {C=0.0005709717939933768, S=0.00048633401420095323}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1272)), {C=0.0007993605115907274, S=0.0006808676198813345}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1278)), {C=0.0005709717939933768, S=0.00048633401420095323}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1280)), {C=0.0005709717939933768, S=0.00048633401420095323}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1282)), {C=0.0005709717939933768, S=0.00048633401420095323}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1284)), {C=0.0007993605115907274, S=0.0006808676198813345}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1286)), {C=0.000685166152792052, S=0.0005836008170411438}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1297)), {C=0.0005709717939933768, S=0.00048633401420095323}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1298)), {C=0.0009135548703894028, S=0.0007781344227215252}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1299)), {C=0.0005709717939933768, S=0.00048633401420095323}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1301)), {C=0.0007993605115907274, S=0.0006808676198813345}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1302)), {C=0.000685166152792052, S=0.0005836008170411438}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1304)), {C=0.0005709717939933768, S=0.00048633401420095323}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1310)), {C=0.000685166152792052, S=0.0005836008170411438}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1311)), {C=0.000685166152792052, S=0.0005836008170411438}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1312)), {C=0.0009135548703894028, S=0.0007781344227215252}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1313)), {C=0.0007993605115907274, S=0.0006808676198813345}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1316)), {C=0.0005709717939933768, S=0.00048633401420095323}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1319)), {C=0.0007993605115907274, S=0.0006808676198813345}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1320)), {C=0.000685166152792052, S=0.0005836008170411438}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1322)), {C=0.000685166152792052, S=0.0005836008170411438}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1328)), {C=0.0005709717939933768, S=0.00048633401420095323}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1329)), {C=0.0010277492291880781, S=0.0008754012255617158}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1330)), {C=0.000685166152792052, S=0.0005836008170411438}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1331)), {C=0.0005709717939933768, S=0.00048633401420095323}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1336)), {C=0.000685166152792052, S=0.0005836008170411438}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1342)), {C=0.000685166152792052, S=0.0005836008170411438}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1343)), {C=0.0005709717939933768, S=0.00048633401420095323}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1347)), {C=0.0007993605115907274, S=0.0006808676198813345}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1351)), {C=0.0009135548703894028, S=0.0007781344227215252}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1352)), {C=0.0007993605115907274, S=0.0006808676198813345}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1354)), {C=0.0007993605115907274, S=0.0006808676198813345}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1359)), {C=0.0007993605115907274, S=0.0006808676198813345}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1362)), {C=0.0009135548703894028, S=0.0007781344227215252}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1363)), {C=0.0005709717939933768, S=0.00048633401420095323}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1365)), {C=0.000685166152792052, S=0.0005836008170411438}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1367)), {C=0.0005709717939933768, S=0.00048633401420095323}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1368)), {C=0.0007993605115907274, S=0.0006808676198813345}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1372)), {C=0.0007993605115907274, S=0.0006808676198813345}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1374)), {C=0.000685166152792052, S=0.0005836008170411438}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1376)), {C=0.000685166152792052, S=0.0005836008170411438}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1377)), {C=0.000685166152792052, S=0.0005836008170411438}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1378)), {C=0.000685166152792052, S=0.0005836008170411438}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1379)), {C=0.0009135548703894028, S=0.0007781344227215252}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1382)), {C=0.0005709717939933768, S=0.00048633401420095323}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1383)), {C=0.0005709717939933768, S=0.00048633401420095323}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1386)), {C=0.0007993605115907274, S=0.0006808676198813345}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1388)), {C=0.0005709717939933768, S=0.00048633401420095323}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1389)), {C=0.000685166152792052, S=0.0005836008170411438}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1390)), {C=0.000685166152792052, S=0.0005836008170411438}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1392)), {C=0.0005709717939933768, S=0.00048633401420095323}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1393)), {C=0.0005709717939933768, S=0.00048633401420095323}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1394)), {C=0.0005709717939933768, S=0.00048633401420095323}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1402)), {C=0.0005709717939933768, S=0.00048633401420095323}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1403)), {C=0.0005709717939933768, S=0.00048633401420095323}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1404)), {C=0.0007993605115907274, S=0.0006808676198813345}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1405)), {C=0.0005709717939933768, S=0.00048633401420095323}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1408)), {C=0.0007993605115907274, S=0.0006808676198813345}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1409)), {C=0.000685166152792052, S=0.0005836008170411438}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1412)), {C=0.0005709717939933768, S=0.00048633401420095323}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1416)), {C=0.0005709717939933768, S=0.00048633401420095323}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1417)), {C=0.000685166152792052, S=0.0005836008170411438}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1418)), {C=0.000685166152792052, S=0.0005836008170411438}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1419)), {C=0.0009135548703894028, S=0.0007781344227215252}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1420)), {C=0.0009135548703894028, S=0.0007781344227215252}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1421)), {C=0.0010277492291880781, S=0.0008754012255617158}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1423)), {C=0.0005709717939933768, S=0.00048633401420095323}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1428)), {C=0.0005709717939933768, S=0.00048633401420095323}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1429)), {C=0.000685166152792052, S=0.0005836008170411438}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1433)), {C=0.0005709717939933768, S=0.00048633401420095323}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1434)), {C=0.000685166152792052, S=0.0005836008170411438}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1435)), {C=0.0012561379467854288, S=0.001069934831242097}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1436)), {C=0.0007993605115907274, S=0.0006808676198813345}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1438)), {C=0.0005709717939933768, S=0.00048633401420095323}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1439)), {C=0.0005709717939933768, S=0.00048633401420095323}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1441)), {C=0.0010277492291880781, S=0.0008754012255617158}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1442)), {C=0.0005709717939933768, S=0.00048633401420095323}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1446)), {C=0.0009135548703894028, S=0.0007781344227215252}
